topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,<$latency
2,1,2,1000000,1,false,1000,10,512,100,5,0,nan
2,1,4,10,1,true,1000,1000,1024,10000,2,0,nan
2,1,2,1000000,1,false,1,10,512,100,2,29,nan
4,1,2,1000000,1,false,1,10,512,100,2,0,nan
4,10,4,10,1,true,1,1000,1024,10000,5,29,nan
2,10,4,1000000,10,true,1,1000,512,10000,5,0,nan
4,10,4,1000000,10,false,1,1000,512,10000,5,0,nan
4,1,4,10,1,false,1,10,1024,100,5,29,nan
4,1,4,1000000,10,false,1000,10,512,100,5,29,1572.1666666666667
4,1,4,1000000,1,false,1,10,512,100,5,29,nan
2,10,4,1000000,10,true,1000,1000,1024,10000,2,29,nan
4,1,2,10,1,false,1000,10,512,100,2,0,73.299999999999997
2,1,4,10,10,false,1000,10,1024,100,2,29,699.03999999999996
2,1,4,1000000,10,false,1,10,1024,100,2,0,nan
2,1,2,1000000,1,false,1000,10,512,100,2,0,nan
2,1,2,10,1,true,1,1000,512,10000,5,29,nan
2,1,4,1000000,1,false,1000,1000,512,10000,5,0,nan
4,1,4,10,10,false,1000,10,512,100,2,29,nan
4,1,4,1000000,10,true,1000,1000,1024,10000,5,29,850.37500000000011
2,1,2,1000000,10,true,1000,1000,512,10000,5,0,nan
4,10,4,1000000,10,false,1000,10,1024,100,2,29,1572.7
2,1,2,1000000,10,false,1000,10,1024,100,2,0,nan
2,10,2,10,10,false,1000,1000,512,10000,5,0,963.51249999999993
2,10,4,10,10,true,1000,1000,1024,10000,2,29,nan
2,1,2,10,10,true,1,10,512,100,2,0,nan
2,1,4,1000000,10,true,1000,10,1024,100,2,29,nan
2,1,2,10,1,false,1000,1000,512,10000,5,0,nan
4,1,4,1000000,1,false,1000,1000,512,10000,2,29,nan
4,1,2,1000000,10,false,1,10,1024,100,5,29,0.91999999999999993
2,1,4,1000000,1,true,1,10,512,100,5,29,nan
4,10,4,1000000,1,false,1000,10,1024,100,2,29,nan
2,10,4,1000000,1,true,1000,10,1024,100,5,0,nan
4,1,4,10,10,false,1000,10,1024,100,5,29,1770.742857142857
2,10,4,10,10,false,1,1000,1024,10000,5,0,nan
2,10,4,10,1,true,1,10,1024,100,2,0,nan
4,1,4,1000000,1,true,1,10,512,100,2,29,nan
4,1,2,1000000,1,false,1,1000,1024,10000,5,29,nan
4,1,2,10,1,false,1,1000,512,10000,2,0,nan
4,1,2,1000000,1,false,1000,1000,1024,10000,2,0,66.299999999999997
2,1,2,10,1,false,1000,10,1024,100,5,29,nan
2,10,2,1000000,1,true,1,1000,512,10000,5,0,nan
2,10,4,1000000,1,true,1000,10,512,100,5,0,nan
2,1,2,10,10,false,1,1000,512,10000,2,0,nan
4,10,4,10,1,true,1000,10,1024,100,2,29,nan
4,1,2,1000000,10,true,1000,10,1024,100,5,0,nan
2,10,4,1000000,10,false,1,1000,1024,10000,2,29,nan
4,1,4,1000000,10,false,1000,10,1024,100,2,29,2050.9333333333334
2,10,2,10,10,false,1000,1000,1024,10000,5,0,nan
2,1,2,10,10,false,1000,10,1024,100,5,0,929.06666666666661
2,1,4,10,10,true,1000,10,512,100,2,0,nan
2,1,4,10,10,false,1000,10,1024,100,2,0,602.38
2,10,4,1000000,1,true,1000,1000,1024,10000,5,0,nan
2,1,4,10,10,false,1,10,512,100,2,29,1.3999999999999997
2,1,4,10,1,true,1000,1000,512,10000,5,0,10.4
2,1,2,1000000,1,false,1,1000,512,10000,2,0,nan
4,1,2,10,1,false,1,1000,1024,10000,5,29,nan
2,1,2,10,1,false,1000,1000,1024,10000,2,0,nan
2,1,2,10,1,true,1000,10,1024,100,5,0,nan
4,10,4,10,1,true,1,10,1024,100,5,0,nan
4,10,4,10,1,false,1,1000,512,10000,2,29,nan
2,1,4,10,10,true,1,10,512,100,2,29,nan
4,10,2,10,10,true,1000,10,512,100,5,0,nan
2,10,4,10,10,false,1000,1000,1024,10000,5,0,nan
2,10,2,1000000,1,false,1,1000,1024,10000,5,0,nan
2,1,2,1000000,1,true,1,10,512,100,2,29,nan
4,10,4,10,10,false,1000,10,512,100,5,29,2017.28
4,1,4,10,1,false,1000,1000,512,10000,2,29,49.5
2,1,2,1000000,1,false,1000,1000,512,10000,2,0,nan
4,10,4,10,1,false,1000,1000,1024,10000,5,0,28.899999999999995
4,1,4,1000000,10,true,1000,1000,1024,10000,2,0,nan
2,1,4,1000000,1,false,1000,1000,512,10000,2,29,nan
2,10,4,1000000,1,false,1,10,1024,100,2,0,nan
4,10,2,10,1,true,1000,10,512,100,2,0,101.59999999999998
2,10,4,1000000,1,true,1000,1000,512,10000,5,0,nan
2,10,4,10,1,true,1000,1000,1024,10000,2,0,nan
2,1,4,10,10,true,1000,10,1024,100,5,0,nan
2,1,2,1000000,1,true,1000,1000,1024,10000,2,29,nan
2,1,4,1000000,1,false,1000,10,1024,100,5,29,nan
2,1,4,1000000,10,true,1,1000,1024,10000,5,29,nan
4,1,4,10,10,true,1000,10,512,100,2,29,nan
2,10,4,10,1,true,1,1000,512,10000,2,0,nan
2,10,2,1000000,1,false,1000,10,1024,100,5,0,nan
4,10,4,10,1,true,1,1000,512,10000,2,0,nan
4,1,2,10,10,false,1000,1000,512,10000,2,29,1357.3666666666668
2,10,4,10,10,true,1,1000,512,10000,2,29,nan
4,10,2,1000000,1,false,1,10,512,100,5,0,nan
4,10,4,10,10,true,1,10,512,100,2,29,2.2000000000000002
4,1,4,10,1,false,1,1000,512,10000,2,29,nan
4,10,4,10,10,false,1000,1000,512,10000,5,29,1837.8428571428572
4,1,2,1000000,10,true,1,1000,1024,10000,5,0,1.3
2,10,4,10,10,true,1000,1000,1024,10000,2,0,540.21428571428567
2,1,4,1000000,1,false,1,10,512,100,5,0,nan
2,10,2,1000000,10,true,1000,1000,1024,10000,5,0,nan
2,1,4,1000000,1,false,1,1000,1024,10000,2,29,nan
4,10,2,10,1,true,1000,10,1024,100,2,0,71.599999999999994
2,1,2,1000000,10,false,1000,10,512,100,2,29,nan
4,10,4,10,10,true,1000,1000,512,10000,2,0,2732.5250000000001
2,10,2,10,10,true,1000,10,1024,100,5,29,743.89999999999998
2,1,2,10,1,true,1000,1000,1024,10000,2,0,nan
2,1,4,1000000,1,false,1,10,512,100,5,29,nan
2,1,2,1000000,1,false,1000,1000,512,10000,5,0,nan
4,1,4,1000000,1,false,1,1000,1024,10000,2,29,nan
2,1,4,1000000,1,false,1,1000,512,10000,2,29,nan
2,1,4,1000000,1,true,1,1000,512,10000,5,0,nan
2,1,4,1000000,1,true,1000,10,512,100,2,0,nan
4,10,4,10,10,true,1,1000,512,10000,5,0,2.0166666666666671
4,1,2,1000000,10,false,1,1000,512,10000,5,29,0.75
4,10,4,10,1,false,1,1000,1024,10000,2,29,nan
4,1,4,10,10,false,1,10,512,100,5,29,3.2000000000000002
2,1,2,10,10,true,1000,10,1024,100,5,29,nan
4,1,2,10,1,false,1,10,512,100,2,0,nan
2,1,2,10,10,false,1,10,1024,100,5,0,nan
4,10,4,1000000,1,false,1,10,1024,100,2,29,nan
2,1,4,1000000,1,true,1000,1000,512,10000,2,0,nan
2,10,2,1000000,1,false,1,10,512,100,2,0,nan
4,1,4,1000000,10,false,1,10,1024,100,2,0,nan
2,1,4,1000000,10,false,1000,1000,512,10000,2,0,nan
4,1,2,1000000,10,false,1,10,512,100,2,29,1.1800000000000002
4,1,4,10,10,true,1000,1000,1024,10000,5,0,2504.5
4,10,4,1000000,10,false,1000,10,1024,100,5,0,594.17499999999995
2,1,2,10,1,true,1,10,1024,100,5,0,nan
2,10,4,10,10,true,1,1000,512,10000,5,0,nan
2,10,4,1000000,1,false,1,1000,512,10000,5,0,nan
4,1,2,10,1,false,1,10,1024,100,2,29,nan
2,1,2,10,10,true,1,1000,512,10000,2,29,1.5
4,1,4,1000000,10,false,1000,1000,512,10000,2,29,nan
4,1,2,1000000,10,false,1,10,512,100,5,0,1.1000000000000001
2,10,2,10,10,false,1,1000,512,10000,2,0,nan
4,10,4,1000000,10,false,1000,10,1024,100,5,0,1803.7750000000001
2,10,2,10,10,true,1000,1000,1024,10000,2,0,694.94999999999993
4,1,2,10,10,false,1000,10,512,100,2,0,1881.4571428571423
2,10,4,10,1,false,1000,1000,1024,10000,5,0,nan
2,10,2,10,10,true,1,1000,512,10000,2,0,1.3
2,1,2,1000000,1,true,1000,1000,512,10000,2,0,nan
4,1,4,1000000,10,false,1,10,1024,100,5,29,nan
4,1,2,10,10,true,1000,10,1024,100,2,29,1482.7142857142858
2,1,2,1000000,10,false,1000,1000,512,10000,5,29,nan
4,1,2,1000000,10,false,1,1000,1024,10000,5,29,nan
2,1,2,10,1,false,1000,10,512,100,5,0,nan
2,1,2,1000000,10,false,1000,1000,512,10000,2,0,nan
2,1,2,1000000,10,true,1,1000,1024,10000,2,0,nan
2,1,2,10,1,false,1000,1000,512,10000,2,0,nan
4,10,2,10,1,false,1000,10,1024,100,5,0,nan
4,10,4,1000000,1,true,1,1000,1024,10000,5,29,nan
4,1,2,1000000,10,true,1,1000,1024,10000,5,29,4.8666666666666671
4,10,2,1000000,10,true,1,10,512,100,2,0,0.91999999999999993
2,1,2,1000000,1,false,1000,10,512,100,5,0,nan
2,10,2,10,10,true,1,1000,512,10000,2,29,nan
4,10,4,10,10,true,1,1000,512,10000,5,0,2.1000000000000001
4,1,2,10,10,true,1000,1000,512,10000,2,29,1779.9500000000003
4,1,2,10,10,true,1000,10,1024,100,2,0,1369.7833333333335
2,1,4,10,10,false,1,10,1024,100,5,0,nan
4,10,2,10,10,false,1,10,1024,100,2,0,2.7000000000000002
4,1,4,10,10,true,1000,10,512,100,5,29,1830.9000000000001
4,1,4,10,10,false,1,10,1024,100,5,0,nan
2,1,4,1000000,10,true,1,10,1024,100,2,29,nan
4,10,4,1000000,1,false,1,10,512,100,5,29,nan
4,10,2,1000000,10,false,1000,1000,1024,10000,5,0,1342.575
2,1,4,10,1,false,1000,1000,512,10000,5,0,nan
4,10,2,1000000,1,false,1000,10,512,100,2,0,nan
2,1,4,10,1,false,1,10,1024,100,5,29,nan
2,1,4,10,1,true,1,1000,512,10000,5,0,nan
2,10,4,10,10,false,1000,1000,1024,10000,2,29,507.03750000000002
4,10,2,1000000,10,true,1000,10,1024,100,5,29,479.55000000000001
4,1,4,1000000,10,true,1,1000,1024,10000,5,29,nan
2,10,2,10,1,true,1,10,1024,100,2,0,nan
2,1,4,1000000,10,false,1000,10,1024,100,2,29,nan
2,10,4,1000000,10,true,1000,1000,512,10000,2,0,nan
4,10,2,10,1,false,1000,10,1024,100,2,0,74.900000000000006
4,1,2,1000000,10,true,1,10,512,100,2,0,1.3571428571428572
4,1,2,1000000,10,false,1000,1000,1024,10000,2,29,511.79999999999995
2,1,4,1000000,1,false,1000,10,512,100,2,29,nan
2,1,2,10,1,false,1,1000,1024,10000,2,0,nan
4,1,2,10,10,true,1,10,1024,100,5,0,2.0800000000000001
2,1,4,10,1,true,1,1000,512,10000,5,29,nan
4,1,4,10,10,false,1000,10,512,100,5,0,2640.3333333333335
4,1,2,10,10,false,1,1000,1024,10000,2,0,nan
2,1,2,1000000,1,false,1,10,1024,100,2,0,nan
2,10,2,10,10,false,1,1000,1024,10000,2,29,nan
4,10,2,1000000,1,true,1000,10,512,100,5,0,nan
4,1,4,1000000,10,true,1000,10,512,100,2,29,1405.1666666666667
2,1,2,1000000,10,true,1,10,1024,100,2,29,nan
4,1,4,1000000,1,true,1,1000,512,10000,2,29,nan
2,10,4,10,1,false,1,10,1024,100,2,0,nan
4,10,2,10,10,false,1,1000,512,10000,2,0,nan
4,10,4,10,1,true,1000,10,512,100,5,29,30.466666666666669
2,10,4,1000000,1,false,1000,10,512,100,2,0,10.300000000000001
4,1,2,1000000,1,false,1,1000,1024,10000,5,0,nan
2,1,4,10,10,true,1000,10,1024,100,2,29,nan
4,1,2,1000000,10,true,1000,1000,512,10000,2,0,531.04999999999995
4,10,2,10,1,false,1,1000,512,10000,5,0,nan
4,10,4,10,10,true,1,1000,1024,10000,2,0,nan
4,1,2,1000000,10,true,1000,1000,512,10000,2,0,487.95000000000005
4,10,4,1000000,10,false,1000,1000,1024,10000,5,29,1671.7
2,10,2,1000000,10,true,1,1000,512,10000,5,29,nan
4,10,4,1000000,1,false,1000,1000,512,10000,2,29,38.100000000000001
2,10,2,10,1,true,1000,10,512,100,2,0,nan
4,1,2,1000000,1,false,1000,1000,1024,10000,5,29,nan
2,1,2,1000000,10,true,1,10,512,100,5,0,nan
2,10,4,1000000,10,true,1,10,1024,100,2,0,nan
4,1,4,10,10,true,1,1000,512,10000,2,0,nan
2,1,2,1000000,1,true,1000,10,1024,100,5,0,nan
4,1,4,10,10,true,1000,10,1024,100,5,29,1569.6600000000003
2,1,4,1000000,1,true,1000,1000,1024,10000,2,29,nan
4,10,2,1000000,10,true,1000,1000,1024,10000,2,29,505.12000000000006
4,10,4,1000000,1,true,1,1000,512,10000,5,0,nan
2,1,2,1000000,10,false,1,10,1024,100,2,29,nan
2,1,2,10,10,false,1,10,512,100,2,29,nan
4,1,2,1000000,1,true,1,1000,512,10000,5,29,nan
4,1,2,10,10,false,1000,1000,512,10000,2,0,1727.2
2,1,4,10,1,false,1000,1000,512,10000,5,29,nan
4,10,4,10,10,false,1,1000,1024,10000,5,0,3.6199999999999997
2,1,2,10,1,false,1000,1000,1024,10000,5,29,nan
4,10,4,10,10,true,1000,10,512,100,2,29,1499.8874999999998
4,10,4,10,10,false,1,10,512,100,2,0,2.2166666666666663
4,1,2,10,1,true,1,10,512,100,2,29,nan
4,10,4,10,10,false,1,1000,512,10000,5,0,nan
4,1,4,1000000,1,false,1000,10,1024,100,2,29,nan
4,1,2,1000000,10,false,1000,1000,1024,10000,2,29,1303.5
2,1,2,1000000,1,false,1000,1000,512,10000,5,29,nan
2,1,4,1000000,1,true,1,10,1024,100,5,0,nan
4,1,2,1000000,1,true,1,10,512,100,5,29,nan
4,1,2,10,1,false,1000,1000,512,10000,2,0,nan
4,1,4,10,10,false,1,10,512,100,2,29,3.5333333333333332
4,1,4,10,1,true,1000,1000,1024,10000,5,29,nan
4,10,2,10,10,false,1000,10,1024,100,5,0,1844.2166666666665
2,1,4,1000000,1,false,1000,1000,512,10000,5,29,nan
2,1,4,10,10,true,1,10,512,100,2,0,nan
4,10,2,1000000,1,true,1000,1000,1024,10000,5,0,68.0
2,10,2,10,10,true,1000,1000,512,10000,5,0,nan
4,10,4,1000000,10,true,1000,1000,512,10000,2,29,nan
4,1,2,1000000,1,true,1000,1000,1024,10000,5,29,84.900000000000006
2,1,2,10,10,true,1,10,1024,100,5,0,nan
2,1,4,1000000,10,true,1,1000,1024,10000,5,29,nan
2,10,2,10,1,false,1000,1000,512,10000,5,0,nan
2,1,4,1000000,10,false,1,10,1024,100,5,0,nan
2,1,2,1000000,10,false,1,1000,1024,10000,5,29,nan
2,1,4,1000000,1,true,1000,1000,1024,10000,5,0,nan
4,1,4,10,1,false,1000,10,1024,100,2,29,36.133333333333333
2,1,4,1000000,1,false,1,1000,512,10000,5,29,nan
2,10,2,10,10,true,1,1000,512,10000,2,29,nan
2,1,4,1000000,10,true,1000,1000,512,10000,5,0,nan
2,1,4,10,10,false,1,10,1024,100,2,0,nan
4,1,4,1000000,10,true,1,1000,512,10000,2,0,nan
4,10,2,1000000,10,false,1000,1000,1024,10000,5,29,540.36666666666667
4,10,2,10,10,false,1000,1000,512,10000,2,29,2343.0
4,10,2,1000000,1,true,1000,1000,512,10000,2,0,nan
2,1,4,1000000,1,true,1,1000,512,10000,2,0,nan
4,10,4,10,10,true,1000,1000,1024,10000,2,29,nan
2,10,2,10,10,true,1000,10,512,100,2,0,nan
4,1,4,10,1,true,1,1000,512,10000,2,29,nan
2,1,4,10,10,true,1000,10,1024,100,5,29,604.13333333333333
4,1,4,10,10,true,1000,1000,1024,10000,5,0,2431.8000000000002
4,10,2,1000000,10,false,1000,1000,512,10000,5,29,388.0333333333333
4,10,2,10,1,true,1000,10,512,100,5,0,70.599999999999994
4,1,2,1000000,10,false,1,1000,1024,10000,5,29,1.2
4,10,4,1000000,1,false,1,10,512,100,2,29,nan
2,1,4,1000000,10,false,1,10,512,100,5,0,nan
4,10,2,10,1,true,1,1000,1024,10000,5,0,nan
4,1,2,1000000,10,true,1000,10,512,100,2,0,561.375
2,1,2,10,10,false,1,10,1024,100,5,0,nan
4,1,2,1000000,10,false,1,10,1024,100,2,29,nan
2,1,2,10,10,false,1,1000,512,10000,5,0,nan
2,1,2,10,1,true,1000,10,512,100,2,29,nan
4,1,4,10,10,false,1,10,1024,100,5,0,1.8833333333333335
2,10,2,1000000,10,false,1000,1000,1024,10000,2,0,nan
2,10,2,1000000,10,false,1,10,1024,100,2,0,nan
2,1,2,10,1,false,1000,1000,512,10000,2,0,nan
4,10,4,1000000,10,true,1,1000,512,10000,5,0,nan
4,1,2,10,10,true,1,10,512,100,2,29,2.375
4,10,4,1000000,1,false,1000,10,512,100,2,29,nan
4,10,2,10,10,true,1000,10,512,100,5,0,1828.7
2,10,2,1000000,1,false,1000,10,1024,100,2,0,nan
2,1,2,10,1,true,1,1000,512,10000,2,29,nan
2,10,4,10,1,false,1,1000,512,10000,2,0,nan
4,10,4,10,1,false,1,1000,512,10000,5,29,nan
2,10,4,1000000,10,true,1000,1000,512,10000,2,29,nan
2,1,4,10,10,true,1000,10,512,100,2,0,593.34999999999991
4,1,2,1000000,1,false,1,10,1024,100,2,29,nan
4,10,2,10,10,false,1,10,512,100,5,29,2.2199999999999998
4,10,4,1000000,10,true,1000,1000,1024,10000,5,0,526.67500000000007
2,1,2,10,1,false,1,1000,1024,10000,2,0,nan
2,1,2,1000000,10,false,1000,1000,1024,10000,5,0,nan
2,1,2,1000000,1,false,1000,1000,1024,10000,2,29,nan
2,1,2,1000000,1,false,1,10,1024,100,5,0,nan
4,1,4,1000000,1,false,1,1000,512,10000,5,29,nan
4,10,4,10,10,false,1000,10,512,100,5,0,1504.4499999999998
2,1,4,10,10,false,1,1000,1024,10000,5,29,nan
4,1,4,10,10,true,1,10,1024,100,5,29,2.1833333333333331
4,1,2,1000000,10,true,1,10,1024,100,5,29,1.1666666666666667
2,1,2,10,10,false,1,10,512,100,5,0,nan
2,1,2,1000000,1,false,1,1000,512,10000,5,0,nan
4,10,4,10,10,true,1000,10,512,100,5,29,1462.5400000000002
2,1,4,10,10,false,1000,1000,512,10000,2,0,686.08000000000004
4,1,2,10,1,true,1000,10,512,100,5,29,65.599999999999994
4,1,2,1000000,10,true,1000,1000,512,10000,2,29,534.16666666666674
4,1,2,1000000,1,true,1000,1000,512,10000,2,0,nan
4,1,2,1000000,10,false,1,1000,512,10000,5,0,1.1000000000000001
2,10,4,1000000,10,false,1,1000,1024,10000,5,29,nan
4,1,2,1000000,10,false,1,1000,1024,10000,2,0,1.4750000000000001
2,1,4,10,1,false,1,1000,512,10000,2,29,nan
4,1,4,10,10,true,1000,10,1024,100,2,29,1372.9000000000001
2,1,4,1000000,1,false,1000,1000,1024,10000,2,29,nan
4,10,2,1000000,10,false,1,1000,512,10000,2,0,nan
2,1,2,10,10,true,1000,10,1024,100,5,0,1052.5999999999999
4,1,2,1000000,10,false,1000,10,512,100,2,29,593.92499999999995
2,1,2,1000000,1,false,1,1000,512,10000,2,29,nan
2,1,2,1000000,1,false,1,10,1024,100,5,0,nan
2,10,4,1000000,1,true,1,10,1024,100,5,0,nan
2,1,2,1000000,10,false,1,1000,1024,10000,2,0,nan
4,10,4,1000000,1,true,1,10,1024,100,5,29,nan
2,1,2,10,10,true,1,1000,512,10000,5,29,1.9249999999999998
4,10,2,10,1,false,1,1000,1024,10000,5,0,nan
4,1,2,10,10,false,1000,10,1024,100,2,29,1589.22
2,1,2,10,10,false,1000,1000,1024,10000,2,0,1188.5
4,10,4,1000000,1,false,1,1000,512,10000,5,29,nan
2,1,2,10,10,false,1000,10,512,100,5,0,935.5
2,1,2,1000000,10,false,1000,1000,512,10000,5,0,nan
4,1,2,10,10,false,1,10,1024,100,5,0,2.7333333333333329
4,10,2,1000000,1,true,1,1000,512,10000,2,0,nan
2,1,4,1000000,1,true,1,10,512,100,2,29,nan
4,1,4,1000000,10,false,1000,10,512,100,5,0,1530.0599999999999
2,10,4,1000000,10,false,1,1000,512,10000,5,0,nan
2,10,4,1000000,1,false,1,10,512,100,5,0,nan
2,1,4,10,1,false,1,1000,512,10000,5,29,nan
2,10,4,10,10,false,1,10,1024,100,2,0,nan
4,1,2,10,10,true,1,1000,1024,10000,2,29,2.96
4,10,4,10,10,false,1000,1000,1024,10000,5,29,2037.0999999999999
2,1,2,10,1,true,1,10,512,100,2,0,nan
2,1,2,10,1,false,1,10,512,100,5,0,nan
4,1,2,10,10,true,1000,1000,512,10000,2,0,1620.2
4,10,2,1000000,1,false,1,1000,1024,10000,2,0,nan
2,1,4,1000000,10,true,1,1000,512,10000,2,0,nan
4,1,2,10,10,true,1000,1000,1024,10000,5,29,2621.3000000000002
4,1,2,1000000,10,true,1,10,1024,100,2,29,5.2999999999999998
2,10,2,1000000,1,true,1000,10,1024,100,5,0,nan
2,1,4,10,1,true,1,10,1024,100,2,29,nan
2,10,4,1000000,1,false,1,1000,1024,10000,5,0,nan
2,1,4,10,10,false,1,10,512,100,2,0,1.3
2,1,4,10,10,false,1000,10,512,100,5,29,nan
2,1,4,1000000,10,true,1000,10,512,100,2,29,nan
2,10,2,10,10,true,1000,10,1024,100,5,29,766.0
4,10,4,10,1,false,1,10,1024,100,2,29,nan
2,1,2,1000000,1,true,1,1000,1024,10000,2,0,nan
4,10,4,1000000,10,false,1,10,512,100,2,29,nan
2,1,2,10,1,true,1,10,512,100,5,0,nan
4,10,2,1000000,10,false,1,10,512,100,5,0,1.0166666666666668
4,10,4,10,1,true,1,10,512,100,5,29,nan
2,1,2,10,1,false,1,10,512,100,2,0,nan
4,10,4,10,10,false,1,10,1024,100,2,0,1.9750000000000001
4,10,4,1000000,10,false,1000,10,512,100,5,29,nan
2,10,2,10,1,false,1,1000,1024,10000,5,0,nan
2,1,2,1000000,1,true,1,10,512,100,5,0,nan
4,1,2,1000000,10,true,1000,10,1024,100,2,0,617.13999999999999
4,10,4,1000000,1,true,1,1000,512,10000,5,29,nan
2,1,2,10,10,false,1000,10,1024,100,2,29,1062.5999999999999
4,1,2,10,10,true,1,10,1024,100,2,29,2.4399999999999999
2,10,4,10,10,false,1,1000,1024,10000,2,0,nan
4,10,4,1000000,1,true,1000,1000,1024,10000,2,0,42.233333333333327
4,1,2,10,1,true,1,10,512,100,2,0,nan
2,1,2,1000000,10,true,1000,1000,1024,10000,2,0,nan
2,1,2,10,1,true,1,1000,1024,10000,5,29,nan
4,1,4,1000000,10,false,1,10,512,100,2,29,nan
2,1,2,1000000,1,false,1000,1000,512,10000,2,29,nan
2,10,4,1000000,1,false,1,1000,1024,10000,2,0,nan
2,10,4,1000000,10,false,1000,1000,512,10000,5,29,nan
2,1,2,1000000,1,true,1000,1000,1024,10000,5,0,nan
2,10,4,10,10,true,1000,1000,512,10000,5,29,1086.4000000000001
2,1,2,10,1,false,1000,1000,1024,10000,5,0,nan
4,10,2,10,10,false,1000,10,1024,100,5,29,1855.9333333333334
2,1,2,10,10,false,1000,1000,1024,10000,5,29,nan
4,1,2,1000000,1,true,1,1000,1024,10000,2,29,nan
2,10,4,1000000,10,true,1000,1000,512,10000,5,0,nan
4,1,2,1000000,10,true,1000,10,512,100,2,0,553.89999999999998
2,1,2,10,1,false,1,10,1024,100,5,0,nan
4,10,2,1000000,10,false,1000,1000,512,10000,5,29,714.03999999999996
2,1,2,1000000,1,false,1,10,512,100,5,0,nan
2,10,2,10,10,true,1,1000,512,10000,5,0,nan
2,1,2,10,10,false,1,1000,512,10000,5,0,nan
2,1,4,10,1,false,1000,10,1024,100,5,29,nan
2,1,4,1000000,1,false,1,10,512,100,5,29,nan
2,1,2,10,10,true,1,10,1024,100,2,0,nan
2,1,2,10,10,false,1000,1000,1024,10000,5,0,nan
4,10,4,10,10,false,1000,1000,1024,10000,2,29,nan
2,1,4,1000000,1,false,1,10,512,100,2,29,nan
2,10,2,1000000,1,true,1,1000,1024,10000,5,0,nan
4,10,4,10,10,false,1000,10,1024,100,2,29,1465.9888888888886
2,1,4,10,1,false,1,1000,1024,10000,2,29,nan
4,1,4,10,10,false,1000,1000,1024,10000,5,0,1613.47
4,1,2,10,10,true,1,10,512,100,2,0,2.625
4,10,2,10,1,false,1,1000,512,10000,2,0,nan
2,1,4,10,1,false,1,1000,512,10000,2,29,nan
2,1,2,1000000,10,false,1,10,512,100,2,0,nan
2,10,4,1000000,10,false,1,1000,1024,10000,2,0,nan
2,1,2,1000000,1,true,1,10,1024,100,2,29,nan
2,10,4,10,1,true,1,10,1024,100,5,0,nan
2,1,2,1000000,1,true,1000,1000,512,10000,2,0,nan
4,1,2,1000000,10,false,1000,1000,512,10000,2,0,570.39999999999998
4,10,2,10,1,false,1,10,1024,100,5,0,nan
4,10,4,10,1,true,1,10,1024,100,5,29,nan
4,1,2,10,1,true,1,1000,1024,10000,2,0,nan
4,10,4,1000000,1,false,1,1000,512,10000,2,0,nan
4,10,2,1000000,10,true,1,1000,512,10000,2,0,nan
4,1,2,10,10,false,1000,1000,512,10000,2,0,1391.0799999999999
4,1,4,10,10,false,1000,10,512,100,5,29,1303.6166666666666
4,10,2,10,10,true,1000,1000,1024,10000,5,0,2062.4749999999999
4,1,2,10,1,true,1000,10,1024,100,2,29,67.400000000000006
4,1,2,10,10,false,1000,10,1024,100,5,0,1837.0499999999997
2,10,4,1000000,10,true,1,10,1024,100,5,29,nan
4,1,2,10,1,true,1000,10,1024,100,5,0,nan
4,1,4,10,10,false,1,1000,1024,10000,2,0,nan
2,1,2,10,1,true,1000,10,1024,100,5,0,nan
4,1,2,1000000,1,true,1000,10,1024,100,2,29,102.40000000000001
4,10,4,1000000,1,false,1000,10,1024,100,5,29,35.200000000000003
2,1,2,10,10,false,1,10,512,100,2,0,nan
2,1,2,1000000,1,false,1000,10,1024,100,5,0,nan
4,1,2,10,1,true,1,1000,512,10000,5,0,nan
4,1,4,1000000,10,true,1000,10,512,100,5,0,726.57500000000005
2,1,2,10,10,false,1,10,1024,100,5,0,nan
2,1,2,1000000,1,true,1000,10,512,100,2,0,nan
2,10,4,1000000,1,false,1000,10,1024,100,5,0,nan
2,10,4,1000000,1,true,1,1000,512,10000,2,0,nan
2,1,2,10,1,true,1000,10,512,100,2,0,nan
2,1,2,10,10,true,1000,10,512,100,5,0,1184.8
2,1,2,10,10,false,1000,10,512,100,2,29,888.10000000000002
2,1,2,10,1,true,1,10,512,100,2,0,nan
2,1,4,10,1,false,1000,1000,1024,10000,5,29,nan
2,1,4,10,1,true,1000,1000,512,10000,2,0,nan
4,10,2,1000000,1,true,1,1000,1024,10000,5,0,nan
4,10,4,10,1,false,1000,10,512,100,2,29,56.299999999999997
4,1,4,10,10,false,1000,1000,1024,10000,2,0,2336.0999999999999
2,1,4,1000000,1,true,1,10,1024,100,2,29,nan
4,10,4,1000000,1,false,1000,10,1024,100,5,29,nan
4,10,2,10,1,true,1000,1000,512,10000,5,0,67.900000000000006
2,1,2,1000000,1,false,1,10,1024,100,2,0,nan
4,1,2,10,10,false,1,1000,1024,10000,5,29,nan
2,1,4,10,10,false,1,1000,1024,10000,5,0,1.4500000000000002
4,10,2,10,10,true,1,1000,1024,10000,5,0,2.0600000000000001
2,1,4,1000000,1,true,1000,10,512,100,5,0,nan
4,1,2,1000000,10,false,1,1000,512,10000,5,29,1.7
