SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillseq100K
1,0,1,0,0,0,0,1,0,0,1,1,0,0,0.0443990993527
1,1,0,0,1,0,0,1,0,0,0,0,1,0,0.0302561215874
0,1,0,0,1,1,1,0,1,0,1,1,1,1,0.0720517872221
1,1,1,0,0,1,0,1,1,0,1,0,0,1,0.0706445257529
1,0,0,0,0,0,1,0,1,1,1,0,1,1,0.0292006754855
1,0,0,1,1,0,1,1,1,1,1,1,1,1,0.0942865184351
1,1,0,1,1,1,0,0,1,1,0,1,0,0,0.0776808330988
0,1,1,1,0,0,1,1,1,1,1,0,0,0,0.0650154798762
0,0,0,1,0,1,0,1,0,0,1,0,0,0,0.0676189135941
1,0,1,0,0,1,1,0,0,1,1,1,1,0,0.0569237264284
0,1,1,0,0,0,0,1,1,1,0,0,1,0,0.091049817056
1,0,0,1,0,1,1,0,0,1,1,1,1,1,0.0597382493667
1,0,1,0,1,0,0,0,1,1,1,0,1,0,0.125035181537
1,0,1,1,1,1,1,0,0,1,1,1,1,0,0.127849704475
0,1,1,0,1,1,1,1,0,1,0,1,0,0,0.138263439347
0,0,1,0,0,0,0,0,1,0,1,1,0,1,0.0519279482128
0,1,1,1,0,0,0,0,0,0,0,1,0,1,0.069589079651
0,0,1,1,0,0,1,0,0,1,0,0,1,0,0.153461863214
0,1,1,0,0,1,1,0,0,1,0,1,0,0,0.0934421615536
0,1,0,1,0,0,0,1,0,0,1,1,0,0,0.0813397129187
0,0,1,1,0,1,0,1,0,1,0,1,1,1,0.0557275541796
1,1,0,0,0,0,1,1,0,1,1,1,1,0,0.0372220658598
0,1,1,1,1,0,1,1,1,1,0,0,0,0,0.0499577821559
0,1,0,0,0,0,1,0,0,1,1,0,0,0,0.0349000844357
1,0,1,0,0,1,0,1,0,0,1,1,1,0,0.0835209681959
0,0,1,1,0,1,1,1,0,1,0,0,0,1,0.00612158739094
0,0,1,1,0,1,1,0,0,0,0,1,0,0,0.0351111736561
1,1,0,1,1,1,1,0,1,1,0,0,0,0,0.0776104700253
1,1,0,0,0,0,0,1,0,1,0,1,1,0,0.0709259780467
0,0,1,0,0,0,1,0,1,0,0,1,1,0,0.0698001688714
0,0,0,0,1,0,0,1,0,1,1,1,1,1,0.0699408950183
0,1,0,1,1,1,0,1,0,0,0,1,1,1,0.044610188573
1,0,0,0,1,0,0,0,0,1,0,1,1,1,0.0505206867436
1,0,1,1,0,0,0,1,1,0,1,0,1,0,0.0287784970448
0,0,1,0,1,1,1,1,0,0,0,0,0,1,0.0557275541796
1,0,0,0,0,1,0,0,1,0,0,1,1,0,0.0417253025612
1,0,0,0,1,1,1,1,0,1,0,0,0,1,0.0318744722769
0,1,1,1,0,0,0,0,0,0,0,0,1,1,0.067900365888
1,1,0,1,0,1,0,1,1,1,0,0,0,0,0.0441880101323
0,1,1,1,0,0,0,1,1,1,0,0,0,0,0.0393329580636
0,1,1,1,1,1,0,0,1,1,1,1,1,1,0.0441880101323
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0199831128624
0,1,0,1,0,0,0,1,1,1,0,1,0,0,0.0863354911343
0,1,0,0,0,0,1,1,1,1,1,0,0,1,0.0424992963693
0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.0737405009851
1,1,0,1,1,1,0,1,0,0,1,1,1,1,0.049043062201
0,0,1,0,0,1,1,1,0,1,0,1,1,1,0.0635378553335
0,0,0,1,1,1,0,0,1,0,1,1,1,0,0.0855614973262
0,1,0,0,1,1,0,0,1,0,0,0,0,0,0.0270194202083
1,0,0,0,0,1,1,1,0,0,0,1,0,0,0.0477061638052
1,1,0,1,0,0,0,1,1,0,0,1,1,1,0.0706445257529
1,1,0,0,0,1,1,1,0,0,0,0,1,0,0.0493948775683
1,0,0,1,1,0,0,1,1,1,1,1,1,1,0.0588938924852
0,1,1,0,1,0,1,1,1,0,0,1,1,1,0.0577680833099
0,1,0,1,1,0,1,1,0,0,0,0,1,0,0.0275823247959
1,0,0,0,1,1,1,1,1,1,1,0,0,0,0.0705741626794
1,0,1,1,0,1,0,1,0,0,1,1,0,1,0.0366591612722
1,0,1,0,1,0,0,1,1,0,1,0,0,1,0.106811145511
1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.048902336054
1,1,1,0,1,1,0,0,1,1,0,1,1,1,0.0762032085562
0,1,0,1,1,0,0,0,1,0,1,0,0,1,0.0153391500141
1,0,1,0,1,1,0,1,1,1,1,0,1,1,0.0104840979454
0,0,0,1,1,0,1,1,0,1,1,1,0,0,0.088446383338
1,0,0,0,0,1,0,1,1,0,1,0,0,1,0.0280748663102
1,0,1,0,0,1,1,1,1,1,0,0,1,0,0.0349704475091
0,0,0,1,0,0,1,1,1,1,1,0,1,1,0.0415142133408
0,0,0,0,1,0,1,1,1,1,1,1,0,0,0.0479172530256
0,1,1,0,0,0,1,0,1,0,1,0,1,0,0.0344779059949
0,1,0,0,1,0,1,0,0,0,1,0,0,0,0.0222347312131
1,0,0,1,1,1,0,1,0,1,1,1,1,1,0.115043625106
1,1,0,0,1,0,0,0,1,1,1,1,1,0,0.0591753447791
1,1,0,1,0,0,0,0,0,1,0,1,1,1,0.0518575851393
0,0,1,1,1,1,1,0,1,1,0,1,1,0,0.0473543484379
0,1,1,0,0,0,1,0,1,0,0,0,1,0,0.0748663101604
0,1,0,1,1,0,1,1,0,1,1,1,0,0,0.0657894736842
0,1,1,0,0,1,0,0,1,1,1,1,1,1,0.0593864339994
1,0,1,1,0,1,1,0,1,1,0,1,0,0,0.0450323670138
0,1,0,1,0,0,1,1,1,0,1,0,0,1,0.0465803546299
1,0,1,1,0,0,1,0,1,0,1,1,1,1,0.0583309878976
0,0,1,1,0,1,1,0,1,0,1,0,0,1,0.0217421896988
0,0,0,1,1,1,0,1,0,1,0,1,0,1,0.0405291303124
1,1,1,0,0,0,0,1,1,1,1,1,0,1,0.073107233324
0,1,0,0,0,1,0,0,1,1,0,0,1,0,0.0287784970448
1,0,0,1,1,1,1,0,1,0,0,0,1,1,0.0105544610189
1,1,0,1,1,1,1,1,0,1,1,1,1,1,0.0502392344498
1,0,1,0,0,1,0,0,1,1,1,0,0,1,0.0402476780186
0,1,0,1,1,0,1,1,1,1,1,1,0,0,0.0461581761891
1,0,0,1,0,1,0,0,0,1,1,0,0,1,0.061919504644
0,1,0,1,0,1,1,1,0,0,1,1,1,0,0.0383478750352
1,0,1,1,0,0,0,1,1,0,1,1,1,1,0.0925978046721
1,0,1,1,0,0,0,0,1,0,1,1,1,1,0.0517872220659
0,1,1,1,1,0,1,1,0,1,0,1,0,1,0.0738108640585
1,1,1,1,1,1,1,0,0,0,0,0,0,1,0.101393188854
1,0,0,0,1,0,0,0,1,1,1,0,0,1,0.0324373768646
0,0,0,0,1,0,1,0,1,1,1,0,0,0,0.038629327329
0,1,1,1,0,1,1,1,0,1,1,0,1,0,0.111525471433
0,1,1,0,0,0,1,0,1,0,1,1,1,0,0.0743737686462
0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.0493948775683
1,1,0,0,0,1,1,1,0,0,1,1,1,0,0.0451027300873
1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.102167182663
1,1,0,1,1,1,0,1,0,1,0,1,1,0,0.130875316634
0,1,0,1,1,1,1,0,1,1,1,0,1,1,0.102448634956
0,1,0,1,1,0,0,0,0,0,0,0,0,1,0.0278637770898
1,1,0,1,0,0,0,1,1,1,0,0,1,0,1.0
0,1,0,1,1,0,0,0,0,0,1,1,1,0,0.0648043906558
0,1,1,1,0,1,1,1,1,1,0,0,1,1,0.04475091472
0,0,1,1,1,0,1,1,0,1,1,0,1,1,0.0570644525753
1,1,0,0,0,0,1,0,1,1,0,1,0,1,0.0496763298621
0,0,0,0,1,0,1,1,0,0,1,1,1,0,0.0521390374332
1,1,0,1,0,0,0,0,0,0,1,0,0,0,0.0451027300873
0,1,1,0,0,0,1,1,0,1,0,0,1,0,0.0301857585139
1,0,1,1,1,1,0,0,1,0,1,0,0,1,0.0629045876724
1,1,1,1,0,0,1,0,1,1,1,1,0,0,0.0529833943147
1,0,1,0,0,0,1,1,0,0,0,0,0,0,0.0460174500422
1,1,1,0,1,1,0,0,1,0,0,0,0,0,0.0806360821841
1,1,0,0,1,1,0,0,1,0,0,1,0,0,0.08767238953
0,0,0,1,1,0,1,0,0,1,0,0,0,0,0.0595271601464
0,0,0,0,1,1,0,0,1,0,1,1,0,0,0.0359555305376
0,0,1,1,0,0,1,1,1,1,1,0,0,1,0.0763439347031
1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.0883760202646
0,0,1,0,1,1,0,0,1,0,0,1,1,0,0.0930903461863
0,0,0,1,1,1,0,1,0,1,0,1,1,1,0.0387700534759
1,1,1,1,1,0,1,0,0,1,1,0,1,0,0.0305375738812
0,1,1,1,0,1,1,1,0,0,1,1,1,1,0.0491134252744
0,0,1,1,0,1,0,0,1,0,0,0,1,0,0.00851393188855
0,1,1,1,1,0,0,1,0,0,1,1,0,1,0.0392625949901
0,0,1,1,0,0,1,1,0,0,1,0,0,1,0.0822544328736
1,1,1,0,1,1,1,0,1,0,0,0,1,0,0.0101322825781
1,1,0,0,1,0,1,0,0,1,0,0,0,0,0.190332113707
0,0,1,1,1,1,0,1,0,1,0,1,1,1,0.0951308753166
0,0,1,1,1,0,1,0,0,1,1,0,1,1,0.0150576977202
0,1,0,0,1,0,0,0,1,1,0,0,1,0,0.0813397129187
0,0,1,0,0,0,1,1,0,0,1,1,0,0,0.0411623979735
1,1,0,0,0,0,0,1,1,1,1,0,0,0,0.0265972417675
0,1,0,0,1,0,0,0,0,1,1,0,1,0,0.0279341401632
0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.0516464959189
1,0,1,0,1,0,0,0,1,0,0,1,0,0,0.0777511961722
1,0,1,1,1,0,0,1,0,0,0,1,1,0,0.0347593582888
0,1,1,0,0,0,1,1,0,1,0,0,0,1,0.0260343371798
1,0,1,1,0,0,0,0,0,0,1,0,1,0,0.0301153954405
1,0,0,0,0,0,1,0,0,1,1,0,1,1,0.0233605403884
1,1,1,1,0,1,0,1,0,0,0,1,1,0,0.0510835913313
0,1,1,0,0,0,0,0,1,1,1,1,0,0,0.0578384463833
1,1,1,1,0,0,0,1,1,1,0,0,0,0,0.0512243174782
0,0,0,1,1,0,0,0,0,1,1,0,1,0,0.0557275541796
1,1,0,0,1,0,0,0,1,1,0,0,1,0,0.0253307064453
0,1,1,0,0,0,1,0,1,1,0,0,1,1,0.0175204052913
1,1,1,0,0,1,0,0,1,1,0,1,1,0,0.0561497326203
0,1,0,1,0,1,1,1,1,1,1,0,1,1,0.0287081339713
0,1,1,0,0,1,0,0,1,0,1,1,0,0,0.0540388404165
1,0,0,0,1,1,0,0,1,1,0,1,1,1,0.0420771179285
0,0,1,0,0,1,1,1,1,0,1,1,1,0,0.0372220658598
0,1,0,1,1,0,1,1,1,0,1,0,0,1,0.0301857585139
1,0,1,0,0,0,0,0,1,0,0,0,1,1,0.0318041092035
0,1,1,0,0,0,1,0,0,0,0,0,1,1,0.0265972417675
0,1,1,0,0,1,0,0,0,1,1,1,1,1,0.0773290177315
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0.0448212777934
0,0,1,0,1,0,0,1,1,0,1,0,0,0,0.0473543484379
1,1,0,0,0,1,1,0,1,0,0,1,0,1,0.0944976076555
1,0,0,0,0,0,1,0,1,1,0,0,1,1,0.058401350971
0,1,1,1,0,1,0,0,1,0,1,0,1,0,0.069589079651
0,0,0,1,0,0,0,1,1,0,0,0,1,0,0.0572051787222
1,0,1,0,1,0,0,0,0,1,0,1,1,0,0.128623698283
1,0,0,1,1,0,1,0,1,1,1,0,0,1,0.0306079369547
1,1,1,0,1,0,1,0,1,1,0,0,1,1,0.0674078243738
0,1,1,1,0,0,1,1,1,0,1,1,1,0,0.107233323952
1,1,0,1,1,0,1,1,1,0,0,1,1,0,0.0861947649873
1,0,1,0,0,1,0,1,0,1,1,0,1,0,0.0132282578103
0,1,0,0,1,0,0,0,1,0,1,0,1,1,0.0346889952153
1,0,0,1,1,0,1,0,0,0,1,0,0,0,0.039544047284
1,0,1,0,1,1,1,0,0,1,0,0,0,1,0.0749366732339
1,1,1,1,0,0,0,1,1,1,1,1,0,1,0.0749366732339
1,1,1,0,0,0,0,1,0,1,0,1,0,0,0.121939206305
1,0,0,1,1,1,0,0,0,0,0,0,0,1,0.051505769772
0,1,1,1,0,0,0,1,1,0,1,1,0,1,0.0502392344498
0,1,0,1,1,0,0,0,0,0,0,1,0,1,0.0873909372361
0,0,0,0,0,1,1,0,1,1,1,0,0,0,0.0203349282297
0,1,1,0,0,0,0,1,0,1,1,0,1,0,0.0351815367295
0,1,1,0,1,1,0,0,0,1,0,1,1,1,0.0666338305657
1,1,1,1,0,1,1,1,0,1,0,0,1,0,0.02237545736
0,1,0,0,1,0,1,0,1,1,0,1,0,0,0.0549535603715
1,1,0,1,0,1,1,0,0,1,1,1,1,0,0.048128342246
1,1,1,0,1,0,1,1,1,0,1,0,0,1,0.0406698564593
1,0,0,0,0,1,1,0,1,1,1,1,1,0,0.0845764142978
0,0,1,1,0,1,1,1,1,1,1,0,0,0,0.0794399099353
0,1,0,1,1,0,1,1,1,0,0,0,1,1,0.095341964537
1,0,1,1,0,0,1,0,1,0,0,1,1,1,0.0351815367295
0,1,0,0,1,0,1,0,1,0,0,0,1,1,0.0420067548551
1,1,1,1,1,0,1,0,1,1,0,0,0,0,0.109696031523
0,1,0,1,0,0,1,0,0,1,1,1,0,0,0.0515761328455
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.0393329580636
0,1,0,1,1,0,1,0,1,0,1,1,0,0,0.0500281452294
1,0,0,1,1,0,0,0,0,1,1,0,0,1,0.0187869406136
1,1,0,1,0,1,1,0,0,1,1,1,0,0,0.0453841823811
0,0,1,1,1,1,0,0,1,0,0,0,0,1,0.0280045032367
0,0,1,0,0,0,0,0,1,1,1,1,0,0,0.068674359696
0,0,1,0,0,1,0,0,0,0,1,0,1,0,0.0556571911061
1,0,1,0,0,1,1,0,0,1,1,0,0,0,0.0725443287363
1,0,0,1,0,0,1,0,1,0,1,1,0,1,0.072192513369
0,0,1,1,1,0,1,0,0,1,1,0,1,0,0.0232901773149
1,1,1,1,0,1,1,0,0,0,1,0,1,1,0.0185758513932
1,1,0,1,1,1,0,1,0,0,1,1,1,1,0.083380242049
0,1,0,1,1,0,1,0,1,0,0,0,0,0,0.0468618069237
1,0,0,0,1,0,1,1,1,0,0,1,1,1,0.0873205741627
0,0,1,0,1,1,1,0,0,0,0,1,1,0,0.0650858429496
1,0,1,0,0,1,1,0,0,0,1,0,1,0,0.0424289332958
0,0,0,0,1,1,0,1,1,1,1,1,0,1,0.058401350971
0,0,0,1,0,1,1,0,0,1,0,0,1,1,0.0344075429215
1,1,0,1,0,0,0,0,1,1,1,1,0,0,0.0760624824092
0,1,1,1,0,1,0,1,1,0,1,1,1,1,0.0491134252744
0,1,1,1,0,1,1,1,0,0,0,1,1,1,0.0462285392626
1,0,0,0,0,0,1,0,0,1,0,1,1,0,0.0582606248241
1,1,1,0,1,1,1,1,0,0,0,0,1,1,0.0495356037152
1,1,1,1,0,0,0,1,1,0,1,0,0,0,0.0842949620039
0,0,0,1,0,0,1,1,1,1,0,1,0,0,0.063608218407
0,0,1,1,0,1,0,0,0,1,1,0,1,0,0.0330706445258
0,0,0,1,1,0,0,1,0,1,0,1,1,1,0.0861244019139
1,1,0,1,1,1,0,1,0,0,1,0,0,1,0.0560793695469
1,0,1,1,1,1,1,1,0,1,0,0,0,1,0.040458767239
0,0,1,0,1,0,1,0,1,0,0,0,1,0,0.0285674078244
0,1,0,0,0,1,0,0,0,0,0,1,1,0,0.0776104700253
0,0,1,0,1,0,0,0,0,1,1,0,0,0,0.0299746692936
1,1,0,1,0,1,1,0,1,0,0,0,1,1,0.0783844638334
1,0,0,1,0,0,0,1,1,0,1,0,1,1,0.0713481564875
1,1,0,1,1,0,1,0,0,1,1,0,0,1,0.0264565156206
0,0,0,0,1,0,0,0,1,1,1,0,1,1,0.0496763298621
0,1,1,0,0,0,0,1,0,1,0,1,1,1,0.0785251899803
1,0,1,0,0,1,0,0,1,0,1,0,0,0,0.00506614128905
0,1,0,1,1,1,0,0,1,0,1,0,0,0,0.0364480720518
0,1,1,0,0,0,1,0,0,1,1,0,1,1,0.0530537573881
1,0,0,1,1,0,1,1,0,1,0,1,1,1,0.0966084998593
1,0,1,1,0,1,0,1,1,0,1,1,1,1,0.104700253307
0,0,1,1,1,0,1,1,1,1,1,0,1,1,0.0269490571348
1,0,1,1,1,0,1,1,1,0,0,0,0,0,0.0189276667605
1,0,1,1,1,1,0,0,0,0,1,0,1,0,0.0683225443287
0,0,1,0,0,0,1,1,0,1,0,1,1,0,0.0367998874191
1,1,1,0,1,1,1,1,0,0,0,1,1,1,0.0570644525753
0,1,0,1,0,1,1,0,1,0,1,0,1,1,0.048128342246
0,1,1,1,0,0,0,0,1,1,1,0,0,0,0.0859133126935
0,1,0,1,0,1,0,1,0,0,0,0,1,1,0.0370109766395
1,1,0,0,1,0,0,1,0,0,0,1,1,0,0.0417956656347
0,1,0,1,1,0,0,0,1,0,1,0,0,1,0.066070925978
0,1,1,0,0,1,1,0,0,1,0,0,0,0,0.055023923445
0,0,1,1,1,1,1,0,0,1,0,1,1,1,0.085068955812
1,0,1,1,1,1,0,1,0,1,0,0,0,1,0.0572051787222
1,1,1,0,1,0,1,0,1,1,0,0,0,0,0.0552350126654
1,0,0,0,1,1,0,1,1,0,1,1,1,1,0.055023923445
0,1,1,0,1,1,1,1,1,1,1,0,1,1,0.082465522094
0,0,1,0,1,1,1,1,1,0,1,1,0,1,0.0728961441036
0,0,1,1,1,0,0,1,1,1,0,1,1,1,0.0852800450324
0,0,0,0,1,0,1,1,0,1,0,0,0,0,0.0445398254996
1,1,1,1,1,1,1,1,0,0,0,0,1,1,0.0324373768646
0,0,1,1,0,0,0,1,1,0,0,0,1,1,0.0247678018576
0,0,1,0,1,1,1,0,1,1,1,1,0,0,0.0487616099071
0,1,0,1,1,0,0,0,1,1,0,0,1,1,0.0315930199831
0,0,1,1,1,0,1,0,0,1,1,1,1,0,0.0840838727836
0,0,0,1,0,0,0,0,1,0,1,1,0,1,0.0834506051224
0,0,0,0,0,1,1,0,1,1,1,0,0,1,0.0197016605685
1,0,1,1,1,1,0,1,1,1,0,1,1,0,0.0782437376865
1,0,0,0,1,0,1,1,0,0,1,0,1,0,0.0173796791444
1,0,0,0,1,0,1,0,1,0,1,0,1,0,0.0389811426963
0,0,0,1,0,1,1,1,0,0,1,1,1,0,0.0781030115395
1,1,0,1,1,1,0,1,1,0,0,1,0,1,0.0513650436251
0,1,0,0,0,1,1,1,0,1,0,0,1,0,0.0293414016324
1,1,1,0,0,1,1,1,1,1,0,1,1,1,0.0391922319167
1,1,0,1,1,0,1,1,0,1,0,0,0,1,0.051505769772
0,1,1,0,0,1,0,1,0,0,1,1,0,1,0.0593864339994
1,1,1,0,0,1,0,1,0,1,1,1,0,0,0.0529833943147
1,1,0,1,1,1,1,0,0,0,1,0,1,0,0.0420771179285
1,0,0,0,0,0,1,0,0,1,0,1,1,1,0.073881227132
1,1,0,1,1,0,1,1,0,1,0,1,0,1,0.0608640585421
0,1,1,0,0,1,0,0,1,1,0,0,1,1,0.0264565156206
1,1,1,1,1,1,1,0,1,1,1,0,0,0,0.0432029271039
1,1,1,0,1,1,1,0,1,1,0,0,1,1,0.0651562060231
0,0,1,0,1,1,1,1,1,0,0,1,1,1,0.0322966507177
1,0,0,1,1,1,1,1,1,1,0,1,0,1,0.0575569940895
1,0,1,1,1,0,0,0,1,1,0,0,1,1,0.0322966507177
1,0,0,1,1,1,1,0,1,1,1,1,1,0,0.0654376583169
0,0,1,1,1,0,1,1,1,1,0,1,0,0,0.0394033211371
1,0,0,0,0,0,1,0,1,1,0,0,0,1,0.0434140163242
0,1,0,0,1,0,1,0,1,0,0,0,1,0,0.0478468899522
1,0,0,1,1,1,0,1,0,0,0,1,1,1,0.0322966507177
0,0,1,0,0,1,1,1,1,0,0,0,0,1,0.0591049817056
1,1,0,1,1,0,1,1,0,0,1,0,0,0,0.0229383619477
0,1,0,0,1,1,1,1,1,0,1,1,0,1,0.0410920349001
1,0,1,0,1,0,1,1,1,1,1,0,0,1,0.0132282578103
1,0,0,0,1,0,1,1,1,0,1,0,0,1,0.0521390374332
0,0,1,1,1,0,1,0,1,1,1,1,0,1,0.0304672108078
1,1,1,1,0,0,0,0,0,0,0,0,1,0,0.0517168589924
0,1,1,1,1,0,0,1,0,0,0,0,1,1,0.025752884886
1,1,0,1,1,0,1,0,1,0,1,1,0,1,0.0857725865466
1,0,1,0,1,1,1,0,1,0,1,1,0,1,0.0852800450324
0,0,0,1,0,1,0,0,1,0,0,1,0,0,0.0476358007318
0,0,0,1,0,0,1,0,1,0,0,0,0,1,0.068674359696
0,1,1,1,1,0,0,0,1,0,1,1,0,0,0.0648747537292
0,1,0,1,0,0,0,0,1,1,1,1,1,0,0.0491134252744
0,0,0,1,1,1,0,1,1,1,1,1,1,1,0.0758513931889
1,1,1,0,0,0,1,1,0,1,1,1,0,0,0.0445398254996
0,1,0,0,0,1,1,1,0,0,1,0,1,0,0.0144947931326
1,1,0,1,0,0,0,0,0,0,0,0,1,0,0.0132282578103
0,0,1,1,0,0,1,0,1,1,1,1,1,1,0.0479876160991
1,1,1,1,1,0,1,0,1,0,1,1,1,1,0.107866591613
1,0,1,1,1,0,0,0,0,1,1,1,0,1,0.0546017450042
0,0,0,1,0,0,1,0,1,1,0,0,0,1,0.03356318604
1,0,0,1,0,1,0,0,1,0,1,1,1,1,0.0830987897551
1,1,0,0,1,0,1,0,0,0,0,0,1,1,0.0191387559809
0,1,1,0,0,1,0,0,0,1,1,1,0,1,0.0538981142696
1,1,1,0,0,0,0,0,1,0,0,0,0,1,0.061004784689
0,0,1,0,1,1,0,0,0,0,1,0,0,1,0.0978046721081
1,1,1,1,0,1,1,0,0,1,1,0,1,1,0.0594567970729
0,1,0,0,1,1,0,0,0,1,1,1,0,0,0.0735294117647
0,0,0,1,0,0,0,0,0,1,1,0,0,1,0.0852800450324
0,0,1,1,1,1,1,0,0,0,1,1,1,1,0.0656487475373
0,0,1,1,0,1,0,1,1,1,1,1,0,1,0.0948494230228
0,0,1,0,1,0,1,0,1,1,0,1,0,0,0.0449620039403
1,1,1,0,0,1,0,1,0,1,0,0,1,0,0.0239234449761
0,1,1,0,0,0,0,1,0,1,1,1,1,1,0.0654376583169
0,0,0,1,1,1,0,0,0,1,1,1,1,0,0.0641711229947
0,1,0,0,0,1,1,0,1,1,1,1,1,0,0.0670560090065
1,1,0,1,0,0,1,1,1,0,1,0,1,0,0.0511539544047
1,0,1,0,1,0,1,0,0,1,1,1,1,1,0.0461581761891
1,1,0,0,0,1,0,1,0,1,1,0,1,0,0.0521390374332
1,1,0,1,1,1,0,0,1,1,1,1,1,0,0.0566422741345
0,1,1,1,0,0,0,1,1,1,1,1,0,0,0.097945398255
0,1,1,1,0,1,0,0,0,0,0,0,0,0,0.0344779059949
1,0,1,0,0,0,1,0,0,0,1,0,1,0,0.0144947931326
1,0,0,0,1,0,1,1,0,1,0,0,0,1,0.0387700534759
0,0,1,0,0,1,0,0,0,0,0,0,1,1,0.0579088094568
0,1,0,0,1,0,0,0,0,1,0,0,1,1,0.0753588516746
0,0,1,0,1,0,1,1,0,0,1,1,0,0,0.0595271601464
1,1,0,1,0,0,0,1,0,1,1,1,0,1,0.131438221222
0,0,1,0,0,1,0,0,1,0,0,1,0,1,0.0716999718548
0,0,0,1,0,1,1,0,0,0,1,1,0,0,0.0831691528286
0,0,1,1,1,0,0,0,1,0,0,0,0,1,0.0492541514213
0,1,0,1,1,0,0,0,1,0,1,0,0,0,0.0636785814804
1,0,0,0,0,0,1,0,1,0,1,1,1,1,0.0445398254996
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0279341401632
1,1,1,1,0,0,0,0,1,1,1,1,1,0,0.0583309878976
0,0,0,0,0,0,1,1,0,0,0,0,1,1,0.0213200112581
0,1,0,0,0,1,1,0,1,0,1,1,0,0,0.109766394596
0,0,0,0,1,1,0,1,1,1,0,0,0,0,0.0792288207149
0,0,1,0,0,0,1,1,1,0,0,0,0,1,0.0535462989023
0,0,1,0,1,0,1,0,0,0,1,1,1,1,0.0852096819589
0,0,1,1,0,1,1,1,1,0,0,0,1,0,0.067900365888
0,0,1,0,1,1,0,1,0,1,0,0,1,1,0.0763439347031
1,1,0,1,0,0,0,0,0,0,0,1,1,0,0.0479172530256
0,1,1,0,0,0,1,0,1,1,0,0,0,0,0.07648466085
1,1,0,1,1,1,0,0,0,1,0,0,0,1,0.0237123557557
1,0,1,0,1,1,0,0,1,1,1,0,1,1,0.0461581761891
1,0,0,0,1,1,1,0,0,1,1,0,1,1,0.0183647621728
1,1,1,0,1,0,1,0,1,1,1,0,0,0,0.0733183225443
1,1,0,1,0,0,1,0,0,0,1,0,1,1,0.0488319729806
1,1,1,0,0,1,1,0,1,0,0,0,0,0,0.107514776245
1,1,0,0,0,0,0,1,1,0,0,1,1,0,0.0831691528286
0,0,1,1,0,0,1,1,0,0,0,1,1,1,0.0433436532508
0,1,0,1,0,1,0,1,1,1,1,1,0,1,0.0844356881509
0,1,1,0,1,1,0,1,0,1,0,0,1,1,0.030045032367
1,1,1,0,0,1,0,0,0,1,0,1,1,0,0.0709259780467
1,0,1,0,0,1,0,0,1,0,1,1,1,1,0.0829580636082
1,1,0,1,0,1,0,0,0,1,0,0,1,0,0.0189980298339
0,0,1,1,0,1,1,0,0,1,0,1,1,0,0.129538418238
0,1,0,0,1,0,1,1,0,1,0,1,1,1,0.0581902617506
0,1,0,1,0,0,0,1,0,1,1,1,0,1,0.0965381367858
1,0,1,1,1,0,0,0,1,1,1,0,1,1,0.0560793695469
0,1,0,0,0,0,1,0,0,1,1,1,0,1,0.0508021390374
0,0,0,1,0,1,1,0,1,1,1,1,1,1,0.0780326484661
1,0,0,0,0,1,0,0,1,0,0,1,1,0,0.0750070363073
0,0,0,0,0,1,0,0,1,1,1,0,0,1,0.0571348156487
1,0,1,1,0,0,1,1,0,1,1,1,1,1,0.0500985083028
0,0,0,0,1,0,1,1,0,0,1,1,0,0,0.0978046721081
0,1,1,1,1,0,1,1,0,1,1,0,1,0,0.0279341401632
0,1,1,0,1,0,1,0,1,0,0,1,1,1,0.0529130312412
1,1,0,1,0,1,0,0,1,0,1,0,1,1,0.0377146073741
0,0,1,1,1,0,1,1,0,0,0,1,1,1,0.0372220658598
1,1,1,0,0,0,0,1,1,0,0,0,1,0,0.0394033211371
0,0,0,1,0,1,1,1,1,0,0,1,0,1,0.0467914438503
1,1,0,0,0,0,1,0,1,1,1,0,0,1,0.0493245144948
0,1,1,0,1,0,0,1,1,0,0,0,0,1,0.0244863495637
1,1,0,1,0,1,1,0,0,1,1,1,0,1,0.116310160428
1,1,1,0,1,0,1,0,1,0,0,1,0,0,0.0577680833099
0,1,1,0,1,0,0,1,1,1,0,0,0,0,0.0377849704475
1,1,0,0,0,0,1,1,0,1,0,0,1,1,0.00358851674641
