SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillseq
0,0,0,0,0,1,0,0,1,0,0,0,0,1,11.01
1,1,0,1,1,1,0,1,0,0,1,1,1,1,14.419
0,0,1,0,0,1,1,1,0,1,0,1,1,1,13.792
0,0,0,1,1,1,0,0,1,0,1,1,1,0,13.754
0,1,0,0,1,1,0,0,1,0,0,0,0,0,10.69
1,0,0,0,0,1,1,1,0,0,0,1,0,0,13.717
1,1,0,1,0,0,0,1,1,0,0,1,1,1,13.583
1,1,0,0,0,1,1,1,0,0,0,0,1,0,10.637
1,0,0,1,1,0,0,1,1,1,1,1,1,1,13.658
0,1,1,0,1,0,1,1,1,0,0,1,1,1,13.764
0,1,0,1,1,0,1,1,0,0,0,0,1,0,10.687
1,0,0,0,1,1,1,1,1,1,1,0,0,0,10.777
1,0,1,1,0,1,0,1,0,0,1,1,0,1,13.985
1,0,1,0,1,0,0,1,1,0,1,0,0,1,10.822
1,1,1,1,1,1,1,1,1,1,1,0,1,1,10.587
1,1,1,0,1,1,0,0,1,1,0,1,1,1,13.702
0,1,0,1,1,0,0,0,1,0,1,0,0,1,10.675
1,0,1,0,1,1,0,1,1,1,1,0,1,1,10.579
0,0,0,1,1,0,1,1,0,1,1,1,0,0,13.797
1,0,0,0,0,1,0,1,1,0,1,0,0,1,10.942
1,0,1,0,0,1,1,1,1,1,0,0,1,0,10.74
0,0,0,1,0,0,1,1,1,1,1,0,1,1,10.608
0,0,0,0,1,0,1,1,1,1,1,1,0,0,14.368
0,1,1,0,0,0,1,0,1,0,1,0,1,0,10.712
0,1,0,0,1,0,1,0,0,0,1,0,0,0,10.756
1,0,0,1,1,1,0,1,0,1,1,1,1,1,14.163
1,1,0,0,1,0,0,0,1,1,1,1,1,0,14.056
1,1,0,1,0,0,0,0,0,1,0,1,1,1,13.638
0,0,1,1,1,1,1,0,1,1,0,1,1,0,13.557
0,1,1,0,0,0,1,0,1,0,0,0,1,0,10.793
0,1,0,1,1,0,1,1,0,1,1,1,0,0,14.029
0,1,1,0,0,1,0,0,1,1,1,1,1,1,13.626
1,0,1,1,0,1,1,0,1,1,0,1,0,0,13.769
0,1,0,1,0,0,1,1,1,0,1,0,0,1,10.799
1,0,1,1,0,0,1,0,1,0,1,1,1,1,13.81
0,0,1,1,0,1,1,0,1,0,1,0,0,1,10.696
0,0,0,1,1,1,0,1,0,1,0,1,0,1,13.93
1,1,1,0,0,0,0,1,1,1,1,1,0,1,14.488
0,1,0,0,0,1,0,0,1,1,0,0,1,0,10.523
1,0,0,1,1,1,1,0,1,0,0,0,1,1,10.69
1,1,0,1,1,1,1,1,0,1,1,1,1,1,13.717
1,0,1,0,0,1,0,0,1,1,1,0,0,1,10.671
0,1,0,1,1,0,1,1,1,1,1,1,0,0,13.659
1,0,0,1,0,1,0,0,0,1,1,0,0,1,10.735
0,1,0,1,0,1,1,1,0,0,1,1,1,0,13.592
1,0,1,1,0,0,0,1,1,0,1,1,1,1,13.88
1,0,1,1,0,0,0,0,1,0,1,1,1,1,13.746
0,1,1,1,1,0,1,1,0,1,0,1,0,1,13.619
1,1,1,1,1,1,1,0,0,0,0,0,0,1,11.231
1,0,0,0,1,0,0,0,1,1,1,0,0,1,10.793
0,0,0,0,1,0,1,0,1,1,1,0,0,0,10.672
0,1,1,1,0,1,1,1,0,1,1,0,1,0,10.603
0,1,1,0,0,0,1,0,1,0,1,1,1,0,13.748
0,0,0,0,0,1,0,0,0,0,0,1,0,1,13.816
1,1,0,0,0,1,1,1,0,0,1,1,1,0,13.753
1,0,0,0,0,0,1,0,0,0,0,1,0,0,13.885
1,1,0,1,1,1,0,1,0,1,0,1,1,0,13.671
0,1,0,1,1,1,1,0,1,1,1,0,1,1,10.694
0,1,0,1,1,0,0,0,0,0,0,0,0,1,10.692
1,1,0,1,0,0,0,1,1,1,0,0,1,0,10.677
0,1,0,1,1,0,0,0,0,0,1,1,1,0,14.127
0,1,1,1,0,1,1,1,1,1,0,0,1,1,10.607
0,0,1,1,1,0,1,1,0,1,1,0,1,1,10.606
1,1,0,0,0,0,1,0,1,1,0,1,0,1,13.932
0,0,0,0,1,0,1,1,0,0,1,1,1,0,13.495
1,1,0,1,0,0,0,0,0,0,1,0,0,0,10.829
0,1,1,0,0,0,1,1,0,1,0,0,1,0,10.822
1,0,1,1,1,1,0,0,1,0,1,0,0,1,10.744
1,1,1,1,0,0,1,0,1,1,1,1,0,0,14.107
1,0,1,0,0,0,1,1,0,0,0,0,0,0,10.894
1,1,1,0,1,1,0,0,1,0,0,0,0,0,10.762
1,1,0,0,1,1,0,0,1,0,0,1,0,0,13.841
0,0,0,1,1,0,1,0,0,1,0,0,0,0,10.741
0,0,0,0,1,1,0,0,1,0,1,1,0,0,13.596
0,0,1,1,0,0,1,1,1,1,1,0,0,1,10.672
1,0,1,0,0,0,0,1,0,1,0,0,0,0,10.688
0,0,1,0,1,1,0,0,1,0,0,1,1,0,13.633
0,0,0,1,1,1,0,1,0,1,0,1,1,1,13.663
1,1,1,1,1,0,1,0,0,1,1,0,1,0,10.607
0,1,1,1,0,1,1,1,0,0,1,1,1,1,13.542
0,0,1,1,0,1,0,0,1,0,0,0,1,0,10.519
0,1,1,1,1,0,0,1,0,0,1,1,0,1,13.841
0,0,1,1,0,0,1,1,0,0,1,0,0,1,10.959
1,1,1,0,1,1,1,0,1,0,0,0,1,0,10.625
1,1,0,0,1,0,1,0,0,1,0,0,0,0,10.822
0,0,1,1,1,1,0,1,0,1,0,1,1,1,13.799
0,0,1,1,1,0,1,0,0,1,1,0,1,1,10.831
0,1,0,0,1,0,0,0,1,1,0,0,1,0,10.627
0,0,1,0,0,0,1,1,0,0,1,1,0,0,13.835
1,1,0,0,0,0,0,1,1,1,1,0,0,0,10.743
0,1,0,0,1,0,0,0,0,1,1,0,1,0,10.524
0,0,1,1,0,0,0,1,0,0,0,0,0,0,10.612
1,0,1,0,1,0,0,0,1,0,0,1,0,0,13.732
1,0,1,1,1,0,0,1,0,0,0,1,1,0,13.979
0,1,1,0,0,0,1,1,0,1,0,0,0,1,10.779
1,0,1,1,0,0,0,0,0,0,1,0,1,0,10.691
1,0,0,0,0,0,1,0,0,1,1,0,1,1,10.799
1,1,1,1,0,1,0,1,0,0,0,1,1,0,13.752
0,1,1,0,0,0,0,0,1,1,1,1,0,0,14.059
1,1,1,1,0,0,0,1,1,1,0,0,0,0,10.736
0,0,0,1,1,0,0,0,0,1,1,0,1,0,10.642
1,1,0,0,1,0,0,0,1,1,0,0,1,0,10.726
0,1,1,0,0,0,1,0,1,1,0,0,1,1,10.776
1,1,1,0,0,1,0,0,1,1,0,1,1,0,13.687
0,1,0,1,0,1,1,1,1,1,1,0,1,1,10.688
0,1,1,0,0,1,0,0,1,0,1,1,0,0,13.578
1,0,0,0,1,1,0,0,1,1,0,1,1,1,13.679
0,0,1,0,0,1,1,1,1,0,1,1,1,0,13.763
0,1,0,1,1,0,1,1,1,0,1,0,0,1,10.635
1,0,1,0,0,0,0,0,1,0,0,0,1,1,11.513
0,1,1,0,0,0,1,0,0,0,0,0,1,1,11.218
0,1,1,0,0,1,0,0,0,1,1,1,1,1,13.601
0,1,0,1,0,0,0,0,0,0,0,0,1,1,10.88
0,0,1,0,1,0,0,1,1,0,1,0,0,0,10.736
1,1,0,0,0,1,1,0,1,0,0,1,0,1,13.932
1,0,0,0,0,0,1,0,1,1,0,0,1,1,10.635
0,1,1,1,0,1,0,0,1,0,1,0,1,0,11.526
0,0,0,1,0,0,0,1,1,0,0,0,1,0,10.669
1,0,1,0,1,0,0,0,0,1,0,1,1,0,13.879
1,0,0,1,1,0,1,0,1,1,1,0,0,1,11.017
1,1,1,0,1,0,1,0,1,1,0,0,1,1,10.719
0,1,1,1,0,0,1,1,1,0,1,1,1,0,13.656
1,1,0,1,1,0,1,1,1,0,0,1,1,0,13.709
1,0,1,0,0,1,0,1,0,1,1,0,1,0,10.476
0,1,0,0,1,0,0,0,1,0,1,0,1,1,10.935
1,0,0,1,1,0,1,0,0,0,1,0,0,0,10.854
1,0,1,0,1,1,1,0,0,1,0,0,0,1,10.862
1,1,1,1,0,0,0,1,1,1,1,1,0,1,13.707
1,1,1,0,0,0,0,1,0,1,0,1,0,0,14.049
1,0,0,1,1,1,0,0,0,0,0,0,0,1,10.866
0,1,1,1,0,0,0,1,1,0,1,1,0,1,14.116
0,1,0,1,1,0,0,0,0,0,0,1,0,1,13.674
0,0,0,0,0,1,1,0,1,1,1,0,0,0,10.963
0,1,1,0,0,0,0,1,0,1,1,0,1,0,10.544
0,1,1,0,1,1,0,0,0,1,0,1,1,1,13.815
1,1,1,1,0,1,1,1,0,1,0,0,1,0,10.621
0,1,0,0,1,0,1,0,1,1,0,1,0,0,13.9
1,1,0,1,0,1,1,0,0,1,1,1,1,0,14.088
1,1,1,0,1,0,1,1,1,0,1,0,0,1,10.86
1,0,0,0,0,1,1,0,1,1,1,1,1,0,13.869
0,0,1,1,0,1,1,1,1,1,1,0,0,0,10.931
0,1,0,1,1,0,1,1,1,0,0,0,1,1,10.45
1,0,1,1,0,0,1,0,1,0,0,1,1,1,13.585
0,1,0,0,1,0,1,0,1,0,0,0,1,1,10.709
1,1,1,1,1,0,1,0,1,1,0,0,0,0,10.836
0,1,0,1,0,0,1,0,0,1,1,1,0,0,13.718
1,1,1,1,1,1,1,1,1,1,0,0,0,0,10.973
0,1,0,1,1,0,1,0,1,0,1,1,0,0,13.577
1,0,0,1,1,0,0,0,0,1,1,0,0,1,10.705
1,1,0,1,0,1,1,0,0,1,1,1,0,0,13.755
0,0,1,1,1,1,0,0,1,0,0,0,0,1,10.625
0,0,1,0,0,0,0,0,1,1,1,1,0,0,13.799
0,0,1,0,0,1,0,0,0,0,1,0,1,0,10.56
1,0,1,0,0,1,1,0,0,1,1,0,0,0,10.977
1,0,0,1,0,0,1,0,1,0,1,1,0,1,13.784
0,0,1,1,1,0,1,0,0,1,1,0,1,0,10.65
1,1,1,1,0,1,1,0,0,0,1,0,1,1,10.671
1,1,0,1,1,1,0,1,0,0,1,1,1,1,14.227
0,1,0,1,1,0,1,0,1,0,0,0,0,0,11.391
1,0,0,0,1,0,1,1,1,0,0,1,1,1,13.737
0,0,1,0,1,1,1,0,0,0,0,1,1,0,13.358
1,0,1,0,0,1,1,0,0,0,1,0,1,0,10.633
0,0,0,0,1,1,0,1,1,1,1,1,0,1,13.633
0,0,0,1,0,1,1,0,0,1,0,0,1,1,10.69
1,1,0,1,0,0,0,0,1,1,1,1,0,0,14.275
0,1,1,1,0,1,0,1,1,0,1,1,1,1,13.454
0,1,1,1,0,1,1,1,0,0,0,1,1,1,13.871
1,0,0,0,0,0,1,0,0,1,0,1,1,0,14.096
1,1,1,0,1,1,1,1,0,0,0,0,1,1,10.748
1,1,1,1,0,0,0,1,1,0,1,0,0,0,10.943
0,0,0,1,0,0,1,1,1,1,0,1,0,0,14.265
0,0,1,1,0,1,0,0,0,1,1,0,1,0,10.57
0,0,0,1,1,0,0,1,0,1,0,1,1,1,13.727
1,1,0,1,1,1,0,1,0,0,1,0,0,1,10.863
1,0,1,1,1,1,1,1,0,1,0,0,0,1,10.775
0,0,1,0,1,0,1,0,1,0,0,0,1,0,10.515
0,1,0,0,0,1,0,0,0,0,0,1,1,0,14.183
0,0,1,0,1,0,0,0,0,1,1,0,0,0,10.966
1,1,0,1,0,1,1,0,1,0,0,0,1,1,10.593
1,0,0,1,0,0,0,1,1,0,1,0,1,1,10.639
1,1,0,1,1,0,1,0,0,1,1,0,0,1,10.809
0,0,0,0,1,0,0,0,1,1,1,0,1,1,10.641
0,1,1,0,0,0,0,1,0,1,0,1,1,1,13.498
1,0,1,0,0,1,0,0,1,0,1,0,0,0,10.778
0,1,0,1,1,1,0,0,1,0,1,0,0,0,10.616
0,1,1,0,0,0,1,0,0,1,1,0,1,1,10.414
1,0,0,1,1,0,1,1,0,1,0,1,1,1,13.806
1,0,1,1,0,1,0,1,1,0,1,1,1,1,13.608
0,0,1,1,1,0,1,1,1,1,1,0,1,1,10.546
1,0,1,1,1,0,1,1,1,0,0,0,0,0,10.711
1,0,1,1,1,1,0,0,0,0,1,0,1,0,10.552
0,0,1,0,0,0,1,1,0,1,0,1,1,0,13.648
1,1,1,0,1,1,1,1,0,0,0,1,1,1,13.704
0,1,0,1,0,1,1,0,1,0,1,0,1,1,10.817
0,1,1,1,0,0,0,0,1,1,1,0,0,0,10.901
0,1,0,1,0,1,0,1,0,0,0,0,1,1,11.029
1,1,0,0,1,0,0,1,0,0,0,1,1,0,13.73
0,1,0,1,1,0,0,0,1,0,1,0,0,1,10.834
0,1,1,0,0,1,1,0,0,1,0,0,0,0,11.13
0,0,1,1,1,1,1,0,0,1,0,1,1,1,13.738
1,0,1,1,1,1,0,1,0,1,0,0,0,1,10.909
1,1,1,0,1,0,1,0,1,1,0,0,0,0,10.888
1,0,0,0,1,1,0,1,1,0,1,1,1,1,13.973
0,1,1,0,1,1,1,1,1,1,1,0,1,1,10.785
0,0,1,0,1,1,1,1,1,0,1,1,0,1,13.477
0,0,1,1,1,0,0,1,1,1,0,1,1,1,13.741
0,0,0,0,1,0,1,1,0,1,0,0,0,0,10.656
1,1,1,1,1,1,1,1,0,0,0,0,1,1,11.05
0,0,1,1,0,0,0,1,1,0,0,0,1,1,10.797
0,0,1,0,1,1,1,0,1,1,1,1,0,0,13.631
0,1,0,1,1,0,0,0,1,1,0,0,1,1,10.945
0,0,1,1,1,0,1,0,0,1,1,1,1,0,13.63
0,0,0,1,0,0,0,0,1,0,1,1,0,1,13.968
0,0,0,0,0,1,1,0,1,1,1,0,0,1,10.677
1,0,1,1,1,1,0,1,1,1,0,1,1,0,13.796
1,0,0,0,1,0,1,1,0,0,1,0,1,0,10.692
1,0,0,0,1,0,1,0,1,0,1,0,1,0,10.671
0,0,0,1,0,1,1,1,0,0,1,1,1,0,14.182
1,1,0,1,1,1,0,1,1,0,0,1,0,1,14.081
0,1,0,0,0,1,1,1,0,1,0,0,1,0,10.643
1,1,1,0,0,1,1,1,1,1,0,1,1,1,13.775
1,1,0,1,1,0,1,1,0,1,0,0,0,1,10.724
0,1,1,0,0,1,0,1,0,0,1,1,0,1,13.902
1,1,1,0,0,1,0,1,0,1,1,1,0,0,13.891
1,1,0,1,1,1,1,0,0,0,1,0,1,0,10.776
1,0,0,0,0,0,1,0,0,1,0,1,1,1,13.683
1,1,0,1,1,0,1,1,0,1,0,1,0,1,13.908
0,1,1,0,0,1,0,0,1,1,0,0,1,1,10.807
1,1,1,1,1,1,1,0,1,1,1,0,0,0,10.803
1,1,1,0,1,1,1,0,1,1,0,0,1,1,10.715
0,0,1,0,1,1,1,1,1,0,0,1,1,1,13.659
1,0,0,1,1,1,1,1,1,1,0,1,0,1,14.31
1,0,1,1,1,0,0,0,1,1,0,0,1,1,11.117
1,0,0,1,1,1,1,0,1,1,1,1,1,0,13.724
0,0,1,1,1,0,1,1,1,1,0,1,0,0,13.747
1,0,0,0,0,0,1,0,1,1,0,0,0,1,10.909
0,1,0,0,1,0,1,0,1,0,0,0,1,0,10.524
1,0,0,1,1,1,0,1,0,0,0,1,1,1,13.497
0,0,1,0,0,1,1,1,1,0,0,0,0,1,10.951
1,1,0,1,1,0,1,1,0,0,1,0,0,0,10.533
0,1,0,0,1,1,1,1,1,0,1,1,0,1,13.554
1,0,1,0,1,0,1,1,1,1,1,0,0,1,10.927
1,0,0,0,1,0,1,1,1,0,1,0,0,1,10.778
0,0,1,1,1,0,1,0,1,1,1,1,0,1,13.709
1,1,1,1,0,0,0,0,0,0,0,0,1,0,10.713
0,1,1,1,1,0,0,1,0,0,0,0,1,1,10.65
1,1,0,1,1,0,1,0,1,0,1,1,0,1,13.874
1,0,1,0,1,1,1,0,1,0,1,1,0,1,14.086
0,0,0,1,0,1,0,0,1,0,0,1,0,0,14.026
0,0,0,1,0,0,1,0,1,0,0,0,0,1,10.707
0,1,1,1,1,0,0,0,1,0,1,1,0,0,13.882
0,1,0,1,0,0,0,0,1,1,1,1,1,0,13.606
0,0,0,1,1,1,0,1,1,1,1,1,1,1,13.635
1,1,1,0,0,0,1,1,0,1,1,1,0,0,13.866
0,1,0,0,0,1,1,1,0,0,1,0,1,0,10.503
1,1,0,1,0,0,0,0,0,0,0,0,1,0,10.838
0,0,1,1,0,0,1,0,1,1,1,1,1,1,13.664
1,1,1,1,1,0,1,0,1,0,1,1,1,1,13.656
1,0,1,1,1,0,0,0,0,1,1,1,0,1,13.867
0,0,0,1,0,0,1,0,1,1,0,0,0,1,10.818
1,0,0,1,0,1,0,0,1,0,1,1,1,1,14.018
1,1,0,0,1,0,1,0,0,0,0,0,1,1,10.524
0,1,1,0,0,1,0,0,0,1,1,1,0,1,13.993
1,1,1,0,0,0,0,0,1,0,0,0,0,1,10.71
0,0,1,0,1,1,0,0,0,0,1,0,0,1,10.575
1,1,1,1,0,1,1,0,0,1,1,0,1,1,10.826
0,1,0,0,1,1,0,0,0,1,1,1,0,0,13.735
0,0,0,1,0,0,0,0,0,1,1,0,0,1,10.816
0,0,1,1,1,1,1,0,0,0,1,1,1,1,13.764
0,0,1,1,0,1,0,1,1,1,1,1,0,1,13.899
0,0,1,0,1,0,1,0,1,1,0,1,0,0,13.822
1,1,1,0,0,1,0,1,0,1,0,0,1,0,10.75
0,1,1,0,0,0,0,1,0,1,1,1,1,1,13.864
0,0,0,1,1,1,0,0,0,1,1,1,1,0,13.656
0,1,0,0,0,1,1,0,1,1,1,1,1,0,13.662
1,1,0,1,0,0,1,1,1,0,1,0,1,0,10.686
1,0,1,0,1,0,1,0,0,1,1,1,1,1,13.642
1,1,0,0,0,1,0,1,0,1,1,0,1,0,10.591
1,1,0,1,1,1,0,0,1,1,1,1,1,0,13.577
0,1,1,1,0,0,0,1,1,1,1,1,0,0,13.709
0,1,1,1,0,1,0,0,0,0,0,0,0,0,10.869
1,0,1,0,0,0,1,0,0,0,1,0,1,0,10.528
1,0,0,0,1,0,1,1,0,1,0,0,0,1,10.917
0,0,1,0,0,1,0,0,0,0,0,0,1,1,10.611
0,1,0,0,1,0,0,0,0,1,0,0,1,1,10.579
0,0,1,0,1,0,1,1,0,0,1,1,0,0,13.532
1,1,0,1,0,0,0,1,0,1,1,1,0,1,13.869
0,0,1,0,0,1,0,0,1,0,0,1,0,1,13.742
0,0,0,1,0,1,1,0,0,0,1,1,0,0,13.753
0,0,1,1,1,0,0,0,1,0,0,0,0,1,10.762
0,1,0,1,1,0,0,0,1,0,1,0,0,0,10.577
1,0,0,0,0,0,1,0,1,0,1,1,1,1,13.802
0,0,0,1,0,0,0,0,0,0,1,0,0,0,10.686
1,1,1,1,0,0,0,0,1,1,1,1,1,0,13.915
0,0,0,0,0,0,1,1,0,0,0,0,1,1,10.54
0,1,0,0,0,1,1,0,1,0,1,1,0,0,13.438
0,0,0,0,1,1,0,1,1,1,0,0,0,0,10.724
0,0,1,0,0,0,1,1,1,0,0,0,0,1,10.662
0,0,1,0,1,0,1,0,0,0,1,1,1,1,13.627
0,0,1,1,0,1,1,1,1,0,0,0,1,0,10.715
0,0,1,0,1,1,0,1,0,1,0,0,1,1,10.746
1,1,0,1,0,0,0,0,0,0,0,1,1,0,13.659
0,1,1,0,0,0,1,0,1,1,0,0,0,0,10.739
1,1,0,1,1,1,0,0,0,1,0,0,0,1,10.854
1,0,1,0,1,1,0,0,1,1,1,0,1,1,10.571
1,0,0,0,1,1,1,0,0,1,1,0,1,1,10.553
1,1,1,0,1,0,1,0,1,1,1,0,0,0,11.444
1,1,0,1,0,0,1,0,0,0,1,0,1,1,10.52
1,1,1,0,0,1,1,0,1,0,0,0,0,0,10.957
1,1,0,0,0,0,0,1,1,0,0,1,1,0,14.16
0,0,1,1,0,0,1,1,0,0,0,1,1,1,13.503
0,1,0,1,0,1,0,1,1,1,1,1,0,1,14.244
0,1,1,0,1,1,0,1,0,1,0,0,1,1,10.623
1,1,1,0,0,1,0,0,0,1,0,1,1,0,13.866
1,0,1,0,0,1,0,0,1,0,1,1,1,1,13.468
1,1,0,1,0,1,0,0,0,1,0,0,1,0,10.705
0,0,1,1,0,1,1,0,0,1,0,1,1,0,13.552
0,1,0,0,1,0,1,1,0,1,0,1,1,1,13.733
0,1,0,1,0,0,0,1,0,1,1,1,0,1,13.717
1,0,1,1,1,0,0,0,1,1,1,0,1,1,10.652
0,1,0,0,0,0,1,0,0,1,1,1,0,1,14.06
0,0,0,1,0,1,1,0,1,1,1,1,1,1,13.64
1,0,0,0,0,1,0,0,1,0,0,1,1,0,13.822
0,0,0,0,0,1,0,0,1,1,1,0,0,1,10.665
1,0,1,1,0,0,1,1,0,1,1,1,1,1,13.799
0,0,0,0,1,0,1,1,0,0,1,1,0,0,13.696
0,1,1,1,1,0,1,1,0,1,1,0,1,0,11.109
0,1,1,0,1,0,1,0,1,0,0,1,1,1,13.804
1,1,0,1,0,1,0,0,1,0,1,0,1,1,10.735
0,0,1,1,1,0,1,1,0,0,0,1,1,1,13.611
1,1,1,0,0,0,0,1,1,0,0,0,1,0,10.658
0,0,0,1,0,1,1,1,1,0,0,1,0,1,14.245
1,1,0,0,0,0,1,0,1,1,1,0,0,1,11.149
0,1,1,0,1,0,0,1,1,0,0,0,0,1,10.84
1,1,0,1,0,1,1,0,0,1,1,1,0,1,14.237
1,1,1,0,1,0,1,0,1,0,0,1,0,0,13.865
0,1,1,0,1,0,0,1,1,1,0,0,0,0,10.772
1,1,0,0,0,0,1,1,0,1,0,0,1,1,10.653
0,1,1,0,1,0,1,1,1,1,0,0,0,1,11.023
0,0,1,0,1,1,0,1,0,0,0,1,1,0,13.508
0,1,0,1,1,1,1,0,1,1,1,1,0,1,13.895
0,0,1,1,0,0,0,0,1,1,0,0,0,0,10.924
1,1,0,0,0,1,0,0,1,0,1,1,0,1,13.569
0,1,0,1,0,1,1,0,1,1,0,0,1,0,10.526
0,0,1,1,0,0,0,1,1,0,1,1,1,0,13.623
0,0,1,1,0,1,0,1,1,0,1,1,0,1,14.383
0,1,0,0,0,1,0,0,1,0,1,0,0,1,10.719
1,0,1,0,0,1,0,1,1,1,0,1,1,1,14.38
0,1,1,1,1,0,0,0,1,0,0,0,0,0,10.781
1,1,0,1,0,1,0,1,0,1,1,0,1,1,10.821
1,1,1,1,1,1,0,1,1,0,0,1,1,0,13.634
0,1,0,1,0,0,0,1,0,0,1,0,0,0,10.694
0,1,0,0,1,0,1,1,1,0,1,1,1,1,13.848
1,1,0,1,0,1,0,0,0,0,0,0,0,1,10.613
0,1,1,0,1,0,1,0,1,0,0,1,1,0,13.52
0,0,0,0,0,1,1,1,0,0,0,0,0,1,10.821
0,1,1,0,0,1,1,1,0,0,0,0,1,1,10.633
1,0,0,1,1,1,0,1,1,0,1,1,1,1,13.696
0,1,0,0,1,1,1,0,0,1,0,0,1,1,10.578
1,0,0,1,1,0,0,0,0,1,0,1,0,1,13.934
0,1,0,0,0,0,0,1,1,0,1,0,0,1,10.674
1,1,1,0,0,1,1,0,0,0,1,0,0,1,10.812
0,1,0,1,0,1,1,0,0,0,1,0,1,0,10.856
1,1,1,0,0,1,0,1,1,1,1,1,0,0,13.707
1,1,0,1,0,1,0,0,1,1,1,0,0,1,10.658
0,0,0,0,1,0,0,1,0,1,1,1,0,1,13.821
1,1,0,1,0,1,0,0,0,0,0,1,0,0,13.848
1,1,1,0,0,1,1,1,0,1,0,0,0,0,10.908
1,1,1,1,0,0,0,0,1,0,0,0,1,0,10.659
1,0,1,1,0,1,0,1,1,1,0,1,0,0,13.871
1,0,0,1,1,1,1,1,0,0,1,1,0,1,13.854
0,0,1,1,0,1,0,1,0,1,1,1,1,0,13.966
1,1,1,0,0,1,0,0,0,1,0,0,1,0,10.807
0,0,1,1,0,0,0,0,0,1,0,0,0,0,10.756
1,1,0,0,0,1,0,0,0,0,1,0,0,1,10.866
0,1,0,1,0,1,0,1,0,0,0,0,0,0,10.715
0,1,1,1,1,1,0,0,1,0,0,1,0,0,13.588
1,0,1,1,1,0,1,0,1,0,1,0,0,1,10.723
0,0,1,1,0,1,1,1,1,0,0,1,0,1,13.675
1,1,1,1,0,0,0,0,0,1,1,1,0,0,14.092
1,1,1,1,1,1,1,0,0,0,0,0,0,0,10.999
0,0,1,0,0,0,0,0,0,0,1,0,1,0,10.566
0,1,1,0,1,1,1,0,0,0,1,0,1,1,10.917
0,0,1,1,1,0,0,0,0,0,0,1,1,0,13.591
1,0,1,1,0,1,1,1,1,0,0,0,1,1,10.575
1,1,0,0,1,0,0,1,1,1,0,0,0,0,10.872
0,1,0,1,0,0,0,1,1,0,0,1,0,1,14.18
1,0,0,0,1,0,1,0,1,0,0,1,0,1,13.913
1,1,0,0,0,1,0,0,1,0,1,0,0,1,11.134
1,0,0,1,0,0,0,1,0,1,1,0,1,0,10.669
0,0,1,1,1,0,0,0,0,0,1,1,0,0,13.843
0,0,0,1,0,1,1,0,1,0,1,0,0,0,10.666
1,1,0,1,1,0,0,0,0,1,0,1,0,1,14.389
0,0,0,0,0,1,1,1,1,0,0,0,0,0,10.731
0,1,1,0,0,1,0,1,0,0,0,0,1,1,10.61
0,0,0,0,0,1,0,1,1,1,0,1,1,0,13.697
1,1,0,0,1,1,0,0,0,1,0,0,1,1,10.621
1,1,0,0,0,1,0,0,1,0,0,1,1,1,13.723
0,1,1,0,1,0,0,0,0,1,0,1,0,1,13.888
1,0,0,0,0,1,1,0,1,0,0,1,0,0,13.918
0,0,1,0,1,1,0,0,1,0,1,1,0,1,13.977
0,1,1,1,0,1,0,0,1,0,1,1,0,0,13.55
0,1,1,1,0,1,1,0,0,1,0,0,1,0,10.779
1,1,1,0,1,1,1,1,0,0,0,0,1,1,10.819
0,1,0,0,0,1,0,0,0,0,0,0,1,1,10.442
0,0,1,0,0,0,1,1,1,1,1,0,0,1,10.822
1,1,0,1,1,1,1,0,0,1,1,0,0,0,10.896
0,1,0,1,0,1,1,1,0,0,0,1,0,0,13.903
1,0,1,1,0,0,1,1,1,0,1,1,0,0,13.7
1,0,0,1,0,0,0,0,0,0,1,0,0,1,10.577
1,1,0,1,0,0,1,1,1,0,0,1,0,0,13.939
1,0,1,1,0,0,0,1,1,0,0,1,0,0,13.858
0,1,0,1,1,1,0,1,0,1,1,0,0,1,10.929
1,1,0,1,1,1,0,1,1,0,0,0,1,0,11.549
1,1,1,1,1,1,0,0,1,0,0,1,1,0,13.95
1,0,1,0,1,0,1,0,1,0,0,1,0,0,13.65
0,0,0,1,1,0,0,1,0,0,0,1,1,1,13.548
0,0,1,0,0,0,0,1,0,0,0,1,0,0,13.685
1,0,1,1,0,1,0,0,0,1,0,0,0,0,10.844
0,0,0,0,1,1,1,1,0,0,0,0,0,0,10.775
1,0,0,1,0,0,0,0,0,1,1,1,0,0,13.893
1,1,1,0,1,0,1,1,0,1,1,0,1,0,10.596
0,1,0,0,0,1,0,1,0,1,1,1,0,0,13.865
1,0,1,1,0,1,1,1,0,1,1,1,0,1,13.78
1,0,0,0,0,0,0,1,0,1,0,1,0,1,14.124
0,0,1,1,1,0,1,1,0,1,0,0,1,1,10.528
0,0,1,1,1,1,0,1,0,1,1,1,0,0,13.681
1,1,0,0,1,0,0,1,1,0,0,0,1,0,10.849
