SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$readrandom
0,0,0,0,0,1,0,0,1,0,0,0,0,1,6.351
1,1,0,1,1,1,0,1,0,0,1,1,1,1,6.282
0,0,1,0,0,1,1,1,0,1,0,1,1,1,6.463
0,0,0,1,1,1,0,0,1,0,1,1,1,0,6.334
0,1,0,0,1,1,0,0,1,0,0,0,0,0,6.348
1,0,0,0,0,1,1,1,0,0,0,1,0,0,6.204
1,1,0,1,0,0,0,1,1,0,0,1,1,1,6.155
1,1,0,0,0,1,1,1,0,0,0,0,1,0,6.175
1,0,0,1,1,0,0,1,1,1,1,1,1,1,6.379
0,1,1,0,1,0,1,1,1,0,0,1,1,1,6.157
0,1,0,1,1,0,1,1,0,0,0,0,1,0,6.238
1,0,0,0,1,1,1,1,1,1,1,0,0,0,6.368
1,0,1,1,0,1,0,1,0,0,1,1,0,1,6.563
1,0,1,0,1,0,0,1,1,0,1,0,0,1,6.365
1,1,1,1,1,1,1,1,1,1,1,0,1,1,6.43
1,1,1,0,1,1,0,0,1,1,0,1,1,1,6.279
0,1,0,1,1,0,0,0,1,0,1,0,0,1,6.343
1,0,1,0,1,1,0,1,1,1,1,0,1,1,6.251
0,0,0,1,1,0,1,1,0,1,1,1,0,0,6.262
1,0,0,0,0,1,0,1,1,0,1,0,0,1,6.225
1,0,1,0,0,1,1,1,1,1,0,0,1,0,6.265
0,0,0,1,0,0,1,1,1,1,1,0,1,1,6.324
0,0,0,0,1,0,1,1,1,1,1,1,0,0,6.208
0,1,1,0,0,0,1,0,1,0,1,0,1,0,6.221
0,1,0,0,1,0,1,0,0,0,1,0,0,0,6.314
1,0,0,1,1,1,0,1,0,1,1,1,1,1,6.782
1,1,0,0,1,0,0,0,1,1,1,1,1,0,6.452
1,1,0,1,0,0,0,0,0,1,0,1,1,1,6.257
0,0,1,1,1,1,1,0,1,1,0,1,1,0,6.386
0,1,1,0,0,0,1,0,1,0,0,0,1,0,6.329
0,1,0,1,1,0,1,1,0,1,1,1,0,0,6.365
0,1,1,0,0,1,0,0,1,1,1,1,1,1,6.15
1,0,1,1,0,1,1,0,1,1,0,1,0,0,6.3
0,1,0,1,0,0,1,1,1,0,1,0,0,1,6.264
1,0,1,1,0,0,1,0,1,0,1,1,1,1,6.151
0,0,1,1,0,1,1,0,1,0,1,0,0,1,6.556
0,0,0,1,1,1,0,1,0,1,0,1,0,1,6.429
1,1,1,0,0,0,0,1,1,1,1,1,0,1,6.347
0,1,0,0,0,1,0,0,1,1,0,0,1,0,6.441
1,0,0,1,1,1,1,0,1,0,0,0,1,1,6.273
1,1,0,1,1,1,1,1,0,1,1,1,1,1,6.173
1,0,1,0,0,1,0,0,1,1,1,0,0,1,6.297
0,1,0,1,1,0,1,1,1,1,1,1,0,0,6.34
1,0,0,1,0,1,0,0,0,1,1,0,0,1,6.378
0,1,0,1,0,1,1,1,0,0,1,1,1,0,6.355
1,0,1,1,0,0,0,1,1,0,1,1,1,1,6.194
1,0,1,1,0,0,0,0,1,0,1,1,1,1,6.249
0,1,1,1,1,0,1,1,0,1,0,1,0,1,6.229
1,1,1,1,1,1,1,0,0,0,0,0,0,1,6.225
1,0,0,0,1,0,0,0,1,1,1,0,0,1,6.388
0,0,0,0,1,0,1,0,1,1,1,0,0,0,6.327
0,1,1,1,0,1,1,1,0,1,1,0,1,0,6.245
0,1,1,0,0,0,1,0,1,0,1,1,1,0,6.365
0,0,0,0,0,1,0,0,0,0,0,1,0,1,6.229
1,1,0,0,0,1,1,1,0,0,1,1,1,0,6.212
1,0,0,0,0,0,1,0,0,0,0,1,0,0,6.307
1,1,0,1,1,1,0,1,0,1,0,1,1,0,6.241
0,1,0,1,1,1,1,0,1,1,1,0,1,1,6.367
0,1,0,1,1,0,0,0,0,0,0,0,0,1,6.179
1,1,0,1,0,0,0,1,1,1,0,0,1,0,6.305
0,1,0,1,1,0,0,0,0,0,1,1,1,0,6.274
0,1,1,1,0,1,1,1,1,1,0,0,1,1,6.402
0,0,1,1,1,0,1,1,0,1,1,0,1,1,6.753
1,1,0,0,0,0,1,0,1,1,0,1,0,1,6.313
0,0,0,0,1,0,1,1,0,0,1,1,1,0,6.174
1,1,0,1,0,0,0,0,0,0,1,0,0,0,6.221
0,1,1,0,0,0,1,1,0,1,0,0,1,0,6.443
1,0,1,1,1,1,0,0,1,0,1,0,0,1,6.307
1,1,1,1,0,0,1,0,1,1,1,1,0,0,6.728
1,0,1,0,0,0,1,1,0,0,0,0,0,0,6.281
1,1,1,0,1,1,0,0,1,0,0,0,0,0,6.334
1,1,0,0,1,1,0,0,1,0,0,1,0,0,6.318
0,0,0,1,1,0,1,0,0,1,0,0,0,0,6.412
0,0,0,0,1,1,0,0,1,0,1,1,0,0,6.254
0,0,1,1,0,0,1,1,1,1,1,0,0,1,6.308
1,0,1,0,0,0,0,1,0,1,0,0,0,0,6.31
0,0,1,0,1,1,0,0,1,0,0,1,1,0,6.171
0,0,0,1,1,1,0,1,0,1,0,1,1,1,6.176
1,1,1,1,1,0,1,0,0,1,1,0,1,0,6.38
0,1,1,1,0,1,1,1,0,0,1,1,1,1,6.226
0,0,1,1,0,1,0,0,1,0,0,0,1,0,6.378
0,1,1,1,1,0,0,1,0,0,1,1,0,1,6.318
0,0,1,1,0,0,1,1,0,0,1,0,0,1,6.451
1,1,1,0,1,1,1,0,1,0,0,0,1,0,6.228
1,1,0,0,1,0,1,0,0,1,0,0,0,0,6.211
0,0,1,1,1,1,0,1,0,1,0,1,1,1,6.369
0,0,1,1,1,0,1,0,0,1,1,0,1,1,6.335
0,1,0,0,1,0,0,0,1,1,0,0,1,0,6.362
0,0,1,0,0,0,1,1,0,0,1,1,0,0,6.303
1,1,0,0,0,0,0,1,1,1,1,0,0,0,6.405
0,1,0,0,1,0,0,0,0,1,1,0,1,0,6.382
0,0,1,1,0,0,0,1,0,0,0,0,0,0,6.288
1,0,1,0,1,0,0,0,1,0,0,1,0,0,6.243
1,0,1,1,1,0,0,1,0,0,0,1,1,0,6.202
0,1,1,0,0,0,1,1,0,1,0,0,0,1,6.309
1,0,1,1,0,0,0,0,0,0,1,0,1,0,6.198
1,0,0,0,0,0,1,0,0,1,1,0,1,1,6.386
1,1,1,1,0,1,0,1,0,0,0,1,1,0,6.166
0,1,1,0,0,0,0,0,1,1,1,1,0,0,6.277
1,1,1,1,0,0,0,1,1,1,0,0,0,0,6.452
0,0,0,1,1,0,0,0,0,1,1,0,1,0,6.368
1,1,0,0,1,0,0,0,1,1,0,0,1,0,6.308
0,1,1,0,0,0,1,0,1,1,0,0,1,1,6.366
1,1,1,0,0,1,0,0,1,1,0,1,1,0,6.294
0,1,0,1,0,1,1,1,1,1,1,0,1,1,6.246
0,1,1,0,0,1,0,0,1,0,1,1,0,0,6.2
1,0,0,0,1,1,0,0,1,1,0,1,1,1,6.491
0,0,1,0,0,1,1,1,1,0,1,1,1,0,6.135
0,1,0,1,1,0,1,1,1,0,1,0,0,1,6.35
1,0,1,0,0,0,0,0,1,0,0,0,1,1,6.698
0,1,1,0,0,0,1,0,0,0,0,0,1,1,6.359
0,1,1,0,0,1,0,0,0,1,1,1,1,1,6.174
0,1,0,1,0,0,0,0,0,0,0,0,1,1,6.266
0,0,1,0,1,0,0,1,1,0,1,0,0,0,6.279
1,1,0,0,0,1,1,0,1,0,0,1,0,1,6.412
1,0,0,0,0,0,1,0,1,1,0,0,1,1,6.306
0,1,1,1,0,1,0,0,1,0,1,0,1,0,6.339
0,0,0,1,0,0,0,1,1,0,0,0,1,0,6.28
1,0,1,0,1,0,0,0,0,1,0,1,1,0,6.34
1,0,0,1,1,0,1,0,1,1,1,0,0,1,6.436
1,1,1,0,1,0,1,0,1,1,0,0,1,1,6.419
0,1,1,1,0,0,1,1,1,0,1,1,1,0,6.144
1,1,0,1,1,0,1,1,1,0,0,1,1,0,6.584
1,0,1,0,0,1,0,1,0,1,1,0,1,0,6.188
0,1,0,0,1,0,0,0,1,0,1,0,1,1,6.486
1,0,0,1,1,0,1,0,0,0,1,0,0,0,6.252
1,0,1,0,1,1,1,0,0,1,0,0,0,1,6.548
1,1,1,1,0,0,0,1,1,1,1,1,0,1,6.256
1,1,1,0,0,0,0,1,0,1,0,1,0,0,6.304
1,0,0,1,1,1,0,0,0,0,0,0,0,1,6.231
0,1,1,1,0,0,0,1,1,0,1,1,0,1,6.25
0,1,0,1,1,0,0,0,0,0,0,1,0,1,6.291
0,0,0,0,0,1,1,0,1,1,1,0,0,0,6.47
0,1,1,0,0,0,0,1,0,1,1,0,1,0,6.314
0,1,1,0,1,1,0,0,0,1,0,1,1,1,6.198
1,1,1,1,0,1,1,1,0,1,0,0,1,0,6.424
0,1,0,0,1,0,1,0,1,1,0,1,0,0,6.382
1,1,0,1,0,1,1,0,0,1,1,1,1,0,6.246
1,1,1,0,1,0,1,1,1,0,1,0,0,1,6.506
1,0,0,0,0,1,1,0,1,1,1,1,1,0,6.616
0,0,1,1,0,1,1,1,1,1,1,0,0,0,6.884
0,1,0,1,1,0,1,1,1,0,0,0,1,1,6.182
1,0,1,1,0,0,1,0,1,0,0,1,1,1,6.322
0,1,0,0,1,0,1,0,1,0,0,0,1,1,6.259
1,1,1,1,1,0,1,0,1,1,0,0,0,0,6.348
0,1,0,1,0,0,1,0,0,1,1,1,0,0,6.387
1,1,1,1,1,1,1,1,1,1,0,0,0,0,6.528
0,1,0,1,1,0,1,0,1,0,1,1,0,0,6.364
1,0,0,1,1,0,0,0,0,1,1,0,0,1,6.407
1,1,0,1,0,1,1,0,0,1,1,1,0,0,6.324
0,0,1,1,1,1,0,0,1,0,0,0,0,1,6.374
0,0,1,0,0,0,0,0,1,1,1,1,0,0,6.403
0,0,1,0,0,1,0,0,0,0,1,0,1,0,6.18
1,0,1,0,0,1,1,0,0,1,1,0,0,0,6.223
1,0,0,1,0,0,1,0,1,0,1,1,0,1,6.227
0,0,1,1,1,0,1,0,0,1,1,0,1,0,6.293
1,1,1,1,0,1,1,0,0,0,1,0,1,1,6.366
1,1,0,1,1,1,0,1,0,0,1,1,1,1,6.323
0,1,0,1,1,0,1,0,1,0,0,0,0,0,6.465
1,0,0,0,1,0,1,1,1,0,0,1,1,1,6.227
0,0,1,0,1,1,1,0,0,0,0,1,1,0,6.292
1,0,1,0,0,1,1,0,0,0,1,0,1,0,6.219
0,0,0,0,1,1,0,1,1,1,1,1,0,1,6.274
0,0,0,1,0,1,1,0,0,1,0,0,1,1,6.318
1,1,0,1,0,0,0,0,1,1,1,1,0,0,6.463
0,1,1,1,0,1,0,1,1,0,1,1,1,1,6.111
0,1,1,1,0,1,1,1,0,0,0,1,1,1,6.204
1,0,0,0,0,0,1,0,0,1,0,1,1,0,6.385
1,1,1,0,1,1,1,1,0,0,0,0,1,1,6.189
1,1,1,1,0,0,0,1,1,0,1,0,0,0,6.297
0,0,0,1,0,0,1,1,1,1,0,1,0,0,6.405
0,0,1,1,0,1,0,0,0,1,1,0,1,0,6.362
0,0,0,1,1,0,0,1,0,1,0,1,1,1,6.197
1,1,0,1,1,1,0,1,0,0,1,0,0,1,6.189
1,0,1,1,1,1,1,1,0,1,0,0,0,1,6.257
0,0,1,0,1,0,1,0,1,0,0,0,1,0,6.286
0,1,0,0,0,1,0,0,0,0,0,1,1,0,6.358
0,0,1,0,1,0,0,0,0,1,1,0,0,0,6.444
1,1,0,1,0,1,1,0,1,0,0,0,1,1,6.261
1,0,0,1,0,0,0,1,1,0,1,0,1,1,6.456
1,1,0,1,1,0,1,0,0,1,1,0,0,1,6.42
0,0,0,0,1,0,0,0,1,1,1,0,1,1,6.241
0,1,1,0,0,0,0,1,0,1,0,1,1,1,6.211
1,0,1,0,0,1,0,0,1,0,1,0,0,0,6.296
0,1,0,1,1,1,0,0,1,0,1,0,0,0,6.375
0,1,1,0,0,0,1,0,0,1,1,0,1,1,6.343
1,0,0,1,1,0,1,1,0,1,0,1,1,1,6.37
1,0,1,1,0,1,0,1,1,0,1,1,1,1,6.284
0,0,1,1,1,0,1,1,1,1,1,0,1,1,6.191
1,0,1,1,1,0,1,1,1,0,0,0,0,0,6.278
1,0,1,1,1,1,0,0,0,0,1,0,1,0,6.224
0,0,1,0,0,0,1,1,0,1,0,1,1,0,6.246
1,1,1,0,1,1,1,1,0,0,0,1,1,1,6.155
0,1,0,1,0,1,1,0,1,0,1,0,1,1,6.235
0,1,1,1,0,0,0,0,1,1,1,0,0,0,6.433
0,1,0,1,0,1,0,1,0,0,0,0,1,1,6.238
1,1,0,0,1,0,0,1,0,0,0,1,1,0,6.216
0,1,0,1,1,0,0,0,1,0,1,0,0,1,6.349
0,1,1,0,0,1,1,0,0,1,0,0,0,0,6.423
0,0,1,1,1,1,1,0,0,1,0,1,1,1,6.32
1,0,1,1,1,1,0,1,0,1,0,0,0,1,6.329
1,1,1,0,1,0,1,0,1,1,0,0,0,0,6.266
1,0,0,0,1,1,0,1,1,0,1,1,1,1,6.201
0,1,1,0,1,1,1,1,1,1,1,0,1,1,6.403
0,0,1,0,1,1,1,1,1,0,1,1,0,1,6.295
0,0,1,1,1,0,0,1,1,1,0,1,1,1,6.253
0,0,0,0,1,0,1,1,0,1,0,0,0,0,6.306
1,1,1,1,1,1,1,1,0,0,0,0,1,1,6.393
0,0,1,1,0,0,0,1,1,0,0,0,1,1,6.308
0,0,1,0,1,1,1,0,1,1,1,1,0,0,6.258
0,1,0,1,1,0,0,0,1,1,0,0,1,1,6.811
0,0,1,1,1,0,1,0,0,1,1,1,1,0,6.283
0,0,0,1,0,0,0,0,1,0,1,1,0,1,6.289
0,0,0,0,0,1,1,0,1,1,1,0,0,1,6.398
1,0,1,1,1,1,0,1,1,1,0,1,1,0,6.678
1,0,0,0,1,0,1,1,0,0,1,0,1,0,6.516
1,0,0,0,1,0,1,0,1,0,1,0,1,0,6.373
0,0,0,1,0,1,1,1,0,0,1,1,1,0,6.269
1,1,0,1,1,1,0,1,1,0,0,1,0,1,6.255
0,1,0,0,0,1,1,1,0,1,0,0,1,0,6.416
1,1,1,0,0,1,1,1,1,1,0,1,1,1,6.403
1,1,0,1,1,0,1,1,0,1,0,0,0,1,6.336
0,1,1,0,0,1,0,1,0,0,1,1,0,1,6.242
1,1,1,0,0,1,0,1,0,1,1,1,0,0,6.343
1,1,0,1,1,1,1,0,0,0,1,0,1,0,6.211
1,0,0,0,0,0,1,0,0,1,0,1,1,1,6.323
1,1,0,1,1,0,1,1,0,1,0,1,0,1,6.323
0,1,1,0,0,1,0,0,1,1,0,0,1,1,6.521
1,1,1,1,1,1,1,0,1,1,1,0,0,0,6.421
1,1,1,0,1,1,1,0,1,1,0,0,1,1,6.441
0,0,1,0,1,1,1,1,1,0,0,1,1,1,6.309
1,0,0,1,1,1,1,1,1,1,0,1,0,1,6.326
1,0,1,1,1,0,0,0,1,1,0,0,1,1,6.219
1,0,0,1,1,1,1,0,1,1,1,1,1,0,6.388
0,0,1,1,1,0,1,1,1,1,0,1,0,0,6.28
1,0,0,0,0,0,1,0,1,1,0,0,0,1,6.307
0,1,0,0,1,0,1,0,1,0,0,0,1,0,6.122
1,0,0,1,1,1,0,1,0,0,0,1,1,1,6.15
0,0,1,0,0,1,1,1,1,0,0,0,0,1,6.651
1,1,0,1,1,0,1,1,0,0,1,0,0,0,6.277
0,1,0,0,1,1,1,1,1,0,1,1,0,1,6.269
1,0,1,0,1,0,1,1,1,1,1,0,0,1,6.305
1,0,0,0,1,0,1,1,1,0,1,0,0,1,6.286
0,0,1,1,1,0,1,0,1,1,1,1,0,1,6.228
1,1,1,1,0,0,0,0,0,0,0,0,1,0,6.123
0,1,1,1,1,0,0,1,0,0,0,0,1,1,6.276
1,1,0,1,1,0,1,0,1,0,1,1,0,1,6.31
1,0,1,0,1,1,1,0,1,0,1,1,0,1,6.433
0,0,0,1,0,1,0,0,1,0,0,1,0,0,6.527
0,0,0,1,0,0,1,0,1,0,0,0,0,1,6.358
0,1,1,1,1,0,0,0,1,0,1,1,0,0,6.424
0,1,0,1,0,0,0,0,1,1,1,1,1,0,6.171
0,0,0,1,1,1,0,1,1,1,1,1,1,1,6.407
1,1,1,0,0,0,1,1,0,1,1,1,0,0,6.272
0,1,0,0,0,1,1,1,0,0,1,0,1,0,6.155
1,1,0,1,0,0,0,0,0,0,0,0,1,0,6.431
0,0,1,1,0,0,1,0,1,1,1,1,1,1,6.193
1,1,1,1,1,0,1,0,1,0,1,1,1,1,6.288
1,0,1,1,1,0,0,0,0,1,1,1,0,1,6.42
0,0,0,1,0,0,1,0,1,1,0,0,0,1,6.304
1,0,0,1,0,1,0,0,1,0,1,1,1,1,6.222
1,1,0,0,1,0,1,0,0,0,0,0,1,1,6.348
0,1,1,0,0,1,0,0,0,1,1,1,0,1,6.36
1,1,1,0,0,0,0,0,1,0,0,0,0,1,6.457
0,0,1,0,1,1,0,0,0,0,1,0,0,1,6.247
1,1,1,1,0,1,1,0,0,1,1,0,1,1,6.247
0,1,0,0,1,1,0,0,0,1,1,1,0,0,6.298
0,0,0,1,0,0,0,0,0,1,1,0,0,1,6.365
0,0,1,1,1,1,1,0,0,0,1,1,1,1,6.153
0,0,1,1,0,1,0,1,1,1,1,1,0,1,6.306
0,0,1,0,1,0,1,0,1,1,0,1,0,0,6.366
1,1,1,0,0,1,0,1,0,1,0,0,1,0,6.411
0,1,1,0,0,0,0,1,0,1,1,1,1,1,6.287
0,0,0,1,1,1,0,0,0,1,1,1,1,0,6.363
0,1,0,0,0,1,1,0,1,1,1,1,1,0,6.348
1,1,0,1,0,0,1,1,1,0,1,0,1,0,6.167
1,0,1,0,1,0,1,0,0,1,1,1,1,1,6.323
1,1,0,0,0,1,0,1,0,1,1,0,1,0,6.55
1,1,0,1,1,1,0,0,1,1,1,1,1,0,6.169
0,1,1,1,0,0,0,1,1,1,1,1,0,0,6.219
0,1,1,1,0,1,0,0,0,0,0,0,0,0,6.285
1,0,1,0,0,0,1,0,0,0,1,0,1,0,6.158
1,0,0,0,1,0,1,1,0,1,0,0,0,1,6.422
0,0,1,0,0,1,0,0,0,0,0,0,1,1,6.397
0,1,0,0,1,0,0,0,0,1,0,0,1,1,6.456
0,0,1,0,1,0,1,1,0,0,1,1,0,0,6.268
1,1,0,1,0,0,0,1,0,1,1,1,0,1,6.386
0,0,1,0,0,1,0,0,1,0,0,1,0,1,6.243
0,0,0,1,0,1,1,0,0,0,1,1,0,0,6.256
0,0,1,1,1,0,0,0,1,0,0,0,0,1,6.341
0,1,0,1,1,0,0,0,1,0,1,0,0,0,6.163
1,0,0,0,0,0,1,0,1,0,1,1,1,1,6.157
0,0,0,1,0,0,0,0,0,0,1,0,0,0,6.353
1,1,1,1,0,0,0,0,1,1,1,1,1,0,6.375
0,0,0,0,0,0,1,1,0,0,0,0,1,1,6.344
0,1,0,0,0,1,1,0,1,0,1,1,0,0,6.196
0,0,0,0,1,1,0,1,1,1,0,0,0,0,6.234
0,0,1,0,0,0,1,1,1,0,0,0,0,1,6.254
0,0,1,0,1,0,1,0,0,0,1,1,1,1,6.127
0,0,1,1,0,1,1,1,1,0,0,0,1,0,6.279
0,0,1,0,1,1,0,1,0,1,0,0,1,1,6.395
1,1,0,1,0,0,0,0,0,0,0,1,1,0,6.346
0,1,1,0,0,0,1,0,1,1,0,0,0,0,6.35
1,1,0,1,1,1,0,0,0,1,0,0,0,1,6.407
1,0,1,0,1,1,0,0,1,1,1,0,1,1,6.208
1,0,0,0,1,1,1,0,0,1,1,0,1,1,6.219
1,1,1,0,1,0,1,0,1,1,1,0,0,0,6.321
1,1,0,1,0,0,1,0,0,0,1,0,1,1,6.244
1,1,1,0,0,1,1,0,1,0,0,0,0,0,6.403
1,1,0,0,0,0,0,1,1,0,0,1,1,0,6.411
0,0,1,1,0,0,1,1,0,0,0,1,1,1,6.188
0,1,0,1,0,1,0,1,1,1,1,1,0,1,6.431
0,1,1,0,1,1,0,1,0,1,0,0,1,1,6.362
1,1,1,0,0,1,0,0,0,1,0,1,1,0,6.272
1,0,1,0,0,1,0,0,1,0,1,1,1,1,6.136
1,1,0,1,0,1,0,0,0,1,0,0,1,0,6.316
0,0,1,1,0,1,1,0,0,1,0,1,1,0,6.26
0,1,0,0,1,0,1,1,0,1,0,1,1,1,6.281
0,1,0,1,0,0,0,1,0,1,1,1,0,1,6.287
1,0,1,1,1,0,0,0,1,1,1,0,1,1,6.187
0,1,0,0,0,0,1,0,0,1,1,1,0,1,6.392
0,0,0,1,0,1,1,0,1,1,1,1,1,1,6.312
1,0,0,0,0,1,0,0,1,0,0,1,1,0,6.149
0,0,0,0,0,1,0,0,1,1,1,0,0,1,6.493
1,0,1,1,0,0,1,1,0,1,1,1,1,1,6.521
0,0,0,0,1,0,1,1,0,0,1,1,0,0,6.336
0,1,1,1,1,0,1,1,0,1,1,0,1,0,6.4
0,1,1,0,1,0,1,0,1,0,0,1,1,1,6.261
1,1,0,1,0,1,0,0,1,0,1,0,1,1,6.248
0,0,1,1,1,0,1,1,0,0,0,1,1,1,6.308
1,1,1,0,0,0,0,1,1,0,0,0,1,0,6.23
0,0,0,1,0,1,1,1,1,0,0,1,0,1,6.357
1,1,0,0,0,0,1,0,1,1,1,0,0,1,6.403
0,1,1,0,1,0,0,1,1,0,0,0,0,1,6.269
1,1,0,1,0,1,1,0,0,1,1,1,0,1,6.308
1,1,1,0,1,0,1,0,1,0,0,1,0,0,6.258
0,1,1,0,1,0,0,1,1,1,0,0,0,0,6.433
1,1,0,0,0,0,1,1,0,1,0,0,1,1,6.377
0,1,1,0,1,0,1,1,1,1,0,0,0,1,6.332
0,0,1,0,1,1,0,1,0,0,0,1,1,0,6.396
0,1,0,1,1,1,1,0,1,1,1,1,0,1,6.317
0,0,1,1,0,0,0,0,1,1,0,0,0,0,6.223
1,1,0,0,0,1,0,0,1,0,1,1,0,1,6.285
0,1,0,1,0,1,1,0,1,1,0,0,1,0,6.292
0,0,1,1,0,0,0,1,1,0,1,1,1,0,6.269
0,0,1,1,0,1,0,1,1,0,1,1,0,1,6.424
0,1,0,0,0,1,0,0,1,0,1,0,0,1,6.301
1,0,1,0,0,1,0,1,1,1,0,1,1,1,6.69
0,1,1,1,1,0,0,0,1,0,0,0,0,0,6.216
1,1,0,1,0,1,0,1,0,1,1,0,1,1,6.339
1,1,1,1,1,1,0,1,1,0,0,1,1,0,6.158
0,1,0,1,0,0,0,1,0,0,1,0,0,0,6.267
0,1,0,0,1,0,1,1,1,0,1,1,1,1,6.199
1,1,0,1,0,1,0,0,0,0,0,0,0,1,6.482
0,1,1,0,1,0,1,0,1,0,0,1,1,0,6.258
0,0,0,0,0,1,1,1,0,0,0,0,0,1,6.453
0,1,1,0,0,1,1,1,0,0,0,0,1,1,6.189
1,0,0,1,1,1,0,1,1,0,1,1,1,1,6.181
0,1,0,0,1,1,1,0,0,1,0,0,1,1,6.312
1,0,0,1,1,0,0,0,0,1,0,1,0,1,6.422
0,1,0,0,0,0,0,1,1,0,1,0,0,1,6.176
1,1,1,0,0,1,1,0,0,0,1,0,0,1,6.254
0,1,0,1,0,1,1,0,0,0,1,0,1,0,6.371
1,1,1,0,0,1,0,1,1,1,1,1,0,0,6.301
1,1,0,1,0,1,0,0,1,1,1,0,0,1,6.316
0,0,0,0,1,0,0,1,0,1,1,1,0,1,6.231
1,1,0,1,0,1,0,0,0,0,0,1,0,0,6.239
1,1,1,0,0,1,1,1,0,1,0,0,0,0,6.336
1,1,1,1,0,0,0,0,1,0,0,0,1,0,6.37
1,0,1,1,0,1,0,1,1,1,0,1,0,0,6.36
1,0,0,1,1,1,1,1,0,0,1,1,0,1,6.164
0,0,1,1,0,1,0,1,0,1,1,1,1,0,6.292
1,1,1,0,0,1,0,0,0,1,0,0,1,0,6.28
0,0,1,1,0,0,0,0,0,1,0,0,0,0,6.373
1,1,0,0,0,1,0,0,0,0,1,0,0,1,6.489
0,1,0,1,0,1,0,1,0,0,0,0,0,0,6.255
0,1,1,1,1,1,0,0,1,0,0,1,0,0,6.142
1,0,1,1,1,0,1,0,1,0,1,0,0,1,6.368
0,0,1,1,0,1,1,1,1,0,0,1,0,1,6.383
1,1,1,1,0,0,0,0,0,1,1,1,0,0,6.554
1,1,1,1,1,1,1,0,0,0,0,0,0,0,6.222
0,0,1,0,0,0,0,0,0,0,1,0,1,0,6.177
0,1,1,0,1,1,1,0,0,0,1,0,1,1,6.292
0,0,1,1,1,0,0,0,0,0,0,1,1,0,6.293
1,0,1,1,0,1,1,1,1,0,0,0,1,1,6.386
1,1,0,0,1,0,0,1,1,1,0,0,0,0,6.296
0,1,0,1,0,0,0,1,1,0,0,1,0,1,6.161
1,0,0,0,1,0,1,0,1,0,0,1,0,1,6.298
1,1,0,0,0,1,0,0,1,0,1,0,0,1,6.203
1,0,0,1,0,0,0,1,0,1,1,0,1,0,6.197
0,0,1,1,1,0,0,0,0,0,1,1,0,0,6.258
0,0,0,1,0,1,1,0,1,0,1,0,0,0,6.324
1,1,0,1,1,0,0,0,0,1,0,1,0,1,6.616
0,0,0,0,0,1,1,1,1,0,0,0,0,0,6.349
0,1,1,0,0,1,0,1,0,0,0,0,1,1,6.243
0,0,0,0,0,1,0,1,1,1,0,1,1,0,6.368
1,1,0,0,1,1,0,0,0,1,0,0,1,1,6.388
1,1,0,0,0,1,0,0,1,0,0,1,1,1,6.178
0,1,1,0,1,0,0,0,0,1,0,1,0,1,6.256
1,0,0,0,0,1,1,0,1,0,0,1,0,0,6.425
0,0,1,0,1,1,0,0,1,0,1,1,0,1,6.317
0,1,1,1,0,1,0,0,1,0,1,1,0,0,6.221
0,1,1,1,0,1,1,0,0,1,0,0,1,0,6.286
1,1,1,0,1,1,1,1,0,0,0,0,1,1,6.146
0,1,0,0,0,1,0,0,0,0,0,0,1,1,6.342
0,0,1,0,0,0,1,1,1,1,1,0,0,1,6.48
1,1,0,1,1,1,1,0,0,1,1,0,0,0,6.407
0,1,0,1,0,1,1,1,0,0,0,1,0,0,6.343
1,0,1,1,0,0,1,1,1,0,1,1,0,0,6.617
1,0,0,1,0,0,0,0,0,0,1,0,0,1,6.207
1,1,0,1,0,0,1,1,1,0,0,1,0,0,6.313
1,0,1,1,0,0,0,1,1,0,0,1,0,0,6.216
0,1,0,1,1,1,0,1,0,1,1,0,0,1,6.444
1,1,0,1,1,1,0,1,1,0,0,0,1,0,6.496
1,1,1,1,1,1,0,0,1,0,0,1,1,0,6.188
1,0,1,0,1,0,1,0,1,0,0,1,0,0,6.386
0,0,0,1,1,0,0,1,0,0,0,1,1,1,6.226
0,0,1,0,0,0,0,1,0,0,0,1,0,0,6.186
1,0,1,1,0,1,0,0,0,1,0,0,0,0,6.324
0,0,0,0,1,1,1,1,0,0,0,0,0,0,6.399
1,0,0,1,0,0,0,0,0,1,1,1,0,0,6.446
1,1,1,0,1,0,1,1,0,1,1,0,1,0,6.355
0,1,0,0,0,1,0,1,0,1,1,1,0,0,6.542
1,0,1,1,0,1,1,1,0,1,1,1,0,1,6.311
1,0,0,0,0,0,0,1,0,1,0,1,0,1,6.27
0,0,1,1,1,0,1,1,0,1,0,0,1,1,6.362
0,0,1,1,1,1,0,1,0,1,1,1,0,0,6.304
1,1,0,0,1,0,0,1,1,0,0,0,1,0,6.154
