SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillseq.5
0,0,0,0,0,1,0,0,1,0,0,0,0,1,17.422
1,1,0,1,1,1,0,1,0,0,1,1,1,1,20.008
0,0,1,0,0,1,1,1,0,1,0,1,1,1,20.845
0,0,0,1,1,1,0,0,1,0,1,1,1,0,20.06
0,1,0,0,1,1,0,0,1,0,0,0,0,0,17.631
1,0,0,0,0,1,1,1,0,0,0,1,0,0,20.299
1,1,0,1,0,0,0,1,1,0,0,1,1,1,20.172
1,1,0,0,0,1,1,1,0,0,0,0,1,0,17.336
1,0,0,1,1,0,0,1,1,1,1,1,1,1,21.23
0,1,1,0,1,0,1,1,1,0,0,1,1,1,20.163
0,1,0,1,1,0,1,1,0,0,0,0,1,0,17.41
1,0,0,0,1,1,1,1,1,1,1,0,0,0,18.742
1,0,1,1,0,1,0,1,0,0,1,1,0,1,20.423
1,0,1,0,1,0,0,1,1,0,1,0,0,1,17.464
1,1,1,1,1,1,1,1,1,1,1,0,1,1,18.308
1,1,1,0,1,1,0,0,1,1,0,1,1,1,21.006
0,1,0,1,1,0,0,0,1,0,1,0,0,1,17.662
1,0,1,0,1,1,0,1,1,1,1,0,1,1,18.38
0,0,0,1,1,0,1,1,0,1,1,1,0,0,21.223
1,0,0,0,0,1,0,1,1,0,1,0,0,1,17.579
1,0,1,0,0,1,1,1,1,1,0,0,1,0,18.09
0,0,0,1,0,0,1,1,1,1,1,0,1,1,18.398
0,0,0,0,1,0,1,1,1,1,1,1,0,0,21.575
0,1,1,0,0,0,1,0,1,0,1,0,1,0,17.576
0,1,0,0,1,0,1,0,0,0,1,0,0,0,17.409
1,0,0,1,1,1,0,1,0,1,1,1,1,1,20.946
1,1,0,0,1,0,0,0,1,1,1,1,1,0,21.264
1,1,0,1,0,0,0,0,0,1,0,1,1,1,21.732
0,0,1,1,1,1,1,0,1,1,0,1,1,0,21.163
0,1,1,0,0,0,1,0,1,0,0,0,1,0,17.206
0,1,0,1,1,0,1,1,0,1,1,1,0,0,21.414
0,1,1,0,0,1,0,0,1,1,1,1,1,1,21.15
1,0,1,1,0,1,1,0,1,1,0,1,0,0,21.22
0,1,0,1,0,0,1,1,1,0,1,0,0,1,17.882
1,0,1,1,0,0,1,0,1,0,1,1,1,1,20.058
0,0,1,1,0,1,1,0,1,0,1,0,0,1,17.569
0,0,0,1,1,1,0,1,0,1,0,1,0,1,21.183
1,1,1,0,0,0,0,1,1,1,1,1,0,1,21.325
0,1,0,0,0,1,0,0,1,1,0,0,1,0,18.402
1,0,0,1,1,1,1,0,1,0,0,0,1,1,17.364
1,1,0,1,1,1,1,1,0,1,1,1,1,1,20.98
1,0,1,0,0,1,0,0,1,1,1,0,0,1,18.291
0,1,0,1,1,0,1,1,1,1,1,1,0,0,21.242
1,0,0,1,0,1,0,0,0,1,1,0,0,1,18.392
0,1,0,1,0,1,1,1,0,0,1,1,1,0,20.018
1,0,1,1,0,0,0,1,1,0,1,1,1,1,20.369
1,0,1,1,0,0,0,0,1,0,1,1,1,1,19.999
0,1,1,1,1,0,1,1,0,1,0,1,0,1,21.312
1,1,1,1,1,1,1,0,0,0,0,0,0,1,17.714
1,0,0,0,1,0,0,0,1,1,1,0,0,1,18.607
0,0,0,0,1,0,1,0,1,1,1,0,0,0,18.837
0,1,1,1,0,1,1,1,0,1,1,0,1,0,18.235
0,1,1,0,0,0,1,0,1,0,1,1,1,0,20.083
0,0,0,0,0,1,0,0,0,0,0,1,0,1,20.187
1,1,0,0,0,1,1,1,0,0,1,1,1,0,20.066
1,0,0,0,0,0,1,0,0,0,0,1,0,0,20.266
1,1,0,1,1,1,0,1,0,1,0,1,1,0,20.993
0,1,0,1,1,1,1,0,1,1,1,0,1,1,18.45
0,1,0,1,1,0,0,0,0,0,0,0,0,1,17.543
1,1,0,1,0,0,0,1,1,1,0,0,1,0,18.519
0,1,0,1,1,0,0,0,0,0,1,1,1,0,20.05
0,1,1,1,0,1,1,1,1,1,0,0,1,1,18.193
0,0,1,1,1,0,1,1,0,1,1,0,1,1,18.349
1,1,0,0,0,0,1,0,1,1,0,1,0,1,21.333
0,0,0,0,1,0,1,1,0,0,1,1,1,0,19.944
1,1,0,1,0,0,0,0,0,0,1,0,0,0,17.73
0,1,1,0,0,0,1,1,0,1,0,0,1,0,18.441
1,0,1,1,1,1,0,0,1,0,1,0,0,1,17.503
1,1,1,1,0,0,1,0,1,1,1,1,0,0,21.133
1,0,1,0,0,0,1,1,0,0,0,0,0,0,17.739
1,1,1,0,1,1,0,0,1,0,0,0,0,0,17.688
1,1,0,0,1,1,0,0,1,0,0,1,0,0,20.69
0,0,0,1,1,0,1,0,0,1,0,0,0,0,18.606
0,0,0,0,1,1,0,0,1,0,1,1,0,0,20.331
0,0,1,1,0,0,1,1,1,1,1,0,0,1,18.6
1,0,1,0,0,0,0,1,0,1,0,0,0,0,18.947
0,0,1,0,1,1,0,0,1,0,0,1,1,0,20.153
0,0,0,1,1,1,0,1,0,1,0,1,1,1,20.919
1,1,1,1,1,0,1,0,0,1,1,0,1,0,18.523
0,1,1,1,0,1,1,1,0,0,1,1,1,1,20.178
0,0,1,1,0,1,0,0,1,0,0,0,1,0,17.433
0,1,1,1,1,0,0,1,0,0,1,1,0,1,20.325
0,0,1,1,0,0,1,1,0,0,1,0,0,1,17.743
1,1,1,0,1,1,1,0,1,0,0,0,1,0,17.413
1,1,0,0,1,0,1,0,0,1,0,0,0,0,18.553
0,0,1,1,1,1,0,1,0,1,0,1,1,1,20.962
0,0,1,1,1,0,1,0,0,1,1,0,1,1,18.326
0,1,0,0,1,0,0,0,1,1,0,0,1,0,18.663
0,0,1,0,0,0,1,1,0,0,1,1,0,0,20.415
1,1,0,0,0,0,0,1,1,1,1,0,0,0,18.877
0,1,0,0,1,0,0,0,0,1,1,0,1,0,18.467
0,0,1,1,0,0,0,1,0,0,0,0,0,0,17.487
1,0,1,0,1,0,0,0,1,0,0,1,0,0,20.337
1,0,1,1,1,0,0,1,0,0,0,1,1,0,20.111
0,1,1,0,0,0,1,1,0,1,0,0,0,1,18.823
1,0,1,1,0,0,0,0,0,0,1,0,1,0,17.53
1,0,0,0,0,0,1,0,0,1,1,0,1,1,18.507
1,1,1,1,0,1,0,1,0,0,0,1,1,0,20.171
0,1,1,0,0,0,0,0,1,1,1,1,0,0,21.273
1,1,1,1,0,0,0,1,1,1,0,0,0,0,18.72
0,0,0,1,1,0,0,0,0,1,1,0,1,0,18.399
1,1,0,0,1,0,0,0,1,1,0,0,1,0,18.409
0,1,1,0,0,0,1,0,1,1,0,0,1,1,18.418
1,1,1,0,0,1,0,0,1,1,0,1,1,0,21.146
0,1,0,1,0,1,1,1,1,1,1,0,1,1,18.145
0,1,1,0,0,1,0,0,1,0,1,1,0,0,20.396
1,0,0,0,1,1,0,0,1,1,0,1,1,1,21.052
0,0,1,0,0,1,1,1,1,0,1,1,1,0,19.857
0,1,0,1,1,0,1,1,1,0,1,0,0,1,17.838
1,0,1,0,0,0,0,0,1,0,0,0,1,1,17.413
0,1,1,0,0,0,1,0,0,0,0,0,1,1,17.449
0,1,1,0,0,1,0,0,0,1,1,1,1,1,20.945
0,1,0,1,0,0,0,0,0,0,0,0,1,1,17.644
0,0,1,0,1,0,0,1,1,0,1,0,0,0,17.765
1,1,0,0,0,1,1,0,1,0,0,1,0,1,20.195
1,0,0,0,0,0,1,0,1,1,0,0,1,1,18.238
0,1,1,1,0,1,0,0,1,0,1,0,1,0,17.33
0,0,0,1,0,0,0,1,1,0,0,0,1,0,17.369
1,0,1,0,1,0,0,0,0,1,0,1,1,0,21.31
1,0,0,1,1,0,1,0,1,1,1,0,0,1,18.702
1,1,1,0,1,0,1,0,1,1,0,0,1,1,18.428
0,1,1,1,0,0,1,1,1,0,1,1,1,0,20.023
1,1,0,1,1,0,1,1,1,0,0,1,1,0,19.906
1,0,1,0,0,1,0,1,0,1,1,0,1,0,18.269
0,1,0,0,1,0,0,0,1,0,1,0,1,1,17.281
1,0,0,1,1,0,1,0,0,0,1,0,0,0,17.531
1,0,1,0,1,1,1,0,0,1,0,0,0,1,18.361
1,1,1,1,0,0,0,1,1,1,1,1,0,1,20.999
1,1,1,0,0,0,0,1,0,1,0,1,0,0,21.129
1,0,0,1,1,1,0,0,0,0,0,0,0,1,17.673
0,1,1,1,0,0,0,1,1,0,1,1,0,1,20.648
0,1,0,1,1,0,0,0,0,0,0,1,0,1,20.446
0,0,0,0,0,1,1,0,1,1,1,0,0,0,18.764
0,1,1,0,0,0,0,1,0,1,1,0,1,0,18.367
0,1,1,0,1,1,0,0,0,1,0,1,1,1,21.014
1,1,1,1,0,1,1,1,0,1,0,0,1,0,18.49
0,1,0,0,1,0,1,0,1,1,0,1,0,0,21.329
1,1,0,1,0,1,1,0,0,1,1,1,1,0,21.019
1,1,1,0,1,0,1,1,1,0,1,0,0,1,17.655
1,0,0,0,0,1,1,0,1,1,1,1,1,0,20.884
0,0,1,1,0,1,1,1,1,1,1,0,0,0,18.585
0,1,0,1,1,0,1,1,1,0,0,0,1,1,17.211
1,0,1,1,0,0,1,0,1,0,0,1,1,1,20.281
0,1,0,0,1,0,1,0,1,0,0,0,1,1,17.345
1,1,1,1,1,0,1,0,1,1,0,0,0,0,18.631
0,1,0,1,0,0,1,0,0,1,1,1,0,0,21.089
1,1,1,1,1,1,1,1,1,1,0,0,0,0,18.753
0,1,0,1,1,0,1,0,1,0,1,1,0,0,20.207
1,0,0,1,1,0,0,0,0,1,1,0,0,1,18.586
1,1,0,1,0,1,1,0,0,1,1,1,0,0,21.277
0,0,1,1,1,1,0,0,1,0,0,0,0,1,17.569
0,0,1,0,0,0,0,0,1,1,1,1,0,0,21.429
0,0,1,0,0,1,0,0,0,0,1,0,1,0,17.387
1,0,1,0,0,1,1,0,0,1,1,0,0,0,18.424
1,0,0,1,0,0,1,0,1,0,1,1,0,1,20.411
0,0,1,1,1,0,1,0,0,1,1,0,1,0,18.336
1,1,1,1,0,1,1,0,0,0,1,0,1,1,17.422
1,1,0,1,1,1,0,1,0,0,1,1,1,1,19.957
0,1,0,1,1,0,1,0,1,0,0,0,0,0,17.528
1,0,0,0,1,0,1,1,1,0,0,1,1,1,20.007
0,0,1,0,1,1,1,0,0,0,0,1,1,0,20.06
1,0,1,0,0,1,1,0,0,0,1,0,1,0,17.528
0,0,0,0,1,1,0,1,1,1,1,1,0,1,21.041
0,0,0,1,0,1,1,0,0,1,0,0,1,1,18.219
1,1,0,1,0,0,0,0,1,1,1,1,0,0,21.389
0,1,1,1,0,1,0,1,1,0,1,1,1,1,19.924
0,1,1,1,0,1,1,1,0,0,0,1,1,1,19.917
1,0,0,0,0,0,1,0,0,1,0,1,1,0,21.122
1,1,1,0,1,1,1,1,0,0,0,0,1,1,17.648
1,1,1,1,0,0,0,1,1,0,1,0,0,0,17.838
0,0,0,1,0,0,1,1,1,1,0,1,0,0,21.254
0,0,1,1,0,1,0,0,0,1,1,0,1,0,18.426
0,0,0,1,1,0,0,1,0,1,0,1,1,1,21.155
1,1,0,1,1,1,0,1,0,0,1,0,0,1,17.684
1,0,1,1,1,1,1,1,0,1,0,0,0,1,18.589
0,0,1,0,1,0,1,0,1,0,0,0,1,0,17.262
0,1,0,0,0,1,0,0,0,0,0,1,1,0,20.107
0,0,1,0,1,0,0,0,0,1,1,0,0,0,18.721
1,1,0,1,0,1,1,0,1,0,0,0,1,1,17.389
1,0,0,1,0,0,0,1,1,0,1,0,1,1,17.392
1,1,0,1,1,0,1,0,0,1,1,0,0,1,18.429
0,0,0,0,1,0,0,0,1,1,1,0,1,1,18.45
0,1,1,0,0,0,0,1,0,1,0,1,1,1,21.269
1,0,1,0,0,1,0,0,1,0,1,0,0,0,17.711
0,1,0,1,1,1,0,0,1,0,1,0,0,0,17.837
0,1,1,0,0,0,1,0,0,1,1,0,1,1,18.485
1,0,0,1,1,0,1,1,0,1,0,1,1,1,21.148
1,0,1,1,0,1,0,1,1,0,1,1,1,1,20.15
0,0,1,1,1,0,1,1,1,1,1,0,1,1,18.187
1,0,1,1,1,0,1,1,1,0,0,0,0,0,17.677
1,0,1,1,1,1,0,0,0,0,1,0,1,0,17.408
0,0,1,0,0,0,1,1,0,1,0,1,1,0,21.198
1,1,1,0,1,1,1,1,0,0,0,1,1,1,20.061
0,1,0,1,0,1,1,0,1,0,1,0,1,1,17.296
0,1,1,1,0,0,0,0,1,1,1,0,0,0,18.521
0,1,0,1,0,1,0,1,0,0,0,0,1,1,17.444
1,1,0,0,1,0,0,1,0,0,0,1,1,0,20.063
0,1,0,1,1,0,0,0,1,0,1,0,0,1,17.831
0,1,1,0,0,1,1,0,0,1,0,0,0,0,18.544
0,0,1,1,1,1,1,0,0,1,0,1,1,1,20.895
1,0,1,1,1,1,0,1,0,1,0,0,0,1,18.475
1,1,1,0,1,0,1,0,1,1,0,0,0,0,18.681
1,0,0,0,1,1,0,1,1,0,1,1,1,1,19.9
0,1,1,0,1,1,1,1,1,1,1,0,1,1,18.386
0,0,1,0,1,1,1,1,1,0,1,1,0,1,20.183
0,0,1,1,1,0,0,1,1,1,0,1,1,1,21.164
0,0,0,0,1,0,1,1,0,1,0,0,0,0,18.642
1,1,1,1,1,1,1,1,0,0,0,0,1,1,17.529
0,0,1,1,0,0,0,1,1,0,0,0,1,1,17.663
0,0,1,0,1,1,1,0,1,1,1,1,0,0,21.142
0,1,0,1,1,0,0,0,1,1,0,0,1,1,18.617
0,0,1,1,1,0,1,0,0,1,1,1,1,0,21.071
0,0,0,1,0,0,0,0,1,0,1,1,0,1,20.306
0,0,0,0,0,1,1,0,1,1,1,0,0,1,18.646
1,0,1,1,1,1,0,1,1,1,0,1,1,0,20.786
1,0,0,0,1,0,1,1,0,0,1,0,1,0,17.299
1,0,0,0,1,0,1,0,1,0,1,0,1,0,17.567
0,0,0,1,0,1,1,1,0,0,1,1,1,0,20.345
1,1,0,1,1,1,0,1,1,0,0,1,0,1,20.201
0,1,0,0,0,1,1,1,0,1,0,0,1,0,18.269
1,1,1,0,0,1,1,1,1,1,0,1,1,1,20.859
1,1,0,1,1,0,1,1,0,1,0,0,0,1,18.894
0,1,1,0,0,1,0,1,0,0,1,1,0,1,20.427
1,1,1,0,0,1,0,1,0,1,1,1,0,0,21.428
1,1,0,1,1,1,1,0,0,0,1,0,1,0,17.564
1,0,0,0,0,0,1,0,0,1,0,1,1,1,21.153
1,1,0,1,1,0,1,1,0,1,0,1,0,1,21.479
0,1,1,0,0,1,0,0,1,1,0,0,1,1,18.528
1,1,1,1,1,1,1,0,1,1,1,0,0,0,18.647
1,1,1,0,1,1,1,0,1,1,0,0,1,1,18.367
0,0,1,0,1,1,1,1,1,0,0,1,1,1,20.055
1,0,0,1,1,1,1,1,1,1,0,1,0,1,21.357
1,0,1,1,1,0,0,0,1,1,0,0,1,1,18.329
1,0,0,1,1,1,1,0,1,1,1,1,1,0,20.917
0,0,1,1,1,0,1,1,1,1,0,1,0,0,21.34
1,0,0,0,0,0,1,0,1,1,0,0,0,1,18.477
0,1,0,0,1,0,1,0,1,0,0,0,1,0,17.568
1,0,0,1,1,1,0,1,0,0,0,1,1,1,19.785
0,0,1,0,0,1,1,1,1,0,0,0,0,1,17.591
1,1,0,1,1,0,1,1,0,0,1,0,0,0,17.518
0,1,0,0,1,1,1,1,1,0,1,1,0,1,20.188
1,0,1,0,1,0,1,1,1,1,1,0,0,1,18.745
1,0,0,0,1,0,1,1,1,0,1,0,0,1,17.742
0,0,1,1,1,0,1,0,1,1,1,1,0,1,21.033
1,1,1,1,0,0,0,0,0,0,0,0,1,0,17.334
0,1,1,1,1,0,0,1,0,0,0,0,1,1,17.442
1,1,0,1,1,0,1,0,1,0,1,1,0,1,20.343
1,0,1,0,1,1,1,0,1,0,1,1,0,1,20.326
0,0,0,1,0,1,0,0,1,0,0,1,0,0,20.204
0,0,0,1,0,0,1,0,1,0,0,0,0,1,17.704
0,1,1,1,1,0,0,0,1,0,1,1,0,0,20.401
0,1,0,1,0,0,0,0,1,1,1,1,1,0,21.304
0,0,0,1,1,1,0,1,1,1,1,1,1,1,21.113
1,1,1,0,0,0,1,1,0,1,1,1,0,0,21.357
0,1,0,0,0,1,1,1,0,0,1,0,1,0,17.29
1,1,0,1,0,0,0,0,0,0,0,0,1,0,17.337
0,0,1,1,0,0,1,0,1,1,1,1,1,1,21.217
1,1,1,1,1,0,1,0,1,0,1,1,1,1,20.237
1,0,1,1,1,0,0,0,0,1,1,1,0,1,21.203
0,0,0,1,0,0,1,0,1,1,0,0,0,1,18.455
1,0,0,1,0,1,0,0,1,0,1,1,1,1,20.182
1,1,0,0,1,0,1,0,0,0,0,0,1,1,17.498
0,1,1,0,0,1,0,0,0,1,1,1,0,1,21.519
1,1,1,0,0,0,0,0,1,0,0,0,0,1,17.515
0,0,1,0,1,1,0,0,0,0,1,0,0,1,17.585
1,1,1,1,0,1,1,0,0,1,1,0,1,1,18.161
0,1,0,0,1,1,0,0,0,1,1,1,0,0,21.348
0,0,0,1,0,0,0,0,0,1,1,0,0,1,18.547
0,0,1,1,1,1,1,0,0,0,1,1,1,1,19.877
0,0,1,1,0,1,0,1,1,1,1,1,0,1,20.845
0,0,1,0,1,0,1,0,1,1,0,1,0,0,21.02
1,1,1,0,0,1,0,1,0,1,0,0,1,0,18.34
0,1,1,0,0,0,0,1,0,1,1,1,1,1,21.168
0,0,0,1,1,1,0,0,0,1,1,1,1,0,21.078
0,1,0,0,0,1,1,0,1,1,1,1,1,0,21.1
1,1,0,1,0,0,1,1,1,0,1,0,1,0,17.38
1,0,1,0,1,0,1,0,0,1,1,1,1,1,21.322
1,1,0,0,0,1,0,1,0,1,1,0,1,0,18.4
1,1,0,1,1,1,0,0,1,1,1,1,1,0,21.216
0,1,1,1,0,0,0,1,1,1,1,1,0,0,21.374
0,1,1,1,0,1,0,0,0,0,0,0,0,0,17.559
1,0,1,0,0,0,1,0,0,0,1,0,1,0,17.396
1,0,0,0,1,0,1,1,0,1,0,0,0,1,18.675
0,0,1,0,0,1,0,0,0,0,0,0,1,1,17.491
0,1,0,0,1,0,0,0,0,1,0,0,1,1,18.15
0,0,1,0,1,0,1,1,0,0,1,1,0,0,20.363
1,1,0,1,0,0,0,1,0,1,1,1,0,1,21.153
0,0,1,0,0,1,0,0,1,0,0,1,0,1,20.501
0,0,0,1,0,1,1,0,0,0,1,1,0,0,20.191
0,0,1,1,1,0,0,0,1,0,0,0,0,1,17.814
0,1,0,1,1,0,0,0,1,0,1,0,0,0,17.559
1,0,0,0,0,0,1,0,1,0,1,1,1,1,20.182
0,0,0,1,0,0,0,0,0,0,1,0,0,0,17.609
1,1,1,1,0,0,0,0,1,1,1,1,1,0,21.476
0,0,0,0,0,0,1,1,0,0,0,0,1,1,17.38
0,1,0,0,0,1,1,0,1,0,1,1,0,0,20.391
0,0,0,0,1,1,0,1,1,1,0,0,0,0,18.374
0,0,1,0,0,0,1,1,1,0,0,0,0,1,17.453
0,0,1,0,1,0,1,0,0,0,1,1,1,1,19.919
0,0,1,1,0,1,1,1,1,0,0,0,1,0,17.234
0,0,1,0,1,1,0,1,0,1,0,0,1,1,18.124
1,1,0,1,0,0,0,0,0,0,0,1,1,0,20.163
0,1,1,0,0,0,1,0,1,1,0,0,0,0,18.567
1,1,0,1,1,1,0,0,0,1,0,0,0,1,18.54
1,0,1,0,1,1,0,0,1,1,1,0,1,1,18.351
1,0,0,0,1,1,1,0,0,1,1,0,1,1,18.715
1,1,1,0,1,0,1,0,1,1,1,0,0,0,18.564
1,1,0,1,0,0,1,0,0,0,1,0,1,1,17.495
1,1,1,0,0,1,1,0,1,0,0,0,0,0,17.765
1,1,0,0,0,0,0,1,1,0,0,1,1,0,20.162
0,0,1,1,0,0,1,1,0,0,0,1,1,1,19.871
0,1,0,1,0,1,0,1,1,1,1,1,0,1,21.438
0,1,1,0,1,1,0,1,0,1,0,0,1,1,18.504
1,1,1,0,0,1,0,0,0,1,0,1,1,0,21.146
1,0,1,0,0,1,0,0,1,0,1,1,1,1,19.959
1,1,0,1,0,1,0,0,0,1,0,0,1,0,18.472
0,0,1,1,0,1,1,0,0,1,0,1,1,0,21.049
0,1,0,0,1,0,1,1,0,1,0,1,1,1,21.198
0,1,0,1,0,0,0,1,0,1,1,1,0,1,21.228
1,0,1,1,1,0,0,0,1,1,1,0,1,1,18.521
0,1,0,0,0,0,1,0,0,1,1,1,0,1,21.608
0,0,0,1,0,1,1,0,1,1,1,1,1,1,21.174
1,0,0,0,0,1,0,0,1,0,0,1,1,0,20.158
0,0,0,0,0,1,0,0,1,1,1,0,0,1,18.613
1,0,1,1,0,0,1,1,0,1,1,1,1,1,21.202
0,0,0,0,1,0,1,1,0,0,1,1,0,0,20.548
0,1,1,1,1,0,1,1,0,1,1,0,1,0,18.386
0,1,1,0,1,0,1,0,1,0,0,1,1,1,20.306
1,1,0,1,0,1,0,0,1,0,1,0,1,1,17.733
0,0,1,1,1,0,1,1,0,0,0,1,1,1,19.947
1,1,1,0,0,0,0,1,1,0,0,0,1,0,17.358
0,0,0,1,0,1,1,1,1,0,0,1,0,1,20.323
1,1,0,0,0,0,1,0,1,1,1,0,0,1,18.699
0,1,1,0,1,0,0,1,1,0,0,0,0,1,17.529
1,1,0,1,0,1,1,0,0,1,1,1,0,1,21.586
1,1,1,0,1,0,1,0,1,0,0,1,0,0,20.445
0,1,1,0,1,0,0,1,1,1,0,0,0,0,18.385
1,1,0,0,0,0,1,1,0,1,0,0,1,1,18.209
0,1,1,0,1,0,1,1,1,1,0,0,0,1,18.452
0,0,1,0,1,1,0,1,0,0,0,1,1,0,19.948
0,1,0,1,1,1,1,0,1,1,1,1,0,1,21.32
0,0,1,1,0,0,0,0,1,1,0,0,0,0,18.62
1,1,0,0,0,1,0,0,1,0,1,1,0,1,20.49
0,1,0,1,0,1,1,0,1,1,0,0,1,0,18.407
0,0,1,1,0,0,0,1,1,0,1,1,1,0,20.008
0,0,1,1,0,1,0,1,1,0,1,1,0,1,20.308
0,1,0,0,0,1,0,0,1,0,1,0,0,1,17.892
1,0,1,0,0,1,0,1,1,1,0,1,1,1,21.196
0,1,1,1,1,0,0,0,1,0,0,0,0,0,17.683
1,1,0,1,0,1,0,1,0,1,1,0,1,1,18.122
1,1,1,1,1,1,0,1,1,0,0,1,1,0,20.074
0,1,0,1,0,0,0,1,0,0,1,0,0,0,17.516
0,1,0,0,1,0,1,1,1,0,1,1,1,1,20.104
1,1,0,1,0,1,0,0,0,0,0,0,0,1,17.406
0,1,1,0,1,0,1,0,1,0,0,1,1,0,20.071
0,0,0,0,0,1,1,1,0,0,0,0,0,1,17.581
0,1,1,0,0,1,1,1,0,0,0,0,1,1,17.424
1,0,0,1,1,1,0,1,1,0,1,1,1,1,20.081
0,1,0,0,1,1,1,0,0,1,0,0,1,1,18.539
1,0,0,1,1,0,0,0,0,1,0,1,0,1,21.218
0,1,0,0,0,0,0,1,1,0,1,0,0,1,17.878
1,1,1,0,0,1,1,0,0,0,1,0,0,1,17.733
0,1,0,1,0,1,1,0,0,0,1,0,1,0,17.31
1,1,1,0,0,1,0,1,1,1,1,1,0,0,21.191
1,1,0,1,0,1,0,0,1,1,1,0,0,1,18.632
0,0,0,0,1,0,0,1,0,1,1,1,0,1,21.288
1,1,0,1,0,1,0,0,0,0,0,1,0,0,20.395
1,1,1,0,0,1,1,1,0,1,0,0,0,0,18.488
1,1,1,1,0,0,0,0,1,0,0,0,1,0,17.227
1,0,1,1,0,1,0,1,1,1,0,1,0,0,21.276
1,0,0,1,1,1,1,1,0,0,1,1,0,1,20.511
0,0,1,1,0,1,0,1,0,1,1,1,1,0,21.198
1,1,1,0,0,1,0,0,0,1,0,0,1,0,18.43
0,0,1,1,0,0,0,0,0,1,0,0,0,0,18.742
1,1,0,0,0,1,0,0,0,0,1,0,0,1,17.616
0,1,0,1,0,1,0,1,0,0,0,0,0,0,17.707
0,1,1,1,1,1,0,0,1,0,0,1,0,0,20.329
1,0,1,1,1,0,1,0,1,0,1,0,0,1,17.625
0,0,1,1,0,1,1,1,1,0,0,1,0,1,20.316
1,1,1,1,0,0,0,0,0,1,1,1,0,0,21.3
1,1,1,1,1,1,1,0,0,0,0,0,0,0,17.611
0,0,1,0,0,0,0,0,0,0,1,0,1,0,17.552
0,1,1,0,1,1,1,0,0,0,1,0,1,1,17.553
0,0,1,1,1,0,0,0,0,0,0,1,1,0,20.006
1,0,1,1,0,1,1,1,1,0,0,0,1,1,17.261
1,1,0,0,1,0,0,1,1,1,0,0,0,0,18.441
0,1,0,1,0,0,0,1,1,0,0,1,0,1,20.332
1,0,0,0,1,0,1,0,1,0,0,1,0,1,20.505
1,1,0,0,0,1,0,0,1,0,1,0,0,1,17.765
1,0,0,1,0,0,0,1,0,1,1,0,1,0,18.177
0,0,1,1,1,0,0,0,0,0,1,1,0,0,20.279
0,0,0,1,0,1,1,0,1,0,1,0,0,0,17.577
1,1,0,1,1,0,0,0,0,1,0,1,0,1,20.905
0,0,0,0,0,1,1,1,1,0,0,0,0,0,17.501
0,1,1,0,0,1,0,1,0,0,0,0,1,1,17.374
0,0,0,0,0,1,0,1,1,1,0,1,1,0,20.856
1,1,0,0,1,1,0,0,0,1,0,0,1,1,18.308
1,1,0,0,0,1,0,0,1,0,0,1,1,1,20.151
0,1,1,0,1,0,0,0,0,1,0,1,0,1,21.222
1,0,0,0,0,1,1,0,1,0,0,1,0,0,20.439
0,0,1,0,1,1,0,0,1,0,1,1,0,1,20.406
0,1,1,1,0,1,0,0,1,0,1,1,0,0,20.397
0,1,1,1,0,1,1,0,0,1,0,0,1,0,18.342
1,1,1,0,1,1,1,1,0,0,0,0,1,1,17.457
0,1,0,0,0,1,0,0,0,0,0,0,1,1,17.581
0,0,1,0,0,0,1,1,1,1,1,0,0,1,18.487
1,1,0,1,1,1,1,0,0,1,1,0,0,0,18.701
0,1,0,1,0,1,1,1,0,0,0,1,0,0,20.447
1,0,1,1,0,0,1,1,1,0,1,1,0,0,20.419
1,0,0,1,0,0,0,0,0,0,1,0,0,1,17.569
1,1,0,1,0,0,1,1,1,0,0,1,0,0,20.596
1,0,1,1,0,0,0,1,1,0,0,1,0,0,20.403
0,1,0,1,1,1,0,1,0,1,1,0,0,1,18.845
1,1,0,1,1,1,0,1,1,0,0,0,1,0,17.433
1,1,1,1,1,1,0,0,1,0,0,1,1,0,20.186
1,0,1,0,1,0,1,0,1,0,0,1,0,0,20.432
0,0,0,1,1,0,0,1,0,0,0,1,1,1,19.91
0,0,1,0,0,0,0,1,0,0,0,1,0,0,20.494
1,0,1,1,0,1,0,0,0,1,0,0,0,0,18.496
0,0,0,0,1,1,1,1,0,0,0,0,0,0,17.594
1,0,0,1,0,0,0,0,0,1,1,1,0,0,21.315
1,1,1,0,1,0,1,1,0,1,1,0,1,0,18.503
0,1,0,0,0,1,0,1,0,1,1,1,0,0,21.46
1,0,1,1,0,1,1,1,0,1,1,1,0,1,21.078
1,0,0,0,0,0,0,1,0,1,0,1,0,1,20.988
0,0,1,1,1,0,1,1,0,1,0,0,1,1,18.189
0,0,1,1,1,1,0,1,0,1,1,1,0,0,21.381
