SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillrandsync.5
1,0,1,0,1,0,0,1,1,0,1,0,0,1,16938
1,1,1,1,1,1,1,1,1,1,1,0,1,1,17319
1,1,1,0,1,1,0,0,1,1,0,1,1,1,16553
0,1,0,1,1,0,0,0,1,0,1,0,0,1,17347
1,0,1,0,1,1,0,1,1,1,1,0,1,1,17327
0,0,0,1,1,0,1,1,0,1,1,1,0,0,16592
1,0,0,0,0,1,0,1,1,0,1,0,0,1,17660
1,0,1,0,0,1,1,1,1,1,0,0,1,0,17445
0,0,0,1,0,0,1,1,1,1,1,0,1,1,17318
0,0,0,0,1,0,1,1,1,1,1,1,0,0,16288
0,1,1,0,0,0,1,0,1,0,1,0,1,0,17409
0,1,0,0,1,0,1,0,0,0,1,0,0,0,18014
1,0,0,1,1,1,0,1,0,1,1,1,1,1,16630
1,1,0,0,1,0,0,0,1,1,1,1,1,0,16442
1,1,0,1,0,0,0,0,0,1,0,1,1,1,16860
0,0,1,1,1,1,1,0,1,1,0,1,1,0,16418
0,1,1,0,0,0,1,0,1,0,0,0,1,0,18057
0,1,0,1,1,0,1,1,0,1,1,1,0,0,16410
0,1,1,0,0,1,0,0,1,1,1,1,1,1,16645
1,0,1,1,0,1,1,0,1,1,0,1,0,0,16865
0,1,0,1,0,0,1,1,1,0,1,0,0,1,18459
1,0,1,1,0,0,1,0,1,0,1,1,1,1,16805
0,0,1,1,0,1,1,0,1,0,1,0,0,1,17975
0,0,0,1,1,1,0,1,0,1,0,1,0,1,16667
1,1,1,0,0,0,0,1,1,1,1,1,0,1,16561
0,1,0,0,0,1,0,0,1,1,0,0,1,0,18080
1,0,0,1,1,1,1,0,1,0,0,0,1,1,18046
1,1,0,1,1,1,1,1,0,1,1,1,1,1,17220
1,0,1,0,0,1,0,0,1,1,1,0,0,1,18324
0,1,0,1,1,0,1,1,1,1,1,1,0,0,18219
1,0,0,1,0,1,0,0,0,1,1,0,0,1,19399
0,1,0,1,0,1,1,1,0,0,1,1,1,0,18980
1,0,1,1,0,0,0,1,1,0,1,1,1,1,18539
1,0,1,1,0,0,0,0,1,0,1,1,1,1,18121
0,1,1,1,1,0,1,1,0,1,0,1,0,1,18673
1,1,1,1,1,1,1,0,0,0,0,0,0,1,20301
1,0,0,0,1,0,0,0,1,1,1,0,0,1,19340
0,0,0,0,1,0,1,0,1,1,1,0,0,0,19723
0,1,1,1,0,1,1,1,0,1,1,0,1,0,20163
0,1,1,0,0,0,1,0,1,0,1,1,1,0,18769
0,0,0,0,0,1,0,0,0,0,0,1,0,1,18734
1,1,0,0,0,1,1,1,0,0,1,1,1,0,18700
1,0,0,0,0,0,1,0,0,0,0,1,0,0,18922
1,1,0,1,1,1,0,1,0,1,0,1,1,0,19544
0,1,0,1,1,1,1,0,1,1,1,0,1,1,20380
0,1,0,1,1,0,0,0,0,0,0,0,0,1,20303
1,1,0,1,0,0,0,1,1,1,0,0,1,0,19272
0,1,0,1,1,0,0,0,0,0,1,1,1,0,17990
0,1,1,1,0,1,1,1,1,1,0,0,1,1,18945
0,0,1,1,1,0,1,1,0,1,1,0,1,1,18648
1,1,0,0,0,0,1,0,1,1,0,1,0,1,17957
0,0,0,0,1,0,1,1,0,0,1,1,1,0,17839
1,1,0,1,0,0,0,0,0,0,1,0,0,0,19514
0,1,1,0,0,0,1,1,0,1,0,0,1,0,19400
1,0,1,1,1,1,0,0,1,0,1,0,0,1,19019
1,1,1,1,0,0,1,0,1,1,1,1,0,0,17595
1,0,1,0,0,0,1,1,0,0,0,0,0,0,19291
1,1,1,0,1,1,0,0,1,0,0,0,0,0,19075
1,1,0,0,1,1,0,0,1,0,0,1,0,0,18059
0,0,0,1,1,0,1,0,0,1,0,0,0,0,19528
0,0,0,0,1,1,0,0,1,0,1,1,0,0,18812
0,0,1,1,0,0,1,1,1,1,1,0,0,1,19469
1,0,1,0,0,0,0,1,0,1,0,0,0,0,19190
0,0,1,0,1,1,0,0,1,0,0,1,1,0,18212
0,0,0,1,1,1,0,1,0,1,0,1,1,1,18239
1,1,1,1,1,0,1,0,0,1,1,0,1,0,20081
0,1,1,1,0,1,1,1,0,0,1,1,1,1,18601
0,0,1,1,0,1,0,0,1,0,0,0,1,0,19719
0,1,1,1,1,0,0,1,0,0,1,1,0,1,18307
0,0,1,1,0,0,1,1,0,0,1,0,0,1,17269
1,1,1,0,1,1,1,0,1,0,0,0,1,0,16764
1,1,0,0,1,0,1,0,0,1,0,0,0,0,16845
0,0,1,1,1,1,0,1,0,1,0,1,1,1,15671
0,0,1,1,1,0,1,0,0,1,1,0,1,1,16782
0,1,0,0,1,0,0,0,1,1,0,0,1,0,17294
0,0,1,0,0,0,1,1,0,0,1,1,0,0,16286
1,1,0,0,0,0,0,1,1,1,1,0,0,0,17193
0,1,0,0,1,0,0,0,0,1,1,0,1,0,17248
0,0,1,1,0,0,0,1,0,0,0,0,0,0,17666
1,0,1,0,1,0,0,0,1,0,0,1,0,0,16393
1,0,1,1,1,0,0,1,0,0,0,1,1,0,16193
0,1,1,0,0,0,1,1,0,1,0,0,0,1,17192
1,0,1,1,0,0,0,0,0,0,1,0,1,0,17503
1,0,0,0,0,0,1,0,0,1,1,0,1,1,17619
1,1,1,1,0,1,0,1,0,0,0,1,1,0,16706
0,1,1,0,0,0,0,0,1,1,1,1,0,0,16839
1,1,1,1,0,0,0,1,1,1,0,0,0,0,17412
0,0,0,1,1,0,0,0,0,1,1,0,1,0,17422
1,1,0,0,1,0,0,0,1,1,0,0,1,0,18016
0,1,1,0,0,0,1,0,1,1,0,0,1,1,17394
1,1,1,0,0,1,0,0,1,1,0,1,1,0,16959
0,1,0,1,0,1,1,1,1,1,1,0,1,1,17150
0,1,1,0,0,1,0,0,1,0,1,1,0,0,16645
1,0,0,0,1,1,0,0,1,1,0,1,1,1,16309
0,0,1,0,0,1,1,1,1,0,1,1,1,0,16695
0,1,0,1,1,0,1,1,1,0,1,0,0,1,17510
1,0,1,0,0,0,0,0,1,0,0,0,1,1,17913
0,1,1,0,0,0,1,0,0,0,0,0,1,1,17800
0,1,1,0,0,1,0,0,0,1,1,1,1,1,16967
0,1,0,1,0,0,0,0,0,0,0,0,1,1,17858
0,0,1,0,1,0,0,1,1,0,1,0,0,0,18349
1,1,0,0,0,1,1,0,1,0,0,1,0,1,16639
1,0,0,0,0,0,1,0,1,1,0,0,1,1,18503
0,1,1,1,0,1,0,0,1,0,1,0,1,0,17998
0,0,0,1,0,0,0,1,1,0,0,0,1,0,17368
1,0,1,0,1,0,0,0,0,1,0,1,1,0,16560
1,0,0,1,1,0,1,0,1,1,1,0,0,1,17747
1,1,1,0,1,0,1,0,1,1,0,0,1,1,18124
0,1,1,1,0,0,1,1,1,0,1,1,1,0,17566
1,1,0,1,1,0,1,1,1,0,0,1,1,0,17345
1,0,1,0,0,1,0,1,0,1,1,0,1,0,18081
0,1,0,0,1,0,0,0,1,0,1,0,1,1,17905
1,0,0,1,1,0,1,0,0,0,1,0,0,0,18079
1,0,1,0,1,1,1,0,0,1,0,0,0,1,17466
1,1,1,1,0,0,0,1,1,1,1,1,0,1,16771
1,1,1,0,0,0,0,1,0,1,0,1,0,0,17310
1,0,0,1,1,1,0,0,0,0,0,0,0,1,18455
0,1,1,1,0,0,0,1,1,0,1,1,0,1,16798
0,1,0,1,1,0,0,0,0,0,0,1,0,1,16846
0,0,0,0,0,1,1,0,1,1,1,0,0,0,18286
0,1,1,0,0,0,0,1,0,1,1,0,1,0,18210
0,1,1,0,1,1,0,0,0,1,0,1,1,1,16914
1,1,1,1,0,1,1,1,0,1,0,0,1,0,18336
0,1,0,0,1,0,1,0,1,1,0,1,0,0,17172
1,1,0,1,0,1,1,0,0,1,1,1,1,0,17243
1,1,1,0,1,0,1,1,1,0,1,0,0,1,18151
1,0,0,0,0,1,1,0,1,1,1,1,1,0,17145
0,0,1,1,0,1,1,1,1,1,1,0,0,0,18275
0,1,0,1,1,0,1,1,1,0,0,0,1,1,18435
1,0,1,1,0,0,1,0,1,0,0,1,1,1,17486
0,1,0,0,1,0,1,0,1,0,0,0,1,1,18380
1,1,1,1,1,0,1,0,1,1,0,0,0,0,20165
0,1,0,1,0,0,1,0,0,1,1,1,0,0,18015
1,1,1,1,1,1,1,1,1,1,0,0,0,0,19844
0,1,0,1,1,0,1,0,1,0,1,1,0,0,18409
1,0,0,1,1,0,0,0,0,1,1,0,0,1,19650
1,1,0,1,0,1,1,0,0,1,1,1,0,0,18389
0,0,1,1,1,1,0,0,1,0,0,0,0,1,19202
0,0,1,0,0,0,0,0,1,1,1,1,0,0,18318
0,0,1,0,0,1,0,0,0,0,1,0,1,0,20217
1,0,1,0,0,1,1,0,0,1,1,0,0,0,19703
1,0,0,1,0,0,1,0,1,0,1,1,0,1,18611
0,0,1,1,1,0,1,0,0,1,1,0,1,0,20406
1,1,1,1,0,1,1,0,0,0,1,0,1,1,20359
1,1,0,1,1,1,0,1,0,0,1,1,1,1,18342
0,1,0,1,1,0,1,0,1,0,0,0,0,0,20298
1,0,0,0,1,0,1,1,1,0,0,1,1,1,19473
0,0,1,0,1,1,1,0,0,0,0,1,1,0,18054
1,0,1,0,0,1,1,0,0,0,1,0,1,0,19130
0,0,0,0,1,1,0,1,1,1,1,1,0,1,17891
0,0,0,1,0,1,1,0,0,1,0,0,1,1,18916
1,1,0,1,0,0,0,0,1,1,1,1,0,0,17790
0,1,1,1,0,1,0,1,1,0,1,1,1,1,17677
0,1,1,1,0,1,1,1,0,0,0,1,1,1,17582
1,0,0,0,0,0,1,0,0,1,0,1,1,0,18115
1,1,1,0,1,1,1,1,0,0,0,0,1,1,18879
1,1,1,1,0,0,0,1,1,0,1,0,0,0,19018
0,0,0,1,0,0,1,1,1,1,0,1,0,0,17564
0,0,1,1,0,1,0,0,0,1,1,0,1,0,18932
0,0,0,1,1,0,0,1,0,1,0,1,1,1,17462
1,1,0,1,1,1,0,1,0,0,1,0,0,1,19093
1,0,1,1,1,1,1,1,0,1,0,0,0,1,19065
0,0,1,0,1,0,1,0,1,0,0,0,1,0,18804
0,1,0,0,0,1,0,0,0,0,0,1,1,0,17903
0,0,1,0,1,0,0,0,0,1,1,0,0,0,16791
1,1,0,1,0,1,1,0,1,0,0,0,1,1,16853
1,0,0,1,0,0,0,1,1,0,1,0,1,1,16922
1,1,0,1,1,0,1,0,0,1,1,0,0,1,16522
0,0,0,0,1,0,0,0,1,1,1,0,1,1,17292
0,1,1,0,0,0,0,1,0,1,0,1,1,1,15955
1,0,1,0,0,1,0,0,1,0,1,0,0,0,17323
0,1,0,1,1,1,0,0,1,0,1,0,0,0,17241
0,1,1,0,0,0,1,0,0,1,1,0,1,1,17750
1,0,0,1,1,0,1,1,0,1,0,1,1,1,16268
1,0,1,1,0,1,0,1,1,0,1,1,1,1,16154
0,0,1,1,1,0,1,1,1,1,1,0,1,1,17503
1,0,1,1,1,0,1,1,1,0,0,0,0,0,17676
1,0,1,1,1,1,0,0,0,0,1,0,1,0,16714
0,0,1,0,0,0,1,1,0,1,0,1,1,0,16393
1,1,1,0,1,1,1,1,0,0,0,1,1,1,16510
0,1,0,1,0,1,1,0,1,0,1,0,1,1,17049
0,1,1,1,0,0,0,0,1,1,1,0,0,0,17369
0,1,0,1,0,1,0,1,0,0,0,0,1,1,17132
1,1,0,0,1,0,0,1,0,0,0,1,1,0,16449
0,1,0,1,1,0,0,0,1,0,1,0,0,1,17498
0,1,1,0,0,1,1,0,0,1,0,0,0,0,17125
0,0,1,1,1,1,1,0,0,1,0,1,1,1,16409
1,0,1,1,1,1,0,1,0,1,0,0,0,1,17489
1,1,1,0,1,0,1,0,1,1,0,0,0,0,17394
1,0,0,0,1,1,0,1,1,0,1,1,1,1,16486
0,1,1,0,1,1,1,1,1,1,1,0,1,1,17146
0,0,1,0,1,1,1,1,1,0,1,1,0,1,16243
0,0,1,1,1,0,0,1,1,1,0,1,1,1,16231
0,0,0,0,1,0,1,1,0,1,0,0,0,0,17343
1,1,1,1,1,1,1,1,0,0,0,0,1,1,17527
0,0,1,1,0,0,0,1,1,0,0,0,1,1,17224
0,0,1,0,1,1,1,0,1,1,1,1,0,0,16336
0,1,0,1,1,0,0,0,1,1,0,0,1,1,17929
0,0,1,1,1,0,1,0,0,1,1,1,1,0,16290
0,0,0,1,0,0,0,0,1,0,1,1,0,1,16286
0,0,0,0,0,1,1,0,1,1,1,0,0,1,17061
1,0,1,1,1,1,0,1,1,1,0,1,1,0,16939
1,0,0,0,1,0,1,1,0,0,1,0,1,0,17649
1,0,0,0,1,0,1,0,1,0,1,0,1,0,17931
0,0,0,1,0,1,1,1,0,0,1,1,1,0,16806
1,1,0,1,1,1,0,1,1,0,0,1,0,1,16417
0,1,0,0,0,1,1,1,0,1,0,0,1,0,17854
1,1,1,0,0,1,1,1,1,1,0,1,1,1,16754
1,1,0,1,1,0,1,1,0,1,0,0,0,1,17789
0,1,1,0,0,1,0,1,0,0,1,1,0,1,16785
1,1,1,0,0,1,0,1,0,1,1,1,0,0,17208
1,1,0,1,1,1,1,0,0,0,1,0,1,0,17947
1,0,0,0,0,0,1,0,0,1,0,1,1,1,17081
1,1,0,1,1,0,1,1,0,1,0,1,0,1,16677
0,1,1,0,0,1,0,0,1,1,0,0,1,1,17805
1,1,1,1,1,1,1,0,1,1,1,0,0,0,17975
1,1,1,0,1,1,1,0,1,1,0,0,1,1,18367
0,0,1,0,1,1,1,1,1,0,0,1,1,1,17048
1,0,0,1,1,1,1,1,1,1,0,1,0,1,17209
1,0,1,1,1,0,0,0,1,1,0,0,1,1,17500
1,0,0,1,1,1,1,0,1,1,1,1,1,0,17139
0,0,1,1,1,0,1,1,1,1,0,1,0,0,18666
1,0,0,0,0,0,1,0,1,1,0,0,0,1,19676
0,1,0,0,1,0,1,0,1,0,0,0,1,0,19954
1,0,0,1,1,1,0,1,0,0,0,1,1,1,18695
0,0,1,0,0,1,1,1,1,0,0,0,0,1,20483
1,1,0,1,1,0,1,1,0,0,1,0,0,0,19816
0,1,0,0,1,1,1,1,1,0,1,1,0,1,18151
1,0,1,0,1,0,1,1,1,1,1,0,0,1,19834
1,0,0,0,1,0,1,1,1,0,1,0,0,1,20282
0,0,1,1,1,0,1,0,1,1,1,1,0,1,18882
1,1,1,1,0,0,0,0,0,0,0,0,1,0,20499
0,1,1,1,1,0,0,1,0,0,0,0,1,1,20168
1,1,0,1,1,0,1,0,1,0,1,1,0,1,18415
1,0,1,0,1,1,1,0,1,0,1,1,0,1,18874
0,0,0,1,0,1,0,0,1,0,0,1,0,0,19015
0,0,0,1,0,0,1,0,1,0,0,0,0,1,19987
0,1,1,1,1,0,0,0,1,0,1,1,0,0,18415
0,1,0,1,0,0,0,0,1,1,1,1,1,0,17732
0,0,0,1,1,1,0,1,1,1,1,1,1,1,17610
1,1,1,0,0,0,1,1,0,1,1,1,0,0,18296
0,1,0,0,0,1,1,1,0,0,1,0,1,0,19201
1,1,0,1,0,0,0,0,0,0,0,0,1,0,19622
0,0,1,1,0,0,1,0,1,1,1,1,1,1,17657
1,1,1,1,1,0,1,0,1,0,1,1,1,1,17976
1,0,1,1,1,0,0,0,0,1,1,1,0,1,17766
0,0,0,1,0,0,1,0,1,1,0,0,0,1,18540
1,0,0,1,0,1,0,0,1,0,1,1,1,1,17813
1,1,0,0,1,0,1,0,0,0,0,0,1,1,18839
0,1,1,0,0,1,0,0,0,1,1,1,0,1,18748
1,1,1,0,0,0,0,0,1,0,0,0,0,1,18608
0,0,1,0,1,1,0,0,0,0,1,0,0,1,19108
1,1,1,1,0,1,1,0,0,1,1,0,1,1,19363
0,1,0,0,1,1,0,0,0,1,1,1,0,0,17574
0,0,0,1,0,0,0,0,0,1,1,0,0,1,19181
0,0,1,1,1,1,1,0,0,0,1,1,1,1,18376
0,0,1,1,0,1,0,1,1,1,1,1,0,1,18043
0,0,1,0,1,0,1,0,1,1,0,1,0,0,18271
1,1,1,0,0,1,0,1,0,1,0,0,1,0,19986
0,1,1,0,0,0,0,1,0,1,1,1,1,1,18426
0,0,0,1,1,1,0,0,0,1,1,1,1,0,18172
0,1,0,0,0,1,1,0,1,1,1,1,1,0,19033
1,1,0,1,0,0,1,1,1,0,1,0,1,0,20622
1,0,1,0,1,0,1,0,0,1,1,1,1,1,18272
1,1,0,0,0,1,0,1,0,1,1,0,1,0,20221
1,1,0,1,1,1,0,0,1,1,1,1,1,0,18418
0,1,1,1,0,0,0,1,1,1,1,1,0,0,18655
0,1,1,1,0,1,0,0,0,0,0,0,0,0,20736
1,0,1,0,0,0,1,0,0,0,1,0,1,0,20367
1,0,0,0,1,0,1,1,0,1,0,0,0,1,20394
0,0,1,0,0,1,0,0,0,0,0,0,1,1,20380
0,1,0,0,1,0,0,0,0,1,0,0,1,1,20261
0,0,1,0,1,0,1,1,0,0,1,1,0,0,17982
1,1,0,1,0,0,0,1,0,1,1,1,0,1,17619
0,0,1,0,0,1,0,0,1,0,0,1,0,1,18311
0,0,0,1,0,1,1,0,0,0,1,1,0,0,18118
0,0,1,1,1,0,0,0,1,0,0,0,0,1,19019
0,1,0,1,1,0,0,0,1,0,1,0,0,0,19193
1,0,0,0,0,0,1,0,1,0,1,1,1,1,17558
0,0,0,1,0,0,0,0,0,0,1,0,0,0,18977
1,1,1,1,0,0,0,0,1,1,1,1,1,0,18057
0,0,0,0,0,0,1,1,0,0,0,0,1,1,18776
0,1,0,0,0,1,1,0,1,0,1,1,0,0,17973
0,0,0,0,1,1,0,1,1,1,0,0,0,0,19379
0,0,1,0,0,0,1,1,1,0,0,0,0,1,18895
0,0,1,0,1,0,1,0,0,0,1,1,1,1,18047
0,0,1,1,0,1,1,1,1,0,0,0,1,0,18955
0,0,1,0,1,1,0,1,0,1,0,0,1,1,18883
1,1,0,1,0,0,0,0,0,0,0,1,1,0,17569
0,1,1,0,0,0,1,0,1,1,0,0,0,0,18744
1,1,0,1,1,1,0,0,0,1,0,0,0,1,18850
1,0,1,0,1,1,0,0,1,1,1,0,1,1,18735
1,0,0,0,1,1,1,0,0,1,1,0,1,1,18417
1,1,1,0,1,0,1,0,1,1,1,0,0,0,18823
1,1,0,1,0,0,1,0,0,0,1,0,1,1,18751
1,1,1,0,0,1,1,0,1,0,0,0,0,0,18742
1,1,0,0,0,0,0,1,1,0,0,1,1,0,17444
0,0,1,1,0,0,1,1,0,0,0,1,1,1,17922
0,1,0,1,0,1,0,1,1,1,1,1,0,1,17357
0,1,1,0,1,1,0,1,0,1,0,0,1,1,18831
1,1,1,0,0,1,0,0,0,1,0,1,1,0,18247
1,0,1,0,0,1,0,0,1,0,1,1,1,1,18092
1,1,0,1,0,1,0,0,0,1,0,0,1,0,18572
0,0,1,1,0,1,1,0,0,1,0,1,1,0,17371
0,1,0,0,1,0,1,1,0,1,0,1,1,1,17472
0,1,0,1,0,0,0,1,0,1,1,1,0,1,17481
1,0,1,1,1,0,0,0,1,1,1,0,1,1,18453
0,1,0,0,0,0,1,0,0,1,1,1,0,1,17554
0,0,0,1,0,1,1,0,1,1,1,1,1,1,17720
1,0,0,0,0,1,0,0,1,0,0,1,1,0,17330
0,0,0,0,0,1,0,0,1,1,1,0,0,1,18767
1,0,1,1,0,0,1,1,0,1,1,1,1,1,17368
0,0,0,0,1,0,1,1,0,0,1,1,0,0,17806
0,1,1,1,1,0,1,1,0,1,1,0,1,0,18445
0,1,1,0,1,0,1,0,1,0,0,1,1,1,17508
1,1,0,1,0,1,0,0,1,0,1,0,1,1,18679
0,0,1,1,1,0,1,1,0,0,0,1,1,1,17505
1,1,1,0,0,0,0,1,1,0,0,0,1,0,18376
0,0,0,1,0,1,1,1,1,0,0,1,0,1,17189
1,1,0,0,0,0,1,0,1,1,1,0,0,1,18228
0,1,1,0,1,0,0,1,1,0,0,0,0,1,18932
1,1,0,1,0,1,1,0,0,1,1,1,0,1,17690
1,1,1,0,1,0,1,0,1,0,0,1,0,0,17275
0,1,1,0,1,0,0,1,1,1,0,0,0,0,18499
1,1,0,0,0,0,1,1,0,1,0,0,1,1,18362
0,1,1,0,1,0,1,1,1,1,0,0,0,1,18515
0,0,1,0,1,1,0,1,0,0,0,1,1,0,17076
0,1,0,1,1,1,1,0,1,1,1,1,0,1,17574
0,0,1,1,0,0,0,0,1,1,0,0,0,0,18694
1,1,0,0,0,1,0,0,1,0,1,1,0,1,17623
0,1,0,1,0,1,1,0,1,1,0,0,1,0,18313
0,0,1,1,0,0,0,1,1,0,1,1,1,0,17071
0,0,1,1,0,1,0,1,1,0,1,1,0,1,17482
0,1,0,0,0,1,0,0,1,0,1,0,0,1,18132
1,0,1,0,0,1,0,1,1,1,0,1,1,1,17541
0,1,1,1,1,0,0,0,1,0,0,0,0,0,18236
1,1,0,1,0,1,0,1,0,1,1,0,1,1,18737
1,1,1,1,1,1,0,1,1,0,0,1,1,0,16890
0,1,0,1,0,0,0,1,0,0,1,0,0,0,18302
0,1,0,0,1,0,1,1,1,0,1,1,1,1,16973
1,1,0,1,0,1,0,0,0,0,0,0,0,1,17939
0,1,1,0,1,0,1,0,1,0,0,1,1,0,17542
0,0,0,0,0,1,1,1,0,0,0,0,0,1,17865
0,1,1,0,0,1,1,1,0,0,0,0,1,1,18481
1,0,0,1,1,1,0,1,1,0,1,1,1,1,17670
0,1,0,0,1,1,1,0,0,1,0,0,1,1,18550
1,0,0,1,1,0,0,0,0,1,0,1,0,1,16898
0,1,0,0,0,0,0,1,1,0,1,0,0,1,18112
1,1,1,0,0,1,1,0,0,0,1,0,0,1,18620
0,1,0,1,0,1,1,0,0,0,1,0,1,0,18195
1,1,1,0,0,1,0,1,1,1,1,1,0,0,16712
1,1,0,1,0,1,0,0,1,1,1,0,0,1,18433
0,0,0,0,1,0,0,1,0,1,1,1,0,1,17257
1,1,0,1,0,1,0,0,0,0,0,1,0,0,17462
1,1,1,0,0,1,1,1,0,1,0,0,0,0,18113
1,1,1,1,0,0,0,0,1,0,0,0,1,0,17442
1,0,1,1,0,1,0,1,1,1,0,1,0,0,16714
1,0,0,1,1,1,1,1,0,0,1,1,0,1,16649
0,0,1,1,0,1,0,1,0,1,1,1,1,0,16950
1,1,1,0,0,1,0,0,0,1,0,0,1,0,18448
0,0,1,1,0,0,0,0,0,1,0,0,0,0,17675
1,1,0,0,0,1,0,0,0,0,1,0,0,1,17744
0,1,0,1,0,1,0,1,0,0,0,0,0,0,17674
0,1,1,1,1,1,0,0,1,0,0,1,0,0,16572
1,0,1,1,1,0,1,0,1,0,1,0,0,1,17869
0,0,1,1,0,1,1,1,1,0,0,1,0,1,16792
1,1,1,1,0,0,0,0,0,1,1,1,0,0,16799
1,1,1,1,1,1,1,0,0,0,0,0,0,0,17975
0,0,1,0,0,0,0,0,0,0,1,0,1,0,17795
0,1,1,0,1,1,1,0,0,0,1,0,1,1,17839
0,0,1,1,1,0,0,0,0,0,0,1,1,0,16715
1,0,1,1,0,1,1,1,1,0,0,0,1,1,17150
1,1,0,0,1,0,0,1,1,1,0,0,0,0,17815
0,1,0,1,0,0,0,1,1,0,0,1,0,1,16937
1,0,0,0,1,0,1,0,1,0,0,1,0,1,16589
1,1,0,0,0,1,0,0,1,0,1,0,0,1,17433
1,0,0,1,0,0,0,1,0,1,1,0,1,0,17412
0,0,1,1,1,0,0,0,0,0,1,1,0,0,16814
0,0,0,1,0,1,1,0,1,0,1,0,0,0,17125
1,1,0,1,1,0,0,0,0,1,0,1,0,1,16672
0,0,0,0,0,1,1,1,1,0,0,0,0,0,17570
0,1,1,0,0,1,0,1,0,0,0,0,1,1,17423
0,0,0,0,0,1,0,1,1,1,0,1,1,0,16568
1,1,0,0,1,1,0,0,0,1,0,0,1,1,16930
1,1,0,0,0,1,0,0,1,0,0,1,1,1,16309
0,1,1,0,1,0,0,0,0,1,0,1,0,1,16450
1,0,0,0,0,1,1,0,1,0,0,1,0,0,16973
0,0,1,0,1,1,0,0,1,0,1,1,0,1,16204
0,1,1,1,0,1,0,0,1,0,1,1,0,0,16473
0,1,1,1,0,1,1,0,0,1,0,0,1,0,16930
1,1,1,0,1,1,1,1,0,0,0,0,1,1,17843
0,1,0,0,0,1,0,0,0,0,0,0,1,1,17206
0,0,1,0,0,0,1,1,1,1,1,0,0,1,17560
1,1,0,1,1,1,1,0,0,1,1,0,0,0,17110
0,1,0,1,0,1,1,1,0,0,0,1,0,0,16105
1,0,1,1,0,0,1,1,1,0,1,1,0,0,16409
1,0,0,1,0,0,0,0,0,0,1,0,0,1,17073
1,1,0,1,0,0,1,1,1,0,0,1,0,0,16454
1,0,1,1,0,0,0,1,1,0,0,1,0,0,15923
0,1,0,1,1,1,0,1,0,1,1,0,0,1,17349
1,1,0,1,1,1,0,1,1,0,0,0,1,0,17631
1,1,1,1,1,1,0,0,1,0,0,1,1,0,15807
1,0,1,0,1,0,1,0,1,0,0,1,0,0,15800
0,0,0,1,1,0,0,1,0,0,0,1,1,1,16327
0,0,1,0,0,0,0,1,0,0,0,1,0,0,16206
1,0,1,1,0,1,0,0,0,1,0,0,0,0,16269
0,0,0,0,1,1,1,1,0,0,0,0,0,0,16644
1,0,0,1,0,0,0,0,0,1,1,1,0,0,15721
1,1,1,0,1,0,1,1,0,1,1,0,1,0,16580
0,1,0,0,0,1,0,1,0,1,1,1,0,0,15884
1,0,1,1,0,1,1,1,0,1,1,1,0,1,15784
1,0,0,0,0,0,0,1,0,1,0,1,0,1,15858
0,0,1,1,1,0,1,1,0,1,0,0,1,1,16678
0,0,1,1,1,1,0,1,0,1,1,1,0,0,15742
1,1,0,0,1,0,0,1,1,0,0,0,1,0,16199
1,0,0,0,1,1,1,0,1,1,1,0,1,1,16488
0,0,1,1,1,0,1,1,0,0,0,0,1,1,19607
0,0,1,1,1,0,1,1,1,0,0,1,1,0,18451
1,0,0,0,1,0,0,1,1,0,1,1,0,0,18093
0,1,0,1,1,0,1,1,1,1,1,0,1,1,19550
0,0,1,1,0,1,0,1,0,1,1,1,1,0,18925
0,0,1,1,0,0,1,0,0,0,0,0,0,0,20090
0,0,0,0,0,0,1,1,0,1,1,0,0,1,20209
0,0,1,0,0,1,0,1,1,0,0,1,1,0,18154
1,0,1,1,0,1,0,1,0,1,0,0,1,0,19488
1,1,1,1,1,1,0,1,1,0,0,0,0,1,20015
1,1,1,1,0,0,1,0,1,1,0,1,1,0,18903
1,0,0,0,1,1,0,0,1,1,0,1,1,0,18264
1,1,0,1,1,1,1,0,1,1,1,1,1,0,18655
0,0,0,0,1,0,0,0,0,1,0,1,0,0,19427
1,1,1,0,0,1,0,0,0,0,1,1,1,0,18345
1,1,0,0,0,0,1,1,1,1,1,1,1,0,19130
1,1,0,0,0,1,0,1,0,0,0,1,1,1,19601
1,1,1,1,1,0,1,0,1,1,0,1,0,1,17621
0,1,0,1,0,1,1,1,0,0,0,0,1,1,18954
1,0,0,0,0,1,1,0,1,0,1,1,1,1,17683
1,0,0,1,0,0,1,1,0,1,0,1,1,1,17906
0,1,0,1,0,0,0,0,1,1,1,0,1,1,19260
0,1,0,0,0,1,0,1,0,1,0,0,1,0,19392
1,1,0,1,1,0,1,1,0,1,0,1,1,0,17819
0,1,0,1,0,1,0,0,1,0,1,0,1,1,19877
