SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillrandsync.6
1,0,0,0,1,0,0,0,0,1,0,1,1,1,11864.0
1,0,1,1,0,0,0,1,1,0,1,0,1,0,12517.0
0,0,1,0,1,1,1,1,0,0,0,0,0,1,12310.0
1,0,0,0,0,1,0,0,1,0,0,1,1,0,11887.0
1,0,0,0,1,1,1,1,0,1,0,0,0,1,3017.1
0,1,1,1,0,0,0,0,0,0,0,0,1,1,1027.3
1,1,0,1,0,1,0,1,1,1,0,0,0,0,1091.8
0,1,1,1,0,0,0,1,1,1,0,0,0,0,1100.4
0,1,1,1,1,1,0,0,1,1,1,1,1,1,1073.0
1,0,0,0,0,0,0,0,0,0,1,0,1,0,1149.2
0,1,0,1,0,0,0,1,1,1,0,1,0,0,1108.5
0,1,0,0,0,0,1,1,1,1,1,0,0,1,1135.7
0,0,0,0,0,1,0,0,1,0,0,0,0,1,1134.9
1,1,0,1,1,1,0,1,0,0,1,1,1,1,11847.0
0,0,1,0,0,1,1,1,0,1,0,1,1,1,11979.0
0,0,0,1,1,1,0,0,1,0,1,1,1,0,11861.0
0,1,0,0,1,1,0,0,1,0,0,0,0,0,12374.0
1,0,0,0,0,1,1,1,0,0,0,1,0,0,11852.0
1,1,0,1,0,0,0,1,1,0,0,1,1,1,11845.0
1,1,0,0,0,1,1,1,0,0,0,0,1,0,12306.0
1,0,0,1,1,0,0,1,1,1,1,1,1,1,11849.0
0,1,1,0,1,0,1,1,1,0,0,1,1,1,11862.0
0,1,0,1,1,0,1,1,0,0,0,0,1,0,12339.0
1,0,0,0,1,1,1,1,1,1,1,0,0,0,12304.0
1,0,1,1,0,1,0,1,0,0,1,1,0,1,11865.0
1,0,1,0,1,0,0,1,1,0,1,0,0,1,12514.0
1,1,1,1,1,1,1,1,1,1,1,0,1,1,12301.0
1,1,1,0,1,1,0,0,1,1,0,1,1,1,11874.0
0,1,0,1,1,0,0,0,1,0,1,0,0,1,12356.0
1,0,1,0,1,1,0,1,1,1,1,0,1,1,12542.0
0,0,0,1,1,0,1,1,0,1,1,1,0,0,11842.0
1,0,0,0,0,1,0,1,1,0,1,0,0,1,12317.0
1,0,1,0,0,1,1,1,1,1,0,0,1,0,12323.0
0,0,0,1,0,0,1,1,1,1,1,0,1,1,12312.0
0,0,0,0,1,0,1,1,1,1,1,1,0,0,11842.0
0,1,1,0,0,0,1,0,1,0,1,0,1,0,12515.0
0,1,0,0,1,0,1,0,0,0,1,0,0,0,12320.0
1,0,0,1,1,1,0,1,0,1,1,1,1,1,11949.0
1,1,0,0,1,0,0,0,1,1,1,1,1,0,11880.0
1,1,0,1,0,0,0,0,0,1,0,1,1,1,11869.0
0,0,1,1,1,1,1,0,1,1,0,1,1,0,11850.0
0,1,1,0,0,0,1,0,1,0,0,0,1,0,12579.0
0,1,0,1,1,0,1,1,0,1,1,1,0,0,11920.0
0,1,1,0,0,1,0,0,1,1,1,1,1,1,11872.0
1,0,1,1,0,1,1,0,1,1,0,1,0,0,11842.0
0,1,0,1,0,0,1,1,1,0,1,0,0,1,12357.0
1,0,1,1,0,0,1,0,1,0,1,1,1,1,11928.0
0,0,1,1,0,1,1,0,1,0,1,0,0,1,12318.0
0,0,0,1,1,1,0,1,0,1,0,1,0,1,11885.0
1,1,1,0,0,0,0,1,1,1,1,1,0,1,11936.0
0,1,0,0,0,1,0,0,1,1,0,0,1,0,12311.0
1,0,0,1,1,1,1,0,1,0,0,0,1,1,12303.0
1,1,0,1,1,1,1,1,0,1,1,1,1,1,11879.0
1,0,1,0,0,1,0,0,1,1,1,0,0,1,12302.0
0,1,0,1,1,0,1,1,1,1,1,1,0,0,11880.0
1,0,0,1,0,1,0,0,0,1,1,0,0,1,12298.0
0,1,0,1,0,1,1,1,0,0,1,1,1,0,11859.0
1,0,1,1,0,0,0,1,1,0,1,1,1,1,11883.0
1,0,1,1,0,0,0,0,1,0,1,1,1,1,11905.0
0,1,1,1,1,0,1,1,0,1,0,1,0,1,11863.0
1,1,1,1,1,1,1,0,0,0,0,0,0,1,12330.0
1,0,0,0,1,0,0,0,1,1,1,0,0,1,12335.0
0,0,0,0,1,0,1,0,1,1,1,0,0,0,12316.0
0,1,1,1,0,1,1,1,0,1,1,0,1,0,12402.0
0,1,1,0,0,0,1,0,1,0,1,1,1,0,11903.0
0,0,0,0,0,1,0,0,0,0,0,1,0,1,12074.0
1,1,0,0,0,1,1,1,0,0,1,1,1,0,11887.0
1,0,0,0,0,0,1,0,0,0,0,1,0,0,12080.0
1,1,0,1,1,1,0,1,0,1,0,1,1,0,11841.0
0,1,0,1,1,1,1,0,1,1,1,0,1,1,12368.0
0,1,0,1,1,0,0,0,0,0,0,0,0,1,12301.0
1,1,0,1,0,0,0,1,1,1,0,0,1,0,12301.0
0,1,0,1,1,0,0,0,0,0,1,1,1,0,11885.0
0,1,1,1,0,1,1,1,1,1,0,0,1,1,12419.0
0,0,1,1,1,0,1,1,0,1,1,0,1,1,12300.0
1,1,0,0,0,0,1,0,1,1,0,1,0,1,11939.0
0,0,0,0,1,0,1,1,0,0,1,1,1,0,11870.0
1,1,0,1,0,0,0,0,0,0,1,0,0,0,12316.0
0,1,1,0,0,0,1,1,0,1,0,0,1,0,12320.0
1,0,1,1,1,1,0,0,1,0,1,0,0,1,12299.0
1,1,1,1,0,0,1,0,1,1,1,1,0,0,11882.0
1,0,1,0,0,0,1,1,0,0,0,0,0,0,12334.0
1,1,1,0,1,1,0,0,1,0,0,0,0,0,12305.0
1,1,0,0,1,1,0,0,1,0,0,1,0,0,11919.0
0,0,0,1,1,0,1,0,0,1,0,0,0,0,12328.0
0,0,0,0,1,1,0,0,1,0,1,1,0,0,11859.0
0,0,1,1,0,0,1,1,1,1,1,0,0,1,12300.0
1,0,1,0,0,0,0,1,0,1,0,0,0,0,12339.0
0,0,1,0,1,1,0,0,1,0,0,1,1,0,11841.0
0,0,0,1,1,1,0,1,0,1,0,1,1,1,11973.0
1,1,1,1,1,0,1,0,0,1,1,0,1,0,12307.0
0,1,1,1,0,1,1,1,0,0,1,1,1,1,12005.0
0,0,1,1,0,1,0,0,1,0,0,0,1,0,12338.0
0,1,1,1,1,0,0,1,0,0,1,1,0,1,11901.0
0,0,1,1,0,0,1,1,0,0,1,0,0,1,12313.0
1,1,1,0,1,1,1,0,1,0,0,0,1,0,12453.0
1,1,0,0,1,0,1,0,0,1,0,0,0,0,12326.0
0,0,1,1,1,1,0,1,0,1,0,1,1,1,11873.0
0,0,1,1,1,0,1,0,0,1,1,0,1,1,12298.0
0,1,0,0,1,0,0,0,1,1,0,0,1,0,12390.0
0,0,1,0,0,0,1,1,0,0,1,1,0,0,11840.0
1,1,0,0,0,0,0,1,1,1,1,0,0,0,12439.0
0,1,0,0,1,0,0,0,0,1,1,0,1,0,12396.0
0,0,1,1,0,0,0,1,0,0,0,0,0,0,12500.0
1,0,1,0,1,0,0,0,1,0,0,1,0,0,11875.0
1,0,1,1,1,0,0,1,0,0,0,1,1,0,11854.0
0,1,1,0,0,0,1,1,0,1,0,0,0,1,12338.0
1,0,1,1,0,0,0,0,0,0,1,0,1,0,12492.0
1,0,0,0,0,0,1,0,0,1,1,0,1,1,12356.0
1,1,1,1,0,1,0,1,0,0,0,1,1,0,11842.0
0,1,1,0,0,0,0,0,1,1,1,1,0,0,11908.0
1,1,1,1,0,0,0,1,1,1,0,0,0,0,12484.0
0,0,0,1,1,0,0,0,0,1,1,0,1,0,12301.0
1,1,0,0,1,0,0,0,1,1,0,0,1,0,12387.0
0,1,1,0,0,0,1,0,1,1,0,0,1,1,12299.0
1,1,1,0,0,1,0,0,1,1,0,1,1,0,11924.0
0,1,0,1,0,1,1,1,1,1,1,0,1,1,12357.0
0,1,1,0,0,1,0,0,1,0,1,1,0,0,11943.0
1,0,0,0,1,1,0,0,1,1,0,1,1,1,11981.0
0,0,1,0,0,1,1,1,1,0,1,1,1,0,11881.0
0,1,0,1,1,0,1,1,1,0,1,0,0,1,12325.0
1,0,1,0,0,0,0,0,1,0,0,0,1,1,12344.0
0,1,1,0,0,0,1,0,0,0,0,0,1,1,12436.0
0,1,1,0,0,1,0,0,0,1,1,1,1,1,11845.0
0,1,0,1,0,0,0,0,0,0,0,0,1,1,12558.0
0,0,1,0,1,0,0,1,1,0,1,0,0,0,12349.0
1,1,0,0,0,1,1,0,1,0,0,1,0,1,11921.0
1,0,0,0,0,0,1,0,1,1,0,0,1,1,12318.0
0,1,1,1,0,1,0,0,1,0,1,0,1,0,12299.0
0,0,0,1,0,0,0,1,1,0,0,0,1,0,12364.0
1,0,1,0,1,0,0,0,0,1,0,1,1,0,11843.0
1,0,0,1,1,0,1,0,1,1,1,0,0,1,12302.0
1,1,1,0,1,0,1,0,1,1,0,0,1,1,12296.0
0,1,1,1,0,0,1,1,1,0,1,1,1,0,11840.0
1,1,0,1,1,0,1,1,1,0,0,1,1,0,11840.0
1,0,1,0,0,1,0,1,0,1,1,0,1,0,12300.0
0,1,0,0,1,0,0,0,1,0,1,0,1,1,12319.0
1,0,0,1,1,0,1,0,0,0,1,0,0,0,12299.0
1,0,1,0,1,1,1,0,0,1,0,0,0,1,12299.0
1,1,1,1,0,0,0,1,1,1,1,1,0,1,11949.0
1,1,1,0,0,0,0,1,0,1,0,1,0,0,11883.0
1,0,0,1,1,1,0,0,0,0,0,0,0,1,12376.0
0,1,1,1,0,0,0,1,1,0,1,1,0,1,11858.0
0,1,0,1,1,0,0,0,0,0,0,1,0,1,11945.0
0,0,0,0,0,1,1,0,1,1,1,0,0,0,12512.0
0,1,1,0,0,0,0,1,0,1,1,0,1,0,12304.0
0,1,1,0,1,1,0,0,0,1,0,1,1,1,12005.0
1,1,1,1,0,1,1,1,0,1,0,0,1,0,12330.0
0,1,0,0,1,0,1,0,1,1,0,1,0,0,11842.0
1,1,0,1,0,1,1,0,0,1,1,1,1,0,11843.0
1,1,1,0,1,0,1,1,1,0,1,0,0,1,12303.0
1,0,0,0,0,1,1,0,1,1,1,1,1,0,11930.0
0,0,1,1,0,1,1,1,1,1,1,0,0,0,12312.0
0,1,0,1,1,0,1,1,1,0,0,0,1,1,12337.0
1,0,1,1,0,0,1,0,1,0,0,1,1,1,11972.0
0,1,0,0,1,0,1,0,1,0,0,0,1,1,12324.0
1,1,1,1,1,0,1,0,1,1,0,0,0,0,12368.0
0,1,0,1,0,0,1,0,0,1,1,1,0,0,11889.0
1,1,1,1,1,1,1,1,1,1,0,0,0,0,12379.0
0,1,0,1,1,0,1,0,1,0,1,1,0,0,11841.0
1,0,0,1,1,0,0,0,0,1,1,0,0,1,12409.0
1,1,0,1,0,1,1,0,0,1,1,1,0,0,12012.0
0,0,1,1,1,1,0,0,1,0,0,0,0,1,12299.0
0,0,1,0,0,0,0,0,1,1,1,1,0,0,11947.0
0,0,1,0,0,1,0,0,0,0,1,0,1,0,12343.0
1,0,1,0,0,1,1,0,0,1,1,0,0,0,12327.0
1,0,0,1,0,0,1,0,1,0,1,1,0,1,11871.0
0,0,1,1,1,0,1,0,0,1,1,0,1,0,12523.0
1,1,1,1,0,1,1,0,0,0,1,0,1,1,12320.0
1,1,0,1,1,1,0,1,0,0,1,1,1,1,11993.0
0,1,0,1,1,0,1,0,1,0,0,0,0,0,12311.0
1,0,0,0,1,0,1,1,1,0,0,1,1,1,11989.0
0,0,1,0,1,1,1,0,0,0,0,1,1,0,11840.0
1,0,1,0,0,1,1,0,0,0,1,0,1,0,12474.0
0,0,0,0,1,1,0,1,1,1,1,1,0,1,11994.0
0,0,0,1,0,1,1,0,0,1,0,0,1,1,12359.0
1,1,0,1,0,0,0,0,1,1,1,1,0,0,11844.0
0,1,1,1,0,1,0,1,1,0,1,1,1,1,11931.0
0,1,1,1,0,1,1,1,0,0,0,1,1,1,11883.0
1,0,0,0,0,0,1,0,0,1,0,1,1,0,11944.0
1,1,1,0,1,1,1,1,0,0,0,0,1,1,12512.0
1,1,1,1,0,0,0,1,1,0,1,0,0,0,12300.0
0,0,0,1,0,0,1,1,1,1,0,1,0,0,12053.0
0,0,1,1,0,1,0,0,0,1,1,0,1,0,12394.0
0,0,0,1,1,0,0,1,0,1,0,1,1,1,11980.0
1,1,0,1,1,1,0,1,0,0,1,0,0,1,12311.0
1,0,1,1,1,1,1,1,0,1,0,0,0,1,12379.0
0,0,1,0,1,0,1,0,1,0,0,0,1,0,12304.0
0,1,0,0,0,1,0,0,0,0,0,1,1,0,11840.0
0,0,1,0,1,0,0,0,0,1,1,0,0,0,12537.0
1,1,0,1,0,1,1,0,1,0,0,0,1,1,12298.0
1,0,0,1,0,0,0,1,1,0,1,0,1,1,12299.0
1,1,0,1,1,0,1,0,0,1,1,0,0,1,24290.0
0,0,0,0,1,0,0,0,1,1,1,0,1,1,12333.0
0,1,1,0,0,0,0,1,0,1,0,1,1,1,11841.0
1,0,1,0,0,1,0,0,1,0,1,0,0,0,12309.0
0,1,0,1,1,1,0,0,1,0,1,0,0,0,12426.0
0,1,1,0,0,0,1,0,0,1,1,0,1,1,12347.0
1,0,0,1,1,0,1,1,0,1,0,1,1,1,11852.0
1,0,1,1,0,1,0,1,1,0,1,1,1,1,11886.0
0,0,1,1,1,0,1,1,1,1,1,0,1,1,12311.0
1,0,1,1,1,0,1,1,1,0,0,0,0,0,12515.0
1,0,1,1,1,1,0,0,0,0,1,0,1,0,12432.0
0,0,1,0,0,0,1,1,0,1,0,1,1,0,11891.0
1,1,1,0,1,1,1,1,0,0,0,1,1,1,11838.0
0,1,0,1,0,1,1,0,1,0,1,0,1,1,12302.0
0,1,1,1,0,0,0,0,1,1,1,0,0,0,12300.0
0,1,0,1,0,1,0,1,0,0,0,0,1,1,12313.0
1,1,0,0,1,0,0,1,0,0,0,1,1,0,11853.0
0,1,0,1,1,0,0,0,1,0,1,0,0,1,12392.0
0,1,1,0,0,1,1,0,0,1,0,0,0,0,12347.0
0,0,1,1,1,1,1,0,0,1,0,1,1,1,11954.0
1,0,1,1,1,1,0,1,0,1,0,0,0,1,12311.0
1,1,1,0,1,0,1,0,1,1,0,0,0,0,12410.0
1,0,0,0,1,1,0,1,1,0,1,1,1,1,11891.0
0,1,1,0,1,1,1,1,1,1,1,0,1,1,12322.0
0,0,1,0,1,1,1,1,1,0,1,1,0,1,11841.0
0,0,1,1,1,0,0,1,1,1,0,1,1,1,11843.0
0,0,0,0,1,0,1,1,0,1,0,0,0,0,12311.0
1,1,1,1,1,1,1,1,0,0,0,0,1,1,12433.0
0,0,1,1,0,0,0,1,1,0,0,0,1,1,12409.0
0,0,1,0,1,1,1,0,1,1,1,1,0,0,11929.0
0,1,0,1,1,0,0,0,1,1,0,0,1,1,12316.0
0,0,1,1,1,0,1,0,0,1,1,1,1,0,11840.0
0,0,0,1,0,0,0,0,1,0,1,1,0,1,11857.0
0,0,0,0,0,1,1,0,1,1,1,0,0,1,12364.0
1,0,1,1,1,1,0,1,1,1,0,1,1,0,11854.0
1,0,0,0,1,0,1,1,0,0,1,0,1,0,12345.0
1,0,0,0,1,0,1,0,1,0,1,0,1,0,12304.0
0,0,0,1,0,1,1,1,0,0,1,1,1,0,11842.0
1,1,0,1,1,1,0,1,1,0,0,1,0,1,11883.0
0,1,0,0,0,1,1,1,0,1,0,0,1,0,12312.0
1,1,1,0,0,1,1,1,1,1,0,1,1,1,11936.0
1,1,0,1,1,0,1,1,0,1,0,0,0,1,12362.0
0,1,1,0,0,1,0,1,0,0,1,1,0,1,11880.0
1,1,1,0,0,1,0,1,0,1,1,1,0,0,11949.0
1,1,0,1,1,1,1,0,0,0,1,0,1,0,12327.0
1,0,0,0,0,0,1,0,0,1,0,1,1,1,11887.0
1,1,0,1,1,0,1,1,0,1,0,1,0,1,11842.0
0,1,1,0,0,1,0,0,1,1,0,0,1,1,12358.0
1,1,1,1,1,1,1,0,1,1,1,0,0,0,12428.0
1,1,1,0,1,1,1,0,1,1,0,0,1,1,12402.0
0,0,1,0,1,1,1,1,1,0,0,1,1,1,11908.0
1,0,0,1,1,1,1,1,1,1,0,1,0,1,11842.0
1,0,1,1,1,0,0,0,1,1,0,0,1,1,12301.0
1,0,0,1,1,1,1,0,1,1,1,1,1,0,11896.0
0,0,1,1,1,0,1,1,1,1,0,1,0,0,11869.0
1,0,0,0,0,0,1,0,1,1,0,0,0,1,12415.0
0,1,0,0,1,0,1,0,1,0,0,0,1,0,12333.0
1,0,0,1,1,1,0,1,0,0,0,1,1,1,11850.0
0,0,1,0,0,1,1,1,1,0,0,0,0,1,12301.0
1,1,0,1,1,0,1,1,0,0,1,0,0,0,12300.0
0,1,0,0,1,1,1,1,1,0,1,1,0,1,11943.0
1,0,1,0,1,0,1,1,1,1,1,0,0,1,12305.0
1,0,0,0,1,0,1,1,1,0,1,0,0,1,12521.0
0,0,1,1,1,0,1,0,1,1,1,1,0,1,11841.0
1,1,1,1,0,0,0,0,0,0,0,0,1,0,12359.0
0,1,1,1,1,0,0,1,0,0,0,0,1,1,12311.0
1,1,0,1,1,0,1,0,1,0,1,1,0,1,11897.0
1,0,1,0,1,1,1,0,1,0,1,1,0,1,12085.0
0,0,0,1,0,1,0,0,1,0,0,1,0,0,11904.0
0,0,0,1,0,0,1,0,1,0,0,0,0,1,12533.0
0,1,1,1,1,0,0,0,1,0,1,1,0,0,11841.0
0,1,0,1,0,0,0,0,1,1,1,1,1,0,11844.0
0,0,0,1,1,1,0,1,1,1,1,1,1,1,11921.0
1,1,1,0,0,0,1,1,0,1,1,1,0,0,11884.0
0,1,0,0,0,1,1,1,0,0,1,0,1,0,12467.0
1,1,0,1,0,0,0,0,0,0,0,0,1,0,12310.0
0,0,1,1,0,0,1,0,1,1,1,1,1,1,11840.0
1,1,1,1,1,0,1,0,1,0,1,1,1,1,11910.0
1,0,1,1,1,0,0,0,0,1,1,1,0,1,12473.0
0,0,0,1,0,0,1,0,1,1,0,0,0,1,12314.0
1,0,0,1,0,1,0,0,1,0,1,1,1,1,11911.0
1,1,0,0,1,0,1,0,0,0,0,0,1,1,12324.0
0,1,1,0,0,1,0,0,0,1,1,1,0,1,11840.0
1,1,1,0,0,0,0,0,1,0,0,0,0,1,12300.0
0,0,1,0,1,1,0,0,0,0,1,0,0,1,12318.0
1,1,1,1,0,1,1,0,0,1,1,0,1,1,12300.0
0,1,0,0,1,1,0,0,0,1,1,1,0,0,11844.0
0,0,0,1,0,0,0,0,0,1,1,0,0,1,12427.0
0,0,1,1,1,1,1,0,0,0,1,1,1,1,11842.0
0,0,1,1,0,1,0,1,1,1,1,1,0,1,11896.0
0,0,1,0,1,0,1,0,1,1,0,1,0,0,11842.0
1,1,1,0,0,1,0,1,0,1,0,0,1,0,12761.0
0,1,1,0,0,0,0,1,0,1,1,1,1,1,11902.0
0,0,0,1,1,1,0,0,0,1,1,1,1,0,11914.0
0,1,0,0,0,1,1,0,1,1,1,1,1,0,11872.0
1,1,0,1,0,0,1,1,1,0,1,0,1,0,12301.0
1,0,1,0,1,0,1,0,0,1,1,1,1,1,11984.0
1,1,0,0,0,1,0,1,0,1,1,0,1,0,12301.0
1,1,0,1,1,1,0,0,1,1,1,1,1,0,11906.0
0,1,1,1,0,0,0,1,1,1,1,1,0,0,11957.0
0,1,1,1,0,1,0,0,0,0,0,0,0,0,12505.0
1,0,1,0,0,0,1,0,0,0,1,0,1,0,12329.0
1,0,0,0,1,0,1,1,0,1,0,0,0,1,12310.0
0,0,1,0,0,1,0,0,0,0,0,0,1,1,12306.0
0,1,0,0,1,0,0,0,0,1,0,0,1,1,12323.0
0,0,1,0,1,0,1,1,0,0,1,1,0,0,11949.0
1,1,0,1,0,0,0,1,0,1,1,1,0,1,11875.0
0,0,1,0,0,1,0,0,1,0,0,1,0,1,11853.0
0,0,0,1,0,1,1,0,0,0,1,1,0,0,11864.0
0,0,1,1,1,0,0,0,1,0,0,0,0,1,12301.0
0,1,0,1,1,0,0,0,1,0,1,0,0,0,12334.0
1,0,0,0,0,0,1,0,1,0,1,1,1,1,11857.0
0,0,0,1,0,0,0,0,0,0,1,0,0,0,12511.0
1,1,1,1,0,0,0,0,1,1,1,1,1,0,11944.0
0,0,0,0,0,0,1,1,0,0,0,0,1,1,12321.0
0,1,0,0,0,1,1,0,1,0,1,1,0,0,11841.0
0,0,0,0,1,1,0,1,1,1,0,0,0,0,12451.0
0,0,1,0,0,0,1,1,1,0,0,0,0,1,12297.0
0,0,1,0,1,0,1,0,0,0,1,1,1,1,11876.0
0,0,1,1,0,1,1,1,1,0,0,0,1,0,12324.0
0,0,1,0,1,1,0,1,0,1,0,0,1,1,12303.0
1,1,0,1,0,0,0,0,0,0,0,1,1,0,11852.0
0,1,1,0,0,0,1,0,1,1,0,0,0,0,12298.0
1,1,0,1,1,1,0,0,0,1,0,0,0,1,12433.0
1,0,1,0,1,1,0,0,1,1,1,0,1,1,12423.0
1,0,0,0,1,1,1,0,0,1,1,0,1,1,12306.0
1,1,1,0,1,0,1,0,1,1,1,0,0,0,12481.0
1,1,0,1,0,0,1,0,0,0,1,0,1,1,12387.0
1,1,1,0,0,1,1,0,1,0,0,0,0,0,12300.0
1,1,0,0,0,0,0,1,1,0,0,1,1,0,11842.0
0,0,1,1,0,0,1,1,0,0,0,1,1,1,11841.0
0,1,0,1,0,1,0,1,1,1,1,1,0,1,11884.0
0,1,1,0,1,1,0,1,0,1,0,0,1,1,12526.0
1,1,1,0,0,1,0,0,0,1,0,1,1,0,11995.0
1,0,1,0,0,1,0,0,1,0,1,1,1,1,11838.0
1,1,0,1,0,1,0,0,0,1,0,0,1,0,12369.0
0,0,1,1,0,1,1,0,0,1,0,1,1,0,11896.0
0,1,0,0,1,0,1,1,0,1,0,1,1,1,11851.0
0,1,0,1,0,0,0,1,0,1,1,1,0,1,11869.0
1,0,1,1,1,0,0,0,1,1,1,0,1,1,12310.0
0,1,0,0,0,0,1,0,0,1,1,1,0,1,11846.0
0,0,0,1,0,1,1,0,1,1,1,1,1,1,11850.0
1,0,0,0,0,1,0,0,1,0,0,1,1,0,11906.0
0,0,0,0,0,1,0,0,1,1,1,0,0,1,12430.0
1,0,1,1,0,0,1,1,0,1,1,1,1,1,11847.0
0,0,0,0,1,0,1,1,0,0,1,1,0,0,11912.0
0,1,1,1,1,0,1,1,0,1,1,0,1,0,12465.0
0,1,1,0,1,0,1,0,1,0,0,1,1,1,11917.0
1,1,0,1,0,1,0,0,1,0,1,0,1,1,12331.0
0,0,1,1,1,0,1,1,0,0,0,1,1,1,11856.0
1,1,1,0,0,0,0,1,1,0,0,0,1,0,12433.0
0,0,0,1,0,1,1,1,1,0,0,1,0,1,11893.0
1,1,0,0,0,0,1,0,1,1,1,0,0,1,12354.0
0,1,1,0,1,0,0,1,1,0,0,0,0,1,12416.0
1,1,0,1,0,1,1,0,0,1,1,1,0,1,11916.0
1,1,1,0,1,0,1,0,1,0,0,1,0,0,11838.0
0,1,1,0,1,0,0,1,1,1,0,0,0,0,12342.0
1,1,0,0,0,0,1,1,0,1,0,0,1,1,12323.0
0,1,1,0,1,0,1,1,1,1,0,0,0,1,12501.0
0,0,1,0,1,1,0,1,0,0,0,1,1,0,11844.0
0,1,0,1,1,1,1,0,1,1,1,1,0,1,12064.0
0,0,1,1,0,0,0,0,1,1,0,0,0,0,12298.0
1,1,0,0,0,1,0,0,1,0,1,1,0,1,11983.0
0,1,0,1,0,1,1,0,1,1,0,0,1,0,12310.0
0,0,1,1,0,0,0,1,1,0,1,1,1,0,11840.0
0,0,1,1,0,1,0,1,1,0,1,1,0,1,11840.0
0,1,0,0,0,1,0,0,1,0,1,0,0,1,12299.0
1,0,1,0,0,1,0,1,1,1,0,1,1,1,11872.0
0,1,1,1,1,0,0,0,1,0,0,0,0,0,12297.0
1,1,0,1,0,1,0,1,0,1,1,0,1,1,12300.0
1,1,1,1,1,1,0,1,1,0,0,1,1,0,11840.0
0,1,0,1,0,0,0,1,0,0,1,0,0,0,12296.0
0,1,0,0,1,0,1,1,1,0,1,1,1,1,11902.0
1,1,0,1,0,1,0,0,0,0,0,0,0,1,12322.0
0,1,1,0,1,0,1,0,1,0,0,1,1,0,11848.0
0,0,0,0,0,1,1,1,0,0,0,0,0,1,12366.0
0,1,1,0,0,1,1,1,0,0,0,0,1,1,12314.0
1,0,0,1,1,1,0,1,1,0,1,1,1,1,11849.0
0,1,0,0,1,1,1,0,0,1,0,0,1,1,12324.0
1,0,0,1,1,0,0,0,0,1,0,1,0,1,11845.0
0,1,0,0,0,0,0,1,1,0,1,0,0,1,12300.0
1,1,1,0,0,1,1,0,0,0,1,0,0,1,12501.0
0,1,0,1,0,1,1,0,0,0,1,0,1,0,12470.0
1,1,1,0,0,1,0,1,1,1,1,1,0,0,11893.0
1,1,0,1,0,1,0,0,1,1,1,0,0,1,12506.0
0,0,0,0,1,0,0,1,0,1,1,1,0,1,11840.0
1,1,0,1,0,1,0,0,0,0,0,1,0,0,11841.0
1,1,1,0,0,1,1,1,0,1,0,0,0,0,12312.0
1,1,1,1,0,0,0,0,1,0,0,0,1,0,12311.0
1,0,1,1,0,1,0,1,1,1,0,1,0,0,11926.0
1,0,0,1,1,1,1,1,0,0,1,1,0,1,11925.0
0,0,1,1,0,1,0,1,0,1,1,1,1,0,11853.0
1,1,1,0,0,1,0,0,0,1,0,0,1,0,12459.0
0,0,1,1,0,0,0,0,0,1,0,0,0,0,12336.0
1,1,0,0,0,1,0,0,0,0,1,0,0,1,12304.0
0,1,0,1,0,1,0,1,0,0,0,0,0,0,12408.0
0,1,1,1,1,1,0,0,1,0,0,1,0,0,11909.0
1,0,1,1,1,0,1,0,1,0,1,0,0,1,12624.0
0,0,1,1,0,1,1,1,1,0,0,1,0,1,11838.0
1,1,1,1,0,0,0,0,0,1,1,1,0,0,11970.0
1,1,1,1,1,1,1,0,0,0,0,0,0,0,12299.0
0,0,1,0,0,0,0,0,0,0,1,0,1,0,12513.0
0,1,1,0,1,1,1,0,0,0,1,0,1,1,12387.0
0,0,1,1,1,0,0,0,0,0,0,1,1,0,11844.0
1,0,1,1,0,1,1,1,1,0,0,0,1,1,12306.0
1,1,0,0,1,0,0,1,1,1,0,0,0,0,12504.0
0,1,0,1,0,0,0,1,1,0,0,1,0,1,11859.0
1,0,0,0,1,0,1,0,1,0,0,1,0,1,11839.0
1,1,0,0,0,1,0,0,1,0,1,0,0,1,12320.0
1,0,0,1,0,0,0,1,0,1,1,0,1,0,12307.0
0,0,1,1,1,0,0,0,0,0,1,1,0,0,11839.0
0,0,0,1,0,1,1,0,1,0,1,0,0,0,12396.0
1,1,0,1,1,0,0,0,0,1,0,1,0,1,11870.0
0,0,0,0,0,1,1,1,1,0,0,0,0,0,12500.0
0,1,1,0,0,1,0,1,0,0,0,0,1,1,12500.0
0,0,0,0,0,1,0,1,1,1,0,1,1,0,11886.0
1,1,0,0,1,1,0,0,0,1,0,0,1,1,12320.0
1,1,0,0,0,1,0,0,1,0,0,1,1,1,11840.0
0,1,1,0,1,0,0,0,0,1,0,1,0,1,11880.0
1,0,0,0,0,1,1,0,1,0,0,1,0,0,11842.0
0,0,1,0,1,1,0,0,1,0,1,1,0,1,12015.0
0,1,1,1,0,1,0,0,1,0,1,1,0,0,11839.0
