SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillrandbatch.5
0,1,1,1,0,0,1,1,1,1,1,0,0,0,0.536346691519
0,0,0,1,0,1,0,1,0,0,1,0,0,0,0.0684995340168
1,0,1,0,0,1,1,0,0,1,1,1,1,0,0.871854613234
0,1,1,0,0,0,0,1,1,1,0,0,1,0,0.429636533085
1,0,0,1,0,1,1,0,0,1,1,1,1,1,0.77027027027
1,0,1,0,1,0,0,0,1,1,1,0,1,0,0.480428704567
1,0,1,1,1,1,1,0,0,1,1,1,1,0,0.859739049394
0,1,1,0,1,1,1,1,0,1,0,1,0,0,0.728797763281
0,0,1,0,0,0,0,0,1,0,1,1,0,1,0.380242311277
0,1,1,1,0,0,0,0,0,0,0,1,0,1,0.451071761417
0,0,1,1,0,0,1,0,0,1,0,0,1,0,0.502795899348
0,1,1,0,0,1,1,0,0,1,0,1,0,0,0.780521901212
0,1,0,1,0,0,0,1,0,0,1,1,0,0,0.475302889096
0,0,1,1,0,1,0,1,0,1,0,1,1,1,0.820596458527
1,1,0,0,0,0,1,1,0,1,1,1,1,0,0.843429636533
0,1,1,1,1,0,1,1,1,1,0,0,0,0,0.599254426841
0,1,0,0,0,0,1,0,0,1,1,0,0,0,0.616029822926
1,0,1,0,0,1,0,1,0,0,1,1,1,0,0.526561043802
0,0,1,1,0,1,1,1,0,1,0,0,0,1,0.445479962721
0,0,1,1,0,1,1,0,0,0,0,1,0,0,0.495806150979
1,1,0,1,1,1,1,0,1,1,0,0,0,0,0.670549860205
1,1,0,0,0,0,0,1,0,1,0,1,1,0,0.866262814539
0,0,1,0,0,0,1,0,1,0,0,1,1,0,0.436160298229
0,0,0,0,1,0,0,1,0,1,1,1,1,1,0.79962721342
0,1,0,1,1,1,0,1,0,0,0,1,1,1,0.445945945946
1,0,0,0,1,0,0,0,0,1,0,1,1,1,0.845293569432
1,0,1,1,0,0,0,1,1,0,1,0,1,0,0.103448275862
0,0,1,0,1,1,1,1,0,0,0,0,0,1,0.175209692451
1,0,0,0,0,1,0,0,1,0,0,1,1,0,0.414725069897
1,0,0,0,1,1,1,1,0,1,0,0,0,1,0.465051258155
0,1,1,1,0,0,0,0,0,0,0,0,1,1,0.071761416589
1,1,0,1,0,1,0,1,1,1,0,0,0,0,0.496738117428
0,1,1,1,0,0,0,1,1,1,0,0,0,0,0.578751164958
0,1,1,1,1,1,0,0,1,1,1,1,1,1,0.786113699907
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0.180801491146
0,1,0,1,0,0,0,1,1,1,0,1,0,0,0.858807082945
0,1,0,0,0,0,1,1,1,1,1,0,0,1,0.475768872321
0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.00232991612302
1,1,0,1,1,1,0,1,0,0,1,1,1,1,0.408201304753
0,0,1,0,0,1,1,1,0,1,0,1,1,1,0.779589934762
0,0,0,1,1,1,0,0,1,0,1,1,1,0,0.449673811743
0,1,0,0,1,1,0,0,1,0,0,0,0,0,0.0265610438024
1,0,0,0,0,1,1,1,0,0,0,1,0,0,0.531686859273
1,1,0,1,0,0,0,1,1,0,0,1,1,1,0.478564771668
1,1,0,0,0,1,1,1,0,0,0,0,1,0,0.0959925442684
1,0,0,1,1,0,0,1,1,1,1,1,1,1,0.862534948742
0,1,1,0,1,0,1,1,1,0,0,1,1,1,0.402143522833
0,1,0,1,1,0,1,1,0,0,0,0,1,0,0.142124883504
1,0,0,0,1,1,1,1,1,1,1,0,0,0,0.483224603914
1,0,1,1,0,1,0,1,0,0,1,1,0,1,0.502795899348
1,0,1,0,1,0,0,1,1,0,1,0,0,1,0.113233923579
1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.467847157502
1,1,1,0,1,1,0,0,1,1,0,1,1,1,0.827586206897
0,1,0,1,1,0,0,0,1,0,1,0,0,1,0.211090400746
1,0,1,0,1,1,0,1,1,1,1,0,1,1,0.420782851817
0,0,0,1,1,0,1,1,0,1,1,1,0,0,0.870922646785
1,0,0,0,0,1,0,1,1,0,1,0,0,1,0.0657036346692
1,0,1,0,0,1,1,1,1,1,0,0,1,0,0.457129543336
0,0,0,1,0,0,1,1,1,1,1,0,1,1,0.48182665424
0,0,0,0,1,0,1,1,1,1,1,1,0,0,0.928238583411
0,1,1,0,0,0,1,0,1,0,1,0,1,0,0.122087604846
0,1,0,0,1,0,1,0,0,0,1,0,0,0,0.0647716682199
1,0,0,1,1,1,0,1,0,1,1,1,1,1,0.872786579683
1,1,0,0,1,0,0,0,1,1,1,1,1,0,0.883504193849
1,1,0,1,0,0,0,0,0,1,0,1,1,1,0.892357875116
0,0,1,1,1,1,1,0,1,1,0,1,1,0,0.869524697111
0,1,1,0,0,0,1,0,1,0,0,0,1,0,0.00465983224604
0,1,0,1,1,0,1,1,0,1,1,1,0,0,0.981360671016
0,1,1,0,0,1,0,0,1,1,1,1,1,1,0.850885368127
1,0,1,1,0,1,1,0,1,1,0,1,0,0,0.892357875116
0,1,0,1,0,0,1,1,1,0,1,0,0,1,0.2651444548
1,0,1,1,0,0,1,0,1,0,1,1,1,1,0.432432432432
0,0,1,1,0,1,1,0,1,0,1,0,0,1,0.212022367195
0,0,0,1,1,1,0,1,0,1,0,1,0,1,0.735321528425
1,1,1,0,0,0,0,1,1,1,1,1,0,1,0.883504193849
0,1,0,0,0,1,0,0,1,1,0,0,1,0,0.386300093197
1,0,0,1,1,1,1,0,1,0,0,0,1,1,0.107176141659
1,1,0,1,1,1,1,1,0,1,1,1,1,1,0.819664492078
1,0,1,0,0,1,0,0,1,1,1,0,0,1,0.51817334576
0,1,0,1,1,0,1,1,1,1,1,1,0,0,0.926374650513
1,0,0,1,0,1,0,0,0,1,1,0,0,1,0.488350419385
0,1,0,1,0,1,1,1,0,0,1,1,1,0,0.443150046598
1,0,1,1,0,0,0,1,1,0,1,1,1,1,0.493010251631
1,0,1,1,0,0,0,0,1,0,1,1,1,1,0.445479962721
0,1,1,1,1,0,1,1,0,1,0,1,0,1,0.958993476235
1,1,1,1,1,1,1,0,0,0,0,0,0,1,0.137931034483
1,0,0,0,1,0,0,0,1,1,1,0,0,1,0.559179869525
0,0,0,0,1,0,1,0,1,1,1,0,0,0,0.503261882572
0,1,1,1,0,1,1,1,0,1,1,0,1,0,0.527493010252
0,1,1,0,0,0,1,0,1,0,1,1,1,0,0.403075489282
0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.424976700839
1,1,0,0,0,1,1,1,0,0,1,1,1,0,0.48275862069
1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.422646784716
1,1,0,1,1,1,0,1,0,1,0,1,1,0,0.872786579683
0,1,0,1,1,1,1,0,1,1,1,0,1,1,0.442684063374
0,1,0,1,1,0,0,0,0,0,0,0,0,1,0.185461323392
1,1,0,1,0,0,0,1,1,1,0,0,1,0,0.507921714818
0,1,0,1,1,0,0,0,0,0,1,1,1,0,0.421248835042
0,1,1,1,0,1,1,1,1,1,0,0,1,1,0.493476234856
0,0,1,1,1,0,1,1,0,1,1,0,1,1,0.516775396086
1,1,0,0,0,0,1,0,1,1,0,1,0,1,0.858807082945
0,0,0,0,1,0,1,1,0,0,1,1,1,0,0.334575955266
1,1,0,1,0,0,0,0,0,0,1,0,0,0,0.227399813607
0,1,1,0,0,0,1,1,0,1,0,0,1,0,0.579217148183
1,0,1,1,1,1,0,0,1,0,1,0,0,1,0.157036346692
1,1,1,1,0,0,1,0,1,1,1,1,0,0,0.815470643057
1,0,1,0,0,0,1,1,0,0,0,0,0,0,0.143056849953
1,1,1,0,1,1,0,0,1,0,0,0,0,0,0.115563839702
1,1,0,0,1,1,0,0,1,0,0,1,0,0,0.520503261883
0,0,0,1,1,0,1,0,0,1,0,0,0,0,0.522367194781
0,0,0,0,1,1,0,0,1,0,1,1,0,0,0.410065237651
0,0,1,1,0,0,1,1,1,1,1,0,0,1,0.568965517241
1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.635135135135
0,0,1,0,1,1,0,0,1,0,0,1,1,0,0.427306616962
0,0,0,1,1,1,0,1,0,1,0,1,1,1,0.842031686859
1,1,1,1,1,0,1,0,0,1,1,0,1,0,0.595060577819
0,1,1,1,0,1,1,1,0,0,1,1,1,1,0.422646784716
0,0,1,1,0,1,0,0,1,0,0,0,1,0,0.09412861137
0,1,1,1,1,0,0,1,0,0,1,1,0,1,0.485088536813
0,0,1,1,0,0,1,1,0,0,1,0,0,1,0.174277726002
1,1,1,0,1,1,1,0,1,0,0,0,1,0,0.132339235788
1,1,0,0,1,0,1,0,0,1,0,0,0,0,0.562907735322
0,0,1,1,1,1,0,1,0,1,0,1,1,1,0.852283317801
0,0,1,1,1,0,1,0,0,1,1,0,1,1,0.49394221808
0,1,0,0,1,0,0,0,1,1,0,0,1,0,0.554054054054
0,0,1,0,0,0,1,1,0,0,1,1,0,0,0.534948741845
1,1,0,0,0,0,0,1,1,1,1,0,0,0,0.687791239515
0,1,0,0,1,0,0,0,0,1,1,0,1,0,0.524697110904
0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.121621621622
1,0,1,0,1,0,0,0,1,0,0,1,0,0,0.529822926375
1,0,1,1,1,0,0,1,0,0,0,1,1,0,0.475768872321
0,1,1,0,0,0,1,1,0,1,0,0,0,1,0.603914259087
1,0,1,1,0,0,0,0,0,0,1,0,1,0,0.109972041007
1,0,0,0,0,0,1,0,0,1,1,0,1,1,0.554520037279
1,1,1,1,0,1,0,1,0,0,0,1,1,0,0.440354147251
0,1,1,0,0,0,0,0,1,1,1,1,0,0,0.8825722274
1,1,1,1,0,0,0,1,1,1,0,0,0,0,0.586206896552
0,0,0,1,1,0,0,0,0,1,1,0,1,0,0.531220876048
1,1,0,0,1,0,0,0,1,1,0,0,1,0,0.548928238583
0,1,1,0,0,0,1,0,1,1,0,0,1,1,0.428238583411
1,1,1,0,0,1,0,0,1,1,0,1,1,0,0.835973904939
0,1,0,1,0,1,1,1,1,1,1,0,1,1,0.383970177074
0,1,1,0,0,1,0,0,1,0,1,1,0,0,0.430102516309
1,0,0,0,1,1,0,0,1,1,0,1,1,1,0.836439888164
0,0,1,0,0,1,1,1,1,0,1,1,1,0,0.379776328052
0,1,0,1,1,0,1,1,1,0,1,0,0,1,0.187325256291
1,0,1,0,0,0,0,0,1,0,0,0,1,1,0.101584342964
0,1,1,0,0,0,1,0,0,0,0,0,1,1,0.0479962721342
0,1,1,0,0,1,0,0,0,1,1,1,1,1,0.813606710158
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0.0591798695247
0,0,1,0,1,0,0,1,1,0,1,0,0,0,0.130009319664
1,1,0,0,0,1,1,0,1,0,0,1,0,1,0.461323392358
1,0,0,0,0,0,1,0,1,1,0,0,1,1,0.438024231128
0,1,1,1,0,1,0,0,1,0,1,0,1,0,0.0820130475303
0,0,0,1,0,0,0,1,1,0,0,0,1,0,0.0489282385834
1,0,1,0,1,0,0,0,0,1,0,1,1,0,0.852749301025
1,0,0,1,1,0,1,0,1,1,1,0,0,1,0.503261882572
1,1,1,0,1,0,1,0,1,1,0,0,1,1,0.619757688723
0,1,1,1,0,0,1,1,1,0,1,1,1,0,0.414259086673
1,1,0,1,1,0,1,1,1,0,0,1,1,0,0.38769804287
1,0,1,0,0,1,0,1,0,1,1,0,1,0,0.503261882572
0,1,0,0,1,0,0,0,1,0,1,0,1,1,0.0638397017707
1,0,0,1,1,0,1,0,0,0,1,0,0,0,0.112767940354
1,0,1,0,1,1,1,0,0,1,0,0,0,1,0.463187325256
1,1,1,1,0,0,0,1,1,1,1,1,0,1,0.827120223672
1,1,1,0,0,0,0,1,0,1,0,1,0,0,0.857409133271
1,0,0,1,1,1,0,0,0,0,0,0,0,1,0.1174277726
0,1,1,1,0,0,0,1,1,0,1,1,0,1,0.495806150979
0,1,0,1,1,0,0,0,0,0,0,1,0,1,0.512581547064
0,0,0,0,0,1,1,0,1,1,1,0,0,0,0.585740913327
0,1,1,0,0,0,0,1,0,1,1,0,1,0,0.510717614166
0,1,1,0,1,1,0,0,0,1,0,1,1,1,0.835507921715
1,1,1,1,0,1,1,1,0,1,0,0,1,0,0.546132339236
0,1,0,0,1,0,1,0,1,1,0,1,0,0,0.890959925443
1,1,0,1,0,1,1,0,0,1,1,1,1,0,0.875582479031
1,1,1,0,1,0,1,1,1,0,1,0,0,1,0.173811742777
1,0,0,0,0,1,1,0,1,1,1,1,1,0,0.85834109972
0,0,1,1,0,1,1,1,1,1,1,0,0,0,0.503727865797
0,1,0,1,1,0,1,1,1,0,0,0,1,1,0.0228331780056
1,0,1,1,0,0,1,0,1,0,0,1,1,1,0.462255358807
0,1,0,0,1,0,1,0,1,0,0,0,1,1,0.0643056849953
1,1,1,1,1,0,1,0,1,1,0,0,0,0,0.603448275862
0,1,0,1,0,0,1,0,0,1,1,1,0,0,0.842497670084
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.599720410065
0,1,0,1,1,0,1,0,1,0,1,1,0,0,0.445945945946
1,0,0,1,1,0,0,0,0,1,1,0,0,1,0.566169617894
1,1,0,1,0,1,1,0,0,1,1,1,0,0,0.860205032619
0,0,1,1,1,1,0,0,1,0,0,0,0,1,0.130009319664
0,0,1,0,0,0,0,0,1,1,1,1,0,0,0.889561975769
0,0,1,0,0,1,0,0,0,0,1,0,1,0,0.106710158434
1,0,1,0,0,1,1,0,0,1,1,0,0,0,0.543802423113
1,0,0,1,0,0,1,0,1,0,1,1,0,1,0.548928238583
0,0,1,1,1,0,1,0,0,1,1,0,1,0,0.48275862069
1,1,1,1,0,1,1,0,0,0,1,0,1,1,0.119757688723
1,1,0,1,1,1,0,1,0,0,1,1,1,1,0.471575023299
0,1,0,1,1,0,1,0,1,0,0,0,0,0,0.0876048462255
1,0,0,0,1,0,1,1,1,0,0,1,1,1,0.363000931966
0,0,1,0,1,1,1,0,0,0,0,1,1,0,0.422646784716
1,0,1,0,0,1,1,0,0,0,1,0,1,0,0.129077353215
0,0,0,0,1,1,0,1,1,1,1,1,0,1,0.751164958062
0,0,0,1,0,1,1,0,0,1,0,0,1,1,0.451071761417
1,1,0,1,0,0,0,0,1,1,1,1,0,0,0.966449207829
0,1,1,1,0,1,0,1,1,0,1,1,1,1,0.364864864865
0,1,1,1,0,1,1,1,0,0,0,1,1,1,0.395153774464
1,0,0,0,0,0,1,0,0,1,0,1,1,0,0.797763280522
1,1,1,0,1,1,1,1,0,0,0,0,1,1,0.178471575023
1,1,1,1,0,0,0,1,1,0,1,0,0,0,0.289375582479
0,0,0,1,0,0,1,1,1,1,0,1,0,0,0.859739049394
0,0,1,1,0,1,0,0,0,1,1,0,1,0,0.493010251631
0,0,0,1,1,0,0,1,0,1,0,1,1,1,0.816402609506
1,1,0,1,1,1,0,1,0,0,1,0,0,1,0.153774464119
1,0,1,1,1,1,1,1,0,1,0,0,0,1,0.492544268406
0,0,1,0,1,0,1,0,1,0,0,0,1,0,0.0237651444548
0,1,0,0,0,1,0,0,0,0,0,1,1,0,0.428704566636
0,0,1,0,1,0,0,0,0,1,1,0,0,0,0.574091332712
1,1,0,1,0,1,1,0,1,0,0,0,1,1,0.101584342964
1,0,0,1,0,0,0,1,1,0,1,0,1,1,0.116029822926
1,1,0,1,1,0,1,0,0,1,1,0,0,1,0.54753028891
0,0,0,0,1,0,0,0,1,1,1,0,1,1,0.467847157502
0,1,1,0,0,0,0,1,0,1,0,1,1,1,0.735321528425
1,0,1,0,0,1,0,0,1,0,1,0,0,0,0.119291705499
0,1,0,1,1,1,0,0,1,0,1,0,0,0,0.158434296365
0,1,1,0,0,0,1,0,0,1,1,0,1,1,0.536812674744
1,0,0,1,1,0,1,1,0,1,0,1,1,1,0.873252562908
1,0,1,1,0,1,0,1,1,0,1,1,1,1,0.419384902144
0,0,1,1,1,0,1,1,1,1,1,0,1,1,0.417520969245
1,0,1,1,1,0,1,1,1,0,0,0,0,0,0.134203168686
1,0,1,1,1,1,0,0,0,0,1,0,1,0,0.116029822926
0,0,1,0,0,0,1,1,0,1,0,1,1,0,0.778191985089
1,1,1,0,1,1,1,1,0,0,0,1,1,1,0.540074557316
0,1,0,1,0,1,1,0,1,0,1,0,1,1,0.102050326188
0,1,1,1,0,0,0,0,1,1,1,0,0,0,0.635135135135
0,1,0,1,0,1,0,1,0,0,0,0,1,1,0.0372786579683
1,1,0,0,1,0,0,1,0,0,0,1,1,0,0.405405405405
0,1,0,1,1,0,0,0,1,0,1,0,0,1,0.105778191985
0,1,1,0,0,1,1,0,0,1,0,0,0,0,0.540540540541
0,0,1,1,1,1,1,0,0,1,0,1,1,1,0.737651444548
1,0,1,1,1,1,0,1,0,1,0,0,0,1,0.521435228332
1,1,1,0,1,0,1,0,1,1,0,0,0,0,0.619757688723
1,0,0,0,1,1,0,1,1,0,1,1,1,1,0.440354147251
0,1,1,0,1,1,1,1,1,1,1,0,1,1,0.472041006524
0,0,1,0,1,1,1,1,1,0,1,1,0,1,0.437558247903
0,0,1,1,1,0,0,1,1,1,0,1,1,1,0.805219012116
0,0,0,0,1,0,1,1,0,1,0,0,0,0,0.567101584343
1,1,1,1,1,1,1,1,0,0,0,0,1,1,0.136067101584
0,0,1,1,0,0,0,1,1,0,0,0,1,1,0.0629077353215
0,0,1,0,1,1,1,0,1,1,1,1,0,0,0.810344827586
0,1,0,1,1,0,0,0,1,1,0,0,1,1,0.445479962721
0,0,1,1,1,0,1,0,0,1,1,1,1,0,0.801491146319
0,0,0,1,0,0,0,0,1,0,1,1,0,1,0.430102516309
0,0,0,0,0,1,1,0,1,1,1,0,0,1,0.412395153774
1,0,1,1,1,1,0,1,1,1,0,1,1,0,0.804287045666
1,0,0,0,1,0,1,1,0,0,1,0,1,0,0.0316868592731
1,0,0,0,1,0,1,0,1,0,1,0,1,0,0.105778191985
0,0,0,1,0,1,1,1,0,0,1,1,1,0,0.49394221808
1,1,0,1,1,1,0,1,1,0,0,1,0,1,0.501863932898
0,1,0,0,0,1,1,1,0,1,0,0,1,0,0.404473438956
1,1,1,0,0,1,1,1,1,1,0,1,1,1,0.841565703635
1,1,0,1,1,0,1,1,0,1,0,0,0,1,0.635135135135
0,1,1,0,0,1,0,1,0,0,1,1,0,1,0.509319664492
1,1,1,0,0,1,0,1,0,1,1,1,0,0,0.893289841566
1,1,0,1,1,1,1,0,0,0,1,0,1,0,0.102982292637
1,0,0,0,0,0,1,0,0,1,0,1,1,1,0.880242311277
1,1,0,1,1,0,1,1,0,1,0,1,0,1,0.974836905871
0,1,1,0,0,1,0,0,1,1,0,0,1,1,0.51724137931
1,1,1,1,1,1,1,0,1,1,1,0,0,0,0.539142590867
1,1,1,0,1,1,1,0,1,1,0,0,1,1,0.471575023299
0,0,1,0,1,1,1,1,1,0,0,1,1,1,0.344827586207
1,0,0,1,1,1,1,1,1,1,0,1,0,1,0.822460391426
1,0,1,1,1,0,0,0,1,1,0,0,1,1,0.456663560112
1,0,0,1,1,1,1,0,1,1,1,1,1,0,0.7935694315
0,0,1,1,1,0,1,1,1,1,0,1,0,0,0.915191053122
1,0,0,0,0,0,1,0,1,1,0,0,0,1,0.545666356011
0,1,0,0,1,0,1,0,1,0,0,0,1,0,0.115563839702
1,0,0,1,1,1,0,1,0,0,0,1,1,1,0.497204100652
0,0,1,0,0,1,1,1,1,0,0,0,0,1,0.074091332712
1,1,0,1,1,0,1,1,0,0,1,0,0,0,0.259552656104
0,1,0,0,1,1,1,1,1,0,1,1,0,1,0.505591798695
1,0,1,0,1,0,1,1,1,1,1,0,0,1,0.582945013979
1,0,0,0,1,0,1,1,1,0,1,0,0,1,0.189655172414
0,0,1,1,1,0,1,0,1,1,1,1,0,1,0.821994408201
1,1,1,1,0,0,0,0,0,0,0,0,1,0,0.0484622553588
0,1,1,1,1,0,0,1,0,0,0,0,1,1,0.0796831314073
1,1,0,1,1,0,1,0,1,0,1,1,0,1,0.465983224604
1,0,1,0,1,1,1,0,1,0,1,1,0,1,0.397017707363
0,0,0,1,0,1,0,0,1,0,0,1,0,0,0.379776328052
0,0,0,1,0,0,1,0,1,0,0,0,0,1,0.150512581547
0,1,1,1,1,0,0,0,1,0,1,1,0,0,0.578751164958
0,1,0,1,0,0,0,0,1,1,1,1,1,0,0.830848089469
0,0,0,1,1,1,0,1,1,1,1,1,1,1,0.824324324324
1,1,1,0,0,0,1,1,0,1,1,1,0,0,0.963653308481
0,1,0,0,0,1,1,1,0,0,1,0,1,0,0.124417520969
1,1,0,1,0,0,0,0,0,0,0,0,1,0,0.00512581547064
0,0,1,1,0,0,1,0,1,1,1,1,1,1,0.791239515377
1,1,1,1,1,0,1,0,1,0,1,1,1,1,0.432898415657
1,0,1,1,1,0,0,0,0,1,1,1,0,1,0.835973904939
0,0,0,1,0,0,1,0,1,1,0,0,0,1,0.497204100652
1,0,0,1,0,1,0,0,1,0,1,1,1,1,0.48788443616
1,1,0,0,1,0,1,0,0,0,0,0,1,1,0.0363466915191
0,1,1,0,0,1,0,0,0,1,1,1,0,1,0.846691519105
1,1,1,0,0,0,0,0,1,0,0,0,0,1,0.128611369991
0,0,1,0,1,1,0,0,0,0,1,0,0,1,0.133737185461
1,1,1,1,0,1,1,0,0,1,1,0,1,1,0.427306616962
0,1,0,0,1,1,0,0,0,1,1,1,0,0,0.892823858341
0,0,0,1,0,0,0,0,0,1,1,0,0,1,0.511649580615
0,0,1,1,1,1,1,0,0,0,1,1,1,1,0.438956197577
0,0,1,1,0,1,0,1,1,1,1,1,0,1,0.810344827586
0,0,1,0,1,0,1,0,1,1,0,1,0,0,0.842963653308
1,1,1,0,0,1,0,1,0,1,0,0,1,0,0.469711090401
0,1,1,0,0,0,0,1,0,1,1,1,1,1,0.79450139795
0,0,0,1,1,1,0,0,0,1,1,1,1,0,0.835507921715
0,1,0,0,0,1,1,0,1,1,1,1,1,0,0.787511649581
1,1,0,1,0,0,1,1,1,0,1,0,1,0,0.145386766076
1,0,1,0,1,0,1,0,0,1,1,1,1,1,0.856943150047
1,1,0,0,0,1,0,1,0,1,1,0,1,0,0.63560111836
1,1,0,1,1,1,0,0,1,1,1,1,1,0,0.938024231128
0,1,1,1,0,0,0,1,1,1,1,1,0,0,0.944547996272
0,1,1,1,0,1,0,0,0,0,0,0,0,0,0.190121155638
1,0,1,0,0,0,1,0,0,0,1,0,1,0,0.0643056849953
1,0,0,0,1,0,1,1,0,1,0,0,0,1,0.560111835974
0,0,1,0,0,1,0,0,0,0,0,0,1,1,0.0666356011184
0,1,0,0,1,0,0,0,0,1,0,0,1,1,0.458993476235
0,0,1,0,1,0,1,1,0,0,1,1,0,0,0.583876980429
1,1,0,1,0,0,0,1,0,1,1,1,0,1,0.839235787512
0,0,1,0,0,1,0,0,1,0,0,1,0,1,0.440354147251
0,0,0,1,0,1,1,0,0,0,1,1,0,0,0.400745573159
0,0,1,1,1,0,0,0,1,0,0,0,0,1,0.107176141659
0,1,0,1,1,0,0,0,1,0,1,0,0,0,0.145852749301
1,0,0,0,0,0,1,0,1,0,1,1,1,1,0.409133271202
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.102050326188
1,1,1,1,0,0,0,0,1,1,1,1,1,0,0.886766076421
0,0,0,0,0,0,1,1,0,0,0,0,1,1,0.103448275862
0,1,0,0,0,1,1,0,1,0,1,1,0,0,0.51817334576
0,0,0,0,1,1,0,1,1,1,0,0,0,0,0.520969245107
0,0,1,0,0,0,1,1,1,0,0,0,0,1,0.0172413793103
0,0,1,0,1,0,1,0,0,0,1,1,1,1,0.448741845294
0,0,1,1,0,1,1,1,1,0,0,0,1,0,0.0904007455732
0,0,1,0,1,1,0,1,0,1,0,0,1,1,0.415191053122
1,1,0,1,0,0,0,0,0,0,0,1,1,0,0.407269338304
0,1,1,0,0,0,1,0,1,1,0,0,0,0,0.527958993476
1,1,0,1,1,1,0,0,0,1,0,0,0,1,0.489748369059
1,0,1,0,1,1,0,0,1,1,1,0,1,1,0.462255358807
1,0,0,0,1,1,1,0,0,1,1,0,1,1,0.487418452936
1,1,1,0,1,0,1,0,1,1,1,0,0,0,0.522833178006
1,1,0,1,0,0,1,0,0,0,1,0,1,1,0.114631873253
1,1,1,0,0,1,1,0,1,0,0,0,0,0,0.0866728797763
1,1,0,0,0,0,0,1,1,0,0,1,1,0,0.410065237651
0,0,1,1,0,0,1,1,0,0,0,1,1,1,0.404473438956
0,1,0,1,0,1,0,1,1,1,1,1,0,1,0.895619757689
0,1,1,0,1,1,0,1,0,1,0,0,1,1,0.42311276794
1,1,1,0,0,1,0,0,0,1,0,1,1,0,0.852283317801
1,0,1,0,0,1,0,0,1,0,1,1,1,1,0.443150046598
1,1,0,1,0,1,0,0,0,1,0,0,1,0,0.491612301957
0,0,1,1,0,1,1,0,0,1,0,1,1,0,0.804753028891
0,1,0,0,1,0,1,1,0,1,0,1,1,1,0.807082945014
0,1,0,1,0,0,0,1,0,1,1,1,0,1,0.8825722274
1,0,1,1,1,0,0,0,1,1,1,0,1,1,0.525163094129
0,1,0,0,0,0,1,0,0,1,1,1,0,1,0.937092264678
0,0,0,1,0,1,1,0,1,1,1,1,1,1,0.878844361603
1,0,0,0,0,1,0,0,1,0,0,1,1,0,0.486020503262
0,0,0,0,0,1,0,0,1,1,1,0,0,1,0.520503261883
1,0,1,1,0,0,1,1,0,1,1,1,1,1,0.914725069897
0,0,0,0,1,0,1,1,0,0,1,1,0,0,0.548462255359
0,1,1,1,1,0,1,1,0,1,1,0,1,0,0.542404473439
0,1,1,0,1,0,1,0,1,0,0,1,1,1,0.47670083877
1,1,0,1,0,1,0,0,1,0,1,0,1,1,0.226933830382
0,0,1,1,1,0,1,1,0,0,0,1,1,1,0.43522833178
1,1,1,0,0,0,0,1,1,0,0,0,1,0,0.0698974836906
0,0,0,1,0,1,1,1,1,0,0,1,0,1,0.433830382106
1,1,0,0,0,0,1,0,1,1,1,0,0,1,0.624883504194
0,1,1,0,1,0,0,1,1,0,0,0,0,1,0.128145386766
1,1,0,1,0,1,1,0,0,1,1,1,0,1,0.913793103448
1,1,1,0,1,0,1,0,1,0,0,1,0,0,0.48275862069
0,1,1,0,1,0,0,1,1,1,0,0,0,0,0.534016775396
1,1,0,0,0,0,1,1,0,1,0,0,1,1,0.477632805219
0,1,1,0,1,0,1,1,1,1,0,0,0,1,0.521901211556
0,0,1,0,1,1,0,1,0,0,0,1,1,0,0.483690587139
0,1,0,1,1,1,1,0,1,1,1,1,0,1,0.857875116496
0,0,1,1,0,0,0,0,1,1,0,0,0,0,0.552190121156
1,1,0,0,0,1,0,0,1,0,1,1,0,1,0.550326188257
0,1,0,1,0,1,1,0,1,1,0,0,1,0,0.506523765144
0,0,1,1,0,0,0,1,1,0,1,1,1,0,0.418918918919
0,0,1,1,0,1,0,1,1,0,1,1,0,1,0.502329916123
0,1,0,0,0,1,0,0,1,0,1,0,0,1,0.236719478099
1,0,1,0,0,1,0,1,1,1,0,1,1,1,0.821062441752
0,1,1,1,1,0,0,0,1,0,0,0,0,0,0.123019571295
1,1,0,1,0,1,0,1,0,1,1,0,1,1,0.51817334576
1,1,1,1,1,1,0,1,1,0,0,1,1,0,0.42311276794
0,1,0,1,0,0,0,1,0,0,1,0,0,0,0.138397017707
0,1,0,0,1,0,1,1,1,0,1,1,1,1,0.418452935694
