topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,<$latency
2,1,4,10,10,1,1000,1000,1024,10000,2,29,1770.9333333333332
4,10,2,10,10,1,1,1000,512,10000,2,29,3.2499999999999996
2,1,4,1000000,10,0,1000,10,1024,100,2,29,1790.2333333333329
4,10,4,1000000,1,1,1,10,512,100,5,0,1.2666666666666664
4,10,2,1000000,10,1,1000,10,1024,100,5,0,4062.0333333333342
2,1,2,1000000,10,0,1,1000,512,10000,5,29,1.825
2,10,4,10,1,0,1,1000,1024,10000,2,29,1.1333333333333331
4,10,2,1000000,10,1,1000,1000,1024,10000,5,29,5173.8249999999998
2,1,2,1000000,1,1,1,10,1024,100,5,0,1.1249999999999998
2,10,4,10,1,1,1,10,1024,100,5,0,1.1416666666666666
2,10,4,1000000,10,0,1000,1000,1024,10000,2,0,1706.1000000000004
2,10,4,10,10,1,1000,1000,1024,10000,2,0,1568.8999999999999
2,10,4,10,10,1,1,10,1024,100,2,0,1.9000000000000004
2,1,4,10,1,0,1,1000,512,10000,5,29,1.1166666666666665
4,1,2,1000000,10,1,1000,10,1024,100,2,0,4095.9249999999997
4,1,4,10,1,0,1000,1000,512,10000,5,29,271.04166666666669
2,10,4,10,1,0,1000,10,1024,100,5,0,118.86666666666663
2,10,4,10,1,1,1,1000,1024,10000,5,0,1.1166666666666665
2,1,4,10,1,0,1000,10,1024,100,2,0,125.14999999999999
4,1,4,10,1,0,1000,1000,1024,10000,5,0,252.17500000000004
2,10,2,10,10,1,1000,1000,512,10000,2,0,1463.7916666666667
2,1,2,1000000,1,0,1000,1000,1024,10000,2,0,98.924999999999997
2,1,4,1000000,1,1,1000,10,512,100,2,0,126.82499999999999
2,1,4,1000000,10,0,1000,1000,512,10000,5,0,1660.6916666666666
2,10,2,10,10,1,1000,1000,1024,10000,5,29,1460.6666666666667
2,10,4,1000000,1,1,1,10,1024,100,2,29,1.1249999999999998
4,1,2,1000000,1,0,1000,1000,512,10000,5,29,199.55000000000004
4,1,4,1000000,10,0,1,1000,1024,10000,2,29,4.3583333333333334
4,10,4,10,10,1,1000,1000,512,10000,2,0,4328.3666666666668
2,1,2,1000000,10,0,1000,10,512,100,2,29,1533.9333333333334
2,1,2,10,1,0,1000,10,1024,100,5,29,102.94166666666668
2,1,4,10,10,1,1000,10,512,100,5,29,1856.9750000000001
4,1,4,10,10,0,1000,1000,512,10000,2,29,5388.4750000000013
2,1,4,10,1,0,1000,10,512,100,5,0,124.77500000000002
2,1,2,1000000,1,0,1,1000,512,10000,2,29,1.1083333333333332
2,1,2,10,1,0,1,10,1024,100,5,0,1.1083333333333332
4,1,4,10,10,0,1000,10,512,100,5,0,4428.125
2,10,4,10,1,1,1000,10,512,100,2,29,118.56666666666666
2,1,4,10,10,0,1000,10,512,100,2,0,1755.041666666667
4,1,2,1000000,10,1,1000,1000,1024,10000,5,29,3781.2583333333337
4,10,4,1000000,10,1,1,10,512,100,2,0,4.333333333333333
4,10,4,10,1,0,1000,10,1024,100,2,0,241.45000000000005
4,1,4,10,10,1,1,1000,512,10000,2,0,5.8249999999999993
4,1,2,10,1,0,1,10,512,100,2,29,1.2666666666666664
4,10,2,1000000,10,0,1000,10,512,100,2,29,4611.8083333333325
2,10,4,10,1,1,1000,1000,1024,10000,2,0,123.06666666666666
4,10,2,10,1,1,1,10,512,100,2,29,1.2666666666666664
4,1,2,10,10,1,1,10,1024,100,5,29,3.375
2,1,2,10,1,1,1,10,1024,100,2,0,1.1249999999999998
4,10,4,1000000,10,1,1,1000,1024,10000,2,29,4.3499999999999996
4,1,4,1000000,10,1,1,1000,512,10000,5,29,4.6916666666666664
2,10,4,1000000,1,0,1,1000,1024,10000,2,0,1.1083333333333332
4,10,2,1000000,1,1,1000,10,1024,100,5,29,189.34166666666667
4,10,4,10,10,0,1000,10,1024,100,2,29,4299.6499999999996
4,10,4,10,1,0,1000,10,1024,100,2,29,204.70833333333334
2,1,4,10,1,1,1,10,512,100,2,29,1.0999999999999999
4,10,2,10,1,0,1,10,1024,100,5,0,1.2499999999999998
2,1,2,1000000,1,1,1,10,512,100,5,0,1.1083333333333332
4,10,4,10,10,1,1,10,512,100,5,0,4.2916666666666661
2,1,2,1000000,1,0,1000,10,512,100,2,0,99.300000000000011
4,1,2,1000000,1,1,1,1000,1024,10000,5,29,1.283333333333333
4,10,4,1000000,1,1,1000,1000,1024,10000,2,0,243.03333333333333
2,10,2,10,1,1,1,10,1024,100,2,0,1.1249999999999998
2,10,4,10,1,1,1,10,512,100,5,0,1.1083333333333332
2,10,4,1000000,1,0,1,10,1024,100,5,0,1.1166666666666665
2,1,4,1000000,1,0,1,10,512,100,2,29,1.1333333333333331
2,1,2,1000000,10,1,1000,10,1024,100,5,29,1496.8083333333334
2,1,2,10,10,0,1,10,1024,100,5,0,2.1249999999999996
4,1,4,10,10,1,1000,1000,1024,10000,5,0,4719.4416666666666
4,10,2,10,1,0,1000,1000,512,10000,5,29,182.19166666666669
2,10,2,1000000,1,0,1000,1000,512,10000,2,0,102.35000000000001
4,10,2,1000000,1,1,1,1000,512,10000,5,0,1.2499999999999998
2,10,2,10,1,1,1000,1000,1024,10000,2,29,110.64166666666665
2,1,2,1000000,10,1,1,10,1024,100,2,0,1.825
2,10,2,1000000,1,0,1,10,1024,100,5,0,1.0999999999999999
4,1,2,1000000,10,1,1000,1000,1024,10000,2,29,4629.375
2,10,4,1000000,1,1,1000,10,1024,100,5,0,129.24999999999997
4,1,4,10,1,1,1,1000,512,10000,2,0,1.2666666666666664
4,1,2,10,1,0,1000,10,512,100,2,0,210.89166666666665
4,1,2,10,10,0,1000,1000,1024,10000,2,29,3426.6166666666663
2,1,4,1000000,1,0,1000,1000,1024,10000,5,29,126.51666666666667
4,10,2,10,1,1,1,10,1024,100,5,29,1.2249999999999996
2,1,4,10,1,0,1000,1000,1024,10000,5,0,128.86666666666667
2,10,4,10,1,0,1000,1000,1024,10000,5,0,128.5333333333333
2,1,2,1000000,1,1,1000,10,512,100,5,29,102.36666666666666
4,10,2,1000000,10,1,1,1000,512,10000,5,0,3.3583333333333329
2,10,2,1000000,10,1,1,1000,512,10000,5,0,1.9083333333333332
4,1,4,10,10,1,1000,10,1024,100,2,29,4965.7166666666662
4,10,4,1000000,1,1,1,1000,512,10000,2,29,1.2916666666666663
4,10,4,10,10,0,1,1000,1024,10000,2,29,4.2833333333333323
2,10,2,10,1,0,1000,1000,1024,10000,5,0,116.65833333333336
2,1,4,10,10,0,1,1000,1024,10000,5,29,1.9666666666666668
4,10,2,10,10,0,1000,10,512,100,2,29,4475.2583333333332
2,10,2,1000000,10,0,1000,1000,1024,10000,2,0,1554.4333333333336
2,10,4,1000000,10,1,1000,1000,512,10000,5,29,1762.9666666666669
4,10,4,1000000,10,1,1,10,1024,100,5,29,4.4249999999999998
2,10,4,10,1,0,1,1000,512,10000,5,29,1.1166666666666665
4,10,4,10,10,0,1000,10,512,100,2,0,5028.4083333333338
2,1,2,10,1,0,1,1000,1024,10000,5,29,1.1166666666666665
4,1,4,10,10,0,1000,10,1024,100,5,29,4556.4250000000002
4,10,2,1000000,1,0,1,10,512,100,2,29,1.2499999999999998
2,10,4,10,10,1,1000,1000,1024,10000,5,29,1887.3916666666667
4,1,4,1000000,10,0,1000,10,1024,100,2,29,5636.1416666666664
4,10,4,10,10,1,1000,1000,512,10000,5,29,5063.0583333333334
2,1,4,10,10,0,1000,10,1024,100,2,29,1847.4750000000004
4,1,2,1000000,10,1,1,1000,512,10000,2,29,3.4249999999999994
2,10,2,10,1,0,1000,10,512,100,5,0,98.341666666666683
4,10,2,10,1,1,1,10,512,100,5,0,1.2666666666666664
2,10,2,10,10,1,1000,10,1024,100,2,0,1522.9750000000001
4,10,2,1000000,10,1,1,10,1024,100,5,0,4.8166666666666664
2,10,4,10,1,0,1,1000,1024,10000,2,0,1.0999999999999999
2,10,4,1000000,10,1,1000,10,512,100,5,29,1829.8333333333333
4,1,4,1000000,10,0,1000,1000,1024,10000,5,29,4308.2750000000005
2,1,2,10,10,1,1000,10,512,100,5,0,1432.0416666666667
2,10,4,10,1,1,1000,10,1024,100,2,29,118.75833333333333
2,1,4,10,1,0,1000,1000,512,10000,5,29,129.43333333333331
2,1,4,10,10,1,1,10,1024,100,5,0,2.0166666666666666
2,1,2,10,1,0,1,1000,512,10000,5,0,1.1333333333333331
4,1,2,10,10,1,1000,10,1024,100,2,0,4191.2333333333336
4,10,2,1000000,10,0,1,10,1024,100,2,0,3.2333333333333325
2,1,2,10,10,1,1000,1000,1024,10000,5,29,1514.9333333333334
2,10,2,1000000,10,1,1000,1000,512,10000,2,29,1447.6833333333334
4,10,4,1000000,1,0,1,1000,1024,10000,5,0,1.2499999999999998
4,1,2,10,1,0,1000,1000,1024,10000,5,29,181.79166666666666
2,1,4,1000000,1,1,1000,1000,1024,10000,5,29,115.98333333333333
2,1,4,1000000,10,1,1000,1000,1024,10000,2,29,1747.3999999999999
4,10,4,10,1,1,1,10,1024,100,2,0,1.2249999999999996
2,1,2,10,10,0,1,1000,1024,10000,2,0,1.7666666666666666
4,1,4,1000000,10,0,1,10,1024,100,2,29,4.2833333333333323
4,1,2,1000000,1,0,1,10,512,100,5,29,1.2499999999999998
2,1,4,10,1,0,1000,10,1024,100,5,0,108.07499999999999
2,1,4,1000000,10,0,1000,1000,512,10000,2,29,1659.0666666666666
2,1,4,1000000,1,1,1,10,512,100,5,29,1.1166666666666665
4,1,2,1000000,10,0,1000,10,512,100,5,0,4516.7000000000007
2,1,2,10,10,1,1000,10,512,100,2,29,1464.425
4,1,2,10,10,0,1,1000,512,10000,5,0,4.208333333333333
2,1,4,10,10,1,1,10,1024,100,2,29,1.9583333333333333
4,1,2,10,10,1,1,1000,1024,10000,2,29,3.316666666666666
2,1,2,10,1,0,1,1000,1024,10000,5,0,1.1083333333333332
2,1,4,1000000,10,1,1000,1000,1024,10000,5,0,1662.7416666666668
2,10,4,1000000,1,0,1,1000,512,10000,5,29,1.1083333333333332
2,10,2,10,1,1,1,1000,1024,10000,2,0,1.1083333333333332
4,1,2,1000000,1,0,1000,10,1024,100,2,29,184.02500000000001
2,10,4,1000000,1,1,1,1000,1024,10000,5,29,1.0999999999999999
4,1,2,1000000,10,0,1,1000,512,10000,5,29,3.3749999999999996
4,1,4,10,10,0,1,10,512,100,5,0,4.2833333333333323
2,1,2,10,1,1,1,1000,512,10000,5,0,1.1249999999999998
4,10,4,10,1,0,1,1000,1024,10000,2,0,1.2416666666666665
2,10,4,10,10,0,1000,10,1024,100,5,29,1900.7583333333334
4,10,4,10,1,0,1,1000,512,10000,2,0,1.2666666666666664
4,10,4,1000000,10,0,1000,1000,512,10000,5,29,5297.583333333333
2,1,4,1000000,10,0,1000,1000,512,10000,2,0,1655.0333333333331
4,1,2,1000000,1,0,1,10,512,100,5,0,1.2499999999999998
2,10,2,1000000,10,0,1000,10,1024,100,2,0,1536.9833333333336
2,10,4,1000000,10,1,1000,10,1024,100,5,29,1706.8500000000001
2,10,2,10,1,0,1,10,512,100,2,0,1.0999999999999999
4,1,4,1000000,1,0,1,10,512,100,2,29,1.2666666666666664
4,10,4,1000000,10,0,1000,1000,512,10000,2,0,3569.5249999999996
2,10,2,10,10,1,1,10,1024,100,5,29,1.8583333333333334
4,10,2,1000000,1,0,1000,1000,1024,10000,2,0,198.10000000000002
4,10,2,1000000,1,0,1,10,512,100,5,29,1.2416666666666665
4,10,4,1000000,10,1,1,1000,1024,10000,2,0,4.2583333333333329
4,1,4,1000000,1,1,1,10,1024,100,5,29,1.2999999999999998
4,1,2,1000000,1,1,1000,1000,1024,10000,5,29,208.99166666666665
2,1,4,10,1,1,1,10,1024,100,5,0,1.1083333333333332
2,1,2,10,1,0,1000,10,512,100,5,0,98.616666666666674
4,1,2,10,1,1,1000,10,512,100,5,29,179.26666666666665
2,10,2,1000000,1,1,1000,1000,512,10000,2,0,100.24166666666667
2,1,2,1000000,1,0,1,1000,512,10000,5,29,1.1499999999999997
2,10,4,10,10,0,1000,10,512,100,2,0,1867.7749999999999
4,1,4,1000000,10,1,1,1000,1024,10000,5,0,4.2999999999999998
4,10,4,1000000,1,0,1000,10,512,100,2,29,212.22500000000002
4,10,4,1000000,1,0,1000,1000,512,10000,5,0,222.43333333333331
2,10,4,10,1,1,1,1000,1024,10000,5,29,1.1083333333333332
4,10,2,1000000,10,1,1,10,1024,100,2,0,3.2916666666666661
4,10,2,1000000,10,0,1000,10,512,100,5,29,4650.7833333333338
2,1,4,1000000,10,0,1000,10,512,100,5,0,1741.5583333333334
4,10,2,10,10,0,1000,10,1024,100,2,0,3896.7416666666668
4,1,2,10,10,0,1,10,512,100,2,29,3.3583333333333329
4,10,4,1000000,10,0,1,1000,1024,10000,2,0,4.2999999999999998
4,10,2,1000000,10,0,1,10,512,100,2,0,3.274999999999999
4,1,2,10,1,1,1000,1000,512,10000,2,29,201.67499999999998
2,10,4,1000000,10,1,1,1000,1024,10000,2,29,1.916666666666667
2,10,2,10,1,1,1,10,1024,100,5,29,1.1083333333333332
4,1,2,10,1,1,1000,10,512,100,2,29,181.79166666666666
4,10,4,1000000,10,1,1000,10,1024,100,5,29,5791.0916666666672
4,10,2,1000000,10,1,1000,10,512,100,2,0,4224.9666666666662
2,1,2,1000000,1,1,1000,10,1024,100,2,0,98.300000000000011
4,10,2,10,10,1,1,1000,512,10000,5,29,3.2666666666666662
4,10,2,1000000,10,0,1000,1000,512,10000,2,29,3221.5166666666664
2,10,4,10,10,0,1,10,512,100,5,29,1.925
2,1,4,10,1,1,1,1000,512,10000,5,0,1.1083333333333332
2,1,4,1000000,10,1,1,10,512,100,5,29,2.1499999999999995
2,10,2,1000000,10,0,1000,1000,512,10000,2,29,1451.7916666666667
4,1,2,10,1,0,1000,1000,1024,10000,2,29,187.00833333333333
4,10,2,1000000,10,0,1000,10,1024,100,5,0,4211.3583333333336
4,10,4,10,1,1,1000,1000,1024,10000,5,29,270.75833333333333
4,1,4,1000000,10,1,1,1000,1024,10000,2,0,4.2333333333333325
4,10,4,10,1,1,1000,10,1024,100,2,0,256.66666666666669
2,1,4,1000000,1,0,1,10,512,100,2,0,1.1166666666666665
2,10,4,10,1,0,1000,10,1024,100,2,0,117.90833333333335
4,10,2,1000000,1,0,1000,1000,512,10000,5,29,188.01666666666665
2,10,2,10,10,1,1,1000,512,10000,2,0,1.825
2,10,2,1000000,1,0,1000,10,512,100,2,29,103.89166666666665
4,1,2,1000000,10,0,1,10,1024,100,5,0,3.0916666666666668
4,1,4,10,1,1,1000,10,512,100,2,0,228.51666666666668
2,1,2,1000000,1,0,1000,10,512,100,2,29,102.44166666666668
2,10,2,10,10,1,1,10,512,100,5,29,1.8083333333333329
4,1,4,10,1,1,1000,10,512,100,5,0,234.30833333333331
2,10,2,1000000,1,0,1000,1000,1024,10000,2,0,106.59999999999998
2,10,2,1000000,10,1,1000,1000,1024,10000,2,0,1466.2249999999997
4,10,2,10,1,0,1000,10,512,100,2,0,190.14166666666665
2,10,2,10,1,1,1000,10,512,100,2,0,101.21666666666668
4,1,4,1000000,1,0,1000,10,512,100,2,29,221.9083333333333
4,10,4,10,1,1,1000,1000,512,10000,5,0,262.19999999999999
2,1,4,10,10,1,1000,10,512,100,5,0,1848.4416666666668
2,1,4,1000000,1,0,1000,10,1024,100,2,29,122.72499999999998
2,10,2,1000000,10,0,1,10,1024,100,2,29,1.825
4,1,4,1000000,1,0,1,1000,512,10000,2,29,1.2416666666666665
2,10,2,1000000,1,0,1,10,512,100,5,0,1.1083333333333332
2,10,4,1000000,1,1,1,1000,1024,10000,2,0,1.1583333333333332
4,10,4,1000000,1,0,1000,10,512,100,5,0,220.2833333333333
2,10,4,10,10,0,1000,1000,1024,10000,2,0,1736.1416666666667
2,1,2,10,10,0,1,1000,512,10000,5,0,1.8166666666666664
4,1,2,1000000,10,1,1,10,512,100,2,29,3.2666666666666657
2,1,2,10,1,0,1000,1000,1024,10000,2,29,114.45833333333333
2,10,2,10,1,1,1,1000,512,10000,5,29,1.0999999999999999
4,10,2,10,10,0,1000,10,1024,100,2,29,5080.3416666666662
4,10,4,1000000,10,1,1,10,1024,100,2,0,4.2416666666666663
4,10,4,1000000,10,0,1,1000,1024,10000,5,0,4.1749999999999998
2,10,2,10,10,0,1000,10,512,100,5,29,1493.5083333333334
2,10,4,10,1,0,1000,10,512,100,2,29,114.19166666666666
2,10,4,10,1,0,1,1000,512,10000,5,0,1.1583333333333332
2,10,2,1000000,1,1,1000,10,512,100,2,29,96.77500000000002
4,10,2,1000000,10,1,1,1000,1024,10000,5,29,3.1083333333333338
4,10,4,10,10,0,1,1000,512,10000,2,29,4.2833333333333323
4,1,2,10,10,1,1000,1000,512,10000,5,0,4126.6499999999996
4,10,2,1000000,1,1,1000,1000,1024,10000,5,0,187.81666666666663
4,10,2,1000000,1,1,1,10,512,100,5,29,1.2666666666666664
2,10,2,1000000,1,1,1,10,1024,100,5,0,1.1249999999999998
4,1,4,1000000,10,1,1000,10,1024,100,5,29,5208.0249999999996
2,1,2,1000000,10,1,1000,1000,1024,10000,5,0,1498.5249999999996
4,10,4,10,1,1,1,10,512,100,2,29,1.2499999999999998
4,1,4,1000000,10,0,1,10,512,100,5,0,4.2416666666666663
4,10,2,1000000,1,1,1000,1000,1024,10000,2,29,190.13333333333333
2,10,2,10,10,0,1,10,512,100,2,29,1.7833333333333332
2,10,2,10,1,1,1000,1000,512,10000,2,0,109.78333333333335
4,10,2,10,10,0,1000,1000,1024,10000,5,0,3490.5916666666667
4,10,4,10,1,0,1000,10,512,100,5,29,240.12500000000003
2,1,4,1000000,10,1,1,1000,512,10000,2,29,1.9833333333333332
4,1,4,10,10,0,1000,10,512,100,5,29,5712.1333333333341
4,10,4,10,1,1,1000,1000,512,10000,2,0,228.89166666666668
2,10,4,1000000,1,1,1000,1000,1024,10000,2,29,110.51666666666665
2,1,2,10,10,1,1,1000,512,10000,2,29,1.7999999999999998
2,10,4,10,10,1,1000,10,1024,100,2,29,1750.3833333333332
4,10,4,10,1,0,1,10,512,100,2,0,1.2749999999999997
4,10,2,10,10,0,1,1000,1024,10000,5,29,3.274999999999999
2,1,2,10,10,0,1,1000,512,10000,2,29,1.7916666666666663
4,1,2,1000000,10,0,1,1000,1024,10000,5,29,3.2916666666666661
4,10,2,1000000,1,1,1,1000,512,10000,2,0,1.2666666666666664
4,10,2,1000000,1,0,1000,1000,512,10000,2,0,195.09166666666667
4,10,4,10,10,0,1,1000,512,10000,5,29,4.4749999999999988
2,1,2,1000000,1,1,1,10,1024,100,2,29,1.0999999999999999
2,1,4,10,1,0,1,10,512,100,2,29,1.1416666666666666
4,1,2,1000000,10,1,1000,10,512,100,2,29,3525.7583333333337
4,1,4,1000000,1,0,1000,1000,1024,10000,5,29,306.99166666666667
4,10,2,1000000,1,0,1,1000,1024,10000,2,0,1.2333333333333332
4,1,2,10,1,0,1000,10,1024,100,2,29,178.34999999999994
4,1,4,10,10,1,1,1000,512,10000,2,29,4.4499999999999993
2,10,4,1000000,1,0,1,10,1024,100,2,29,1.1249999999999998
4,10,2,1000000,1,0,1000,10,1024,100,2,0,188.54166666666671
4,1,2,10,10,1,1000,1000,1024,10000,2,0,2698.8916666666664
4,1,4,1000000,10,1,1000,1000,512,10000,2,29,5301.375
4,1,2,1000000,10,1,1,10,1024,100,5,0,3.274999999999999
2,10,4,1000000,1,0,1000,10,512,100,2,29,113.75
4,10,4,1000000,1,1,1,10,512,100,2,0,1.2499999999999998
4,10,4,1000000,10,0,1,10,1024,100,5,0,4.2416666666666663
2,10,4,1000000,10,1,1000,1000,1024,10000,5,0,1677.5083333333332
2,10,4,10,10,1,1,10,512,100,2,29,1.8583333333333334
2,10,2,1000000,10,1,1000,1000,512,10000,5,29,1428.1499999999999
4,1,4,1000000,1,0,1,10,512,100,5,0,1.2583333333333331
4,10,2,10,1,1,1000,1000,512,10000,2,0,192.49166666666667
2,10,2,10,10,0,1,10,512,100,5,29,1.8166666666666664
2,10,2,1000000,1,1,1,10,1024,100,5,29,1.1166666666666665
2,1,2,10,10,1,1000,1000,512,10000,2,29,1466.0666666666666
2,1,4,1000000,10,0,1000,10,1024,100,2,0,1733.7333333333333
2,10,2,10,10,0,1000,1000,512,10000,2,0,1507.0333333333335
4,1,4,10,1,0,1000,1000,512,10000,2,29,230.47499999999999
4,10,2,10,1,1,1000,1000,512,10000,5,0,191.68333333333331
4,10,2,1000000,10,1,1000,10,1024,100,2,0,4414.3583333333327
2,10,4,1000000,1,0,1000,10,1024,100,2,29,114.54166666666667
4,1,4,10,1,1,1000,1000,512,10000,5,29,252.09166666666667
2,1,2,1000000,1,1,1000,10,1024,100,5,0,100.68333333333334
2,10,2,1000000,10,1,1,10,1024,100,5,0,1.7916666666666663
2,10,4,10,10,0,1000,10,512,100,2,29,1866.7666666666667
2,10,4,10,1,1,1,1000,512,10000,5,0,1.1166666666666665
4,10,2,10,10,0,1000,10,1024,100,5,0,4504.7750000000005
2,10,4,1000000,1,1,1000,1000,512,10000,2,0,115.675
4,1,2,1000000,1,0,1000,10,1024,100,2,0,176.54166666666666
2,1,2,10,1,0,1,1000,512,10000,5,29,1.1083333333333332
2,1,2,10,1,1,1000,1000,512,10000,5,0,108.25
4,1,4,1000000,1,0,1000,10,512,100,5,0,229.39166666666665
4,1,4,10,10,0,1000,1000,512,10000,5,29,5215.458333333333
4,1,4,1000000,1,1,1000,10,1024,100,5,29,268.44166666666666
4,1,2,1000000,10,0,1,1000,512,10000,5,0,3.2083333333333326
4,10,2,10,1,1,1000,10,1024,100,2,29,189.10833333333335
2,10,2,10,10,1,1000,1000,512,10000,5,0,1492.8750000000002
2,1,4,10,10,1,1000,1000,512,10000,5,29,1703.8666666666668
4,10,2,1000000,1,1,1,1000,512,10000,2,29,1.2499999999999998
4,1,2,10,1,0,1000,10,1024,100,5,29,173.71666666666667
4,1,2,10,10,0,1,10,512,100,2,0,3.3249999999999993
2,1,4,10,1,1,1,10,512,100,2,0,1.1166666666666665
2,10,2,10,10,0,1000,1000,512,10000,2,29,1477.4583333333333
4,1,2,1000000,10,1,1000,1000,512,10000,2,29,4063.7666666666664
4,10,2,1000000,1,1,1,1000,1024,10000,2,0,1.2666666666666664
4,1,4,1000000,10,1,1,10,1024,100,5,29,4.5750000000000002
2,1,2,1000000,10,1,1,10,1024,100,5,29,1.7999999999999998
4,1,4,1000000,1,1,1000,10,512,100,2,29,224.24166666666667
2,1,2,1000000,1,1,1000,10,1024,100,2,29,98.949999999999989
4,1,4,1000000,1,1,1000,10,1024,100,2,29,224.75833333333335
2,1,4,1000000,10,0,1000,10,1024,100,5,0,1913.8999999999996
4,10,4,10,10,1,1000,1000,1024,10000,2,29,5156.8999999999996
4,10,4,10,10,1,1,10,512,100,2,29,4.1833333333333327
2,10,2,1000000,1,1,1,10,1024,100,2,29,1.1249999999999998
2,1,4,10,1,0,1000,10,512,100,2,0,118.04166666666669
2,1,2,10,10,1,1000,1000,1024,10000,2,0,1516.3666666666668
4,10,2,1000000,10,1,1000,1000,512,10000,2,29,4794.666666666667
4,10,4,1000000,10,0,1,10,1024,100,2,0,4.0833333333333339
4,10,4,1000000,10,0,1000,10,512,100,5,0,5121.2666666666664
2,1,2,1000000,10,1,1000,1000,512,10000,2,29,1478.625
2,1,2,1000000,1,0,1,10,512,100,2,29,1.1916666666666664
2,10,4,1000000,10,0,1000,1000,512,10000,2,29,1623.3500000000001
4,1,4,1000000,10,1,1,1000,1024,10000,2,29,4.1583333333333341
2,1,4,1000000,10,1,1,1000,1024,10000,2,29,1.9500000000000002
2,10,4,10,1,0,1,1000,512,10000,2,0,1.1083333333333332
2,10,2,1000000,1,1,1,10,512,100,2,0,1.1166666666666665
2,10,4,1000000,1,1,1,10,1024,100,5,29,1.1333333333333331
2,10,2,10,10,0,1,1000,1024,10000,2,0,2.1333333333333329
4,1,2,10,10,1,1,1000,512,10000,5,29,3.4416666666666664
2,1,4,1000000,1,0,1000,10,512,100,5,0,116.55
2,10,4,10,1,0,1000,10,512,100,2,0,118.5
4,1,4,10,10,1,1,10,1024,100,2,29,4.2499999999999991
2,1,4,1000000,10,1,1000,10,1024,100,2,0,1834.8666666666666
2,1,2,10,10,0,1000,1000,1024,10000,2,29,1499.7583333333332
4,1,4,10,1,1,1,1000,512,10000,5,0,1.2583333333333331
4,10,4,1000000,10,1,1000,1000,512,10000,5,0,4560.0249999999996
4,10,4,10,1,1,1,10,512,100,5,29,1.2499999999999998
2,10,4,10,10,0,1,1000,1024,10000,2,0,2.0
2,10,4,10,1,1,1000,10,512,100,2,0,123.10000000000001
4,1,4,1000000,10,0,1,1000,1024,10000,5,0,4.1416666666666666
4,1,2,10,1,1,1000,1000,1024,10000,5,0,191.40833333333333
2,10,2,1000000,10,1,1,10,1024,100,5,29,1.7583333333333335
4,1,4,1000000,10,1,1000,1000,1024,10000,5,29,4972.8833333333341
4,10,4,1000000,1,1,1,1000,512,10000,5,0,1.2499999999999998
2,1,4,10,1,1,1000,1000,1024,10000,5,29,118.42500000000001
2,10,2,1000000,1,0,1000,1000,1024,10000,2,29,106.49166666666666
4,10,2,10,10,0,1,10,1024,100,2,0,3.4249999999999994
4,1,2,10,1,1,1,10,512,100,2,29,1.2666666666666664
2,10,2,1000000,1,1,1,1000,1024,10000,2,0,1.1083333333333332
2,1,4,1000000,10,0,1,1000,1024,10000,5,29,1.9000000000000004
2,1,2,10,1,0,1000,1000,1024,10000,2,0,110.80833333333332
2,1,2,10,10,1,1,1000,512,10000,5,0,1.8083333333333329
2,10,2,10,1,1,1000,10,1024,100,2,29,102.74166666666667
2,10,4,1000000,1,1,1000,10,512,100,2,29,114.51666666666665
2,1,2,10,1,0,1,1000,512,10000,2,29,1.1333333333333331
4,10,2,10,1,0,1,10,512,100,5,0,1.2499999999999998
4,1,2,1000000,1,1,1000,10,1024,100,2,29,198.76666666666668
4,10,2,1000000,1,0,1,10,512,100,2,0,1.2499999999999998
2,10,4,1000000,1,1,1,10,512,100,5,29,1.1083333333333332
2,10,2,1000000,10,0,1000,1000,1024,10000,5,0,1492.8916666666667
4,1,4,10,10,0,1,10,1024,100,2,0,4.3749999999999991
2,10,4,10,1,1,1000,1000,512,10000,5,29,113.60000000000001
2,1,4,1000000,1,0,1000,1000,1024,10000,2,0,134.80833333333334
2,10,2,1000000,10,1,1000,1000,1024,10000,5,0,1395.675
4,1,2,10,10,0,1000,1000,512,10000,2,29,3482.4166666666661
2,1,2,10,10,0,1000,1000,512,10000,2,29,1449.1750000000002
4,10,2,1000000,1,0,1,1000,1024,10000,2,29,1.2499999999999998
2,1,4,10,1,1,1000,1000,512,10000,2,29,116.50833333333331
2,10,2,10,10,0,1,1000,512,10000,5,29,2.2916666666666665
4,1,2,1000000,1,1,1000,1000,512,10000,5,0,175.68333333333331
4,1,4,1000000,10,0,1000,10,512,100,2,29,4695.0916666666672
2,10,4,1000000,10,1,1000,1000,512,10000,5,0,1733.458333333333
4,1,2,1000000,10,0,1000,10,1024,100,5,0,4221.9500000000007
2,1,4,10,1,0,1,1000,512,10000,2,29,1.1083333333333332
2,1,4,10,10,0,1,10,512,100,2,29,1.916666666666667
4,10,2,10,1,1,1000,1000,1024,10000,5,0,196.98333333333335
2,10,4,1000000,1,1,1,10,1024,100,5,0,1.0999999999999999
4,10,2,10,1,1,1,1000,1024,10000,5,0,1.283333333333333
4,1,4,1000000,1,0,1,10,1024,100,2,29,1.2666666666666664
4,1,2,1000000,10,0,1000,10,512,100,2,29,4257.9666666666662
