spset-old-default,spset-autotuned-fh_1_0,spset-autotuned-fh_1_1,spset-autotuned-fh_1_2,spset-sw-verif,spset-hw-bmc,sp-var-dec-heur,sp-learned-clause-sort-heur,sp-orig-clause-sort-heur,sp-res-order-heur,sp-clause-del-heur,sp-phase-dec-heur,sp-resolution,sp-use-pure-literal-rule,<$solving_time_amazon_micro_2_7_10286
0,1,1,0,0,0,0,0,0,0,1,1,0,0,0.065
1,1,1,0,0,0,0,0,0,0,1,1,0,0,5.015
0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.09
1,0,0,1,0,0,0,0,0,0,1,1,0,0,5.02
0,1,0,1,0,0,0,0,0,0,1,1,0,0,0.145
1,1,0,1,0,0,0,0,0,0,1,1,0,0,5.035
0,0,1,1,0,0,0,0,0,0,1,1,0,0,0.125
1,0,1,1,0,0,0,0,0,0,1,1,0,0,5.025
0,1,1,1,0,0,0,0,0,0,1,1,0,0,0.15
1,1,1,1,0,0,0,0,0,0,1,1,0,0,5.03
0,0,0,0,1,0,0,0,0,0,1,1,0,0,0.745
1,0,0,0,1,0,0,0,0,0,1,1,0,0,5.025
0,1,0,0,1,0,0,0,0,0,1,1,0,0,0.28
1,1,0,0,1,0,0,0,0,0,1,1,0,0,5.03
0,0,1,0,1,0,0,0,0,0,1,1,0,0,0.79
1,0,1,0,1,0,0,0,0,0,1,1,0,0,5.055
0,1,1,0,1,0,0,0,0,0,1,1,0,0,0.3
1,1,1,0,1,0,0,0,0,0,1,1,0,0,5.0
0,0,0,1,1,0,0,0,0,0,1,1,0,0,0.775
1,0,0,1,1,0,0,0,0,0,1,1,0,0,5.025
0,1,0,1,1,0,0,0,0,0,1,1,0,0,0.31
1,1,0,1,1,0,0,0,0,0,1,1,0,0,5.03
0,0,1,1,1,0,0,0,0,0,1,1,0,0,0.79
1,0,1,1,1,0,0,0,0,0,1,1,0,0,5.05
0,1,1,1,1,0,0,0,0,0,1,1,0,0,0.3
1,1,1,1,1,0,0,0,0,0,1,1,0,0,5.01
0,0,0,0,0,1,0,0,0,0,1,1,0,0,0.21
1,0,0,0,0,1,0,0,0,0,1,1,0,0,5.025
0,1,0,0,0,1,0,0,0,0,1,1,0,0,0.31
1,1,0,0,0,1,0,0,0,0,1,1,0,0,5.025
0,0,1,0,0,1,0,0,0,0,1,1,0,0,0.185
1,0,1,0,0,1,0,0,0,0,1,1,0,0,5.015
0,1,1,0,0,1,0,0,0,0,1,1,0,0,0.35
1,1,1,0,0,1,0,0,0,0,1,1,0,0,5.005
0,0,0,1,0,1,0,0,0,0,1,1,0,0,0.205
1,0,0,1,0,1,0,0,0,0,1,1,0,0,5.01
0,1,0,1,0,1,0,0,0,0,1,1,0,0,0.375
1,1,0,1,0,1,0,0,0,0,1,1,0,0,5.005
0,0,1,1,0,1,0,0,0,0,1,1,0,0,0.22
1,0,1,1,0,1,0,0,0,0,1,1,0,0,5.015
0,1,1,1,0,1,0,0,0,0,1,1,0,0,0.365
1,1,1,1,0,1,0,0,0,0,1,1,0,0,5.025
0,0,0,0,1,1,0,0,0,0,1,1,0,0,0.2
1,0,0,0,1,1,0,0,0,0,1,1,0,0,5.02
0,1,0,0,1,1,0,0,0,0,1,1,0,0,0.505
1,1,0,0,1,1,0,0,0,0,1,1,0,0,5.015
0,0,1,0,1,1,0,0,0,0,1,1,0,0,0.18
1,0,1,0,1,1,0,0,0,0,1,1,0,0,5.045
0,1,1,0,1,1,0,0,0,0,1,1,0,0,0.495
1,1,1,0,1,1,0,0,0,0,1,1,0,0,5.025
0,0,0,1,1,1,0,0,0,0,1,1,0,0,0.18
1,0,0,1,1,1,0,0,0,0,1,1,0,0,5.015
0,1,0,1,1,1,0,0,0,0,1,1,0,0,0.49
1,1,0,1,1,1,0,0,0,0,1,1,0,0,5.025
0,0,1,1,1,1,0,0,0,0,1,1,0,0,0.19
1,0,1,1,1,1,0,0,0,0,1,1,0,0,5.015
0,1,1,1,1,1,0,0,0,0,1,1,0,0,0.51
1,1,1,1,1,1,0,0,0,0,1,1,0,0,5.035
0,0,0,0,0,0,1,0,0,0,1,1,0,0,0.19
1,0,0,0,0,0,1,0,0,0,1,1,0,0,5.025
0,1,0,0,0,0,1,0,0,0,1,1,0,0,0.305
1,1,0,0,0,0,1,0,0,0,1,1,0,0,5.005
0,0,1,0,0,0,1,0,0,0,1,1,0,0,0.15
1,0,1,0,0,0,1,0,0,0,1,1,0,0,2.665
0,1,1,0,0,0,1,0,0,0,1,1,0,0,0.5
1,1,1,0,0,0,1,0,0,0,1,1,0,0,5.01
0,0,0,1,0,0,1,0,0,0,1,1,0,0,0.15
1,0,0,1,0,0,1,0,0,0,1,1,0,0,5.03
0,1,0,1,0,0,1,0,0,0,1,1,0,0,0.13
1,1,0,1,0,0,1,0,0,0,1,1,0,0,5.01
0,0,1,1,0,0,1,0,0,0,1,1,0,0,0.21
1,0,1,1,0,0,1,0,0,0,1,1,0,0,5.03
0,1,1,1,0,0,1,0,0,0,1,1,0,0,0.12
1,1,1,1,0,0,1,0,0,0,1,1,0,0,5.03
0,0,0,0,1,0,1,0,0,0,1,1,0,0,0.42
1,0,0,0,1,0,1,0,0,0,1,1,0,0,5.02
0,1,0,0,1,0,1,0,0,0,1,1,0,0,0.495
1,1,0,0,1,0,1,0,0,0,1,1,0,0,5.03
0,0,1,0,1,0,1,0,0,0,1,1,0,0,0.165
1,0,1,0,1,0,1,0,0,0,1,1,0,0,5.01
0,1,1,0,1,0,1,0,0,0,1,1,0,0,0.435
1,1,1,0,1,0,1,0,0,0,1,1,0,0,5.005
0,0,0,1,1,0,1,0,0,0,1,1,0,0,0.085
1,0,0,1,1,0,1,0,0,0,1,1,0,0,5.025
0,1,0,1,1,0,1,0,0,0,1,1,0,0,0.09
1,1,0,1,1,0,1,0,0,0,1,1,0,0,5.015
0,0,1,1,1,0,1,0,0,0,1,1,0,0,0.07
1,0,1,1,1,0,1,0,0,0,1,1,0,0,5.025
0,1,1,1,1,0,1,0,0,0,1,1,0,0,0.28
1,1,1,1,1,0,1,0,0,0,1,1,0,0,5.025
0,0,0,0,0,1,1,0,0,0,1,1,0,0,0.15
1,0,0,0,0,1,1,0,0,0,1,1,0,0,5.025
0,1,0,0,0,1,1,0,0,0,1,1,0,0,0.325
1,1,0,0,0,1,1,0,0,0,1,1,0,0,5.02
0,0,1,0,0,1,1,0,0,0,1,1,0,0,0.17
1,0,1,0,0,1,1,0,0,0,1,1,0,0,5.015
0,1,1,0,0,1,1,0,0,0,1,1,0,0,0.35
1,1,1,0,0,1,1,0,0,0,1,1,0,0,5.005
0,0,0,1,0,1,1,0,0,0,1,1,0,0,0.16
1,0,0,1,0,1,1,0,0,0,1,1,0,0,5.03
0,1,0,1,0,1,1,0,0,0,1,1,0,0,0.26
1,1,0,1,0,1,1,0,0,0,1,1,0,0,5.01
0,0,1,1,0,1,1,0,0,0,1,1,0,0,0.15
1,0,1,1,0,1,1,0,0,0,1,1,0,0,5.015
0,1,1,1,0,1,1,0,0,0,1,1,0,0,0.29
1,1,1,1,0,1,1,0,0,0,1,1,0,0,3.31
0,0,0,0,1,1,1,0,0,0,1,1,0,0,0.15
1,0,0,0,1,1,1,0,0,0,1,1,0,0,5.025
0,1,0,0,1,1,1,0,0,0,1,1,0,0,0.395
1,1,0,0,1,1,1,0,0,0,1,1,0,0,5.005
0,0,1,0,1,1,1,0,0,0,1,1,0,0,0.15
1,0,1,0,1,1,1,0,0,0,1,1,0,0,5.025
0,1,1,0,1,1,1,0,0,0,1,1,0,0,0.315
1,1,1,0,1,1,1,0,0,0,1,1,0,0,5.03
0,0,0,1,1,1,1,0,0,0,1,1,0,0,0.16
1,0,0,1,1,1,1,0,0,0,1,1,0,0,5.01
0,1,0,1,1,1,1,0,0,0,1,1,0,0,0.35
1,1,0,1,1,1,1,0,0,0,1,1,0,0,5.01
0,0,1,1,1,1,1,0,0,0,1,1,0,0,0.16
1,0,1,1,1,1,1,0,0,0,1,1,0,0,5.01
0,1,1,1,1,1,1,0,0,0,1,1,0,0,0.285
1,1,1,1,1,1,1,0,0,0,1,1,0,0,5.02
0,0,0,0,0,0,0,1,0,0,1,1,0,0,0.05
1,0,0,0,0,0,0,1,0,0,1,1,0,0,5.015
0,1,0,0,0,0,0,1,0,0,1,1,0,0,0.27
1,1,0,0,0,0,0,1,0,0,1,1,0,0,5.015
0,0,1,0,0,0,0,1,0,0,1,1,0,0,0.07
1,0,1,0,0,0,0,1,0,0,1,1,0,0,5.01
0,1,1,0,0,0,0,1,0,0,1,1,0,0,0.07
1,1,1,0,0,0,0,1,0,0,1,1,0,0,5.03
0,0,0,1,0,0,0,1,0,0,1,1,0,0,0.12
1,0,0,1,0,0,0,1,0,0,1,1,0,0,5.025
0,1,0,1,0,0,0,1,0,0,1,1,0,0,0.14
1,1,0,1,0,0,0,1,0,0,1,1,0,0,5.0
0,0,1,1,0,0,0,1,0,0,1,1,0,0,0.16
1,0,1,1,0,0,0,1,0,0,1,1,0,0,5.025
0,1,1,1,0,0,0,1,0,0,1,1,0,0,0.14
1,1,1,1,0,0,0,1,0,0,1,1,0,0,5.03
0,0,0,0,1,0,0,1,0,0,1,1,0,0,0.725
1,0,0,0,1,0,0,1,0,0,1,1,0,0,5.02
0,1,0,0,1,0,0,1,0,0,1,1,0,0,0.3
1,1,0,0,1,0,0,1,0,0,1,1,0,0,5.03
0,0,1,0,1,0,0,1,0,0,1,1,0,0,0.78
1,0,1,0,1,0,0,1,0,0,1,1,0,0,5.02
0,1,1,0,1,0,0,1,0,0,1,1,0,0,0.3
1,1,1,0,1,0,0,1,0,0,1,1,0,0,5.02
0,0,0,1,1,0,0,1,0,0,1,1,0,0,0.79
1,0,0,1,1,0,0,1,0,0,1,1,0,0,5.04
0,1,0,1,1,0,0,1,0,0,1,1,0,0,0.29
1,1,0,1,1,0,0,1,0,0,1,1,0,0,5.015
0,0,1,1,1,0,0,1,0,0,1,1,0,0,0.78
1,0,1,1,1,0,0,1,0,0,1,1,0,0,5.02
0,1,1,1,1,0,0,1,0,0,1,1,0,0,0.265
1,1,1,1,1,0,0,1,0,0,1,1,0,0,5.05
0,0,0,0,0,1,0,1,0,0,1,1,0,0,0.205
1,0,0,0,0,1,0,1,0,0,1,1,0,0,5.01
0,1,0,0,0,1,0,1,0,0,1,1,0,0,0.33
1,1,0,0,0,1,0,1,0,0,1,1,0,0,5.035
0,0,1,0,0,1,0,1,0,0,1,1,0,0,0.18
1,0,1,0,0,1,0,1,0,0,1,1,0,0,5.015
0,1,1,0,0,1,0,1,0,0,1,1,0,0,0.35
1,1,1,0,0,1,0,1,0,0,1,1,0,0,5.015
0,0,0,1,0,1,0,1,0,0,1,1,0,0,0.19
1,0,0,1,0,1,0,1,0,0,1,1,0,0,5.01
0,1,0,1,0,1,0,1,0,0,1,1,0,0,0.39
1,1,0,1,0,1,0,1,0,0,1,1,0,0,5.035
0,0,1,1,0,1,0,1,0,0,1,1,0,0,0.17
1,0,1,1,0,1,0,1,0,0,1,1,0,0,5.025
0,1,1,1,0,1,0,1,0,0,1,1,0,0,0.37
1,1,1,1,0,1,0,1,0,0,1,1,0,0,5.015
0,0,0,0,1,1,0,1,0,0,1,1,0,0,0.2
1,0,0,0,1,1,0,1,0,0,1,1,0,0,5.005
0,1,0,0,1,1,0,1,0,0,1,1,0,0,0.51
1,1,0,0,1,1,0,1,0,0,1,1,0,0,5.04
0,0,1,0,1,1,0,1,0,0,1,1,0,0,0.2
1,0,1,0,1,1,0,1,0,0,1,1,0,0,5.025
0,1,1,0,1,1,0,1,0,0,1,1,0,0,0.48
1,1,1,0,1,1,0,1,0,0,1,1,0,0,5.04
0,0,0,1,1,1,0,1,0,0,1,1,0,0,0.18
1,0,0,1,1,1,0,1,0,0,1,1,0,0,5.01
0,1,0,1,1,1,0,1,0,0,1,1,0,0,0.505
1,1,0,1,1,1,0,1,0,0,1,1,0,0,5.02
0,0,1,1,1,1,0,1,0,0,1,1,0,0,0.2
1,0,1,1,1,1,0,1,0,0,1,1,0,0,5.02
0,1,1,1,1,1,0,1,0,0,1,1,0,0,0.495
1,1,1,1,1,1,0,1,0,0,1,1,0,0,5.015
0,0,0,0,0,0,1,1,0,0,1,1,0,0,0.19
1,0,0,0,0,0,1,1,0,0,1,1,0,0,5.025
0,1,0,0,0,0,1,1,0,0,1,1,0,0,0.31
1,1,0,0,0,0,1,1,0,0,1,1,0,0,5.025
0,0,1,0,0,0,1,1,0,0,1,1,0,0,0.16
1,0,1,0,0,0,1,1,0,0,1,1,0,0,2.59
0,1,1,0,0,0,1,1,0,0,1,1,0,0,0.485
1,1,1,0,0,0,1,1,0,0,1,1,0,0,5.025
0,0,0,1,0,0,1,1,0,0,1,1,0,0,0.15
1,0,0,1,0,0,1,1,0,0,1,1,0,0,5.015
0,1,0,1,0,0,1,1,0,0,1,1,0,0,0.14
1,1,0,1,0,0,1,1,0,0,1,1,0,0,5.05
0,0,1,1,0,0,1,1,0,0,1,1,0,0,0.2
1,0,1,1,0,0,1,1,0,0,1,1,0,0,5.025
0,1,1,1,0,0,1,1,0,0,1,1,0,0,0.12
1,1,1,1,0,0,1,1,0,0,1,1,0,0,5.03
0,0,0,0,1,0,1,1,0,0,1,1,0,0,0.495
1,0,0,0,1,0,1,1,0,0,1,1,0,0,5.025
0,1,0,0,1,0,1,1,0,0,1,1,0,0,0.59
1,1,0,0,1,0,1,1,0,0,1,1,0,0,5.05
0,0,1,0,1,0,1,1,0,0,1,1,0,0,0.185
1,0,1,0,1,0,1,1,0,0,1,1,0,0,5.03
0,1,1,0,1,0,1,1,0,0,1,1,0,0,0.535
1,1,1,0,1,0,1,1,0,0,1,1,0,0,5.03
0,0,0,1,1,0,1,1,0,0,1,1,0,0,0.095
1,0,0,1,1,0,1,1,0,0,1,1,0,0,5.01
0,1,0,1,1,0,1,1,0,0,1,1,0,0,0.14
1,1,0,1,1,0,1,1,0,0,1,1,0,0,5.04
0,0,1,1,1,0,1,1,0,0,1,1,0,0,0.1
1,0,1,1,1,0,1,1,0,0,1,1,0,0,5.01
0,1,1,1,1,0,1,1,0,0,1,1,0,0,0.35
1,1,1,1,1,0,1,1,0,0,1,1,0,0,5.015
0,0,0,0,0,1,1,1,0,0,1,1,0,0,0.19
1,0,0,0,0,1,1,1,0,0,1,1,0,0,5.04
0,1,0,0,0,1,1,1,0,0,1,1,0,0,0.41
1,1,0,0,0,1,1,1,0,0,1,1,0,0,5.02
0,0,1,0,0,1,1,1,0,0,1,1,0,0,0.2
1,0,1,0,0,1,1,1,0,0,1,1,0,0,5.025
0,1,1,0,0,1,1,1,0,0,1,1,0,0,0.46
1,1,1,0,0,1,1,1,0,0,1,1,0,0,5.015
0,0,0,1,0,1,1,1,0,0,1,1,0,0,0.2
1,0,0,1,0,1,1,1,0,0,1,1,0,0,5.04
0,1,0,1,0,1,1,1,0,0,1,1,0,0,0.33
1,1,0,1,0,1,1,1,0,0,1,1,0,0,5.045
0,0,1,1,0,1,1,1,0,0,1,1,0,0,0.18
1,0,1,1,0,1,1,1,0,0,1,1,0,0,5.015
0,1,1,1,0,1,1,1,0,0,1,1,0,0,0.36
1,1,1,1,0,1,1,1,0,0,1,1,0,0,4.155
0,0,0,0,1,1,1,1,0,0,1,1,0,0,0.14
1,0,0,0,1,1,1,1,0,0,1,1,0,0,5.01
0,1,0,0,1,1,1,1,0,0,1,1,0,0,0.5
1,1,0,0,1,1,1,1,0,0,1,1,0,0,5.0
0,0,1,0,1,1,1,1,0,0,1,1,0,0,0.2
1,0,1,0,1,1,1,1,0,0,1,1,0,0,5.03
0,1,1,0,1,1,1,1,0,0,1,1,0,0,0.39
1,1,1,0,1,1,1,1,0,0,1,1,0,0,5.03
0,0,0,1,1,1,1,1,0,0,1,1,0,0,0.19
1,0,0,1,1,1,1,1,0,0,1,1,0,0,5.01
0,1,0,1,1,1,1,1,0,0,1,1,0,0,0.43
1,1,0,1,1,1,1,1,0,0,1,1,0,0,5.01
0,0,1,1,1,1,1,1,0,0,1,1,0,0,0.19
1,0,1,1,1,1,1,1,0,0,1,1,0,0,5.005
0,1,1,1,1,1,1,1,0,0,1,1,0,0,0.36
1,1,1,1,1,1,1,1,0,0,1,1,0,0,5.02
0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.085
1,0,0,0,0,0,0,0,1,0,1,1,0,0,5.0
0,1,0,0,0,0,0,0,1,0,1,1,0,0,0.3
1,1,0,0,0,0,0,0,1,0,1,1,0,0,5.035
0,0,1,0,0,0,0,0,1,0,1,1,0,0,0.08
1,0,1,0,0,0,0,0,1,0,1,1,0,0,5.03
0,1,1,0,0,0,0,0,1,0,1,1,0,0,0.08
1,1,1,0,0,0,0,0,1,0,1,1,0,0,5.015
0,0,0,1,0,0,0,0,1,0,1,1,0,0,0.11
1,0,0,1,0,0,0,0,1,0,1,1,0,0,5.025
0,1,0,1,0,0,0,0,1,0,1,1,0,0,0.14
1,1,0,1,0,0,0,0,1,0,1,1,0,0,5.005
0,0,1,1,0,0,0,0,1,0,1,1,0,0,0.13
1,0,1,1,0,0,0,0,1,0,1,1,0,0,5.03
0,1,1,1,0,0,0,0,1,0,1,1,0,0,0.16
1,1,1,1,0,0,0,0,1,0,1,1,0,0,5.045
0,0,0,0,1,0,0,0,1,0,1,1,0,0,0.765
1,0,0,0,1,0,0,0,1,0,1,1,0,0,5.015
0,1,0,0,1,0,0,0,1,0,1,1,0,0,0.29
1,1,0,0,1,0,0,0,1,0,1,1,0,0,5.02
0,0,1,0,1,0,0,0,1,0,1,1,0,0,0.81
1,0,1,0,1,0,0,0,1,0,1,1,0,0,5.02
0,1,1,0,1,0,0,0,1,0,1,1,0,0,0.29
1,1,1,0,1,0,0,0,1,0,1,1,0,0,5.03
0,0,0,1,1,0,0,0,1,0,1,1,0,0,0.765
1,0,0,1,1,0,0,0,1,0,1,1,0,0,5.02
0,1,0,1,1,0,0,0,1,0,1,1,0,0,0.28
1,1,0,1,1,0,0,0,1,0,1,1,0,0,5.045
0,0,1,1,1,0,0,0,1,0,1,1,0,0,0.77
1,0,1,1,1,0,0,0,1,0,1,1,0,0,5.015
0,1,1,1,1,0,0,0,1,0,1,1,0,0,0.27
1,1,1,1,1,0,0,0,1,0,1,1,0,0,5.025
0,0,0,0,0,1,0,0,1,0,1,1,0,0,0.2
1,0,0,0,0,1,0,0,1,0,1,1,0,0,5.04
0,1,0,0,0,1,0,0,1,0,1,1,0,0,0.34
1,1,0,0,0,1,0,0,1,0,1,1,0,0,5.03
0,0,1,0,0,1,0,0,1,0,1,1,0,0,0.2
1,0,1,0,0,1,0,0,1,0,1,1,0,0,5.015
0,1,1,0,0,1,0,0,1,0,1,1,0,0,0.34
1,1,1,0,0,1,0,0,1,0,1,1,0,0,5.025
0,0,0,1,0,1,0,0,1,0,1,1,0,0,0.19
1,0,0,1,0,1,0,0,1,0,1,1,0,0,5.01
0,1,0,1,0,1,0,0,1,0,1,1,0,0,0.395
1,1,0,1,0,1,0,0,1,0,1,1,0,0,5.02
0,0,1,1,0,1,0,0,1,0,1,1,0,0,0.2
1,0,1,1,0,1,0,0,1,0,1,1,0,0,5.005
0,1,1,1,0,1,0,0,1,0,1,1,0,0,0.38
1,1,1,1,0,1,0,0,1,0,1,1,0,0,5.025
0,0,0,0,1,1,0,0,1,0,1,1,0,0,0.185
1,0,0,0,1,1,0,0,1,0,1,1,0,0,5.01
0,1,0,0,1,1,0,0,1,0,1,1,0,0,0.5
1,1,0,0,1,1,0,0,1,0,1,1,0,0,5.015
0,0,1,0,1,1,0,0,1,0,1,1,0,0,0.18
1,0,1,0,1,1,0,0,1,0,1,1,0,0,5.005
0,1,1,0,1,1,0,0,1,0,1,1,0,0,0.5
1,1,1,0,1,1,0,0,1,0,1,1,0,0,5.025
0,0,0,1,1,1,0,0,1,0,1,1,0,0,0.2
1,0,0,1,1,1,0,0,1,0,1,1,0,0,5.035
0,1,0,1,1,1,0,0,1,0,1,1,0,0,0.515
1,1,0,1,1,1,0,0,1,0,1,1,0,0,5.02
0,0,1,1,1,1,0,0,1,0,1,1,0,0,0.185
1,0,1,1,1,1,0,0,1,0,1,1,0,0,5.02
0,1,1,1,1,1,0,0,1,0,1,1,0,0,0.5
1,1,1,1,1,1,0,0,1,0,1,1,0,0,5.01
0,0,0,0,0,0,1,0,1,0,1,1,0,0,0.205
1,0,0,0,0,0,1,0,1,0,1,1,0,0,5.015
0,1,0,0,0,0,1,0,1,0,1,1,0,0,0.3
1,1,0,0,0,0,1,0,1,0,1,1,0,0,5.05
0,0,1,0,0,0,1,0,1,0,1,1,0,0,0.14
1,0,1,0,0,0,1,0,1,0,1,1,0,0,2.475
0,1,1,0,0,0,1,0,1,0,1,1,0,0,0.505
1,1,1,0,0,0,1,0,1,0,1,1,0,0,5.02
0,0,0,1,0,0,1,0,1,0,1,1,0,0,0.155
1,0,0,1,0,0,1,0,1,0,1,1,0,0,5.03
0,1,0,1,0,0,1,0,1,0,1,1,0,0,0.155
1,1,0,1,0,0,1,0,1,0,1,1,0,0,5.04
0,0,1,1,0,0,1,0,1,0,1,1,0,0,0.22
1,0,1,1,0,0,1,0,1,0,1,1,0,0,5.02
0,1,1,1,0,0,1,0,1,0,1,1,0,0,0.11
1,1,1,1,0,0,1,0,1,0,1,1,0,0,5.035
0,0,0,0,1,0,1,0,1,0,1,1,0,0,0.435
1,0,0,0,1,0,1,0,1,0,1,1,0,0,5.025
0,1,0,0,1,0,1,0,1,0,1,1,0,0,0.455
1,1,0,0,1,0,1,0,1,0,1,1,0,0,5.015
0,0,1,0,1,0,1,0,1,0,1,1,0,0,0.19
1,0,1,0,1,0,1,0,1,0,1,1,0,0,5.025
0,1,1,0,1,0,1,0,1,0,1,1,0,0,0.445
1,1,1,0,1,0,1,0,1,0,1,1,0,0,5.005
0,0,0,1,1,0,1,0,1,0,1,1,0,0,0.075
1,0,0,1,1,0,1,0,1,0,1,1,0,0,5.035
0,1,0,1,1,0,1,0,1,0,1,1,0,0,0.12
1,1,0,1,1,0,1,0,1,0,1,1,0,0,5.01
0,0,1,1,1,0,1,0,1,0,1,1,0,0,0.06
1,0,1,1,1,0,1,0,1,0,1,1,0,0,5.005
0,1,1,1,1,0,1,0,1,0,1,1,0,0,0.245
1,1,1,1,1,0,1,0,1,0,1,1,0,0,5.01
0,0,0,0,0,1,1,0,1,0,1,1,0,0,0.16
1,0,0,0,0,1,1,0,1,0,1,1,0,0,5.02
0,1,0,0,0,1,1,0,1,0,1,1,0,0,0.32
1,1,0,0,0,1,1,0,1,0,1,1,0,0,5.015
0,0,1,0,0,1,1,0,1,0,1,1,0,0,0.15
1,0,1,0,0,1,1,0,1,0,1,1,0,0,5.02
0,1,1,0,0,1,1,0,1,0,1,1,0,0,0.35
1,1,1,0,0,1,1,0,1,0,1,1,0,0,5.01
0,0,0,1,0,1,1,0,1,0,1,1,0,0,0.16
1,0,0,1,0,1,1,0,1,0,1,1,0,0,5.015
0,1,0,1,0,1,1,0,1,0,1,1,0,0,0.265
1,1,0,1,0,1,1,0,1,0,1,1,0,0,5.01
0,0,1,1,0,1,1,0,1,0,1,1,0,0,0.16
1,0,1,1,0,1,1,0,1,0,1,1,0,0,5.015
0,1,1,1,0,1,1,0,1,0,1,1,0,0,0.27
1,1,1,1,0,1,1,0,1,0,1,1,0,0,3.32
0,0,0,0,1,1,1,0,1,0,1,1,0,0,0.16
1,0,0,0,1,1,1,0,1,0,1,1,0,0,5.025
0,1,0,0,1,1,1,0,1,0,1,1,0,0,0.385
1,1,0,0,1,1,1,0,1,0,1,1,0,0,5.03
0,0,1,0,1,1,1,0,1,0,1,1,0,0,0.155
1,0,1,0,1,1,1,0,1,0,1,1,0,0,5.035
0,1,1,0,1,1,1,0,1,0,1,1,0,0,0.305
1,1,1,0,1,1,1,0,1,0,1,1,0,0,5.02
0,0,0,1,1,1,1,0,1,0,1,1,0,0,0.15
1,0,0,1,1,1,1,0,1,0,1,1,0,0,5.025
0,1,0,1,1,1,1,0,1,0,1,1,0,0,0.35
1,1,0,1,1,1,1,0,1,0,1,1,0,0,5.02
0,0,1,1,1,1,1,0,1,0,1,1,0,0,0.15
1,0,1,1,1,1,1,0,1,0,1,1,0,0,5.025
0,1,1,1,1,1,1,0,1,0,1,1,0,0,0.275
1,1,1,1,1,1,1,0,1,0,1,1,0,0,5.02
0,0,0,0,0,0,0,1,1,0,1,1,0,0,0.05
1,0,0,0,0,0,0,1,1,0,1,1,0,0,5.01
0,1,0,0,0,0,0,1,1,0,1,1,0,0,0.27
1,1,0,0,0,0,0,1,1,0,1,1,0,0,5.015
0,0,1,0,0,0,0,1,1,0,1,1,0,0,0.07
1,0,1,0,0,0,0,1,1,0,1,1,0,0,5.015
0,1,1,0,0,0,0,1,1,0,1,1,0,0,0.06
1,1,1,0,0,0,0,1,1,0,1,1,0,0,5.0
0,0,0,1,0,0,0,1,1,0,1,1,0,0,0.14
1,0,0,1,0,0,0,1,1,0,1,1,0,0,5.035
0,1,0,1,0,0,0,1,1,0,1,1,0,0,0.15
1,1,0,1,0,0,0,1,1,0,1,1,0,0,5.04
0,0,1,1,0,0,0,1,1,0,1,1,0,0,0.16
1,0,1,1,0,0,0,1,1,0,1,1,0,0,5.02
0,1,1,1,0,0,0,1,1,0,1,1,0,0,0.14
1,1,1,1,0,0,0,1,1,0,1,1,0,0,5.03
0,0,0,0,1,0,0,1,1,0,1,1,0,0,0.8
1,0,0,0,1,0,0,1,1,0,1,1,0,0,5.01
0,1,0,0,1,0,0,1,1,0,1,1,0,0,0.27
1,1,0,0,1,0,0,1,1,0,1,1,0,0,5.035
0,0,1,0,1,0,0,1,1,0,1,1,0,0,0.78
1,0,1,0,1,0,0,1,1,0,1,1,0,0,5.005
0,1,1,0,1,0,0,1,1,0,1,1,0,0,0.27
1,1,1,0,1,0,0,1,1,0,1,1,0,0,5.03
0,0,0,1,1,0,0,1,1,0,1,1,0,0,0.74
1,0,0,1,1,0,0,1,1,0,1,1,0,0,5.0
0,1,0,1,1,0,0,1,1,0,1,1,0,0,0.29
1,1,0,1,1,0,0,1,1,0,1,1,0,0,5.03
0,0,1,1,1,0,0,1,1,0,1,1,0,0,0.75
1,0,1,1,1,0,0,1,1,0,1,1,0,0,5.04
0,1,1,1,1,0,0,1,1,0,1,1,0,0,0.32
1,1,1,1,1,0,0,1,1,0,1,1,0,0,5.035
0,0,0,0,0,1,0,1,1,0,1,1,0,0,0.2
1,0,0,0,0,1,0,1,1,0,1,1,0,0,5.02
0,1,0,0,0,1,0,1,1,0,1,1,0,0,0.33
1,1,0,0,0,1,0,1,1,0,1,1,0,0,5.015
0,0,1,0,0,1,0,1,1,0,1,1,0,0,0.19
1,0,1,0,0,1,0,1,1,0,1,1,0,0,5.03
0,1,1,0,0,1,0,1,1,0,1,1,0,0,0.36
1,1,1,0,0,1,0,1,1,0,1,1,0,0,5.005
0,0,0,1,0,1,0,1,1,0,1,1,0,0,0.2
1,0,0,1,0,1,0,1,1,0,1,1,0,0,5.02
0,1,0,1,0,1,0,1,1,0,1,1,0,0,0.32
1,1,0,1,0,1,0,1,1,0,1,1,0,0,5.015
0,0,1,1,0,1,0,1,1,0,1,1,0,0,0.17
1,0,1,1,0,1,0,1,1,0,1,1,0,0,5.015
0,1,1,1,0,1,0,1,1,0,1,1,0,0,0.375
1,1,1,1,0,1,0,1,1,0,1,1,0,0,5.025
0,0,0,0,1,1,0,1,1,0,1,1,0,0,0.18
1,0,0,0,1,1,0,1,1,0,1,1,0,0,5.04
0,1,0,0,1,1,0,1,1,0,1,1,0,0,0.48
1,1,0,0,1,1,0,1,1,0,1,1,0,0,5.02
0,0,1,0,1,1,0,1,1,0,1,1,0,0,0.18
