SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillseq
1,0,0,1,1,0,1,1,1,1,1,1,1,1,0.778235579254
1,1,0,1,1,1,0,0,1,1,0,1,0,0,0.967523024721
0,1,1,1,0,0,1,1,1,1,1,0,0,0,0.0310227823558
0,0,0,1,0,1,0,1,0,0,1,0,0,0,0.112699951527
1,0,1,0,0,1,1,0,0,1,1,1,1,0,0.841250605914
0,1,1,0,0,0,0,1,1,1,0,0,1,0,0.0477460009695
1,0,0,1,0,1,1,0,0,1,1,1,1,1,0.805138148328
1,0,1,0,1,0,0,0,1,1,1,0,1,0,0.064226854096
1,0,1,1,1,1,1,0,0,1,1,1,1,0,0.766844401357
0,1,1,0,1,1,1,1,0,1,0,1,0,0,0.82113427048
0,0,1,0,0,0,0,0,1,0,1,1,0,1,0.874939408628
0,1,1,1,0,0,0,0,0,0,0,1,0,1,0.793989335919
0,0,1,1,0,0,1,0,0,1,0,0,1,0,0.167959282598
0,1,1,0,0,1,1,0,0,1,0,1,0,0,0.800048473097
0,1,0,1,0,0,0,1,0,0,1,1,0,0,0.756907416384
0,0,1,1,0,1,0,1,0,1,0,1,1,1,0.791565681047
1,1,0,0,0,0,1,1,0,1,1,1,1,0,0.804653417353
0,1,1,1,1,0,1,1,1,1,0,0,0,0,0.0622879301987
0,1,0,0,0,0,1,0,0,1,1,0,0,0,0.0702859912748
1,0,1,0,0,1,0,1,0,0,1,1,1,0,0.781143965099
0,0,1,1,0,1,1,1,0,1,0,0,0,1,0.115365971886
0,0,1,1,0,1,1,0,0,0,0,1,0,0,0.803926320892
1,1,0,1,1,1,1,0,1,1,0,0,0,0,0.141541444498
1,1,0,0,0,0,0,1,0,1,0,1,1,0,0.828162869607
0,0,1,0,0,0,1,0,1,0,0,1,1,0,0.767571497819
0,0,0,0,1,0,0,1,0,1,1,1,1,1,0.853853611246
0,1,0,1,1,1,0,1,0,0,0,1,1,1,0.804895782841
1,0,0,0,1,0,0,0,0,1,0,1,1,1,0.793504604944
1,0,1,1,0,0,0,1,1,0,1,0,1,0,0.182985942802
0,0,1,0,1,1,1,1,0,0,0,0,0,1,0.133058652448
1,0,0,0,0,1,0,0,1,0,0,1,1,0,0.765874939409
1,0,0,0,1,1,1,1,0,1,0,0,0,1,0.157052835676
0,1,1,1,0,0,0,0,0,0,0,0,1,1,0.0928259815802
1,1,0,1,0,1,0,1,1,1,0,0,0,0,0.140087251575
0,1,1,1,0,0,0,1,1,1,0,0,0,0,0.251333010179
0,1,1,1,1,1,0,0,1,1,1,1,1,1,0.824042656326
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0530780416869
0,1,0,1,0,0,0,1,1,1,0,1,0,0,0.889723703345
0,1,0,0,0,0,1,1,1,1,1,0,0,1,0.0637421231217
0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.144449830344
1,1,0,1,1,1,0,1,0,0,1,1,1,1,0.970673776054
0,0,1,0,0,1,1,1,0,1,0,1,1,1,0.818710615608
0,0,0,1,1,1,0,0,1,0,1,1,1,0,0.809500727096
0,1,0,0,1,1,0,0,1,0,0,0,0,0,0.0668928744547
1,0,0,0,0,1,1,1,0,0,0,1,0,0,0.800533204072
1,1,0,1,0,0,0,1,1,0,0,1,1,1,0.768056228793
1,1,0,0,0,1,1,1,0,0,0,0,1,0,0.0540475036355
1,0,0,1,1,0,0,1,1,1,1,1,1,1,0.78623364033
0,1,1,0,1,0,1,1,1,0,0,1,1,1,0.811924381968
0,1,0,1,1,0,1,1,0,0,0,0,1,0,0.0661657779932
1,0,0,0,1,1,1,1,1,1,1,0,0,0,0.0879786718371
1,0,1,1,0,1,0,1,0,0,1,1,0,1,0.865487154629
1,0,1,0,1,0,0,1,1,0,1,0,0,1,0.0988851187591
1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.0419292292778
1,1,1,0,1,1,0,0,1,1,0,1,1,1,0.796897721764
0,1,0,1,1,0,0,0,1,0,1,0,0,1,0.0632573921474
1,0,1,0,1,1,0,1,1,1,1,0,1,1,0.0399903053805
0,0,0,1,1,0,1,1,0,1,1,1,0,0,0.819922443044
1,0,0,0,0,1,0,1,1,0,1,0,0,1,0.127968977218
1,0,1,0,0,1,1,1,1,1,0,0,1,0,0.0790111488124
0,0,0,1,0,0,1,1,1,1,1,0,1,1,0.047018904508
0,0,0,0,1,0,1,1,1,1,1,1,0,0,0.958313136209
0,1,1,0,0,0,1,0,1,0,1,0,1,0,0.0722249151721
0,1,0,0,1,0,1,0,0,0,1,0,0,0,0.0828889966069
1,0,0,1,1,1,0,1,0,1,1,1,1,1,0.908628211343
1,1,0,0,1,0,0,0,1,1,1,1,1,0,0.882695104217
1,1,0,1,0,0,0,0,0,1,0,1,1,1,0.781386330587
0,0,1,1,1,1,1,0,1,1,0,1,1,0,0.761754726127
0,1,1,0,0,0,1,0,1,0,0,0,1,0,0.0918565196316
0,1,0,1,1,0,1,1,0,1,1,1,0,0,0.876151236064
0,1,1,0,0,1,0,0,1,1,1,1,1,1,0.778477944741
1,0,1,1,0,1,1,0,1,1,0,1,0,0,0.813136209404
0,1,0,1,0,0,1,1,1,0,1,0,0,1,0.0933107125545
1,0,1,1,0,0,1,0,1,0,1,1,1,1,0.823073194377
0,0,1,1,0,1,1,0,1,0,1,0,0,1,0.0683470673776
0,0,0,1,1,1,0,1,0,1,0,1,0,1,0.852157052836
1,1,1,0,0,0,0,1,1,1,1,1,0,1,0.987396994668
0,1,0,0,0,1,0,0,1,1,0,0,1,0,0.0264178380999
1,0,0,1,1,1,1,0,1,0,0,0,1,1,0.0668928744547
1,1,0,1,1,1,1,1,0,1,1,1,1,1,0.800533204072
1,0,1,0,0,1,0,0,1,1,1,0,0,1,0.0622879301987
0,1,0,1,1,0,1,1,1,1,1,1,0,0,0.786476005817
1,0,0,1,0,1,0,0,0,1,1,0,0,1,0.0777993213766
0,1,0,1,0,1,1,1,0,0,1,1,1,0,0.770237518177
1,0,1,1,0,0,0,1,1,0,1,1,1,1,0.840038778478
1,0,1,1,0,0,0,0,1,0,1,1,1,1,0.807561803199
0,1,1,1,1,0,1,1,0,1,0,1,0,1,0.776781386331
1,1,1,1,1,1,1,0,0,0,0,0,0,1,0.198012603005
1,0,0,0,1,0,0,0,1,1,1,0,0,1,0.0918565196316
0,0,0,0,1,0,1,0,1,1,1,0,0,0,0.0625302956859
0,1,1,1,0,1,1,1,0,1,1,0,1,0,0.0458070770722
0,1,1,0,0,0,1,0,1,0,1,1,1,0,0.808046534174
0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.8245273873
1,1,0,0,0,1,1,1,0,0,1,1,1,0,0.809258361609
1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.841250605914
1,1,0,1,1,1,0,1,0,1,0,1,1,0,0.789384391663
0,1,0,1,1,1,1,0,1,1,1,0,1,1,0.0678623364033
0,1,0,1,1,0,0,0,0,0,0,0,0,1,0.067377605429
1,1,0,1,0,0,0,1,1,1,0,0,1,0,0.0637421231217
0,1,0,1,1,0,0,0,0,0,1,1,1,0,0.899903053805
0,1,1,1,0,1,1,1,1,1,0,0,1,1,0.0467765390208
0,0,1,1,1,0,1,1,0,1,1,0,1,1,0.0465341735337
1,1,0,0,0,0,1,0,1,1,0,1,0,1,0.85264178381
0,0,0,0,1,0,1,1,0,0,1,1,1,0,0.746728065923
1,1,0,1,0,0,0,0,0,0,1,0,0,0,0.100581677169
0,1,1,0,0,0,1,1,0,1,0,0,1,0,0.0988851187591
1,0,1,1,1,1,0,0,1,0,1,0,0,1,0.079980610761
1,1,1,1,0,0,1,0,1,1,1,1,0,0,0.895055744062
1,0,1,0,0,0,1,1,0,0,0,0,0,0,0.116335433834
1,1,1,0,1,1,0,0,1,0,0,0,0,0,0.0843431895298
1,1,0,0,1,1,0,0,1,0,0,1,0,0,0.830586524479
0,0,0,1,1,0,1,0,0,1,0,0,0,0,0.0792535142996
0,0,0,0,1,1,0,0,1,0,1,1,0,0,0.771206980126
0,0,1,1,0,0,1,1,1,1,1,0,0,1,0.0625302956859
1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.0664081434804
0,0,1,0,1,1,0,0,1,0,0,1,1,0,0.780174503151
0,0,0,1,1,1,0,1,0,1,0,1,1,1,0.787445467765
1,1,1,1,1,0,1,0,0,1,1,0,1,0,0.0467765390208
0,1,1,1,0,1,1,1,0,0,1,1,1,1,0.75811924382
0,0,1,1,0,1,0,0,1,0,0,0,1,0,0.0254483761512
0,1,1,1,1,0,0,1,0,0,1,1,0,1,0.830586524479
0,0,1,1,0,0,1,1,0,0,1,0,0,1,0.132089190499
1,1,1,0,1,1,1,0,1,0,0,0,1,0,0.0511391177896
1,1,0,0,1,0,1,0,0,1,0,0,0,0,0.0988851187591
0,0,1,1,1,1,0,1,0,1,0,1,1,1,0.820407174018
0,0,1,1,1,0,1,0,0,1,1,0,1,1,0.101066408143
0,1,0,0,1,0,0,0,1,1,0,0,1,0,0.0516238487639
0,0,1,0,0,0,1,1,0,0,1,1,0,0,0.829132331556
1,1,0,0,0,0,0,1,1,1,1,0,0,0,0.0797382452739
0,1,0,0,1,0,0,0,0,1,1,0,1,0,0.026660203587
0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.0479883664566
1,0,1,0,1,0,0,0,1,0,0,1,0,0,0.804168686379
1,0,1,1,1,0,0,1,0,0,0,1,1,0,0.864032961706
0,1,1,0,0,0,1,1,0,1,0,0,0,1,0.0884634028114
1,0,1,1,0,0,0,0,0,0,1,0,1,0,0.0671352399418
1,0,0,0,0,0,1,0,0,1,1,0,1,1,0.0933107125545
1,1,1,1,0,1,0,1,0,0,0,1,1,0,0.809015996122
0,1,1,0,0,0,0,0,1,1,1,1,0,0,0.883422200679
1,1,1,1,0,0,0,1,1,1,0,0,0,0,0.0780416868638
0,0,0,1,1,0,0,0,0,1,1,0,1,0,0.0552593310713
1,1,0,0,1,0,0,0,1,1,0,0,1,0,0.0756180319922
0,1,1,0,0,0,1,0,1,1,0,0,1,1,0.08773630635
1,1,1,0,0,1,0,0,1,1,0,1,1,0,0.793262239457
0,1,0,1,0,1,1,1,1,1,1,0,1,1,0.0664081434804
0,1,1,0,0,1,0,0,1,0,1,1,0,0,0.766844401357
1,0,0,0,1,1,0,0,1,1,0,1,1,1,0.79132331556
0,0,1,0,0,1,1,1,1,0,1,1,1,0,0.811682016481
0,1,0,1,1,0,1,1,1,0,1,0,0,1,0.0535627726612
1,0,1,0,0,0,0,0,1,0,0,0,1,1,0.266359670383
0,1,1,0,0,0,1,0,0,0,0,0,1,1,0.194861851672
0,1,1,0,0,1,0,0,0,1,1,1,1,1,0.772418807562
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0.112942317014
0,0,1,0,1,0,0,1,1,0,1,0,0,0,0.0780416868638
1,1,0,0,0,1,1,0,1,0,0,1,0,1,0.85264178381
1,0,0,0,0,0,1,0,1,1,0,0,1,1,0.0535627726612
0,1,1,1,0,1,0,0,1,0,1,0,1,0,0.269510421716
0,0,0,1,0,0,0,1,1,0,0,0,1,0,0.0618031992244
1,0,1,0,1,0,0,0,0,1,0,1,1,0,0.839796412991
1,0,0,1,1,0,1,0,1,1,1,0,0,1,0.146146388754
1,1,1,0,1,0,1,0,1,1,0,0,1,1,0.0739214735822
0,1,1,1,0,0,1,1,1,0,1,1,1,0,0.785748909355
1,1,0,1,1,0,1,1,1,0,0,1,1,0,0.798594280175
1,0,1,0,0,1,0,1,0,1,1,0,1,0,0.0150266602036
0,1,0,0,1,0,0,0,1,0,1,0,1,1,0.126272418808
1,0,0,1,1,0,1,0,0,0,1,0,0,0,0.106640814348
1,0,1,0,1,1,1,0,0,1,0,0,0,1,0.108579738245
1,1,1,1,0,0,0,1,1,1,1,1,0,1,0.7981095492
1,1,1,0,0,0,0,1,0,1,0,1,0,0,0.880998545807
1,0,0,1,1,1,0,0,0,0,0,0,0,1,0.109549200194
0,1,1,1,0,0,0,1,1,0,1,1,0,1,0.897237033446
0,1,0,1,1,0,0,0,0,0,0,1,0,1,0.790111488124
0,0,0,0,0,1,1,0,1,1,1,0,0,0,0.133058652448
0,1,1,0,0,0,0,1,0,1,1,0,1,0,0.0315075133301
0,1,1,0,1,1,0,0,0,1,0,1,1,1,0.824285021813
1,1,1,1,0,1,1,1,0,1,0,0,1,0,0.050169655841
0,1,0,0,1,0,1,0,1,1,0,1,0,0,0.844886088221
1,1,0,1,0,1,1,0,0,1,1,1,1,0,0.890450799806
1,1,1,0,1,0,1,1,1,0,1,0,0,1,0.108095007271
1,0,0,0,0,1,1,0,1,1,1,1,1,0,0.837372758119
0,0,1,1,0,1,1,1,1,1,1,0,0,0,0.125302956859
0,1,0,1,1,0,1,1,1,0,0,0,1,1,0.00872515753757
1,0,1,1,0,0,1,0,1,0,0,1,1,1,0.768540959767
0,1,0,0,1,0,1,0,1,0,0,0,1,1,0.0714978187106
1,1,1,1,1,0,1,0,1,1,0,0,0,0,0.102278235579
0,1,0,1,0,0,1,0,0,1,1,1,0,0,0.800775569559
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.135482307319
0,1,0,1,1,0,1,0,1,0,1,1,0,0,0.76660203587
1,0,0,1,1,0,0,0,0,1,1,0,0,1,0.070528356762
1,1,0,1,0,1,1,0,0,1,1,1,0,0,0.809743092584
0,0,1,1,1,1,0,0,1,0,0,0,0,1,0.0511391177896
0,0,1,0,0,0,0,0,1,1,1,1,0,0,0.820407174018
0,0,1,0,0,1,0,0,0,0,1,0,1,0,0.0353853611246
1,0,1,0,0,1,1,0,0,1,1,0,0,0,0.136451769268
1,0,0,1,0,0,1,0,1,0,1,1,0,1,0.816771691711
0,0,1,1,1,0,1,0,0,1,1,0,1,0,0.0571982549685
1,1,1,1,0,1,1,0,0,0,1,0,1,1,0.0622879301987
1,1,0,1,1,1,0,1,0,0,1,1,1,1,0.924139602521
0,1,0,1,1,0,1,0,1,0,0,0,0,0,0.23679108095
1,0,0,0,1,0,1,1,1,0,0,1,1,1,0.805380513815
0,0,1,0,1,1,1,0,0,0,0,1,1,0,0.713523994183
1,0,1,0,0,1,1,0,0,0,1,0,1,0,0.0530780416869
0,0,0,0,1,1,0,1,1,1,1,1,0,1,0.780174503151
0,0,0,1,0,1,1,0,0,1,0,0,1,1,0.0668928744547
1,1,0,1,0,0,0,0,1,1,1,1,0,0,0.935773145904
0,1,1,1,0,1,0,1,1,0,1,1,1,1,0.73679108095
0,1,1,1,0,1,1,1,0,0,0,1,1,1,0.837857489094
1,0,0,0,0,0,1,0,0,1,0,1,1,0,0.892389723703
1,1,1,0,1,1,1,1,0,0,0,0,1,1,0.0809500727096
1,1,1,1,0,0,0,1,1,0,1,0,0,0,0.128211342705
0,0,0,1,0,0,1,1,1,1,0,1,0,0,0.933349491032
0,0,1,1,0,1,0,0,0,1,1,0,1,0,0.0378090159961
0,0,0,1,1,0,0,1,0,1,0,1,1,1,0.802956858943
1,1,0,1,1,1,0,1,0,0,1,0,0,1,0.108822103732
1,0,1,1,1,1,1,1,0,1,0,0,0,1,0.0874939408628
0,0,1,0,1,0,1,0,1,0,0,0,1,0,0.0244789142026
0,1,0,0,0,1,0,0,0,0,0,1,1,0,0.913475521086
0,0,1,0,1,0,0,0,0,1,1,0,0,0,0.133785748909
1,1,0,1,0,1,1,0,1,0,0,0,1,1,0.0433834222007
1,0,0,1,0,0,0,1,1,0,1,0,1,1,0.0545322346098
1,1,0,1,1,0,1,0,0,1,1,0,0,1,0.0957343674261
0,0,0,0,1,0,0,0,1,1,1,0,1,1,0.0550169655841
0,1,1,0,0,0,0,1,0,1,0,1,1,1,0.747455162385
1,0,1,0,0,1,0,0,1,0,1,0,0,0,0.0882210373243
0,1,0,1,1,1,0,0,1,0,1,0,0,0,0.0489578284052
0,1,1,0,0,0,1,0,0,1,1,0,1,1,0.0
1,0,0,1,1,0,1,1,0,1,0,1,1,1,0.822103732429
1,0,1,1,0,1,0,1,1,0,1,1,1,1,0.774115365972
0,0,1,1,1,0,1,1,1,1,1,0,1,1,0.0319922443044
1,0,1,1,1,0,1,1,1,0,0,0,0,0,0.0719825496849
1,0,1,1,1,1,0,0,0,0,1,0,1,0,0.0334464372273
0,0,1,0,0,0,1,1,0,1,0,1,1,0,0.783809985458
1,1,1,0,1,1,1,1,0,0,0,1,1,1,0.797382452739
0,1,0,1,0,1,1,0,1,0,1,0,1,1,0.0976732913233
0,1,1,1,0,0,0,0,1,1,1,0,0,0,0.118031992244
0,1,0,1,0,1,0,1,0,0,0,0,1,1,0.1490547746
1,1,0,0,1,0,0,1,0,0,0,1,1,0,0.803683955405
0,1,0,1,1,0,0,0,1,0,1,0,0,1,0.101793504605
0,1,1,0,0,1,1,0,0,1,0,0,0,0,0.173533688803
0,0,1,1,1,1,1,0,0,1,0,1,1,1,0.805622879302
1,0,1,1,1,1,0,1,0,1,0,0,0,1,0.119970916142
1,1,1,0,1,0,1,0,1,1,0,0,0,0,0.114881240911
1,0,0,0,1,1,0,1,1,0,1,1,1,1,0.862578768783
0,1,1,0,1,1,1,1,1,1,1,0,1,1,0.0899175957344
0,0,1,0,1,1,1,1,1,0,1,1,0,1,0.742365487155
0,0,1,1,1,0,0,1,1,1,0,1,1,1,0.806349975763
0,0,0,0,1,0,1,1,0,1,0,0,0,0,0.0586524478914
1,1,1,1,1,1,1,1,0,0,0,0,1,1,0.15414444983
0,0,1,1,0,0,0,1,1,0,0,0,1,1,0.0928259815802
0,0,1,0,1,1,1,0,1,1,1,1,0,0,0.779689772176
0,1,0,1,1,0,0,0,1,1,0,0,1,1,0.128696073679
0,0,1,1,1,0,1,0,0,1,1,1,1,0,0.779447406689
0,0,0,1,0,0,0,0,1,0,1,1,0,1,0.861366941348
0,0,0,0,0,1,1,0,1,1,1,0,0,1,0.0637421231217
1,0,1,1,1,1,0,1,1,1,0,1,1,0,0.819680077557
1,0,0,0,1,0,1,1,0,0,1,0,1,0,0.067377605429
1,0,0,0,1,0,1,0,1,0,1,0,1,0,0.0622879301987
0,0,0,1,0,1,1,1,0,0,1,1,1,0,0.913233155599
1,1,0,1,1,1,0,1,1,0,0,1,0,1,0.888754241396
0,1,0,0,0,1,1,1,0,1,0,0,1,0,0.0555016965584
1,1,1,0,0,1,1,1,1,1,0,1,1,1,0.814590402327
1,1,0,1,1,0,1,1,0,1,0,0,0,1,0.0751333010179
0,1,1,0,0,1,0,1,0,0,1,1,0,1,0.845370819195
1,1,1,0,0,1,0,1,0,1,1,1,0,0,0.842704798837
1,1,0,1,1,1,1,0,0,0,1,0,1,0,0.08773630635
1,0,0,0,0,0,1,0,0,1,0,1,1,1,0.792292777508
1,1,0,1,1,0,1,1,0,1,0,1,0,1,0.846825012118
0,1,1,0,0,1,0,0,1,1,0,0,1,1,0.0952496364518
1,1,1,1,1,1,1,0,1,1,1,0,0,0,0.0942801745032
1,1,1,0,1,1,1,0,1,1,0,0,1,1,0.0729520116335
0,0,1,0,1,1,1,1,1,0,0,1,1,1,0.786476005817
1,0,0,1,1,1,1,1,1,1,0,1,0,1,0.944255937954
1,0,1,1,1,0,0,0,1,1,0,0,1,1,0.17038293747
1,0,0,1,1,1,1,0,1,1,1,1,1,0,0.802229762482
0,0,1,1,1,0,1,1,1,1,0,1,0,0,0.807804168686
1,0,0,0,0,0,1,0,1,1,0,0,0,1,0.119970916142
0,1,0,0,1,0,1,0,1,0,0,0,1,0,0.026660203587
1,0,0,1,1,1,0,1,0,0,0,1,1,1,0.747212796898
0,0,1,0,0,1,1,1,1,0,0,0,0,1,0.130150266602
1,1,0,1,1,0,1,1,0,0,1,0,0,0,0.0288414929714
0,1,0,0,1,1,1,1,1,0,1,1,0,1,0.761027629666
1,0,1,0,1,0,1,1,1,1,1,0,0,1,0.12433349491
1,0,0,0,1,0,1,1,1,0,1,0,0,1,0.0882210373243
0,0,1,1,1,0,1,0,1,1,1,1,0,1,0.798594280175
1,1,1,1,0,0,0,0,0,0,0,0,1,0,0.0724672806592
0,1,1,1,1,0,0,1,0,0,0,0,1,1,0.0571982549685
1,1,0,1,1,0,1,0,1,0,1,1,0,1,0.838584585555
1,0,1,0,1,1,1,0,1,0,1,1,0,1,0.889966068832
0,0,0,1,0,1,0,0,1,0,0,1,0,0,0.875424139603
0,0,0,1,0,0,1,0,1,0,0,0,0,1,0.0710130877363
0,1,1,1,1,0,0,0,1,0,1,1,0,0,0.840523509452
0,1,0,1,0,0,0,0,1,1,1,1,1,0,0.773630634998
0,0,0,1,1,1,0,1,1,1,1,1,1,1,0.780659234125
1,1,1,0,0,0,1,1,0,1,1,1,0,0,0.836645661658
0,1,0,0,0,1,1,1,0,0,1,0,1,0,0.0215705283568
1,1,0,1,0,0,0,0,0,0,0,0,1,0,0.102762966554
0,0,1,1,0,0,1,0,1,1,1,1,1,1,0.787687833253
1,1,1,1,1,0,1,0,1,0,1,1,1,1,0.785748909355
1,0,1,1,1,0,0,0,0,1,1,1,0,1,0.836888027145
0,0,0,1,0,0,1,0,1,1,0,0,0,1,0.0979156568105
1,0,0,1,0,1,0,0,1,0,1,1,1,1,0.873485215705
1,1,0,0,1,0,1,0,0,0,0,0,1,1,0.026660203587
0,1,1,0,0,1,0,0,0,1,1,1,0,1,0.867426078526
1,1,1,0,0,0,0,0,1,0,0,0,0,1,0.0717401841978
0,0,1,0,1,1,0,0,0,0,1,0,0,1,0.0390208434319
1,1,1,1,0,1,1,0,0,1,1,0,1,1,0.0998545807077
0,1,0,0,1,1,0,0,0,1,1,1,0,0,0.804895782841
0,0,0,1,0,0,0,0,0,1,1,0,0,1,0.0974309258362
0,0,1,1,1,1,1,0,0,0,1,1,1,1,0.811924381968
0,0,1,1,0,1,0,1,1,1,1,1,0,1,0.844643722734
0,0,1,0,1,0,1,0,1,1,0,1,0,0,0.825981580223
1,1,1,0,0,1,0,1,0,1,0,0,1,0,0.081434803684
0,1,1,0,0,0,0,1,0,1,1,1,1,1,0.836160930683
0,0,0,1,1,1,0,0,0,1,1,1,1,0,0.785748909355
0,1,0,0,0,1,1,0,1,1,1,1,1,0,0.787203102278
1,1,0,1,0,0,1,1,1,0,1,0,1,0,0.0659234125061
1,0,1,0,1,0,1,0,0,1,1,1,1,1,0.782355792535
1,1,0,0,0,1,0,1,0,1,1,0,1,0,0.0428986912264
1,1,0,1,1,1,0,0,1,1,1,1,1,0,0.76660203587
0,1,1,1,0,0,0,1,1,1,1,1,0,0,0.798594280175
0,1,1,1,0,1,0,0,0,0,0,0,0,0,0.110276296655
1,0,1,0,0,0,1,0,0,0,1,0,1,0,0.0276296655356
1,0,0,0,1,0,1,1,0,1,0,0,0,1,0.121909840039
0,0,1,0,0,1,0,0,0,0,0,0,1,1,0.0477460009695
0,1,0,0,1,0,0,0,0,1,0,0,1,1,0.0399903053805
0,0,1,0,1,0,1,1,0,0,1,1,0,0,0.755695588948
1,1,0,1,0,0,0,1,0,1,1,1,0,1,0.837372758119
0,0,1,0,0,1,0,0,1,0,0,1,0,1,0.806592341251
0,0,0,1,0,1,1,0,0,0,1,1,0,0,0.809258361609
0,0,1,1,1,0,0,0,1,0,0,0,0,1,0.0843431895298
0,1,0,1,1,0,0,0,1,0,1,0,0,0,0.0395055744062
1,0,0,0,0,0,1,0,1,0,1,1,1,1,0.82113427048
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0659234125061
1,1,1,1,0,0,0,0,1,1,1,1,1,0,0.848521570528
0,0,0,0,0,0,1,1,0,0,0,0,1,1,0.0305380513815
0,1,0,0,0,1,1,0,1,0,1,1,0,0,0.732913233156
0,0,0,0,1,1,0,1,1,1,0,0,0,0,0.0751333010179
0,0,1,0,0,0,1,1,1,0,0,0,0,1,0.0601066408143
0,0,1,0,1,0,1,0,0,0,1,1,1,1,0.778720310228
0,0,1,1,0,1,1,1,1,0,0,0,1,0,0.0729520116335
0,0,1,0,1,1,0,1,0,1,0,0,1,1,0.0804653417353
1,1,0,1,0,0,0,0,0,0,0,1,1,0,0.786476005817
0,1,1,0,0,0,1,0,1,1,0,0,0,0,0.0787687833253
1,1,0,1,1,1,0,0,0,1,0,0,0,1,0.106640814348
1,0,1,0,1,1,0,0,1,1,1,0,1,1,0.0380513814833
1,0,0,0,1,1,1,0,0,1,1,0,1,1,0.0336888027145
1,1,1,0,1,0,1,0,1,1,1,0,0,0,0.249636451769
1,1,0,1,0,0,1,0,0,0,1,0,1,1,0.0256907416384
1,1,1,0,0,1,1,0,1,0,0,0,0,0,0.131604459525
1,1,0,0,0,0,0,1,1,0,0,1,1,0,0.907901114881
0,0,1,1,0,0,1,1,0,0,0,1,1,1,0.748666989821
0,1,0,1,0,1,0,1,1,1,1,1,0,1,0.928259815802
0,1,1,0,1,1,0,1,0,1,0,0,1,1,0.0506543868153
1,1,1,0,0,1,0,0,0,1,0,1,1,0,0.836645661658
1,0,1,0,0,1,0,0,1,0,1,1,1,1,0.74018419777
1,1,0,1,0,1,0,0,0,1,0,0,1,0,0.070528356762
0,0,1,1,0,1,1,0,0,1,0,1,1,0,0.760542898691
0,1,0,0,1,0,1,1,0,1,0,1,1,1,0.804411051866
0,1,0,1,0,0,0,1,0,1,1,1,0,1,0.800533204072
1,0,1,1,1,0,0,0,1,1,1,0,1,1,0.0576829859428
0,1,0,0,0,0,1,0,0,1,1,1,0,1,0.883664566166
0,0,0,1,0,1,1,0,1,1,1,1,1,1,0.781871061561
1,0,0,0,0,1,0,0,1,0,0,1,1,0,0.825981580223
0,0,0,0,0,1,0,0,1,1,1,0,0,1,0.0608337372758
1,0,1,1,0,0,1,1,0,1,1,1,1,1,0.820407174018
0,0,0,0,1,0,1,1,0,0,1,1,0,0,0.795443528841
0,1,1,1,1,0,1,1,0,1,1,0,1,0,0.168444013572
0,1,1,0,1,0,1,0,1,0,0,1,1,1,0.821619001454
1,1,0,1,0,1,0,0,1,0,1,0,1,1,0.0777993213766
0,0,1,1,1,0,1,1,0,0,0,1,1,1,0.774842462433
1,1,1,0,0,0,0,1,1,0,0,0,1,0,0.0591371788657
0,0,0,1,0,1,1,1,1,0,0,1,0,1,0.928502181289
1,1,0,0,0,0,1,0,1,1,1,0,0,1,0.178138633059
0,1,1,0,1,0,0,1,1,0,0,0,0,1,0.103247697528
1,1,0,1,0,1,1,0,0,1,1,1,0,1,0.926563257392
1,1,1,0,1,0,1,0,1,0,0,1,0,0,0.836403296171
0,1,1,0,1,0,0,1,1,1,0,0,0,0,0.0867668444014
1,1,0,0,0,0,1,1,0,1,0,0,1,1,0.05792535143
0,1,1,0,1,0,1,1,1,1,0,0,0,1,0.147600581677
0,0,1,0,1,1,0,1,0,0,0,1,1,0,0.749878817256
0,1,0,1,1,1,1,0,1,1,1,1,0,1,0.843674260785
0,0,1,1,0,0,0,0,1,1,0,0,0,0,0.123606398449
1,1,0,0,0,1,0,0,1,0,1,1,0,1,0.764663111973
0,1,0,1,0,1,1,0,1,1,0,0,1,0,0.0271449345613
0,0,1,1,0,0,0,1,1,0,1,1,1,0,0.777750848279
0,0,1,1,0,1,0,1,1,0,1,1,0,1,0.961948618517
0,1,0,0,0,1,0,0,1,0,1,0,0,1,0.0739214735822
1,0,1,0,0,1,0,1,1,1,0,1,1,1,0.961221522055
