SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillseq.4
0,0,0,0,0,1,0,0,1,0,0,0,0,1,18.392
1,1,0,1,1,1,0,1,0,0,1,1,1,1,22.771
0,0,1,0,0,1,1,1,0,1,0,1,1,1,22.497
0,0,0,1,1,1,0,0,1,0,1,1,1,0,22.298
0,1,0,0,1,1,0,0,1,0,0,0,0,0,18.524
1,0,0,0,0,1,1,1,0,0,0,1,0,0,22.821
1,1,0,1,0,0,0,1,1,0,0,1,1,1,22.643
1,1,0,0,0,1,1,1,0,0,0,0,1,0,18.399
1,0,0,1,1,0,0,1,1,1,1,1,1,1,22.641
0,1,1,0,1,0,1,1,1,0,0,1,1,1,22.358
0,1,0,1,1,0,1,1,0,0,0,0,1,0,18.567
1,0,0,0,1,1,1,1,1,1,1,0,0,0,18.512
1,0,1,1,0,1,0,1,0,0,1,1,0,1,22.612
1,0,1,0,1,0,0,1,1,0,1,0,0,1,18.512
1,1,1,1,1,1,1,1,1,1,1,0,1,1,18.165
1,1,1,0,1,1,0,0,1,1,0,1,1,1,22.637
0,1,0,1,1,0,0,0,1,0,1,0,0,1,18.5
1,0,1,0,1,1,0,1,1,1,1,0,1,1,18.227
0,0,0,1,1,0,1,1,0,1,1,1,0,0,22.862
1,0,0,0,0,1,0,1,1,0,1,0,0,1,18.541
1,0,1,0,0,1,1,1,1,1,0,0,1,0,18.241
0,0,0,1,0,0,1,1,1,1,1,0,1,1,18.246
0,0,0,0,1,0,1,1,1,1,1,1,0,0,22.919
0,1,1,0,0,0,1,0,1,0,1,0,1,0,18.357
0,1,0,0,1,0,1,0,0,0,1,0,0,0,18.44
1,0,0,1,1,1,0,1,0,1,1,1,1,1,22.636
1,1,0,0,1,0,0,0,1,1,1,1,1,0,22.68
1,1,0,1,0,0,0,0,0,1,0,1,1,1,22.603
0,0,1,1,1,1,1,0,1,1,0,1,1,0,22.322
0,1,1,0,0,0,1,0,1,0,0,0,1,0,18.193
0,1,0,1,1,0,1,1,0,1,1,1,0,0,22.573
0,1,1,0,0,1,0,0,1,1,1,1,1,1,22.492
1,0,1,1,0,1,1,0,1,1,0,1,0,0,22.682
0,1,0,1,0,0,1,1,1,0,1,0,0,1,18.468
1,0,1,1,0,0,1,0,1,0,1,1,1,1,22.752
0,0,1,1,0,1,1,0,1,0,1,0,0,1,18.342
0,0,0,1,1,1,0,1,0,1,0,1,0,1,23.165
1,1,1,0,0,0,0,1,1,1,1,1,0,1,22.907
0,1,0,0,0,1,0,0,1,1,0,0,1,0,18.267
1,0,0,1,1,1,1,0,1,0,0,0,1,1,18.131
1,1,0,1,1,1,1,1,0,1,1,1,1,1,22.485
1,0,1,0,0,1,0,0,1,1,1,0,0,1,18.384
0,1,0,1,1,0,1,1,1,1,1,1,0,0,22.646
1,0,0,1,0,1,0,0,0,1,1,0,0,1,18.477
0,1,0,1,0,1,1,1,0,0,1,1,1,0,22.452
1,0,1,1,0,0,0,1,1,0,1,1,1,1,22.444
1,0,1,1,0,0,0,0,1,0,1,1,1,1,22.432
0,1,1,1,1,0,1,1,0,1,0,1,0,1,22.722
1,1,1,1,1,1,1,0,0,0,0,0,0,1,18.531
1,0,0,0,1,0,0,0,1,1,1,0,0,1,18.456
0,0,0,0,1,0,1,0,1,1,1,0,0,0,18.502
0,1,1,1,0,1,1,1,0,1,1,0,1,0,18.124
0,1,1,0,0,0,1,0,1,0,1,1,1,0,22.147
0,0,0,0,0,1,0,0,0,0,0,1,0,1,22.557
1,1,0,0,0,1,1,1,0,0,1,1,1,0,22.544
1,0,0,0,0,0,1,0,0,0,0,1,0,0,22.485
1,1,0,1,1,1,0,1,0,1,0,1,1,0,22.483
0,1,0,1,1,1,1,0,1,1,1,0,1,1,18.364
0,1,0,1,1,0,0,0,0,0,0,0,0,1,18.352
1,1,0,1,0,0,0,1,1,1,0,0,1,0,18.362
0,1,0,1,1,0,0,0,0,0,1,1,1,0,22.467
0,1,1,1,0,1,1,1,1,1,0,0,1,1,18.134
0,0,1,1,1,0,1,1,0,1,1,0,1,1,18.12
1,1,0,0,0,0,1,0,1,1,0,1,0,1,23.041
0,0,0,0,1,0,1,1,0,0,1,1,1,0,22.603
1,1,0,1,0,0,0,0,0,0,1,0,0,0,18.343
0,1,1,0,0,0,1,1,0,1,0,0,1,0,18.28
1,0,1,1,1,1,0,0,1,0,1,0,0,1,18.502
1,1,1,1,0,0,1,0,1,1,1,1,0,0,22.771
1,0,1,0,0,0,1,1,0,0,0,0,0,0,18.401
1,1,1,0,1,1,0,0,1,0,0,0,0,0,18.456
1,1,0,0,1,1,0,0,1,0,0,1,0,0,22.762
0,0,0,1,1,0,1,0,0,1,0,0,0,0,18.474
0,0,0,0,1,1,0,0,1,0,1,1,0,0,22.724
0,0,1,1,0,0,1,1,1,1,1,0,0,1,18.457
1,0,1,0,0,0,0,1,0,1,0,0,0,0,18.375
0,0,1,0,1,1,0,0,1,0,0,1,1,0,22.277
0,0,0,1,1,1,0,1,0,1,0,1,1,1,22.465
1,1,1,1,1,0,1,0,0,1,1,0,1,0,18.265
0,1,1,1,0,1,1,1,0,0,1,1,1,1,22.189
0,0,1,1,0,1,0,0,1,0,0,0,1,0,18.091
0,1,1,1,1,0,0,1,0,0,1,1,0,1,22.47
0,0,1,1,0,0,1,1,0,0,1,0,0,1,18.516
1,1,1,0,1,1,1,0,1,0,0,0,1,0,18.075
1,1,0,0,1,0,1,0,0,1,0,0,0,0,18.78
0,0,1,1,1,1,0,1,0,1,0,1,1,1,22.688
0,0,1,1,1,0,1,0,0,1,1,0,1,1,18.26
0,1,0,0,1,0,0,0,1,1,0,0,1,0,18.405
0,0,1,0,0,0,1,1,0,0,1,1,0,0,22.674
1,1,0,0,0,0,0,1,1,1,1,0,0,0,18.48
0,1,0,0,1,0,0,0,0,1,1,0,1,0,18.355
0,0,1,1,0,0,0,1,0,0,0,0,0,0,18.541
1,0,1,0,1,0,0,0,1,0,0,1,0,0,22.767
1,0,1,1,1,0,0,1,0,0,0,1,1,0,22.505
0,1,1,0,0,0,1,1,0,1,0,0,0,1,18.543
1,0,1,1,0,0,0,0,0,0,1,0,1,0,18.03
1,0,0,0,0,0,1,0,0,1,1,0,1,1,18.379
1,1,1,1,0,1,0,1,0,0,0,1,1,0,22.648
0,1,1,0,0,0,0,0,1,1,1,1,0,0,22.613
1,1,1,1,0,0,0,1,1,1,0,0,0,0,18.664
0,0,0,1,1,0,0,0,0,1,1,0,1,0,18.197
1,1,0,0,1,0,0,0,1,1,0,0,1,0,18.272
0,1,1,0,0,0,1,0,1,1,0,0,1,1,18.269
1,1,1,0,0,1,0,0,1,1,0,1,1,0,22.331
0,1,0,1,0,1,1,1,1,1,1,0,1,1,18.246
0,1,1,0,0,1,0,0,1,0,1,1,0,0,22.418
1,0,0,0,1,1,0,0,1,1,0,1,1,1,22.399
0,0,1,0,0,1,1,1,1,0,1,1,1,0,22.272
0,1,0,1,1,0,1,1,1,0,1,0,0,1,18.278
1,0,1,0,0,0,0,0,1,0,0,0,1,1,18.361
0,1,1,0,0,0,1,0,0,0,0,0,1,1,18.145
0,1,1,0,0,1,0,0,0,1,1,1,1,1,22.606
0,1,0,1,0,0,0,0,0,0,0,0,1,1,17.958
0,0,1,0,1,0,0,1,1,0,1,0,0,0,18.154
1,1,0,0,0,1,1,0,1,0,0,1,0,1,22.915
1,0,0,0,0,0,1,0,1,1,0,0,1,1,18.349
0,1,1,1,0,1,0,0,1,0,1,0,1,0,18.135
0,0,0,1,0,0,0,1,1,0,0,0,1,0,18.122
1,0,1,0,1,0,0,0,0,1,0,1,1,0,22.682
1,0,0,1,1,0,1,0,1,1,1,0,0,1,18.479
1,1,1,0,1,0,1,0,1,1,0,0,1,1,18.481
0,1,1,1,0,0,1,1,1,0,1,1,1,0,22.097
1,1,0,1,1,0,1,1,1,0,0,1,1,0,22.492
1,0,1,0,0,1,0,1,0,1,1,0,1,0,18.265
0,1,0,0,1,0,0,0,1,0,1,0,1,1,18.141
1,0,0,1,1,0,1,0,0,0,1,0,0,0,18.467
1,0,1,0,1,1,1,0,0,1,0,0,0,1,18.692
1,1,1,1,0,0,0,1,1,1,1,1,0,1,22.808
1,1,1,0,0,0,0,1,0,1,0,1,0,0,22.963
1,0,0,1,1,1,0,0,0,0,0,0,0,1,18.541
0,1,1,1,0,0,0,1,1,0,1,1,0,1,22.445
0,1,0,1,1,0,0,0,0,0,0,1,0,1,22.542
0,0,0,0,0,1,1,0,1,1,1,0,0,0,18.491
0,1,1,0,0,0,0,1,0,1,1,0,1,0,18.427
0,1,1,0,1,1,0,0,0,1,0,1,1,1,22.646
1,1,1,1,0,1,1,1,0,1,0,0,1,0,18.353
0,1,0,0,1,0,1,0,1,1,0,1,0,0,22.807
1,1,0,1,0,1,1,0,0,1,1,1,1,0,22.56
1,1,1,0,1,0,1,1,1,0,1,0,0,1,18.397
1,0,0,0,0,1,1,0,1,1,1,1,1,0,22.58
0,0,1,1,0,1,1,1,1,1,1,0,0,0,18.58
0,1,0,1,1,0,1,1,1,0,0,0,1,1,18.061
1,0,1,1,0,0,1,0,1,0,0,1,1,1,22.588
0,1,0,0,1,0,1,0,1,0,0,0,1,1,17.974
1,1,1,1,1,0,1,0,1,1,0,0,0,0,18.533
0,1,0,1,0,0,1,0,0,1,1,1,0,0,22.723
1,1,1,1,1,1,1,1,1,1,0,0,0,0,18.828
0,1,0,1,1,0,1,0,1,0,1,1,0,0,22.386
1,0,0,1,1,0,0,0,0,1,1,0,0,1,18.69
1,1,0,1,0,1,1,0,0,1,1,1,0,0,22.849
0,0,1,1,1,1,0,0,1,0,0,0,0,1,18.396
0,0,1,0,0,0,0,0,1,1,1,1,0,0,22.746
0,0,1,0,0,1,0,0,0,0,1,0,1,0,18.175
1,0,1,0,0,1,1,0,0,1,1,0,0,0,18.435
1,0,0,1,0,0,1,0,1,0,1,1,0,1,22.598
0,0,1,1,1,0,1,0,0,1,1,0,1,0,18.136
1,1,1,1,0,1,1,0,0,0,1,0,1,1,18.153
1,1,0,1,1,1,0,1,0,0,1,1,1,1,22.349
0,1,0,1,1,0,1,0,1,0,0,0,0,0,18.623
1,0,0,0,1,0,1,1,1,0,0,1,1,1,22.437
0,0,1,0,1,1,1,0,0,0,0,1,1,0,22.121
1,0,1,0,0,1,1,0,0,0,1,0,1,0,18.203
0,0,0,0,1,1,0,1,1,1,1,1,0,1,22.771
0,0,0,1,0,1,1,0,0,1,0,0,1,1,18.18
1,1,0,1,0,0,0,0,1,1,1,1,0,0,22.74
0,1,1,1,0,1,0,1,1,0,1,1,1,1,22.371
0,1,1,1,0,1,1,1,0,0,0,1,1,1,22.433
1,0,0,0,0,0,1,0,0,1,0,1,1,0,22.69
1,1,1,0,1,1,1,1,0,0,0,0,1,1,18.511
1,1,1,1,0,0,0,1,1,0,1,0,0,0,18.473
0,0,0,1,0,0,1,1,1,1,0,1,0,0,22.694
0,0,1,1,0,1,0,0,0,1,1,0,1,0,18.309
0,0,0,1,1,0,0,1,0,1,0,1,1,1,22.507
1,1,0,1,1,1,0,1,0,0,1,0,0,1,18.442
1,0,1,1,1,1,1,1,0,1,0,0,0,1,18.7
0,0,1,0,1,0,1,0,1,0,0,0,1,0,18.161
0,1,0,0,0,1,0,0,0,0,0,1,1,0,22.169
0,0,1,0,1,0,0,0,0,1,1,0,0,0,18.601
1,1,0,1,0,1,1,0,1,0,0,0,1,1,18.527
1,0,0,1,0,0,0,1,1,0,1,0,1,1,18.055
1,1,0,1,1,0,1,0,0,1,1,0,0,1,18.609
0,0,0,0,1,0,0,0,1,1,1,0,1,1,18.199
0,1,1,0,0,0,0,1,0,1,0,1,1,1,22.579
1,0,1,0,0,1,0,0,1,0,1,0,0,0,18.369
0,1,0,1,1,1,0,0,1,0,1,0,0,0,18.336
0,1,1,0,0,0,1,0,0,1,1,0,1,1,18.138
1,0,0,1,1,0,1,1,0,1,0,1,1,1,22.69
1,0,1,1,0,1,0,1,1,0,1,1,1,1,22.375
0,0,1,1,1,0,1,1,1,1,1,0,1,1,18.302
1,0,1,1,1,0,1,1,1,0,0,0,0,0,18.36
1,0,1,1,1,1,0,0,0,0,1,0,1,0,18.0
0,0,1,0,0,0,1,1,0,1,0,1,1,0,22.696
1,1,1,0,1,1,1,1,0,0,0,1,1,1,22.495
0,1,0,1,0,1,1,0,1,0,1,0,1,1,18.152
0,1,1,1,0,0,0,0,1,1,1,0,0,0,18.688
0,1,0,1,0,1,0,1,0,0,0,0,1,1,18.148
1,1,0,0,1,0,0,1,0,0,0,1,1,0,22.308
0,1,0,1,1,0,0,0,1,0,1,0,0,1,18.512
0,1,1,0,0,1,1,0,0,1,0,0,0,0,18.515
0,0,1,1,1,1,1,0,0,1,0,1,1,1,22.707
1,0,1,1,1,1,0,1,0,1,0,0,0,1,18.68
1,1,1,0,1,0,1,0,1,1,0,0,0,0,18.642
1,0,0,0,1,1,0,1,1,0,1,1,1,1,22.651
0,1,1,0,1,1,1,1,1,1,1,0,1,1,18.075
0,0,1,0,1,1,1,1,1,0,1,1,0,1,22.729
0,0,1,1,1,0,0,1,1,1,0,1,1,1,22.605
0,0,0,0,1,0,1,1,0,1,0,0,0,0,18.565
1,1,1,1,1,1,1,1,0,0,0,0,1,1,18.197
0,0,1,1,0,0,0,1,1,0,0,0,1,1,18.29
0,0,1,0,1,1,1,0,1,1,1,1,0,0,22.516
0,1,0,1,1,0,0,0,1,1,0,0,1,1,18.256
0,0,1,1,1,0,1,0,0,1,1,1,1,0,22.595
0,0,0,1,0,0,0,0,1,0,1,1,0,1,22.672
0,0,0,0,0,1,1,0,1,1,1,0,0,1,18.597
1,0,1,1,1,1,0,1,1,1,0,1,1,0,22.669
1,0,0,0,1,0,1,1,0,0,1,0,1,0,18.133
1,0,0,0,1,0,1,0,1,0,1,0,1,0,18.088
0,0,0,1,0,1,1,1,0,0,1,1,1,0,22.393
1,1,0,1,1,1,0,1,1,0,0,1,0,1,22.84
0,1,0,0,0,1,1,1,0,1,0,0,1,0,18.111
1,1,1,0,0,1,1,1,1,1,0,1,1,1,22.397
1,1,0,1,1,0,1,1,0,1,0,0,0,1,18.756
0,1,1,0,0,1,0,1,0,0,1,1,0,1,22.512
1,1,1,0,0,1,0,1,0,1,1,1,0,0,22.932
1,1,0,1,1,1,1,0,0,0,1,0,1,0,18.322
1,0,0,0,0,0,1,0,0,1,0,1,1,1,22.555
1,1,0,1,1,0,1,1,0,1,0,1,0,1,22.936
0,1,1,0,0,1,0,0,1,1,0,0,1,1,18.199
1,1,1,1,1,1,1,0,1,1,1,0,0,0,18.629
1,1,1,0,1,1,1,0,1,1,0,0,1,1,18.271
0,0,1,0,1,1,1,1,1,0,0,1,1,1,22.351
1,0,0,1,1,1,1,1,1,1,0,1,0,1,22.887
1,0,1,1,1,0,0,0,1,1,0,0,1,1,18.315
1,0,0,1,1,1,1,0,1,1,1,1,1,0,22.593
0,0,1,1,1,0,1,1,1,1,0,1,0,0,22.744
1,0,0,0,0,0,1,0,1,1,0,0,0,1,18.652
0,1,0,0,1,0,1,0,1,0,0,0,1,0,18.279
1,0,0,1,1,1,0,1,0,0,0,1,1,1,22.395
0,0,1,0,0,1,1,1,1,0,0,0,0,1,18.543
1,1,0,1,1,0,1,1,0,0,1,0,0,0,18.291
0,1,0,0,1,1,1,1,1,0,1,1,0,1,22.276
1,0,1,0,1,0,1,1,1,1,1,0,0,1,18.502
1,0,0,0,1,0,1,1,1,0,1,0,0,1,18.451
0,0,1,1,1,0,1,0,1,1,1,1,0,1,22.505
1,1,1,1,0,0,0,0,0,0,0,0,1,0,18.313
0,1,1,1,1,0,0,1,0,0,0,0,1,1,18.495
1,1,0,1,1,0,1,0,1,0,1,1,0,1,22.669
1,0,1,0,1,1,1,0,1,0,1,1,0,1,22.798
0,0,0,1,0,1,0,0,1,0,0,1,0,0,22.698
0,0,0,1,0,0,1,0,1,0,0,0,0,1,18.445
0,1,1,1,1,0,0,0,1,0,1,1,0,0,22.496
0,1,0,1,0,0,0,0,1,1,1,1,1,0,22.673
0,0,0,1,1,1,0,1,1,1,1,1,1,1,22.624
1,1,1,0,0,0,1,1,0,1,1,1,0,0,22.928
0,1,0,0,0,1,1,1,0,0,1,0,1,0,18.075
1,1,0,1,0,0,0,0,0,0,0,0,1,0,18.501
0,0,1,1,0,0,1,0,1,1,1,1,1,1,22.66
1,1,1,1,1,0,1,0,1,0,1,1,1,1,22.643
1,0,1,1,1,0,0,0,0,1,1,1,0,1,22.824
0,0,0,1,0,0,1,0,1,1,0,0,0,1,18.564
1,0,0,1,0,1,0,0,1,0,1,1,1,1,22.758
1,1,0,0,1,0,1,0,0,0,0,0,1,1,18.277
0,1,1,0,0,1,0,0,0,1,1,1,0,1,22.625
1,1,1,0,0,0,0,0,1,0,0,0,0,1,18.566
0,0,1,0,1,1,0,0,0,0,1,0,0,1,18.488
1,1,1,1,0,1,1,0,0,1,1,0,1,1,18.475
0,1,0,0,1,1,0,0,0,1,1,1,0,0,22.926
0,0,0,1,0,0,0,0,0,1,1,0,0,1,18.387
0,0,1,1,1,1,1,0,0,0,1,1,1,1,22.305
0,0,1,1,0,1,0,1,1,1,1,1,0,1,22.809
0,0,1,0,1,0,1,0,1,1,0,1,0,0,22.736
1,1,1,0,0,1,0,1,0,1,0,0,1,0,18.435
0,1,1,0,0,0,0,1,0,1,1,1,1,1,22.362
0,0,0,1,1,1,0,0,0,1,1,1,1,0,22.512
0,1,0,0,0,1,1,0,1,1,1,1,1,0,22.629
1,1,0,1,0,0,1,1,1,0,1,0,1,0,18.196
1,0,1,0,1,0,1,0,0,1,1,1,1,1,22.62
1,1,0,0,0,1,0,1,0,1,1,0,1,0,18.131
1,1,0,1,1,1,0,0,1,1,1,1,1,0,22.715
0,1,1,1,0,0,0,1,1,1,1,1,0,0,22.678
0,1,1,1,0,1,0,0,0,0,0,0,0,0,18.335
1,0,1,0,0,0,1,0,0,0,1,0,1,0,18.239
1,0,0,0,1,0,1,1,0,1,0,0,0,1,18.653
0,0,1,0,0,1,0,0,0,0,0,0,1,1,18.197
0,1,0,0,1,0,0,0,0,1,0,0,1,1,18.207
0,0,1,0,1,0,1,1,0,0,1,1,0,0,22.445
1,1,0,1,0,0,0,1,0,1,1,1,0,1,22.919
0,0,1,0,0,1,0,0,1,0,0,1,0,1,22.56
0,0,0,1,0,1,1,0,0,0,1,1,0,0,22.353
0,0,1,1,1,0,0,0,1,0,0,0,0,1,18.451
0,1,0,1,1,0,0,0,1,0,1,0,0,0,18.241
1,0,0,0,0,0,1,0,1,0,1,1,1,1,22.405
0,0,0,1,0,0,0,0,0,0,1,0,0,0,18.68
1,1,1,1,0,0,0,0,1,1,1,1,1,0,22.747
0,0,0,0,0,0,1,1,0,0,0,0,1,1,18.324
0,1,0,0,0,1,1,0,1,0,1,1,0,0,22.445
0,0,0,0,1,1,0,1,1,1,0,0,0,0,18.457
0,0,1,0,0,0,1,1,1,0,0,0,0,1,18.459
0,0,1,0,1,0,1,0,0,0,1,1,1,1,22.109
0,0,1,1,0,1,1,1,1,0,0,0,1,0,18.24
0,0,1,0,1,1,0,1,0,1,0,0,1,1,18.29
1,1,0,1,0,0,0,0,0,0,0,1,1,0,22.495
0,1,1,0,0,0,1,0,1,1,0,0,0,0,18.353
1,1,0,1,1,1,0,0,0,1,0,0,0,1,18.826
1,0,1,0,1,1,0,0,1,1,1,0,1,1,18.117
1,0,0,0,1,1,1,0,0,1,1,0,1,1,18.248
1,1,1,0,1,0,1,0,1,1,1,0,0,0,18.696
1,1,0,1,0,0,1,0,0,0,1,0,1,1,18.282
1,1,1,0,0,1,1,0,1,0,0,0,0,0,18.467
1,1,0,0,0,0,0,1,1,0,0,1,1,0,22.526
0,0,1,1,0,0,1,1,0,0,0,1,1,1,22.418
0,1,0,1,0,1,0,1,1,1,1,1,0,1,22.743
0,1,1,0,1,1,0,1,0,1,0,0,1,1,18.382
1,1,1,0,0,1,0,0,0,1,0,1,1,0,22.673
1,0,1,0,0,1,0,0,1,0,1,1,1,1,22.442
1,1,0,1,0,1,0,0,0,1,0,0,1,0,18.302
0,0,1,1,0,1,1,0,0,1,0,1,1,0,22.629
0,1,0,0,1,0,1,1,0,1,0,1,1,1,22.562
0,1,0,1,0,0,0,1,0,1,1,1,0,1,22.79
1,0,1,1,1,0,0,0,1,1,1,0,1,1,18.192
0,1,0,0,0,0,1,0,0,1,1,1,0,1,22.797
0,0,0,1,0,1,1,0,1,1,1,1,1,1,22.647
1,0,0,0,0,1,0,0,1,0,0,1,1,0,22.269
0,0,0,0,0,1,0,0,1,1,1,0,0,1,18.649
1,0,1,1,0,0,1,1,0,1,1,1,1,1,22.582
0,0,0,0,1,0,1,1,0,0,1,1,0,0,22.476
0,1,1,1,1,0,1,1,0,1,1,0,1,0,18.134
0,1,1,0,1,0,1,0,1,0,0,1,1,1,22.632
1,1,0,1,0,1,0,0,1,0,1,0,1,1,18.368
0,0,1,1,1,0,1,1,0,0,0,1,1,1,22.536
1,1,1,0,0,0,0,1,1,0,0,0,1,0,18.418
0,0,0,1,0,1,1,1,1,0,0,1,0,1,22.69
1,1,0,0,0,0,1,0,1,1,1,0,0,1,18.702
0,1,1,0,1,0,0,1,1,0,0,0,0,1,18.505
1,1,0,1,0,1,1,0,0,1,1,1,0,1,22.79
1,1,1,0,1,0,1,0,1,0,0,1,0,0,22.702
0,1,1,0,1,0,0,1,1,1,0,0,0,0,18.431
1,1,0,0,0,0,1,1,0,1,0,0,1,1,18.118
0,1,1,0,1,0,1,1,1,1,0,0,0,1,18.801
0,0,1,0,1,1,0,1,0,0,0,1,1,0,22.22
0,1,0,1,1,1,1,0,1,1,1,1,0,1,22.904
0,0,1,1,0,0,0,0,1,1,0,0,0,0,18.601
1,1,0,0,0,1,0,0,1,0,1,1,0,1,22.597
0,1,0,1,0,1,1,0,1,1,0,0,1,0,18.384
0,0,1,1,0,0,0,1,1,0,1,1,1,0,22.498
0,0,1,1,0,1,0,1,1,0,1,1,0,1,22.283
0,1,0,0,0,1,0,0,1,0,1,0,0,1,18.438
1,0,1,0,0,1,0,1,1,1,0,1,1,1,22.632
0,1,1,1,1,0,0,0,1,0,0,0,0,0,18.416
1,1,0,1,0,1,0,1,0,1,1,0,1,1,18.376
1,1,1,1,1,1,0,1,1,0,0,1,1,0,22.639
0,1,0,1,0,0,0,1,0,0,1,0,0,0,18.394
0,1,0,0,1,0,1,1,1,0,1,1,1,1,22.594
1,1,0,1,0,1,0,0,0,0,0,0,0,1,18.576
0,1,1,0,1,0,1,0,1,0,0,1,1,0,22.498
0,0,0,0,0,1,1,1,0,0,0,0,0,1,18.557
0,1,1,0,0,1,1,1,0,0,0,0,1,1,18.393
1,0,0,1,1,1,0,1,1,0,1,1,1,1,22.517
0,1,0,0,1,1,1,0,0,1,0,0,1,1,18.236
1,0,0,1,1,0,0,0,0,1,0,1,0,1,23.05
0,1,0,0,0,0,0,1,1,0,1,0,0,1,18.457
1,1,1,0,0,1,1,0,0,0,1,0,0,1,18.299
0,1,0,1,0,1,1,0,0,0,1,0,1,0,17.869
1,1,1,0,0,1,0,1,1,1,1,1,0,0,22.805
1,1,0,1,0,1,0,0,1,1,1,0,0,1,18.684
0,0,0,0,1,0,0,1,0,1,1,1,0,1,22.869
1,1,0,1,0,1,0,0,0,0,0,1,0,0,22.759
1,1,1,0,0,1,1,1,0,1,0,0,0,0,18.644
1,1,1,1,0,0,0,0,1,0,0,0,1,0,18.492
1,0,1,1,0,1,0,1,1,1,0,1,0,0,23.073
1,0,0,1,1,1,1,1,0,0,1,1,0,1,22.804
0,0,1,1,0,1,0,1,0,1,1,1,1,0,22.594
1,1,1,0,0,1,0,0,0,1,0,0,1,0,18.526
0,0,1,1,0,0,0,0,0,1,0,0,0,0,18.5
1,1,0,0,0,1,0,0,0,0,1,0,0,1,18.512
0,1,0,1,0,1,0,1,0,0,0,0,0,0,18.407
0,1,1,1,1,1,0,0,1,0,0,1,0,0,22.721
1,0,1,1,1,0,1,0,1,0,1,0,0,1,18.404
0,0,1,1,0,1,1,1,1,0,0,1,0,1,22.871
1,1,1,1,0,0,0,0,0,1,1,1,0,0,22.64
1,1,1,1,1,1,1,0,0,0,0,0,0,0,18.398
0,0,1,0,0,0,0,0,0,0,1,0,1,0,18.255
0,1,1,0,1,1,1,0,0,0,1,0,1,1,18.258
0,0,1,1,1,0,0,0,0,0,0,1,1,0,22.442
1,0,1,1,0,1,1,1,1,0,0,0,1,1,18.238
1,1,0,0,1,0,0,1,1,1,0,0,0,0,18.502
0,1,0,1,0,0,0,1,1,0,0,1,0,1,22.729
1,0,0,0,1,0,1,0,1,0,0,1,0,1,22.881
1,1,0,0,0,1,0,0,1,0,1,0,0,1,18.343
1,0,0,1,0,0,0,1,0,1,1,0,1,0,18.214
0,0,1,1,1,0,0,0,0,0,1,1,0,0,22.642
0,0,0,1,0,1,1,0,1,0,1,0,0,0,18.415
1,1,0,1,1,0,0,0,0,1,0,1,0,1,22.969
0,0,0,0,0,1,1,1,1,0,0,0,0,0,18.476
0,1,1,0,0,1,0,1,0,0,0,0,1,1,18.511
0,0,0,0,0,1,0,1,1,1,0,1,1,0,22.568
1,1,0,0,1,1,0,0,0,1,0,0,1,1,18.293
1,1,0,0,0,1,0,0,1,0,0,1,1,1,22.348
0,1,1,0,1,0,0,0,0,1,0,1,0,1,22.813
1,0,0,0,0,1,1,0,1,0,0,1,0,0,22.798
0,0,1,0,1,1,0,0,1,0,1,1,0,1,22.388
0,1,1,1,0,1,0,0,1,0,1,1,0,0,22.41
0,1,1,1,0,1,1,0,0,1,0,0,1,0,18.208
1,1,1,0,1,1,1,1,0,0,0,0,1,1,18.382
0,1,0,0,0,1,0,0,0,0,0,0,1,1,18.156
0,0,1,0,0,0,1,1,1,1,1,0,0,1,18.45
1,1,0,1,1,1,1,0,0,1,1,0,0,0,18.417
0,1,0,1,0,1,1,1,0,0,0,1,0,0,22.583
1,0,1,1,0,0,1,1,1,0,1,1,0,0,22.939
1,0,0,1,0,0,0,0,0,0,1,0,0,1,18.433
1,1,0,1,0,0,1,1,1,0,0,1,0,0,22.875
1,0,1,1,0,0,0,1,1,0,0,1,0,0,22.462
0,1,0,1,1,1,0,1,0,1,1,0,0,1,18.677
1,1,0,1,1,1,0,1,1,0,0,0,1,0,18.239
1,1,1,1,1,1,0,0,1,0,0,1,1,0,22.447
1,0,1,0,1,0,1,0,1,0,0,1,0,0,22.607
0,0,0,1,1,0,0,1,0,0,0,1,1,1,22.311
0,0,1,0,0,0,0,1,0,0,0,1,0,0,22.659
1,0,1,1,0,1,0,0,0,1,0,0,0,0,18.574
0,0,0,0,1,1,1,1,0,0,0,0,0,0,18.553
1,0,0,1,0,0,0,0,0,1,1,1,0,0,22.953
1,1,1,0,1,0,1,1,0,1,1,0,1,0,18.221
0,1,0,0,0,1,0,1,0,1,1,1,0,0,22.829
1,0,1,1,0,1,1,1,0,1,1,1,0,1,22.554
1,0,0,0,0,0,0,1,0,1,0,1,0,1,22.986
0,0,1,1,1,0,1,1,0,1,0,0,1,1,18.315
0,0,1,1,1,1,0,1,0,1,1,1,0,0,22.679
