SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillseq.2
0,0,0,0,0,1,0,0,1,0,0,0,0,1,9.609
1,1,0,1,1,1,0,1,0,0,1,1,1,1,11.147
0,0,1,0,0,1,1,1,0,1,0,1,1,1,11.513
0,0,0,1,1,1,0,0,1,0,1,1,1,0,11.02
0,1,0,0,1,1,0,0,1,0,0,0,0,0,9.582
1,0,0,0,0,1,1,1,0,0,0,1,0,0,11.57
1,1,0,1,0,0,0,1,1,0,0,1,1,1,10.963
1,1,0,0,0,1,1,1,0,0,0,0,1,0,9.517
1,0,0,1,1,0,0,1,1,1,1,1,1,1,11.576
0,1,1,0,1,0,1,1,1,0,0,1,1,1,11.03
0,1,0,1,1,0,1,1,0,0,0,0,1,0,9.863
1,0,0,0,1,1,1,1,1,1,1,0,0,0,9.874
1,0,1,1,0,1,0,1,0,0,1,1,0,1,11.128
1,0,1,0,1,0,0,1,1,0,1,0,0,1,9.536
1,1,1,1,1,1,1,1,1,1,1,0,1,1,10.078
1,1,1,0,1,1,0,0,1,1,0,1,1,1,11.833
0,1,0,1,1,0,0,0,1,0,1,0,0,1,9.578
1,0,1,0,1,1,0,1,1,1,1,0,1,1,9.897
0,0,0,1,1,0,1,1,0,1,1,1,0,0,11.756
1,0,0,0,0,1,0,1,1,0,1,0,0,1,9.668
1,0,1,0,0,1,1,1,1,1,0,0,1,0,10.136
0,0,0,1,0,0,1,1,1,1,1,0,1,1,9.933
0,0,0,0,1,0,1,1,1,1,1,1,0,0,11.59
0,1,1,0,0,0,1,0,1,0,1,0,1,0,9.476
0,1,0,0,1,0,1,0,0,0,1,0,0,0,9.579
1,0,0,1,1,1,0,1,0,1,1,1,1,1,11.446
1,1,0,0,1,0,0,0,1,1,1,1,1,0,11.606
1,1,0,1,0,0,0,0,0,1,0,1,1,1,11.658
0,0,1,1,1,1,1,0,1,1,0,1,1,0,11.898
0,1,1,0,0,0,1,0,1,0,0,0,1,0,9.8
0,1,0,1,1,0,1,1,0,1,1,1,0,0,11.542
0,1,1,0,0,1,0,0,1,1,1,1,1,1,11.46
1,0,1,1,0,1,1,0,1,1,0,1,0,0,11.503
0,1,0,1,0,0,1,1,1,0,1,0,0,1,9.443
1,0,1,1,0,0,1,0,1,0,1,1,1,1,11.157
0,0,1,1,0,1,1,0,1,0,1,0,0,1,9.453
0,0,0,1,1,1,0,1,0,1,0,1,0,1,11.678
1,1,1,0,0,0,0,1,1,1,1,1,0,1,11.621
0,1,0,0,0,1,0,0,1,1,0,0,1,0,9.915
1,0,0,1,1,1,1,0,1,0,0,0,1,1,9.376
1,1,0,1,1,1,1,1,0,1,1,1,1,1,11.641
1,0,1,0,0,1,0,0,1,1,1,0,0,1,9.846
0,1,0,1,1,0,1,1,1,1,1,1,0,0,11.613
1,0,0,1,0,1,0,0,0,1,1,0,0,1,10.011
0,1,0,1,0,1,1,1,0,0,1,1,1,0,11.324
1,0,1,1,0,0,0,1,1,0,1,1,1,1,11.109
1,0,1,1,0,0,0,0,1,0,1,1,1,1,11.312
0,1,1,1,1,0,1,1,0,1,0,1,0,1,11.537
1,1,1,1,1,1,1,0,0,0,0,0,0,1,9.536
1,0,0,0,1,0,0,0,1,1,1,0,0,1,10.081
0,0,0,0,1,0,1,0,1,1,1,0,0,0,9.913
0,1,1,1,0,1,1,1,0,1,1,0,1,0,9.833
0,1,1,0,0,0,1,0,1,0,1,1,1,0,11.206
0,0,0,0,0,1,0,0,0,0,0,1,0,1,11.325
1,1,0,0,0,1,1,1,0,0,1,1,1,0,11.204
1,0,0,0,0,0,1,0,0,0,0,1,0,0,11.503
1,1,0,1,1,1,0,1,0,1,0,1,1,0,11.608
0,1,0,1,1,1,1,0,1,1,1,0,1,1,9.97
0,1,0,1,1,0,0,0,0,0,0,0,0,1,9.603
1,1,0,1,0,0,0,1,1,1,0,0,1,0,9.79
0,1,0,1,1,0,0,0,0,0,1,1,1,0,11.068
0,1,1,1,0,1,1,1,1,1,0,0,1,1,9.948
0,0,1,1,1,0,1,1,0,1,1,0,1,1,10.061
1,1,0,0,0,0,1,0,1,1,0,1,0,1,11.621
0,0,0,0,1,0,1,1,0,0,1,1,1,0,11.144
1,1,0,1,0,0,0,0,0,0,1,0,0,0,9.695
0,1,1,0,0,0,1,1,0,1,0,0,1,0,9.963
1,0,1,1,1,1,0,0,1,0,1,0,0,1,9.67
1,1,1,1,0,0,1,0,1,1,1,1,0,0,11.829
1,0,1,0,0,0,1,1,0,0,0,0,0,0,9.52
1,1,1,0,1,1,0,0,1,0,0,0,0,0,9.708
1,1,0,0,1,1,0,0,1,0,0,1,0,0,11.111
0,0,0,1,1,0,1,0,0,1,0,0,0,0,9.874
0,0,0,0,1,1,0,0,1,0,1,1,0,0,11.202
0,0,1,1,0,0,1,1,1,1,1,0,0,1,9.945
1,0,1,0,0,0,0,1,0,1,0,0,0,0,10.022
0,0,1,0,1,1,0,0,1,0,0,1,1,0,11.051
0,0,0,1,1,1,0,1,0,1,0,1,1,1,11.684
1,1,1,1,1,0,1,0,0,1,1,0,1,0,10.006
0,1,1,1,0,1,1,1,0,0,1,1,1,1,11.04
0,0,1,1,0,1,0,0,1,0,0,0,1,0,9.854
0,1,1,1,1,0,0,1,0,0,1,1,0,1,11.243
0,0,1,1,0,0,1,1,0,0,1,0,0,1,9.57
1,1,1,0,1,1,1,0,1,0,0,0,1,0,9.677
1,1,0,0,1,0,1,0,0,1,0,0,0,0,10.551
0,0,1,1,1,1,0,1,0,1,0,1,1,1,11.497
0,0,1,1,1,0,1,0,0,1,1,0,1,1,9.923
0,1,0,0,1,0,0,0,1,1,0,0,1,0,9.992
0,0,1,0,0,0,1,1,0,0,1,1,0,0,11.162
1,1,0,0,0,0,0,1,1,1,1,0,0,0,10.044
0,1,0,0,1,0,0,0,0,1,1,0,1,0,9.842
0,0,1,1,0,0,0,1,0,0,0,0,0,0,9.546
1,0,1,0,1,0,0,0,1,0,0,1,0,0,11.151
1,0,1,1,1,0,0,1,0,0,0,1,1,0,11.059
0,1,1,0,0,0,1,1,0,1,0,0,0,1,9.934
1,0,1,1,0,0,0,0,0,0,1,0,1,0,9.398
1,0,0,0,0,0,1,0,0,1,1,0,1,1,9.854
1,1,1,1,0,1,0,1,0,0,0,1,1,0,11.06
0,1,1,0,0,0,0,0,1,1,1,1,0,0,11.75
1,1,1,1,0,0,0,1,1,1,0,0,0,0,9.97
0,0,0,1,1,0,0,0,0,1,1,0,1,0,9.909
1,1,0,0,1,0,0,0,1,1,0,0,1,0,10.091
0,1,1,0,0,0,1,0,1,1,0,0,1,1,9.816
1,1,1,0,0,1,0,0,1,1,0,1,1,0,11.465
0,1,0,1,0,1,1,1,1,1,1,0,1,1,9.763
0,1,1,0,0,1,0,0,1,0,1,1,0,0,11.332
1,0,0,0,1,1,0,0,1,1,0,1,1,1,11.469
0,0,1,0,0,1,1,1,1,0,1,1,1,0,11.329
0,1,0,1,1,0,1,1,1,0,1,0,0,1,9.445
1,0,1,0,0,0,0,0,1,0,0,0,1,1,9.468
0,1,1,0,0,0,1,0,0,0,0,0,1,1,9.599
0,1,1,0,0,1,0,0,0,1,1,1,1,1,11.737
0,1,0,1,0,0,0,0,0,0,0,0,1,1,9.43
0,0,1,0,1,0,0,1,1,0,1,0,0,0,9.636
1,1,0,0,0,1,1,0,1,0,0,1,0,1,11.157
1,0,0,0,0,0,1,0,1,1,0,0,1,1,10.009
0,1,1,1,0,1,0,0,1,0,1,0,1,0,9.741
0,0,0,1,0,0,0,1,1,0,0,0,1,0,9.503
1,0,1,0,1,0,0,0,0,1,0,1,1,0,11.641
1,0,0,1,1,0,1,0,1,1,1,0,0,1,10.041
1,1,1,0,1,0,1,0,1,1,0,0,1,1,9.87
0,1,1,1,0,0,1,1,1,0,1,1,1,0,11.109
1,1,0,1,1,0,1,1,1,0,0,1,1,0,11.017
1,0,1,0,0,1,0,1,0,1,1,0,1,0,10.016
0,1,0,0,1,0,0,0,1,0,1,0,1,1,9.451
1,0,0,1,1,0,1,0,0,0,1,0,0,0,9.876
1,0,1,0,1,1,1,0,0,1,0,0,0,1,10.743
1,1,1,1,0,0,0,1,1,1,1,1,0,1,11.547
1,1,1,0,0,0,0,1,0,1,0,1,0,0,11.861
1,0,0,1,1,1,0,0,0,0,0,0,0,1,9.555
0,1,1,1,0,0,0,1,1,0,1,1,0,1,11.043
0,1,0,1,1,0,0,0,0,0,0,1,0,1,11.29
0,0,0,0,0,1,1,0,1,1,1,0,0,0,9.916
0,1,1,0,0,0,0,1,0,1,1,0,1,0,9.874
0,1,1,0,1,1,0,0,0,1,0,1,1,1,11.58
1,1,1,1,0,1,1,1,0,1,0,0,1,0,9.952
0,1,0,0,1,0,1,0,1,1,0,1,0,0,11.545
1,1,0,1,0,1,1,0,0,1,1,1,1,0,11.569
1,1,1,0,1,0,1,1,1,0,1,0,0,1,9.64
1,0,0,0,0,1,1,0,1,1,1,1,1,0,11.917
0,0,1,1,0,1,1,1,1,1,1,0,0,0,10.593
0,1,0,1,1,0,1,1,1,0,0,0,1,1,9.581
1,0,1,1,0,0,1,0,1,0,0,1,1,1,11.203
0,1,0,0,1,0,1,0,1,0,0,0,1,1,9.413
1,1,1,1,1,0,1,0,1,1,0,0,0,0,10.22
0,1,0,1,0,0,1,0,0,1,1,1,0,0,11.591
1,1,1,1,1,1,1,1,1,1,0,0,0,0,9.915
0,1,0,1,1,0,1,0,1,0,1,1,0,0,11.076
1,0,0,1,1,0,0,0,0,1,1,0,0,1,10.0
1,1,0,1,0,1,1,0,0,1,1,1,0,0,11.809
0,0,1,1,1,1,0,0,1,0,0,0,0,1,9.625
0,0,1,0,0,0,0,0,1,1,1,1,0,0,11.652
0,0,1,0,0,1,0,0,0,0,1,0,1,0,9.521
1,0,1,0,0,1,1,0,0,1,1,0,0,0,9.897
1,0,0,1,0,0,1,0,1,0,1,1,0,1,11.157
0,0,1,1,1,0,1,0,0,1,1,0,1,0,10.028
1,1,1,1,0,1,1,0,0,0,1,0,1,1,9.475
1,1,0,1,1,1,0,1,0,0,1,1,1,1,11.494
0,1,0,1,1,0,1,0,1,0,0,0,0,0,9.557
1,0,0,0,1,0,1,1,1,0,0,1,1,1,11.059
0,0,1,0,1,1,1,0,0,0,0,1,1,0,10.981
1,0,1,0,0,1,1,0,0,0,1,0,1,0,9.375
0,0,0,0,1,1,0,1,1,1,1,1,0,1,11.513
0,0,0,1,0,1,1,0,0,1,0,0,1,1,9.883
1,1,0,1,0,0,0,0,1,1,1,1,0,0,12.011
0,1,1,1,0,1,0,1,1,0,1,1,1,1,11.068
0,1,1,1,0,1,1,1,0,0,0,1,1,1,11.25
1,0,0,0,0,0,1,0,0,1,0,1,1,0,11.631
1,1,1,0,1,1,1,1,0,0,0,0,1,1,9.359
1,1,1,1,0,0,0,1,1,0,1,0,0,0,10.102
0,0,0,1,0,0,1,1,1,1,0,1,0,0,11.806
0,0,1,1,0,1,0,0,0,1,1,0,1,0,9.919
0,0,0,1,1,0,0,1,0,1,0,1,1,1,11.649
1,1,0,1,1,1,0,1,0,0,1,0,0,1,9.486
1,0,1,1,1,1,1,1,0,1,0,0,0,1,10.062
0,0,1,0,1,0,1,0,1,0,0,0,1,0,9.364
0,1,0,0,0,1,0,0,0,0,0,1,1,0,11.055
0,0,1,0,1,0,0,0,0,1,1,0,0,0,10.136
1,1,0,1,0,1,1,0,1,0,0,0,1,1,9.449
1,0,0,1,0,0,0,1,1,0,1,0,1,1,9.396
1,1,0,1,1,0,1,0,0,1,1,0,0,1,10.067
0,0,0,0,1,0,0,0,1,1,1,0,1,1,9.901
0,1,1,0,0,0,0,1,0,1,0,1,1,1,11.689
1,0,1,0,0,1,0,0,1,0,1,0,0,0,9.835
0,1,0,1,1,1,0,0,1,0,1,0,0,0,9.6
0,1,1,0,0,0,1,0,0,1,1,0,1,1,10.16
1,0,0,1,1,0,1,1,0,1,0,1,1,1,11.69
1,0,1,1,0,1,0,1,1,0,1,1,1,1,11.182
0,0,1,1,1,0,1,1,1,1,1,0,1,1,9.858
1,0,1,1,1,0,1,1,1,0,0,0,0,0,10.015
1,0,1,1,1,1,0,0,0,0,1,0,1,0,9.524
0,0,1,0,0,0,1,1,0,1,0,1,1,0,11.596
1,1,1,0,1,1,1,1,0,0,0,1,1,1,11.194
0,1,0,1,0,1,1,0,1,0,1,0,1,1,9.501
0,1,1,1,0,0,0,0,1,1,1,0,0,0,10.161
0,1,0,1,0,1,0,1,0,0,0,0,1,1,9.553
1,1,0,0,1,0,0,1,0,0,0,1,1,0,11.358
0,1,0,1,1,0,0,0,1,0,1,0,0,1,9.507
0,1,1,0,0,1,1,0,0,1,0,0,0,0,10.004
0,0,1,1,1,1,1,0,0,1,0,1,1,1,11.398
1,0,1,1,1,1,0,1,0,1,0,0,0,1,9.937
1,1,1,0,1,0,1,0,1,1,0,0,0,0,9.955
1,0,0,0,1,1,0,1,1,0,1,1,1,1,11.426
0,1,1,0,1,1,1,1,1,1,1,0,1,1,9.838
0,0,1,0,1,1,1,1,1,0,1,1,0,1,11.247
0,0,1,1,1,0,0,1,1,1,0,1,1,1,11.588
0,0,0,0,1,0,1,1,0,1,0,0,0,0,10.036
1,1,1,1,1,1,1,1,0,0,0,0,1,1,9.473
0,0,1,1,0,0,0,1,1,0,0,0,1,1,9.963
0,0,1,0,1,1,1,0,1,1,1,1,0,0,11.626
0,1,0,1,1,0,0,0,1,1,0,0,1,1,9.935
0,0,1,1,1,0,1,0,0,1,1,1,1,0,11.594
0,0,0,1,0,0,0,0,1,0,1,1,0,1,11.111
0,0,0,0,0,1,1,0,1,1,1,0,0,1,10.013
1,0,1,1,1,1,0,1,1,1,0,1,1,0,11.49
1,0,0,0,1,0,1,1,0,0,1,0,1,0,9.406
1,0,0,0,1,0,1,0,1,0,1,0,1,0,9.479
0,0,0,1,0,1,1,1,0,0,1,1,1,0,11.068
1,1,0,1,1,1,0,1,1,0,0,1,0,1,11.233
0,1,0,0,0,1,1,1,0,1,0,0,1,0,10.025
1,1,1,0,0,1,1,1,1,1,0,1,1,1,11.55
1,1,0,1,1,0,1,1,0,1,0,0,0,1,10.158
0,1,1,0,0,1,0,1,0,0,1,1,0,1,11.156
1,1,1,0,0,1,0,1,0,1,1,1,0,0,11.731
1,1,0,1,1,1,1,0,0,0,1,0,1,0,9.366
1,0,0,0,0,0,1,0,0,1,0,1,1,1,11.559
1,1,0,1,1,0,1,1,0,1,0,1,0,1,11.844
0,1,1,0,0,1,0,0,1,1,0,0,1,1,9.873
1,1,1,1,1,1,1,0,1,1,1,0,0,0,9.931
1,1,1,0,1,1,1,0,1,1,0,0,1,1,9.973
0,0,1,0,1,1,1,1,1,0,0,1,1,1,11.03
1,0,0,1,1,1,1,1,1,1,0,1,0,1,11.57
1,0,1,1,1,0,0,0,1,1,0,0,1,1,10.127
1,0,0,1,1,1,1,0,1,1,1,1,1,0,11.517
0,0,1,1,1,0,1,1,1,1,0,1,0,0,11.675
1,0,0,0,0,0,1,0,1,1,0,0,0,1,9.958
0,1,0,0,1,0,1,0,1,0,0,0,1,0,9.405
1,0,0,1,1,1,0,1,0,0,0,1,1,1,11.53
0,0,1,0,0,1,1,1,1,0,0,0,0,1,9.423
1,1,0,1,1,0,1,1,0,0,1,0,0,0,9.565
0,1,0,0,1,1,1,1,1,0,1,1,0,1,11.082
1,0,1,0,1,0,1,1,1,1,1,0,0,1,10.09
1,0,0,0,1,0,1,1,1,0,1,0,0,1,9.554
0,0,1,1,1,0,1,0,1,1,1,1,0,1,11.59
1,1,1,1,0,0,0,0,0,0,0,0,1,0,9.45
0,1,1,1,1,0,0,1,0,0,0,0,1,1,9.439
1,1,0,1,1,0,1,0,1,0,1,1,0,1,11.08
1,0,1,0,1,1,1,0,1,0,1,1,0,1,11.468
0,0,0,1,0,1,0,0,1,0,0,1,0,0,11.301
0,0,0,1,0,0,1,0,1,0,0,0,0,1,9.461
0,1,1,1,1,0,0,0,1,0,1,1,0,0,11.086
0,1,0,1,0,0,0,0,1,1,1,1,1,0,11.554
0,0,0,1,1,1,0,1,1,1,1,1,1,1,11.418
1,1,1,0,0,0,1,1,0,1,1,1,0,0,11.526
0,1,0,0,0,1,1,1,0,0,1,0,1,0,9.327
1,1,0,1,0,0,0,0,0,0,0,0,1,0,9.713
0,0,1,1,0,0,1,0,1,1,1,1,1,1,11.73
1,1,1,1,1,0,1,0,1,0,1,1,1,1,11.139
1,0,1,1,1,0,0,0,0,1,1,1,0,1,11.673
0,0,0,1,0,0,1,0,1,1,0,0,0,1,10.216
1,0,0,1,0,1,0,0,1,0,1,1,1,1,11.198
1,1,0,0,1,0,1,0,0,0,0,0,1,1,9.445
0,1,1,0,0,1,0,0,0,1,1,1,0,1,11.667
1,1,1,0,0,0,0,0,1,0,0,0,0,1,9.51
0,0,1,0,1,1,0,0,0,0,1,0,0,1,9.523
1,1,1,1,0,1,1,0,0,1,1,0,1,1,10.124
0,1,0,0,1,1,0,0,0,1,1,1,0,0,11.745
0,0,0,1,0,0,0,0,0,1,1,0,0,1,9.854
0,0,1,1,1,1,1,0,0,0,1,1,1,1,11.188
0,0,1,1,0,1,0,1,1,1,1,1,0,1,11.576
0,0,1,0,1,0,1,0,1,1,0,1,0,0,11.66
1,1,1,0,0,1,0,1,0,1,0,0,1,0,9.899
0,1,1,0,0,0,0,1,0,1,1,1,1,1,11.676
0,0,0,1,1,1,0,0,0,1,1,1,1,0,11.51
0,1,0,0,0,1,1,0,1,1,1,1,1,0,11.852
1,1,0,1,0,0,1,1,1,0,1,0,1,0,9.511
1,0,1,0,1,0,1,0,0,1,1,1,1,1,12.028
1,1,0,0,0,1,0,1,0,1,1,0,1,0,9.875
1,1,0,1,1,1,0,0,1,1,1,1,1,0,11.743
0,1,1,1,0,0,0,1,1,1,1,1,0,0,11.465
0,1,1,1,0,1,0,0,0,0,0,0,0,0,9.509
1,0,1,0,0,0,1,0,0,0,1,0,1,0,10.499
1,0,0,0,1,0,1,1,0,1,0,0,0,1,10.089
0,0,1,0,0,1,0,0,0,0,0,0,1,1,9.435
0,1,0,0,1,0,0,0,0,1,0,0,1,1,9.769
0,0,1,0,1,0,1,1,0,0,1,1,0,0,11.178
1,1,0,1,0,0,0,1,0,1,1,1,0,1,11.548
0,0,1,0,0,1,0,0,1,0,0,1,0,1,11.162
0,0,0,1,0,1,1,0,0,0,1,1,0,0,11.425
0,0,1,1,1,0,0,0,1,0,0,0,0,1,9.71
0,1,0,1,1,0,0,0,1,0,1,0,0,0,9.473
1,0,0,0,0,0,1,0,1,0,1,1,1,1,11.187
0,0,0,1,0,0,0,0,0,0,1,0,0,0,9.739
1,1,1,1,0,0,0,0,1,1,1,1,1,0,11.699
0,0,0,0,0,0,1,1,0,0,0,0,1,1,9.42
0,1,0,0,0,1,1,0,1,0,1,1,0,0,11.19
0,0,0,0,1,1,0,1,1,1,0,0,0,0,9.874
0,0,1,0,0,0,1,1,1,0,0,0,0,1,9.494
0,0,1,0,1,0,1,0,0,0,1,1,1,1,11.031
0,0,1,1,0,1,1,1,1,0,0,0,1,0,9.818
0,0,1,0,1,1,0,1,0,1,0,0,1,1,9.958
1,1,0,1,0,0,0,0,0,0,0,1,1,0,11.303
0,1,1,0,0,0,1,0,1,1,0,0,0,0,9.919
1,1,0,1,1,1,0,0,0,1,0,0,0,1,9.913
1,0,1,0,1,1,0,0,1,1,1,0,1,1,9.939
1,0,0,0,1,1,1,0,0,1,1,0,1,1,10.157
1,1,1,0,1,0,1,0,1,1,1,0,0,0,9.993
1,1,0,1,0,0,1,0,0,0,1,0,1,1,9.512
1,1,1,0,0,1,1,0,1,0,0,0,0,0,9.627
1,1,0,0,0,0,0,1,1,0,0,1,1,0,11.085
0,0,1,1,0,0,1,1,0,0,0,1,1,1,11.234
0,1,0,1,0,1,0,1,1,1,1,1,0,1,11.987
0,1,1,0,1,1,0,1,0,1,0,0,1,1,9.924
1,1,1,0,0,1,0,0,0,1,0,1,1,0,11.531
1,0,1,0,0,1,0,0,1,0,1,1,1,1,11.09
1,1,0,1,0,1,0,0,0,1,0,0,1,0,9.979
0,0,1,1,0,1,1,0,0,1,0,1,1,0,11.843
0,1,0,0,1,0,1,1,0,1,0,1,1,1,11.653
0,1,0,1,0,0,0,1,0,1,1,1,0,1,11.611
1,0,1,1,1,0,0,0,1,1,1,0,1,1,9.829
0,1,0,0,0,0,1,0,0,1,1,1,0,1,11.579
0,0,0,1,0,1,1,0,1,1,1,1,1,1,11.506
1,0,0,0,0,1,0,0,1,0,0,1,1,0,11.108
0,0,0,0,0,1,0,0,1,1,1,0,0,1,9.974
1,0,1,1,0,0,1,1,0,1,1,1,1,1,12.014
0,0,0,0,1,0,1,1,0,0,1,1,0,0,11.519
0,1,1,1,1,0,1,1,0,1,1,0,1,0,9.828
0,1,1,0,1,0,1,0,1,0,0,1,1,1,11.039
1,1,0,1,0,1,0,0,1,0,1,0,1,1,9.411
0,0,1,1,1,0,1,1,0,0,0,1,1,1,10.993
1,1,1,0,0,0,0,1,1,0,0,0,1,0,9.472
0,0,0,1,0,1,1,1,1,0,0,1,0,1,11.113
1,1,0,0,0,0,1,0,1,1,1,0,0,1,10.118
0,1,1,0,1,0,0,1,1,0,0,0,0,1,9.446
1,1,0,1,0,1,1,0,0,1,1,1,0,1,11.781
1,1,1,0,1,0,1,0,1,0,0,1,0,0,11.332
0,1,1,0,1,0,0,1,1,1,0,0,0,0,9.95
1,1,0,0,0,0,1,1,0,1,0,0,1,1,9.775
0,1,1,0,1,0,1,1,1,1,0,0,0,1,9.928
0,0,1,0,1,1,0,1,0,0,0,1,1,0,11.19
0,1,0,1,1,1,1,0,1,1,1,1,0,1,11.793
0,0,1,1,0,0,0,0,1,1,0,0,0,0,10.151
1,1,0,0,0,1,0,0,1,0,1,1,0,1,11.174
0,1,0,1,0,1,1,0,1,1,0,0,1,0,10.073
0,0,1,1,0,0,0,1,1,0,1,1,1,0,11.377
0,0,1,1,0,1,0,1,1,0,1,1,0,1,11.232
0,1,0,0,0,1,0,0,1,0,1,0,0,1,9.666
1,0,1,0,0,1,0,1,1,1,0,1,1,1,11.664
0,1,1,1,1,0,0,0,1,0,0,0,0,0,9.47
1,1,0,1,0,1,0,1,0,1,1,0,1,1,9.749
1,1,1,1,1,1,0,1,1,0,0,1,1,0,11.14
0,1,0,1,0,0,0,1,0,0,1,0,0,0,9.527
0,1,0,0,1,0,1,1,1,0,1,1,1,1,11.04
1,1,0,1,0,1,0,0,0,0,0,0,0,1,9.435
0,1,1,0,1,0,1,0,1,0,0,1,1,0,11.109
0,0,0,0,0,1,1,1,0,0,0,0,0,1,9.488
0,1,1,0,0,1,1,1,0,0,0,0,1,1,9.457
1,0,0,1,1,1,0,1,1,0,1,1,1,1,11.059
0,1,0,0,1,1,1,0,0,1,0,0,1,1,9.84
1,0,0,1,1,0,0,0,0,1,0,1,0,1,11.61
0,1,0,0,0,0,0,1,1,0,1,0,0,1,9.434
1,1,1,0,0,1,1,0,0,0,1,0,0,1,9.663
0,1,0,1,0,1,1,0,0,0,1,0,1,0,9.509
1,1,1,0,0,1,0,1,1,1,1,1,0,0,11.713
1,1,0,1,0,1,0,0,1,1,1,0,0,1,9.913
0,0,0,0,1,0,0,1,0,1,1,1,0,1,11.527
1,1,0,1,0,1,0,0,0,0,0,1,0,0,11.48
1,1,1,0,0,1,1,1,0,1,0,0,0,0,9.909
1,1,1,1,0,0,0,0,1,0,0,0,1,0,9.438
1,0,1,1,0,1,0,1,1,1,0,1,0,0,11.9
1,0,0,1,1,1,1,1,0,0,1,1,0,1,11.074
0,0,1,1,0,1,0,1,0,1,1,1,1,0,11.393
1,1,1,0,0,1,0,0,0,1,0,0,1,0,9.952
0,0,1,1,0,0,0,0,0,1,0,0,0,0,9.935
1,1,0,0,0,1,0,0,0,0,1,0,0,1,9.495
0,1,0,1,0,1,0,1,0,0,0,0,0,0,9.516
0,1,1,1,1,1,0,0,1,0,0,1,0,0,11.356
1,0,1,1,1,0,1,0,1,0,1,0,0,1,9.462
0,0,1,1,0,1,1,1,1,0,0,1,0,1,11.047
1,1,1,1,0,0,0,0,0,1,1,1,0,0,11.584
1,1,1,1,1,1,1,0,0,0,0,0,0,0,9.745
0,0,1,0,0,0,0,0,0,0,1,0,1,0,9.443
0,1,1,0,1,1,1,0,0,0,1,0,1,1,9.398
0,0,1,1,1,0,0,0,0,0,0,1,1,0,11.273
1,0,1,1,0,1,1,1,1,0,0,0,1,1,9.481
1,1,0,0,1,0,0,1,1,1,0,0,0,0,9.946
0,1,0,1,0,0,0,1,1,0,0,1,0,1,11.51
1,0,0,0,1,0,1,0,1,0,0,1,0,1,11.075
1,1,0,0,0,1,0,0,1,0,1,0,0,1,9.562
1,0,0,1,0,0,0,1,0,1,1,0,1,0,9.968
0,0,1,1,1,0,0,0,0,0,1,1,0,0,11.095
0,0,0,1,0,1,1,0,1,0,1,0,0,0,9.877
1,1,0,1,1,0,0,0,0,1,0,1,0,1,11.596
0,0,0,0,0,1,1,1,1,0,0,0,0,0,9.586
0,1,1,0,0,1,0,1,0,0,0,0,1,1,9.473
0,0,0,0,0,1,0,1,1,1,0,1,1,0,11.645
1,1,0,0,1,1,0,0,0,1,0,0,1,1,9.927
1,1,0,0,0,1,0,0,1,0,0,1,1,1,11.174
0,1,1,0,1,0,0,0,0,1,0,1,0,1,11.64
1,0,0,0,0,1,1,0,1,0,0,1,0,0,11.246
0,0,1,0,1,1,0,0,1,0,1,1,0,1,11.333
0,1,1,1,0,1,0,0,1,0,1,1,0,0,11.342
0,1,1,1,0,1,1,0,0,1,0,0,1,0,9.838
1,1,1,0,1,1,1,1,0,0,0,0,1,1,9.351
0,1,0,0,0,1,0,0,0,0,0,0,1,1,9.521
0,0,1,0,0,0,1,1,1,1,1,0,0,1,9.913
1,1,0,1,1,1,1,0,0,1,1,0,0,0,9.978
0,1,0,1,0,1,1,1,0,0,0,1,0,0,11.319
1,0,1,1,0,0,1,1,1,0,1,1,0,0,11.639
1,0,0,1,0,0,0,0,0,0,1,0,0,1,9.579
1,1,0,1,0,0,1,1,1,0,0,1,0,0,11.305
1,0,1,1,0,0,0,1,1,0,0,1,0,0,11.178
0,1,0,1,1,1,0,1,0,1,1,0,0,1,10.103
1,1,0,1,1,1,0,1,1,0,0,0,1,0,9.462
1,1,1,1,1,1,0,0,1,0,0,1,1,0,11.18
1,0,1,0,1,0,1,0,1,0,0,1,0,0,11.751
0,0,0,1,1,0,0,1,0,0,0,1,1,1,11.393
0,0,1,0,0,0,0,1,0,0,0,1,0,0,11.479
1,0,1,1,0,1,0,0,0,1,0,0,0,0,9.859
0,0,0,0,1,1,1,1,0,0,0,0,0,0,9.563
1,0,0,1,0,0,0,0,0,1,1,1,0,0,11.48
1,1,1,0,1,0,1,1,0,1,1,0,1,0,10.088
0,1,0,0,0,1,0,1,0,1,1,1,0,0,11.917
1,0,1,1,0,1,1,1,0,1,1,1,0,1,12.006
1,0,0,0,0,0,0,1,0,1,0,1,0,1,12.171
0,0,1,1,1,0,1,1,0,1,0,0,1,1,10.043
0,0,1,1,1,1,0,1,0,1,1,1,0,0,11.575
