SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$readrand100K
0,0,0,0,0,1,0,0,1,0,0,0,0,1,68.347
1,1,0,1,1,1,0,1,0,0,1,1,1,1,68.75
0,0,1,0,0,1,1,1,0,1,0,1,1,1,71.312
0,0,0,1,1,1,0,0,1,0,1,1,1,0,69.064
0,1,0,0,1,1,0,0,1,0,0,0,0,0,68.36
1,0,0,0,0,1,1,1,0,0,0,1,0,0,70.724
1,1,0,1,0,0,0,1,1,0,0,1,1,1,68.157
1,1,0,0,0,1,1,1,0,0,0,0,1,0,70.844
1,0,0,1,1,0,0,1,1,1,1,1,1,1,68.874
0,1,1,0,1,0,1,1,1,0,0,1,1,1,68.738
0,1,0,1,1,0,1,1,0,0,0,0,1,0,68.821
1,0,0,0,1,1,1,1,1,1,1,0,0,0,69.305
1,0,1,1,0,1,0,1,0,0,1,1,0,1,70.96
1,0,1,0,1,0,0,1,1,0,1,0,0,1,70.079
1,1,1,1,1,1,1,1,1,1,1,0,1,1,69.609
1,1,1,0,1,1,0,0,1,1,0,1,1,1,68.575
0,1,0,1,1,0,0,0,1,0,1,0,0,1,70.379
1,0,1,0,1,1,0,1,1,1,1,0,1,1,68.925
0,0,0,1,1,0,1,1,0,1,1,1,0,0,69.074
1,0,0,0,0,1,0,1,1,0,1,0,0,1,69.346
1,0,1,0,0,1,1,1,1,1,0,0,1,0,68.568
0,0,0,1,0,0,1,1,1,1,1,0,1,1,68.75
0,0,0,0,1,0,1,1,1,1,1,1,0,0,68.717
0,1,1,0,0,0,1,0,1,0,1,0,1,0,69.197
0,1,0,0,1,0,1,0,0,0,1,0,0,0,68.323
1,0,0,1,1,1,0,1,0,1,1,1,1,1,75.524
1,1,0,0,1,0,0,0,1,1,1,1,1,0,71.84
1,1,0,1,0,0,0,0,0,1,0,1,1,1,69.113
0,0,1,1,1,1,1,0,1,1,0,1,1,0,69.405
0,1,1,0,0,0,1,0,1,0,0,0,1,0,68.88
0,1,0,1,1,0,1,1,0,1,1,1,0,0,69.111
0,1,1,0,0,1,0,0,1,1,1,1,1,1,69.039
1,0,1,1,0,1,1,0,1,1,0,1,0,0,69.311
0,1,0,1,0,0,1,1,1,0,1,0,0,1,71.084
1,0,1,1,0,0,1,0,1,0,1,1,1,1,68.551
0,0,1,1,0,1,1,0,1,0,1,0,0,1,68.919
0,0,0,1,1,1,0,1,0,1,0,1,0,1,69.599
1,1,1,0,0,0,0,1,1,1,1,1,0,1,71.112
0,1,0,0,0,1,0,0,1,1,0,0,1,0,68.628
1,0,0,1,1,1,1,0,1,0,0,0,1,1,70.827
1,1,0,1,1,1,1,1,0,1,1,1,1,1,70.809
1,0,1,0,0,1,0,0,1,1,1,0,0,1,68.868
0,1,0,1,1,0,1,1,1,1,1,1,0,0,69.167
1,0,0,1,0,1,0,0,0,1,1,0,0,1,69.063
0,1,0,1,0,1,1,1,0,0,1,1,1,0,68.919
1,0,1,1,0,0,0,1,1,0,1,1,1,1,68.899
1,0,1,1,0,0,0,0,1,0,1,1,1,1,70.98
0,1,1,1,1,0,1,1,0,1,0,1,0,1,68.461
1,1,1,1,1,1,1,0,0,0,0,0,0,1,69.088
1,0,0,0,1,0,0,0,1,1,1,0,0,1,69.111
0,0,0,0,1,0,1,0,1,1,1,0,0,0,69.026
0,1,1,1,0,1,1,1,0,1,1,0,1,0,69.966
0,1,1,0,0,0,1,0,1,0,1,1,1,0,71.289
0,0,0,0,0,1,0,0,0,0,0,1,0,1,68.405
1,1,0,0,0,1,1,1,0,0,1,1,1,0,71.041
1,0,0,0,0,0,1,0,0,0,0,1,0,0,69.723
1,1,0,1,1,1,0,1,0,1,0,1,1,0,70.155
0,1,0,1,1,1,1,0,1,1,1,0,1,1,71.289
0,1,0,1,1,0,0,0,0,0,0,0,0,1,69.75
1,1,0,1,0,0,0,1,1,1,0,0,1,0,79.045
0,1,0,1,1,0,0,0,0,0,1,1,1,0,68.855
0,1,1,1,0,1,1,1,1,1,0,0,1,1,70.784
0,0,1,1,1,0,1,1,0,1,1,0,1,1,75.558
1,1,0,0,0,0,1,0,1,1,0,1,0,1,69.373
0,0,0,0,1,0,1,1,0,0,1,1,1,0,68.593
1,1,0,1,0,0,0,0,0,0,1,0,0,0,68.463
0,1,1,0,0,0,1,1,0,1,0,0,1,0,71.713
1,0,1,1,1,1,0,0,1,0,1,0,0,1,68.627
1,1,1,1,0,0,1,0,1,1,1,1,0,0,71.357
1,0,1,0,0,0,1,1,0,0,0,0,0,0,68.519
1,1,1,0,1,1,0,0,1,0,0,0,0,0,69.022
1,1,0,0,1,1,0,0,1,0,0,1,0,0,68.921
0,0,0,1,1,0,1,0,0,1,0,0,0,0,71.606
0,0,0,0,1,1,0,0,1,0,1,1,0,0,70.451
0,0,1,1,0,0,1,1,1,1,1,0,0,1,69.261
1,0,1,0,0,0,0,1,0,1,0,0,0,0,68.818
0,0,1,0,1,1,0,0,1,0,0,1,1,0,70.111
0,0,0,1,1,1,0,1,0,1,0,1,1,1,68.8
1,1,1,1,1,0,1,0,0,1,1,0,1,0,71.805
0,1,1,1,0,1,1,1,0,0,1,1,1,1,69.417
0,0,1,1,0,1,0,0,1,0,0,0,1,0,68.294
0,1,1,1,1,0,0,1,0,0,1,1,0,1,71.08
0,0,1,1,0,0,1,1,0,0,1,0,0,1,69.106
1,1,1,0,1,1,1,0,1,0,0,0,1,0,69.693
1,1,0,0,1,0,1,0,0,1,0,0,0,0,68.729
0,0,1,1,1,1,0,1,0,1,0,1,1,1,69.333
0,0,1,1,1,0,1,0,0,1,1,0,1,1,68.52
0,1,0,0,1,0,0,0,1,1,0,0,1,0,68.595
0,0,1,0,0,0,1,1,0,0,1,1,0,0,72.831
1,1,0,0,0,0,0,1,1,1,1,0,0,0,68.833
0,1,0,0,1,0,0,0,0,1,1,0,1,0,68.928
0,0,1,1,0,0,0,1,0,0,0,0,0,0,69.021
1,0,1,0,1,0,0,0,1,0,0,1,0,0,69.132
1,0,1,1,1,0,0,1,0,0,0,1,1,0,68.794
0,1,1,0,0,0,1,1,0,1,0,0,0,1,68.502
1,0,1,1,0,0,0,0,0,0,1,0,1,0,68.605
1,0,0,0,0,0,1,0,0,1,1,0,1,1,70.636
1,1,1,1,0,1,0,1,0,0,0,1,1,0,68.836
0,1,1,0,0,0,0,0,1,1,1,1,0,0,68.787
1,1,1,1,0,0,0,1,1,1,0,0,0,0,71.476
0,0,0,1,1,0,0,0,0,1,1,0,1,0,68.986
1,1,0,0,1,0,0,0,1,1,0,0,1,0,68.356
0,1,1,0,0,0,1,0,1,1,0,0,1,1,68.799
1,1,1,0,0,1,0,0,1,1,0,1,1,0,68.76
0,1,0,1,0,1,1,1,1,1,1,0,1,1,69.029
0,1,1,0,0,1,0,0,1,0,1,1,0,0,69.166
1,0,0,0,1,1,0,0,1,1,0,1,1,1,68.747
0,0,1,0,0,1,1,1,1,0,1,1,1,0,68.801
0,1,0,1,1,0,1,1,1,0,1,0,0,1,68.74
1,0,1,0,0,0,0,0,1,0,0,0,1,1,71.341
0,1,1,0,0,0,1,0,0,0,0,0,1,1,68.221
0,1,1,0,0,1,0,0,0,1,1,1,1,1,68.415
0,1,0,1,0,0,0,0,0,0,0,0,1,1,68.424
0,0,1,0,1,0,0,1,1,0,1,0,0,0,71.509
1,1,0,0,0,1,1,0,1,0,0,1,0,1,68.799
1,0,0,0,0,0,1,0,1,1,0,0,1,1,68.36
0,1,1,1,0,1,0,0,1,0,1,0,1,0,68.485
0,0,0,1,0,0,0,1,1,0,0,0,1,0,68.683
1,0,1,0,1,0,0,0,0,1,0,1,1,0,68.548
1,0,0,1,1,0,1,0,1,1,1,0,0,1,71.367
1,1,1,0,1,0,1,0,1,1,0,0,1,1,68.721
0,1,1,1,0,0,1,1,1,0,1,1,1,0,68.22
1,1,0,1,1,0,1,1,1,0,0,1,1,0,68.765
1,0,1,0,0,1,0,1,0,1,1,0,1,0,68.865
0,1,0,0,1,0,0,0,1,0,1,0,1,1,70.817
1,0,0,1,1,0,1,0,0,0,1,0,0,0,69.763
1,0,1,0,1,1,1,0,0,1,0,0,0,1,68.77
1,1,1,1,0,0,0,1,1,1,1,1,0,1,70.805
1,1,1,0,0,0,0,1,0,1,0,1,0,0,70.164
1,0,0,1,1,1,0,0,0,0,0,0,0,1,69.039
0,1,1,1,0,0,0,1,1,0,1,1,0,1,68.269
0,1,0,1,1,0,0,0,0,0,0,1,0,1,68.664
0,0,0,0,0,1,1,0,1,1,1,0,0,0,69.35
0,1,1,0,0,0,0,1,0,1,1,0,1,0,69.724
0,1,1,0,1,1,0,0,0,1,0,1,1,1,69.61
1,1,1,1,0,1,1,1,0,1,0,0,1,0,68.675
0,1,0,0,1,0,1,0,1,1,0,1,0,0,69.262
1,1,0,1,0,1,1,0,0,1,1,1,1,0,68.317
1,1,1,0,1,0,1,1,1,0,1,0,0,1,71.241
1,0,0,0,0,1,1,0,1,1,1,1,1,0,68.537
0,0,1,1,0,1,1,1,1,1,1,0,0,0,69.384
0,1,0,1,1,0,1,1,1,0,0,0,1,1,72.06
1,0,1,1,0,0,1,0,1,0,0,1,1,1,68.742
0,1,0,0,1,0,1,0,1,0,0,0,1,1,68.419
1,1,1,1,1,0,1,0,1,1,0,0,0,0,72.209
0,1,0,1,0,0,1,0,0,1,1,1,0,0,68.837
1,1,1,1,1,1,1,1,1,1,0,0,0,0,70.083
0,1,0,1,1,0,1,0,1,0,1,1,0,0,71.57
1,0,0,1,1,0,0,0,0,1,1,0,0,1,73.564
1,1,0,1,0,1,1,0,0,1,1,1,0,0,69.047
0,0,1,1,1,1,0,0,1,0,0,0,0,1,70.726
0,0,1,0,0,0,0,0,1,1,1,1,0,0,71.058
0,0,1,0,0,1,0,0,0,0,1,0,1,0,68.418
1,0,1,0,0,1,1,0,0,1,1,0,0,0,69.916
1,0,0,1,0,0,1,0,1,0,1,1,0,1,68.74
0,0,1,1,1,0,1,0,0,1,1,0,1,0,71.169
1,1,1,1,0,1,1,0,0,0,1,0,1,1,68.308
1,1,0,1,1,1,0,1,0,0,1,1,1,1,68.969
0,1,0,1,1,0,1,0,1,0,0,0,0,0,68.231
1,0,0,0,1,0,1,1,1,0,0,1,1,1,71.368
0,0,1,0,1,1,1,0,0,0,0,1,1,0,68.426
1,0,1,0,0,1,1,0,0,0,1,0,1,0,67.994
0,0,0,0,1,1,0,1,1,1,1,1,0,1,68.271
0,0,0,1,0,1,1,0,0,1,0,0,1,1,68.497
1,1,0,1,0,0,0,0,1,1,1,1,0,0,68.934
0,1,1,1,0,1,0,1,1,0,1,1,1,1,68.617
0,1,1,1,0,1,1,1,0,0,0,1,1,1,68.936
1,0,0,0,0,0,1,0,0,1,0,1,1,0,69.033
1,1,1,0,1,1,1,1,0,0,0,0,1,1,71.155
1,1,1,1,0,0,0,1,1,0,1,0,0,0,68.454
0,0,0,1,0,0,1,1,1,1,0,1,0,0,68.982
0,0,1,1,0,1,0,0,0,1,1,0,1,0,70.544
0,0,0,1,1,0,0,1,0,1,0,1,1,1,69.028
1,1,0,1,1,1,0,1,0,0,1,0,0,1,68.476
1,0,1,1,1,1,1,1,0,1,0,0,0,1,68.148
0,0,1,0,1,0,1,0,1,0,0,0,1,0,71.219
0,1,0,0,0,1,0,0,0,0,0,1,1,0,68.299
0,0,1,0,1,0,0,0,0,1,1,0,0,0,68.594
1,1,0,1,0,1,1,0,1,0,0,0,1,1,70.513
1,0,0,1,0,0,0,1,1,0,1,0,1,1,69.119
1,1,0,1,1,0,1,0,0,1,1,0,0,1,69.012
0,0,0,0,1,0,0,0,1,1,1,0,1,1,69.01
0,1,1,0,0,0,0,1,0,1,0,1,1,1,68.592
1,0,1,0,0,1,0,0,1,0,1,0,0,0,68.51
0,1,0,1,1,1,0,0,1,0,1,0,0,0,67.981
0,1,1,0,0,0,1,0,0,1,1,0,1,1,68.064
1,0,0,1,1,0,1,1,0,1,0,1,1,1,68.416
1,0,1,1,0,1,0,1,1,0,1,1,1,1,68.988
0,0,1,1,1,0,1,1,1,1,1,0,1,1,71.499
1,0,1,1,1,0,1,1,1,0,0,0,0,0,67.77
1,0,1,1,1,1,0,0,0,0,1,0,1,0,68.026
0,0,1,0,0,0,1,1,0,1,0,1,1,0,68.979
1,1,1,0,1,1,1,1,0,0,0,1,1,1,69.319
0,1,0,1,0,1,1,0,1,0,1,0,1,1,68.787
0,1,1,1,0,0,0,0,1,1,1,0,0,0,69.537
0,1,0,1,0,1,0,1,0,0,0,0,1,1,68.476
1,1,0,0,1,0,0,1,0,0,0,1,1,0,70.774
0,1,0,1,1,0,0,0,1,0,1,0,0,1,68.271
0,1,1,0,0,1,1,0,0,1,0,0,0,0,69.264
0,0,1,1,1,1,1,0,0,1,0,1,1,1,68.785
1,0,1,1,1,1,0,1,0,1,0,0,0,1,68.822
1,1,1,0,1,0,1,0,1,1,0,0,0,0,69.175
1,0,0,0,1,1,0,1,1,0,1,1,1,1,68.405
0,1,1,0,1,1,1,1,1,1,1,0,1,1,68.51
0,0,1,0,1,1,1,1,1,0,1,1,0,1,70.939
0,0,1,1,1,0,0,1,1,1,0,1,1,1,68.566
0,0,0,0,1,0,1,1,0,1,0,0,0,0,68.386
1,1,1,1,1,1,1,1,0,0,0,0,1,1,68.826
0,0,1,1,0,0,0,1,1,0,0,0,1,1,68.366
0,0,1,0,1,1,1,0,1,1,1,1,0,0,72.042
0,1,0,1,1,0,0,0,1,1,0,0,1,1,71.078
0,0,1,1,1,0,1,0,0,1,1,1,1,0,68.406
0,0,0,1,0,0,0,0,1,0,1,1,0,1,68.345
0,0,0,0,0,1,1,0,1,1,1,0,0,1,71.099
1,0,1,1,1,1,0,1,1,1,0,1,1,0,69.598
1,0,0,0,1,0,1,1,0,0,1,0,1,0,68.222
1,0,0,0,1,0,1,0,1,0,1,0,1,0,70.737
0,0,0,1,0,1,1,1,0,0,1,1,1,0,68.22
1,1,0,1,1,1,0,1,1,0,0,1,0,1,69.444
0,1,0,0,0,1,1,1,0,1,0,0,1,0,68.479
1,1,1,0,0,1,1,1,1,1,0,1,1,1,68.324
1,1,0,1,1,0,1,1,0,1,0,0,0,1,69.625
0,1,1,0,0,1,0,1,0,0,1,1,0,1,68.507
1,1,1,0,0,1,0,1,0,1,1,1,0,0,69.451
1,1,0,1,1,1,1,0,0,0,1,0,1,0,67.89
1,0,0,0,0,0,1,0,0,1,0,1,1,1,68.726
1,1,0,1,1,0,1,1,0,1,0,1,0,1,71.464
0,1,1,0,0,1,0,0,1,1,0,0,1,1,69.57
1,1,1,1,1,1,1,0,1,1,1,0,0,0,69.18
1,1,1,0,1,1,1,0,1,1,0,0,1,1,71.391
0,0,1,0,1,1,1,1,1,0,0,1,1,1,67.993
1,0,0,1,1,1,1,1,1,1,0,1,0,1,69.812
1,0,1,1,1,0,0,0,1,1,0,0,1,1,71.44
1,0,0,1,1,1,1,0,1,1,1,1,1,0,68.617
0,0,1,1,1,0,1,1,1,1,0,1,0,0,68.285
1,0,0,0,0,0,1,0,1,1,0,0,0,1,68.523
0,1,0,0,1,0,1,0,1,0,0,0,1,0,68.01
1,0,0,1,1,1,0,1,0,0,0,1,1,1,68.629
0,0,1,0,0,1,1,1,1,0,0,0,0,1,72.286
1,1,0,1,1,0,1,1,0,0,1,0,0,0,68.472
0,1,0,0,1,1,1,1,1,0,1,1,0,1,68.692
1,0,1,0,1,0,1,1,1,1,1,0,0,1,68.84
1,0,0,0,1,0,1,1,1,0,1,0,0,1,69.687
0,0,1,1,1,0,1,0,1,1,1,1,0,1,68.697
1,1,1,1,0,0,0,0,0,0,0,0,1,0,67.964
0,1,1,1,1,0,0,1,0,0,0,0,1,1,68.745
1,1,0,1,1,0,1,0,1,0,1,1,0,1,67.788
1,0,1,0,1,1,1,0,1,0,1,1,0,1,68.83
0,0,0,1,0,1,0,0,1,0,0,1,0,0,68.925
0,0,0,1,0,0,1,0,1,0,0,0,0,1,68.597
0,1,1,1,1,0,0,0,1,0,1,1,0,0,68.685
0,1,0,1,0,0,0,0,1,1,1,1,1,0,68.336
0,0,0,1,1,1,0,1,1,1,1,1,1,1,68.965
1,1,1,0,0,0,1,1,0,1,1,1,0,0,69.015
0,1,0,0,0,1,1,1,0,0,1,0,1,0,68.379
1,1,0,1,0,0,0,0,0,0,0,0,1,0,72.683
0,0,1,1,0,0,1,0,1,1,1,1,1,1,71.095
1,1,1,1,1,0,1,0,1,0,1,1,1,1,68.824
1,0,1,1,1,0,0,0,0,1,1,1,0,1,71.175
0,0,0,1,0,0,1,0,1,1,0,0,0,1,70.675
1,0,0,1,0,1,0,0,1,0,1,1,1,1,68.607
1,1,0,0,1,0,1,0,0,0,0,0,1,1,71.996
0,1,1,0,0,1,0,0,0,1,1,1,0,1,68.754
1,1,1,0,0,0,0,0,1,0,0,0,0,1,69.272
0,0,1,0,1,1,0,0,0,0,1,0,0,1,70.408
1,1,1,1,0,1,1,0,0,1,1,0,1,1,69.192
0,1,0,0,1,1,0,0,0,1,1,1,0,0,70.07
0,0,0,1,0,0,0,0,0,1,1,0,0,1,69.823
0,0,1,1,1,1,1,0,0,0,1,1,1,1,70.054
0,0,1,1,0,1,0,1,1,1,1,1,0,1,69.469
0,0,1,0,1,0,1,0,1,1,0,1,0,0,71.213
1,1,1,0,0,1,0,1,0,1,0,0,1,0,71.4
0,1,1,0,0,0,0,1,0,1,1,1,1,1,68.949
0,0,0,1,1,1,0,0,0,1,1,1,1,0,68.527
0,1,0,0,0,1,1,0,1,1,1,1,1,0,70.963
1,1,0,1,0,0,1,1,1,0,1,0,1,0,68.37
1,0,1,0,1,0,1,0,0,1,1,1,1,1,69.131
1,1,0,0,0,1,0,1,0,1,1,0,1,0,69.118
1,1,0,1,1,1,0,0,1,1,1,1,1,0,68.33
0,1,1,1,0,0,0,1,1,1,1,1,0,0,68.694
0,1,1,1,0,1,0,0,0,0,0,0,0,0,69.009
1,0,1,0,0,0,1,0,0,0,1,0,1,0,68.499
1,0,0,0,1,0,1,1,0,1,0,0,0,1,67.992
0,0,1,0,0,1,0,0,0,0,0,0,1,1,68.861
0,1,0,0,1,0,0,0,0,1,0,0,1,1,69.001
0,0,1,0,1,0,1,1,0,0,1,1,0,0,68.365
1,1,0,1,0,0,0,1,0,1,1,1,0,1,69.085
0,0,1,0,0,1,0,0,1,0,0,1,0,1,69.016
0,0,0,1,0,1,1,0,0,0,1,1,0,0,68.913
0,0,1,1,1,0,0,0,1,0,0,0,0,1,68.166
0,1,0,1,1,0,0,0,1,0,1,0,0,0,68.14
1,0,0,0,0,0,1,0,1,0,1,1,1,1,68.981
0,0,0,1,0,0,0,0,0,0,1,0,0,0,68.87
1,1,1,1,0,0,0,0,1,1,1,1,1,0,70.542
0,0,0,0,0,0,1,1,0,0,0,0,1,1,68.618
0,1,0,0,0,1,1,0,1,0,1,1,0,0,69.931
0,0,0,0,1,1,0,1,1,1,0,0,0,0,68.406
0,0,1,0,0,0,1,1,1,0,0,0,0,1,68.353
0,0,1,0,1,0,1,0,0,0,1,1,1,1,68.733
0,0,1,1,0,1,1,1,1,0,0,0,1,0,68.407
0,0,1,0,1,1,0,1,0,1,0,0,1,1,69.146
1,1,0,1,0,0,0,0,0,0,0,1,1,0,68.958
0,1,1,0,0,0,1,0,1,1,0,0,0,0,68.892
1,1,0,1,1,1,0,0,0,1,0,0,0,1,71.513
1,0,1,0,1,1,0,0,1,1,1,0,1,1,68.325
1,0,0,0,1,1,1,0,0,1,1,0,1,1,69.522
1,1,1,0,1,0,1,0,1,1,1,0,0,0,68.649
1,1,0,1,0,0,1,0,0,0,1,0,1,1,68.155
1,1,1,0,0,1,1,0,1,0,0,0,0,0,69.953
1,1,0,0,0,0,0,1,1,0,0,1,1,0,69.878
0,0,1,1,0,0,1,1,0,0,0,1,1,1,70.936
0,1,0,1,0,1,0,1,1,1,1,1,0,1,69.587
0,1,1,0,1,1,0,1,0,1,0,0,1,1,68.754
1,1,1,0,0,1,0,0,0,1,0,1,1,0,68.303
1,0,1,0,0,1,0,0,1,0,1,1,1,1,68.811
1,1,0,1,0,1,0,0,0,1,0,0,1,0,70.725
0,0,1,1,0,1,1,0,0,1,0,1,1,0,70.799
0,1,0,0,1,0,1,1,0,1,0,1,1,1,68.992
0,1,0,1,0,0,0,1,0,1,1,1,0,1,69.241
1,0,1,1,1,0,0,0,1,1,1,0,1,1,68.153
0,1,0,0,0,0,1,0,0,1,1,1,0,1,68.322
0,0,0,1,0,1,1,0,1,1,1,1,1,1,68.83
1,0,0,0,0,1,0,0,1,0,0,1,1,0,68.798
0,0,0,0,0,1,0,0,1,1,1,0,0,1,69.018
1,0,1,1,0,0,1,1,0,1,1,1,1,1,70.66
0,0,0,0,1,0,1,1,0,0,1,1,0,0,71.367
0,1,1,1,1,0,1,1,0,1,1,0,1,0,69.011
0,1,1,0,1,0,1,0,1,0,0,1,1,1,71.176
1,1,0,1,0,1,0,0,1,0,1,0,1,1,70.886
0,0,1,1,1,0,1,1,0,0,0,1,1,1,68.48
1,1,1,0,0,0,0,1,1,0,0,0,1,0,69.523
0,0,0,1,0,1,1,1,1,0,0,1,0,1,69.292
1,1,0,0,0,0,1,0,1,1,1,0,0,1,71.279
0,1,1,0,1,0,0,1,1,0,0,0,0,1,68.529
1,1,0,1,0,1,1,0,0,1,1,1,0,1,69.162
1,1,1,0,1,0,1,0,1,0,0,1,0,0,68.273
0,1,1,0,1,0,0,1,1,1,0,0,0,0,73.002
1,1,0,0,0,0,1,1,0,1,0,0,1,1,68.531
0,1,1,0,1,0,1,1,1,1,0,0,0,1,69.056
0,0,1,0,1,1,0,1,0,0,0,1,1,0,68.139
0,1,0,1,1,1,1,0,1,1,1,1,0,1,68.906
0,0,1,1,0,0,0,0,1,1,0,0,0,0,68.987
1,1,0,0,0,1,0,0,1,0,1,1,0,1,68.863
0,1,0,1,0,1,1,0,1,1,0,0,1,0,68.31
0,0,1,1,0,0,0,1,1,0,1,1,1,0,68.573
0,0,1,1,0,1,0,1,1,0,1,1,0,1,69.678
0,1,0,0,0,1,0,0,1,0,1,0,0,1,68.633
1,0,1,0,0,1,0,1,1,1,0,1,1,1,68.851
0,1,1,1,1,0,0,0,1,0,0,0,0,0,68.647
1,1,0,1,0,1,0,1,0,1,1,0,1,1,68.322
1,1,1,1,1,1,0,1,1,0,0,1,1,0,68.679
0,1,0,1,0,0,0,1,0,0,1,0,0,0,69.638
0,1,0,0,1,0,1,1,1,0,1,1,1,1,72.307
1,1,0,1,0,1,0,0,0,0,0,0,0,1,70.779
0,1,1,0,1,0,1,0,1,0,0,1,1,0,67.918
0,0,0,0,0,1,1,1,0,0,0,0,0,1,68.346
0,1,1,0,0,1,1,1,0,0,0,0,1,1,68.232
1,0,0,1,1,1,0,1,1,0,1,1,1,1,67.939
0,1,0,0,1,1,1,0,0,1,0,0,1,1,68.641
1,0,0,1,1,0,0,0,0,1,0,1,0,1,69.844
0,1,0,0,0,0,0,1,1,0,1,0,0,1,74.911
1,1,1,0,0,1,1,0,0,0,1,0,0,1,68.847
0,1,0,1,0,1,1,0,0,0,1,0,1,0,72.172
1,1,1,0,0,1,0,1,1,1,1,1,0,0,68.537
1,1,0,1,0,1,0,0,1,1,1,0,0,1,69.427
0,0,0,0,1,0,0,1,0,1,1,1,0,1,68.738
1,1,0,1,0,1,0,0,0,0,0,1,0,0,68.637
1,1,1,0,0,1,1,1,0,1,0,0,0,0,69.177
1,1,1,1,0,0,0,0,1,0,0,0,1,0,71.0
1,0,1,1,0,1,0,1,1,1,0,1,0,0,69.337
1,0,0,1,1,1,1,1,0,0,1,1,0,1,69.343
0,0,1,1,0,1,0,1,0,1,1,1,1,0,68.412
1,1,1,0,0,1,0,0,0,1,0,0,1,0,68.848
0,0,1,1,0,0,0,0,0,1,0,0,0,0,68.217
1,1,0,0,0,1,0,0,0,0,1,0,0,1,70.631
0,1,0,1,0,1,0,1,0,0,0,0,0,0,68.996
0,1,1,1,1,1,0,0,1,0,0,1,0,0,68.658
1,0,1,1,1,0,1,0,1,0,1,0,0,1,68.55
0,0,1,1,0,1,1,1,1,0,0,1,0,1,68.643
1,1,1,1,0,0,0,0,0,1,1,1,0,0,69.097
1,1,1,1,1,1,1,0,0,0,0,0,0,0,68.43
0,0,1,0,0,0,0,0,0,0,1,0,1,0,68.939
0,1,1,0,1,1,1,0,0,0,1,0,1,1,71.3
0,0,1,1,1,0,0,0,0,0,0,1,1,0,70.475
1,0,1,1,0,1,1,1,1,0,0,0,1,1,68.748
1,1,0,0,1,0,0,1,1,1,0,0,0,0,70.14
0,1,0,1,0,0,0,1,1,0,0,1,0,1,68.188
1,0,0,0,1,0,1,0,1,0,0,1,0,1,69.433
1,1,0,0,0,1,0,0,1,0,1,0,0,1,70.06
1,0,0,1,0,0,0,1,0,1,1,0,1,0,68.636
0,0,1,1,1,0,0,0,0,0,1,1,0,0,68.711
0,0,0,1,0,1,1,0,1,0,1,0,0,0,68.432
1,1,0,1,1,0,0,0,0,1,0,1,0,1,69.161
0,0,0,0,0,1,1,1,1,0,0,0,0,0,68.95
0,1,1,0,0,1,0,1,0,0,0,0,1,1,68.809
0,0,0,0,0,1,0,1,1,1,0,1,1,0,69.128
1,1,0,0,1,1,0,0,0,1,0,0,1,1,68.963
1,1,0,0,0,1,0,0,1,0,0,1,1,1,68.203
0,1,1,0,1,0,0,0,0,1,0,1,0,1,68.425
1,0,0,0,0,1,1,0,1,0,0,1,0,0,68.41
0,0,1,0,1,1,0,0,1,0,1,1,0,1,68.442
0,1,1,1,0,1,0,0,1,0,1,1,0,0,68.85
0,1,1,1,0,1,1,0,0,1,0,0,1,0,69.298
1,1,1,0,1,1,1,1,0,0,0,0,1,1,69.046
0,1,0,0,0,1,0,0,0,0,0,0,1,1,70.5
0,0,1,0,0,0,1,1,1,1,1,0,0,1,68.563
1,1,0,1,1,1,1,0,0,1,1,0,0,0,70.358
0,1,0,1,0,1,1,1,0,0,0,1,0,0,68.644
1,0,1,1,0,0,1,1,1,0,1,1,0,0,69.242
1,0,0,1,0,0,0,0,0,0,1,0,0,1,70.369
1,1,0,1,0,0,1,1,1,0,0,1,0,0,70.49
1,0,1,1,0,0,0,1,1,0,0,1,0,0,68.31
0,1,0,1,1,1,0,1,0,1,1,0,0,1,69.007
1,1,0,1,1,1,0,1,1,0,0,0,1,0,69.022
1,1,1,1,1,1,0,0,1,0,0,1,1,0,69.055
1,0,1,0,1,0,1,0,1,0,0,1,0,0,70.728
0,0,0,1,1,0,0,1,0,0,0,1,1,1,68.875
0,0,1,0,0,0,0,1,0,0,0,1,0,0,68.357
1,0,1,1,0,1,0,0,0,1,0,0,0,0,68.308
0,0,0,0,1,1,1,1,0,0,0,0,0,0,70.669
1,0,0,1,0,0,0,0,0,1,1,1,0,0,71.343
1,1,1,0,1,0,1,1,0,1,1,0,1,0,70.932
0,1,0,0,0,1,0,1,0,1,1,1,0,0,69.058
1,0,1,1,0,1,1,1,0,1,1,1,0,1,68.375
1,0,0,0,0,0,0,1,0,1,0,1,0,1,71.18
0,0,1,1,1,0,1,1,0,1,0,0,1,1,68.746
0,0,1,1,1,1,0,1,0,1,1,1,0,0,69.105
