SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$readseq
0,0,0,0,0,1,0,0,1,0,0,0,0,1,2.392
1,1,0,1,1,1,0,1,0,0,1,1,1,1,2.384
0,0,1,0,0,1,1,1,0,1,0,1,1,1,2.38
0,0,0,1,1,1,0,0,1,0,1,1,1,0,2.401
0,1,0,0,1,1,0,0,1,0,0,0,0,0,2.429
1,0,0,0,0,1,1,1,0,0,0,1,0,0,2.39
1,1,0,1,0,0,0,1,1,0,0,1,1,1,2.399
1,1,0,0,0,1,1,1,0,0,0,0,1,0,2.402
1,0,0,1,1,0,0,1,1,1,1,1,1,1,2.39
0,1,1,0,1,0,1,1,1,0,0,1,1,1,2.402
0,1,0,1,1,0,1,1,0,0,0,0,1,0,2.379
1,0,0,0,1,1,1,1,1,1,1,0,0,0,2.389
1,0,1,1,0,1,0,1,0,0,1,1,0,1,2.595
1,0,1,0,1,0,0,1,1,0,1,0,0,1,2.43
1,1,1,1,1,1,1,1,1,1,1,0,1,1,2.441
1,1,1,0,1,1,0,0,1,1,0,1,1,1,2.386
0,1,0,1,1,0,0,0,1,0,1,0,0,1,2.399
1,0,1,0,1,1,0,1,1,1,1,0,1,1,2.387
0,0,0,1,1,0,1,1,0,1,1,1,0,0,2.387
1,0,0,0,0,1,0,1,1,0,1,0,0,1,2.397
1,0,1,0,0,1,1,1,1,1,0,0,1,0,2.39
0,0,0,1,0,0,1,1,1,1,1,0,1,1,2.436
0,0,0,0,1,0,1,1,1,1,1,1,0,0,2.374
0,1,1,0,0,0,1,0,1,0,1,0,1,0,2.414
0,1,0,0,1,0,1,0,0,0,1,0,0,0,2.414
1,0,0,1,1,1,0,1,0,1,1,1,1,1,2.602
1,1,0,0,1,0,0,0,1,1,1,1,1,0,2.397
1,1,0,1,0,0,0,0,0,1,0,1,1,1,2.384
0,0,1,1,1,1,1,0,1,1,0,1,1,0,2.378
0,1,1,0,0,0,1,0,1,0,0,0,1,0,2.407
0,1,0,1,1,0,1,1,0,1,1,1,0,0,2.394
0,1,1,0,0,1,0,0,1,1,1,1,1,1,2.363
1,0,1,1,0,1,1,0,1,1,0,1,0,0,2.377
0,1,0,1,0,0,1,1,1,0,1,0,0,1,2.409
1,0,1,1,0,0,1,0,1,0,1,1,1,1,2.395
0,0,1,1,0,1,1,0,1,0,1,0,0,1,2.453
0,0,0,1,1,1,0,1,0,1,0,1,0,1,2.434
1,1,1,0,0,0,0,1,1,1,1,1,0,1,2.389
0,1,0,0,0,1,0,0,1,1,0,0,1,0,2.446
1,0,0,1,1,1,1,0,1,0,0,0,1,1,2.412
1,1,0,1,1,1,1,1,0,1,1,1,1,1,2.391
1,0,1,0,0,1,0,0,1,1,1,0,0,1,2.395
0,1,0,1,1,0,1,1,1,1,1,1,0,0,2.421
1,0,0,1,0,1,0,0,0,1,1,0,0,1,2.395
0,1,0,1,0,1,1,1,0,0,1,1,1,0,2.368
1,0,1,1,0,0,0,1,1,0,1,1,1,1,2.39
1,0,1,1,0,0,0,0,1,0,1,1,1,1,2.413
0,1,1,1,1,0,1,1,0,1,0,1,0,1,2.393
1,1,1,1,1,1,1,0,0,0,0,0,0,1,2.409
1,0,0,0,1,0,0,0,1,1,1,0,0,1,2.406
0,0,0,0,1,0,1,0,1,1,1,0,0,0,2.531
0,1,1,1,0,1,1,1,0,1,1,0,1,0,2.398
0,1,1,0,0,0,1,0,1,0,1,1,1,0,2.377
0,0,0,0,0,1,0,0,0,0,0,1,0,1,2.395
1,1,0,0,0,1,1,1,0,0,1,1,1,0,2.396
1,0,0,0,0,0,1,0,0,0,0,1,0,0,2.387
1,1,0,1,1,1,0,1,0,1,0,1,1,0,2.396
0,1,0,1,1,1,1,0,1,1,1,0,1,1,2.412
0,1,0,1,1,0,0,0,0,0,0,0,0,1,2.392
1,1,0,1,0,0,0,1,1,1,0,0,1,0,2.392
0,1,0,1,1,0,0,0,0,0,1,1,1,0,2.439
0,1,1,1,0,1,1,1,1,1,0,0,1,1,2.428
0,0,1,1,1,0,1,1,0,1,1,0,1,1,2.685
1,1,0,0,0,0,1,0,1,1,0,1,0,1,2.38
0,0,0,0,1,0,1,1,0,0,1,1,1,0,2.397
1,1,0,1,0,0,0,0,0,0,1,0,0,0,2.409
0,1,1,0,0,0,1,1,0,1,0,0,1,0,2.416
1,0,1,1,1,1,0,0,1,0,1,0,0,1,2.423
1,1,1,1,0,0,1,0,1,1,1,1,0,0,2.498
1,0,1,0,0,0,1,1,0,0,0,0,0,0,2.402
1,1,1,0,1,1,0,0,1,0,0,0,0,0,2.398
1,1,0,0,1,1,0,0,1,0,0,1,0,0,2.381
0,0,0,1,1,0,1,0,0,1,0,0,0,0,2.43
0,0,0,0,1,1,0,0,1,0,1,1,0,0,2.396
0,0,1,1,0,0,1,1,1,1,1,0,0,1,2.393
1,0,1,0,0,0,0,1,0,1,0,0,0,0,2.412
0,0,1,0,1,1,0,0,1,0,0,1,1,0,2.387
0,0,0,1,1,1,0,1,0,1,0,1,1,1,2.387
1,1,1,1,1,0,1,0,0,1,1,0,1,0,2.439
0,1,1,1,0,1,1,1,0,0,1,1,1,1,2.486
0,0,1,1,0,1,0,0,1,0,0,0,1,0,2.406
0,1,1,1,1,0,0,1,0,0,1,1,0,1,2.404
0,0,1,1,0,0,1,1,0,0,1,0,0,1,2.428
1,1,1,0,1,1,1,0,1,0,0,0,1,0,2.403
1,1,0,0,1,0,1,0,0,1,0,0,0,0,2.399
0,0,1,1,1,1,0,1,0,1,0,1,1,1,2.434
0,0,1,1,1,0,1,0,0,1,1,0,1,1,2.738
0,1,0,0,1,0,0,0,1,1,0,0,1,0,2.403
0,0,1,0,0,0,1,1,0,0,1,1,0,0,2.393
1,1,0,0,0,0,0,1,1,1,1,0,0,0,2.405
0,1,0,0,1,0,0,0,0,1,1,0,1,0,2.429
0,0,1,1,0,0,0,1,0,0,0,0,0,0,2.401
1,0,1,0,1,0,0,0,1,0,0,1,0,0,2.378
1,0,1,1,1,0,0,1,0,0,0,1,1,0,2.389
0,1,1,0,0,0,1,1,0,1,0,0,0,1,2.398
1,0,1,1,0,0,0,0,0,0,1,0,1,0,2.409
1,0,0,0,0,0,1,0,0,1,1,0,1,1,2.576
1,1,1,1,0,1,0,1,0,0,0,1,1,0,2.395
0,1,1,0,0,0,0,0,1,1,1,1,0,0,2.393
1,1,1,1,0,0,0,1,1,1,0,0,0,0,2.44
0,0,0,1,1,0,0,0,0,1,1,0,1,0,2.442
1,1,0,0,1,0,0,0,1,1,0,0,1,0,2.413
0,1,1,0,0,0,1,0,1,1,0,0,1,1,2.404
1,1,1,0,0,1,0,0,1,1,0,1,1,0,2.377
0,1,0,1,0,1,1,1,1,1,1,0,1,1,2.381
0,1,1,0,0,1,0,0,1,0,1,1,0,0,2.407
1,0,0,0,1,1,0,0,1,1,0,1,1,1,2.46
0,0,1,0,0,1,1,1,1,0,1,1,1,0,2.389
0,1,0,1,1,0,1,1,1,0,1,0,0,1,2.403
1,0,1,0,0,0,0,0,1,0,0,0,1,1,2.611
0,1,1,0,0,0,1,0,0,0,0,0,1,1,2.392
0,1,1,0,0,1,0,0,0,1,1,1,1,1,2.447
0,1,0,1,0,0,0,0,0,0,0,0,1,1,2.404
0,0,1,0,1,0,0,1,1,0,1,0,0,0,2.404
1,1,0,0,0,1,1,0,1,0,0,1,0,1,2.399
1,0,0,0,0,0,1,0,1,1,0,0,1,1,2.4
0,1,1,1,0,1,0,0,1,0,1,0,1,0,2.437
0,0,0,1,0,0,0,1,1,0,0,0,1,0,2.447
1,0,1,0,1,0,0,0,0,1,0,1,1,0,2.399
1,0,0,1,1,0,1,0,1,1,1,0,0,1,2.454
1,1,1,0,1,0,1,0,1,1,0,0,1,1,2.512
0,1,1,1,0,0,1,1,1,0,1,1,1,0,2.39
1,1,0,1,1,0,1,1,1,0,0,1,1,0,2.618
1,0,1,0,0,1,0,1,0,1,1,0,1,0,2.41
0,1,0,0,1,0,0,0,1,0,1,0,1,1,2.532
1,0,0,1,1,0,1,0,0,0,1,0,0,0,2.38
1,0,1,0,1,1,1,0,0,1,0,0,0,1,2.442
1,1,1,1,0,0,0,1,1,1,1,1,0,1,2.416
1,1,1,0,0,0,0,1,0,1,0,1,0,0,2.405
1,0,0,1,1,1,0,0,0,0,0,0,0,1,2.384
0,1,1,1,0,0,0,1,1,0,1,1,0,1,2.397
0,1,0,1,1,0,0,0,0,0,0,1,0,1,2.38
0,0,0,0,0,1,1,0,1,1,1,0,0,0,2.394
0,1,1,0,0,0,0,1,0,1,1,0,1,0,2.423
0,1,1,0,1,1,0,0,0,1,0,1,1,1,2.383
1,1,1,1,0,1,1,1,0,1,0,0,1,0,2.398
0,1,0,0,1,0,1,0,1,1,0,1,0,0,2.398
1,1,0,1,0,1,1,0,0,1,1,1,1,0,2.375
1,1,1,0,1,0,1,1,1,0,1,0,0,1,2.467
1,0,0,0,0,1,1,0,1,1,1,1,1,0,2.439
0,0,1,1,0,1,1,1,1,1,1,0,0,0,2.537
0,1,0,1,1,0,1,1,1,0,0,0,1,1,2.424
1,0,1,1,0,0,1,0,1,0,0,1,1,1,2.391
0,1,0,0,1,0,1,0,1,0,0,0,1,1,2.389
1,1,1,1,1,0,1,0,1,1,0,0,0,0,2.413
0,1,0,1,0,0,1,0,0,1,1,1,0,0,2.419
1,1,1,1,1,1,1,1,1,1,0,0,0,0,2.437
0,1,0,1,1,0,1,0,1,0,1,1,0,0,2.403
1,0,0,1,1,0,0,0,0,1,1,0,0,1,2.43
1,1,0,1,0,1,1,0,0,1,1,1,0,0,2.426
0,0,1,1,1,1,0,0,1,0,0,0,0,1,2.428
0,0,1,0,0,0,0,0,1,1,1,1,0,0,2.442
0,0,1,0,0,1,0,0,0,0,1,0,1,0,2.387
1,0,1,0,0,1,1,0,0,1,1,0,0,0,2.382
1,0,0,1,0,0,1,0,1,0,1,1,0,1,2.388
0,0,1,1,1,0,1,0,0,1,1,0,1,0,2.382
1,1,1,1,0,1,1,0,0,0,1,0,1,1,2.425
1,1,0,1,1,1,0,1,0,0,1,1,1,1,2.438
0,1,0,1,1,0,1,0,1,0,0,0,0,0,2.441
1,0,0,0,1,0,1,1,1,0,0,1,1,1,2.416
0,0,1,0,1,1,1,0,0,0,0,1,1,0,2.437
1,0,1,0,0,1,1,0,0,0,1,0,1,0,2.406
0,0,0,0,1,1,0,1,1,1,1,1,0,1,2.378
0,0,0,1,0,1,1,0,0,1,0,0,1,1,2.379
1,1,0,1,0,0,0,0,1,1,1,1,0,0,2.429
0,1,1,1,0,1,0,1,1,0,1,1,1,1,2.405
0,1,1,1,0,1,1,1,0,0,0,1,1,1,2.381
1,0,0,0,0,0,1,0,0,1,0,1,1,0,2.414
1,1,1,0,1,1,1,1,0,0,0,0,1,1,2.411
1,1,1,1,0,0,0,1,1,0,1,0,0,0,2.426
0,0,0,1,0,0,1,1,1,1,0,1,0,0,2.401
0,0,1,1,0,1,0,0,0,1,1,0,1,0,2.431
0,0,0,1,1,0,0,1,0,1,0,1,1,1,2.388
1,1,0,1,1,1,0,1,0,0,1,0,0,1,2.391
1,0,1,1,1,1,1,1,0,1,0,0,0,1,2.393
0,0,1,0,1,0,1,0,1,0,0,0,1,0,2.394
0,1,0,0,0,1,0,0,0,0,0,1,1,0,2.487
0,0,1,0,1,0,0,0,0,1,1,0,0,0,2.435
1,1,0,1,0,1,1,0,1,0,0,0,1,1,2.42
1,0,0,1,0,0,0,1,1,0,1,0,1,1,2.445
1,1,0,1,1,0,1,0,0,1,1,0,0,1,2.46
0,0,0,0,1,0,0,0,1,1,1,0,1,1,2.386
0,1,1,0,0,0,0,1,0,1,0,1,1,1,2.41
1,0,1,0,0,1,0,0,1,0,1,0,0,0,2.389
0,1,0,1,1,1,0,0,1,0,1,0,0,0,2.481
0,1,1,0,0,0,1,0,0,1,1,0,1,1,2.439
1,0,0,1,1,0,1,1,0,1,0,1,1,1,2.42
1,0,1,1,0,1,0,1,1,0,1,1,1,1,2.405
0,0,1,1,1,0,1,1,1,1,1,0,1,1,2.398
1,0,1,1,1,0,1,1,1,0,0,0,0,0,2.399
1,0,1,1,1,1,0,0,0,0,1,0,1,0,2.381
0,0,1,0,0,0,1,1,0,1,0,1,1,0,2.39
1,1,1,0,1,1,1,1,0,0,0,1,1,1,2.392
0,1,0,1,0,1,1,0,1,0,1,0,1,1,2.447
0,1,1,1,0,0,0,0,1,1,1,0,0,0,2.468
0,1,0,1,0,1,0,1,0,0,0,0,1,1,2.432
1,1,0,0,1,0,0,1,0,0,0,1,1,0,2.409
0,1,0,1,1,0,0,0,1,0,1,0,0,1,2.43
0,1,1,0,0,1,1,0,0,1,0,0,0,0,2.438
0,0,1,1,1,1,1,0,0,1,0,1,1,1,2.399
1,0,1,1,1,1,0,1,0,1,0,0,0,1,2.392
1,1,1,0,1,0,1,0,1,1,0,0,0,0,2.397
1,0,0,0,1,1,0,1,1,0,1,1,1,1,2.424
0,1,1,0,1,1,1,1,1,1,1,0,1,1,2.418
0,0,1,0,1,1,1,1,1,0,1,1,0,1,2.414
0,0,1,1,1,0,0,1,1,1,0,1,1,1,2.385
0,0,0,0,1,0,1,1,0,1,0,0,0,0,2.396
1,1,1,1,1,1,1,1,0,0,0,0,1,1,2.419
0,0,1,1,0,0,0,1,1,0,0,0,1,1,2.396
0,0,1,0,1,1,1,0,1,1,1,1,0,0,2.388
0,1,0,1,1,0,0,0,1,1,0,0,1,1,2.711
0,0,1,1,1,0,1,0,0,1,1,1,1,0,2.38
0,0,0,1,0,0,0,0,1,0,1,1,0,1,2.416
0,0,0,0,0,1,1,0,1,1,1,0,0,1,2.435
1,0,1,1,1,1,0,1,1,1,0,1,1,0,2.515
1,0,0,0,1,0,1,1,0,0,1,0,1,0,2.427
1,0,0,0,1,0,1,0,1,0,1,0,1,0,2.396
0,0,0,1,0,1,1,1,0,0,1,1,1,0,2.415
1,1,0,1,1,1,0,1,1,0,0,1,0,1,2.393
0,1,0,0,0,1,1,1,0,1,0,0,1,0,2.386
1,1,1,0,0,1,1,1,1,1,0,1,1,1,2.382
1,1,0,1,1,0,1,1,0,1,0,0,0,1,2.383
0,1,1,0,0,1,0,1,0,0,1,1,0,1,2.383
1,1,1,0,0,1,0,1,0,1,1,1,0,0,2.477
1,1,0,1,1,1,1,0,0,0,1,0,1,0,2.404
1,0,0,0,0,0,1,0,0,1,0,1,1,1,2.474
1,1,0,1,1,0,1,1,0,1,0,1,0,1,2.411
0,1,1,0,0,1,0,0,1,1,0,0,1,1,2.46
1,1,1,1,1,1,1,0,1,1,1,0,0,0,2.444
1,1,1,0,1,1,1,0,1,1,0,0,1,1,2.393
0,0,1,0,1,1,1,1,1,0,0,1,1,1,2.421
1,0,0,1,1,1,1,1,1,1,0,1,0,1,2.378
1,0,1,1,1,0,0,0,1,1,0,0,1,1,2.387
1,0,0,1,1,1,1,0,1,1,1,1,1,0,2.401
0,0,1,1,1,0,1,1,1,1,0,1,0,0,2.363
1,0,0,0,0,0,1,0,1,1,0,0,0,1,2.399
0,1,0,0,1,0,1,0,1,0,0,0,1,0,2.414
1,0,0,1,1,1,0,1,0,0,0,1,1,1,2.391
0,0,1,0,0,1,1,1,1,0,0,0,0,1,2.911
1,1,0,1,1,0,1,1,0,0,1,0,0,0,2.439
0,1,0,0,1,1,1,1,1,0,1,1,0,1,2.392
1,0,1,0,1,0,1,1,1,1,1,0,0,1,2.411
1,0,0,0,1,0,1,1,1,0,1,0,0,1,2.403
0,0,1,1,1,0,1,0,1,1,1,1,0,1,2.383
1,1,1,1,0,0,0,0,0,0,0,0,1,0,2.379
0,1,1,1,1,0,0,1,0,0,0,0,1,1,2.406
1,1,0,1,1,0,1,0,1,0,1,1,0,1,2.432
1,0,1,0,1,1,1,0,1,0,1,1,0,1,2.437
0,0,0,1,0,1,0,0,1,0,0,1,0,0,2.403
0,0,0,1,0,0,1,0,1,0,0,0,0,1,2.426
0,1,1,1,1,0,0,0,1,0,1,1,0,0,2.469
0,1,0,1,0,0,0,0,1,1,1,1,1,0,2.393
0,0,0,1,1,1,0,1,1,1,1,1,1,1,2.371
1,1,1,0,0,0,1,1,0,1,1,1,0,0,2.389
0,1,0,0,0,1,1,1,0,0,1,0,1,0,2.38
1,1,0,1,0,0,0,0,0,0,0,0,1,0,2.452
0,0,1,1,0,0,1,0,1,1,1,1,1,1,2.376
1,1,1,1,1,0,1,0,1,0,1,1,1,1,2.385
1,0,1,1,1,0,0,0,0,1,1,1,0,1,2.398
0,0,0,1,0,0,1,0,1,1,0,0,0,1,2.391
1,0,0,1,0,1,0,0,1,0,1,1,1,1,2.369
1,1,0,0,1,0,1,0,0,0,0,0,1,1,2.464
0,1,1,0,0,1,0,0,0,1,1,1,0,1,2.407
1,1,1,0,0,0,0,0,1,0,0,0,0,1,2.467
0,0,1,0,1,1,0,0,0,0,1,0,0,1,2.397
1,1,1,1,0,1,1,0,0,1,1,0,1,1,2.413
0,1,0,0,1,1,0,0,0,1,1,1,0,0,2.384
0,0,0,1,0,0,0,0,0,1,1,0,0,1,2.427
0,0,1,1,1,1,1,0,0,0,1,1,1,1,2.396
0,0,1,1,0,1,0,1,1,1,1,1,0,1,2.386
0,0,1,0,1,0,1,0,1,1,0,1,0,0,2.373
1,1,1,0,0,1,0,1,0,1,0,0,1,0,2.423
0,1,1,0,0,0,0,1,0,1,1,1,1,1,2.59
0,0,0,1,1,1,0,0,0,1,1,1,1,0,2.389
0,1,0,0,0,1,1,0,1,1,1,1,1,0,2.424
1,1,0,1,0,0,1,1,1,0,1,0,1,0,2.388
1,0,1,0,1,0,1,0,0,1,1,1,1,1,2.383
1,1,0,0,0,1,0,1,0,1,1,0,1,0,2.401
1,1,0,1,1,1,0,0,1,1,1,1,1,0,2.391
0,1,1,1,0,0,0,1,1,1,1,1,0,0,2.373
0,1,1,1,0,1,0,0,0,0,0,0,0,0,2.4
1,0,1,0,0,0,1,0,0,0,1,0,1,0,2.41
1,0,0,0,1,0,1,1,0,1,0,0,0,1,2.424
0,0,1,0,0,1,0,0,0,0,0,0,1,1,2.441
0,1,0,0,1,0,0,0,0,1,0,0,1,1,2.377
0,0,1,0,1,0,1,1,0,0,1,1,0,0,2.406
1,1,0,1,0,0,0,1,0,1,1,1,0,1,2.412
0,0,1,0,0,1,0,0,1,0,0,1,0,1,2.428
0,0,0,1,0,1,1,0,0,0,1,1,0,0,2.383
0,0,1,1,1,0,0,0,1,0,0,0,0,1,2.409
0,1,0,1,1,0,0,0,1,0,1,0,0,0,2.385
1,0,0,0,0,0,1,0,1,0,1,1,1,1,2.383
0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.405
1,1,1,1,0,0,0,0,1,1,1,1,1,0,2.351
0,0,0,0,0,0,1,1,0,0,0,0,1,1,2.468
0,1,0,0,0,1,1,0,1,0,1,1,0,0,2.409
0,0,0,0,1,1,0,1,1,1,0,0,0,0,2.38
0,0,1,0,0,0,1,1,1,0,0,0,0,1,2.385
0,0,1,0,1,0,1,0,0,0,1,1,1,1,2.385
0,0,1,1,0,1,1,1,1,0,0,0,1,0,2.392
0,0,1,0,1,1,0,1,0,1,0,0,1,1,2.393
1,1,0,1,0,0,0,0,0,0,0,1,1,0,2.457
0,1,1,0,0,0,1,0,1,1,0,0,0,0,2.426
1,1,0,1,1,1,0,0,0,1,0,0,0,1,2.44
1,0,1,0,1,1,0,0,1,1,1,0,1,1,2.382
1,0,0,0,1,1,1,0,0,1,1,0,1,1,2.386
1,1,1,0,1,0,1,0,1,1,1,0,0,0,2.392
1,1,0,1,0,0,1,0,0,0,1,0,1,1,2.421
1,1,1,0,0,1,1,0,1,0,0,0,0,0,2.451
1,1,0,0,0,0,0,1,1,0,0,1,1,0,2.408
0,0,1,1,0,0,1,1,0,0,0,1,1,1,2.391
0,1,0,1,0,1,0,1,1,1,1,1,0,1,2.4
0,1,1,0,1,1,0,1,0,1,0,0,1,1,2.41
1,1,1,0,0,1,0,0,0,1,0,1,1,0,2.413
1,0,1,0,0,1,0,0,1,0,1,1,1,1,2.405
1,1,0,1,0,1,0,0,0,1,0,0,1,0,2.396
0,0,1,1,0,1,1,0,0,1,0,1,1,0,2.397
0,1,0,0,1,0,1,1,0,1,0,1,1,1,2.407
0,1,0,1,0,0,0,1,0,1,1,1,0,1,2.409
1,0,1,1,1,0,0,0,1,1,1,0,1,1,2.378
0,1,0,0,0,0,1,0,0,1,1,1,0,1,2.373
0,0,0,1,0,1,1,0,1,1,1,1,1,1,2.393
1,0,0,0,0,1,0,0,1,0,0,1,1,0,2.371
0,0,0,0,0,1,0,0,1,1,1,0,0,1,2.529
1,0,1,1,0,0,1,1,0,1,1,1,1,1,2.425
0,0,0,0,1,0,1,1,0,0,1,1,0,0,2.447
0,1,1,1,1,0,1,1,0,1,1,0,1,0,2.409
0,1,1,0,1,0,1,0,1,0,0,1,1,1,2.427
1,1,0,1,0,1,0,0,1,0,1,0,1,1,2.406
0,0,1,1,1,0,1,1,0,0,0,1,1,1,2.408
1,1,1,0,0,0,0,1,1,0,0,0,1,0,2.396
0,0,0,1,0,1,1,1,1,0,0,1,0,1,2.402
1,1,0,0,0,0,1,0,1,1,1,0,0,1,2.431
0,1,1,0,1,0,0,1,1,0,0,0,0,1,2.438
1,1,0,1,0,1,1,0,0,1,1,1,0,1,2.439
1,1,1,0,1,0,1,0,1,0,0,1,0,0,2.435
0,1,1,0,1,0,0,1,1,1,0,0,0,0,2.452
1,1,0,0,0,0,1,1,0,1,0,0,1,1,2.381
0,1,1,0,1,0,1,1,1,1,0,0,0,1,2.377
0,0,1,0,1,1,0,1,0,0,0,1,1,0,2.555
0,1,0,1,1,1,1,0,1,1,1,1,0,1,2.371
0,0,1,1,0,0,0,0,1,1,0,0,0,0,2.398
1,1,0,0,0,1,0,0,1,0,1,1,0,1,2.461
0,1,0,1,0,1,1,0,1,1,0,0,1,0,2.397
0,0,1,1,0,0,0,1,1,0,1,1,1,0,2.386
0,0,1,1,0,1,0,1,1,0,1,1,0,1,2.381
0,1,0,0,0,1,0,0,1,0,1,0,0,1,2.446
1,0,1,0,0,1,0,1,1,1,0,1,1,1,2.516
0,1,1,1,1,0,0,0,1,0,0,0,0,0,2.408
1,1,0,1,0,1,0,1,0,1,1,0,1,1,2.38
1,1,1,1,1,1,0,1,1,0,0,1,1,0,2.386
0,1,0,1,0,0,0,1,0,0,1,0,0,0,2.422
0,1,0,0,1,0,1,1,1,0,1,1,1,1,2.392
1,1,0,1,0,1,0,0,0,0,0,0,0,1,2.505
0,1,1,0,1,0,1,0,1,0,0,1,1,0,2.391
0,0,0,0,0,1,1,1,0,0,0,0,0,1,2.471
0,1,1,0,0,1,1,1,0,0,0,0,1,1,2.381
1,0,0,1,1,1,0,1,1,0,1,1,1,1,2.398
0,1,0,0,1,1,1,0,0,1,0,0,1,1,2.41
1,0,0,1,1,0,0,0,0,1,0,1,0,1,2.382
0,1,0,0,0,0,0,1,1,0,1,0,0,1,2.379
1,1,1,0,0,1,1,0,0,0,1,0,0,1,2.404
0,1,0,1,0,1,1,0,0,0,1,0,1,0,2.495
1,1,1,0,0,1,0,1,1,1,1,1,0,0,2.386
1,1,0,1,0,1,0,0,1,1,1,0,0,1,2.382
0,0,0,0,1,0,0,1,0,1,1,1,0,1,2.378
1,1,0,1,0,1,0,0,0,0,0,1,0,0,2.392
1,1,1,0,0,1,1,1,0,1,0,0,0,0,2.402
1,1,1,1,0,0,0,0,1,0,0,0,1,0,2.414
1,0,1,1,0,1,0,1,1,1,0,1,0,0,2.384
1,0,0,1,1,1,1,1,0,0,1,1,0,1,2.421
0,0,1,1,0,1,0,1,0,1,1,1,1,0,2.402
1,1,1,0,0,1,0,0,0,1,0,0,1,0,2.388
0,0,1,1,0,0,0,0,0,1,0,0,0,0,2.426
1,1,0,0,0,1,0,0,0,0,1,0,0,1,2.433
0,1,0,1,0,1,0,1,0,0,0,0,0,0,2.393
0,1,1,1,1,1,0,0,1,0,0,1,0,0,2.395
1,0,1,1,1,0,1,0,1,0,1,0,0,1,2.415
0,0,1,1,0,1,1,1,1,0,0,1,0,1,2.415
1,1,1,1,0,0,0,0,0,1,1,1,0,0,2.372
1,1,1,1,1,1,1,0,0,0,0,0,0,0,2.388
0,0,1,0,0,0,0,0,0,0,1,0,1,0,2.395
0,1,1,0,1,1,1,0,0,0,1,0,1,1,2.462
0,0,1,1,1,0,0,0,0,0,0,1,1,0,2.429
1,0,1,1,0,1,1,1,1,0,0,0,1,1,2.442
1,1,0,0,1,0,0,1,1,1,0,0,0,0,2.394
0,1,0,1,0,0,0,1,1,0,0,1,0,1,2.393
1,0,0,0,1,0,1,0,1,0,0,1,0,1,2.421
1,1,0,0,0,1,0,0,1,0,1,0,0,1,2.4
1,0,0,1,0,0,0,1,0,1,1,0,1,0,2.395
0,0,1,1,1,0,0,0,0,0,1,1,0,0,2.43
0,0,0,1,0,1,1,0,1,0,1,0,0,0,2.402
1,1,0,1,1,0,0,0,0,1,0,1,0,1,2.584
0,0,0,0,0,1,1,1,1,0,0,0,0,0,2.465
0,1,1,0,0,1,0,1,0,0,0,0,1,1,2.444
0,0,0,0,0,1,0,1,1,1,0,1,1,0,2.38
1,1,0,0,1,1,0,0,0,1,0,0,1,1,2.441
1,1,0,0,0,1,0,0,1,0,0,1,1,1,2.376
0,1,1,0,1,0,0,0,0,1,0,1,0,1,2.389
1,0,0,0,0,1,1,0,1,0,0,1,0,0,2.448
0,0,1,0,1,1,0,0,1,0,1,1,0,1,2.412
0,1,1,1,0,1,0,0,1,0,1,1,0,0,2.378
0,1,1,1,0,1,1,0,0,1,0,0,1,0,2.379
1,1,1,0,1,1,1,1,0,0,0,0,1,1,2.387
0,1,0,0,0,1,0,0,0,0,0,0,1,1,2.464
0,0,1,0,0,0,1,1,1,1,1,0,0,1,2.45
1,1,0,1,1,1,1,0,0,1,1,0,0,0,2.435
0,1,0,1,0,1,1,1,0,0,0,1,0,0,2.425
1,0,1,1,0,0,1,1,1,0,1,1,0,0,2.645
1,0,0,1,0,0,0,0,0,0,1,0,0,1,2.391
1,1,0,1,0,0,1,1,1,0,0,1,0,0,2.433
1,0,1,1,0,0,0,1,1,0,0,1,0,0,2.388
0,1,0,1,1,1,0,1,0,1,1,0,0,1,2.416
1,1,0,1,1,1,0,1,1,0,0,0,1,0,2.443
1,1,1,1,1,1,0,0,1,0,0,1,1,0,2.409
1,0,1,0,1,0,1,0,1,0,0,1,0,0,2.423
0,0,0,1,1,0,0,1,0,0,0,1,1,1,2.375
0,0,1,0,0,0,0,1,0,0,0,1,0,0,2.396
1,0,1,1,0,1,0,0,0,1,0,0,0,0,2.398
0,0,0,0,1,1,1,1,0,0,0,0,0,0,2.439
1,0,0,1,0,0,0,0,0,1,1,1,0,0,2.449
1,1,1,0,1,0,1,1,0,1,1,0,1,0,2.433
0,1,0,0,0,1,0,1,0,1,1,1,0,0,2.399
1,0,1,1,0,1,1,1,0,1,1,1,0,1,2.423
1,0,0,0,0,0,0,1,0,1,0,1,0,1,2.377
0,0,1,1,1,0,1,1,0,1,0,0,1,1,2.395
0,0,1,1,1,1,0,1,0,1,1,1,0,0,2.406
1,1,0,0,1,0,0,1,1,0,0,0,1,0,2.385
