SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillseq.6
0,0,0,0,0,1,0,0,1,0,0,0,0,1,113.07
1,1,0,1,1,1,0,1,0,0,1,1,1,1,51.674
0,0,1,0,0,1,1,1,0,1,0,1,1,1,38.931
0,0,0,1,1,1,0,0,1,0,1,1,1,0,28.371
0,1,0,0,1,1,0,0,1,0,0,0,0,0,22.318
1,0,0,0,0,1,1,1,0,0,0,1,0,0,29.726
1,1,0,1,0,0,0,1,1,0,0,1,1,1,26.52
1,1,0,0,0,1,1,1,0,0,0,0,1,0,22.429
1,0,0,1,1,0,0,1,1,1,1,1,1,1,29.379
0,1,1,0,1,0,1,1,1,0,0,1,1,1,28.815
0,1,0,1,1,0,1,1,0,0,0,0,1,0,27.169
1,0,0,0,1,1,1,1,1,1,1,0,0,0,22.3
1,0,1,1,0,1,0,1,0,0,1,1,0,1,28.267
1,0,1,0,1,0,0,1,1,0,1,0,0,1,20.527
1,1,1,1,1,1,1,1,1,1,1,0,1,1,19.273
1,1,1,0,1,1,0,0,1,1,0,1,1,1,25.325
0,1,0,1,1,0,0,0,1,0,1,0,0,1,18.798
1,0,1,0,1,1,0,1,1,1,1,0,1,1,18.23
0,0,0,1,1,0,1,1,0,1,1,1,0,0,24.422
1,0,0,0,0,1,0,1,1,0,1,0,0,1,19.034
1,0,1,0,0,1,1,1,1,1,0,0,1,0,17.632
0,0,0,1,0,0,1,1,1,1,1,0,1,1,16.146
0,0,0,0,1,0,1,1,1,1,1,1,0,0,20.499
0,1,1,0,0,0,1,0,1,0,1,0,1,0,15.716
0,1,0,0,1,0,1,0,0,0,1,0,0,0,15.843
1,0,0,1,1,1,0,1,0,1,1,1,1,1,17.231
1,1,0,0,1,0,0,0,1,1,1,1,1,0,18.252
1,1,0,1,0,0,0,0,0,1,0,1,1,1,20.042
0,0,1,1,1,1,1,0,1,1,0,1,1,0,20.475
0,1,1,0,0,0,1,0,1,0,0,0,1,0,15.553
0,1,0,1,1,0,1,1,0,1,1,1,0,0,19.115
0,1,1,0,0,1,0,0,1,1,1,1,1,1,18.933
1,0,1,1,0,1,1,0,1,1,0,1,0,0,20.662
0,1,0,1,0,0,1,1,1,0,1,0,0,1,16.369
1,0,1,1,0,0,1,0,1,0,1,1,1,1,21.452
0,0,1,1,0,1,1,0,1,0,1,0,0,1,16.239
0,0,0,1,1,1,0,1,0,1,0,1,0,1,20.697
1,1,1,0,0,0,0,1,1,1,1,1,0,1,22.247
0,1,0,0,0,1,0,0,1,1,0,0,1,0,20.241
1,0,0,1,1,1,1,0,1,0,0,0,1,1,18.872
1,1,0,1,1,1,1,1,0,1,1,1,1,1,28.096
1,0,1,0,0,1,0,0,1,1,1,0,0,1,21.838
0,1,0,1,1,0,1,1,1,1,1,1,0,0,28.869
1,0,0,1,0,1,0,0,0,1,1,0,0,1,19.629
0,1,0,1,0,1,1,1,0,0,1,1,1,0,23.566
1,0,1,1,0,0,0,1,1,0,1,1,1,1,24.938
1,0,1,1,0,0,0,0,1,0,1,1,1,1,22.597
0,1,1,1,1,0,1,1,0,1,0,1,0,1,26.096
1,1,1,1,1,1,1,0,0,0,0,0,0,1,19.625
1,0,0,0,1,0,0,0,1,1,1,0,0,1,18.769
0,0,0,0,1,0,1,0,1,1,1,0,0,0,17.076
0,1,1,1,0,1,1,1,0,1,1,0,1,0,14.976
0,1,1,0,0,0,1,0,1,0,1,1,1,0,18.4
0,0,0,0,0,1,0,0,0,0,0,1,0,1,20.668
1,1,0,0,0,1,1,1,0,0,1,1,1,0,18.068
1,0,0,0,0,0,1,0,0,0,0,1,0,0,17.55
1,1,0,1,1,1,0,1,0,1,0,1,1,0,16.964
0,1,0,1,1,1,1,0,1,1,1,0,1,1,15.135
0,1,0,1,1,0,0,0,0,0,0,0,0,1,13.913
1,1,0,1,0,0,0,1,1,1,0,0,1,0,13.629
0,1,0,1,1,0,0,0,0,0,1,1,1,0,15.629
0,1,1,1,0,1,1,1,1,1,0,0,1,1,12.564
0,0,1,1,1,0,1,1,0,1,1,0,1,1,12.628
1,1,0,0,0,0,1,0,1,1,0,1,0,1,14.808
0,0,0,0,1,0,1,1,0,0,1,1,1,0,16.062
1,1,0,1,0,0,0,0,0,0,1,0,0,0,13.564
0,1,1,0,0,0,1,1,0,1,0,0,1,0,12.907
1,0,1,1,1,1,0,0,1,0,1,0,0,1,12.651
1,1,1,1,0,0,1,0,1,1,1,1,0,0,15.292
1,0,1,0,0,0,1,1,0,0,0,0,0,0,12.571
1,1,1,0,1,1,0,0,1,0,0,0,0,0,11.059
1,1,0,0,1,1,0,0,1,0,0,1,0,0,14.416
0,0,0,1,1,0,1,0,0,1,0,0,0,0,11.358
0,0,0,0,1,1,0,0,1,0,1,1,0,0,14.196
0,0,1,1,0,0,1,1,1,1,1,0,0,1,11.373
1,0,1,0,0,0,0,1,0,1,0,0,0,0,11.249
0,0,1,0,1,1,0,0,1,0,0,1,1,0,12.696
0,0,0,1,1,1,0,1,0,1,0,1,1,1,12.651
1,1,1,1,1,0,1,0,0,1,1,0,1,0,11.003
0,1,1,1,0,1,1,1,0,0,1,1,1,1,12.993
0,0,1,1,0,1,0,0,1,0,0,0,1,0,10.152
0,1,1,1,1,0,0,1,0,0,1,1,0,1,12.705
0,0,1,1,0,0,1,1,0,0,1,0,0,1,11.073
1,1,1,0,1,1,1,0,1,0,0,0,1,0,10.989
1,1,0,0,1,0,1,0,0,1,0,0,0,0,10.496
0,0,1,1,1,1,0,1,0,1,0,1,1,1,13.72
0,0,1,1,1,0,1,0,0,1,1,0,1,1,10.519
0,1,0,0,1,0,0,0,1,1,0,0,1,0,10.331
0,0,1,0,0,0,1,1,0,0,1,1,0,0,13.244
1,1,0,0,0,0,0,1,1,1,1,0,0,0,10.138
0,1,0,0,1,0,0,0,0,1,1,0,1,0,10.061
0,0,1,1,0,0,0,1,0,0,0,0,0,0,10.657
1,0,1,0,1,0,0,0,1,0,0,1,0,0,13.288
1,0,1,1,1,0,0,1,0,0,0,1,1,0,12.535
0,1,1,0,0,0,1,1,0,1,0,0,0,1,10.246
1,0,1,1,0,0,0,0,0,0,1,0,1,0,10.731
1,0,0,0,0,0,1,0,0,1,1,0,1,1,11.39
1,1,1,1,0,1,0,1,0,0,0,1,1,0,13.05
0,1,1,0,0,0,0,0,1,1,1,1,0,0,12.962
1,1,1,1,0,0,0,1,1,1,0,0,0,0,11.175
0,0,0,1,1,0,0,0,0,1,1,0,1,0,10.591
1,1,0,0,1,0,0,0,1,1,0,0,1,0,10.447
0,1,1,0,0,0,1,0,1,1,0,0,1,1,10.596
1,1,1,0,0,1,0,0,1,1,0,1,1,0,13.577
0,1,0,1,0,1,1,1,1,1,1,0,1,1,10.696
0,1,1,0,0,1,0,0,1,0,1,1,0,0,13.754
1,0,0,0,1,1,0,0,1,1,0,1,1,1,13.424
0,0,1,0,0,1,1,1,1,0,1,1,1,0,13.47
0,1,0,1,1,0,1,1,1,0,1,0,0,1,10.883
1,0,1,0,0,0,0,0,1,0,0,0,1,1,10.315
0,1,1,0,0,0,1,0,0,0,0,0,1,1,10.285
0,1,1,0,0,1,0,0,0,1,1,1,1,1,12.89
0,1,0,1,0,0,0,0,0,0,0,0,1,1,10.505
0,0,1,0,1,0,0,1,1,0,1,0,0,0,10.742
1,1,0,0,0,1,1,0,1,0,0,1,0,1,13.484
1,0,0,0,0,0,1,0,1,1,0,0,1,1,10.205
0,1,1,1,0,1,0,0,1,0,1,0,1,0,10.304
0,0,0,1,0,0,0,1,1,0,0,0,1,0,11.097
1,0,1,0,1,0,0,0,0,1,0,1,1,0,12.861
1,0,0,1,1,0,1,0,1,1,1,0,0,1,10.234
1,1,1,0,1,0,1,0,1,1,0,0,1,1,11.014
0,1,1,1,0,0,1,1,1,0,1,1,1,0,13.028
1,1,0,1,1,0,1,1,1,0,0,1,1,0,13.119
1,0,1,0,0,1,0,1,0,1,1,0,1,0,11.805
0,1,0,0,1,0,0,0,1,0,1,0,1,1,9.998
1,0,0,1,1,0,1,0,0,0,1,0,0,0,10.732
1,0,1,0,1,1,1,0,0,1,0,0,0,1,11.841
1,1,1,1,0,0,0,1,1,1,1,1,0,1,13.071
1,1,1,0,0,0,0,1,0,1,0,1,0,0,13.068
1,0,0,1,1,1,0,0,0,0,0,0,0,1,10.802
0,1,1,1,0,0,0,1,1,0,1,1,0,1,13.398
0,1,0,1,1,0,0,0,0,0,0,1,0,1,13.323
0,0,0,0,0,1,1,0,1,1,1,0,0,0,10.679
0,1,1,0,0,0,0,1,0,1,1,0,1,0,10.422
0,1,1,0,1,1,0,0,0,1,0,1,1,1,12.745
1,1,1,1,0,1,1,1,0,1,0,0,1,0,10.476
0,1,0,0,1,0,1,0,1,1,0,1,0,0,13.057
1,1,0,1,0,1,1,0,0,1,1,1,1,0,13.144
1,1,1,0,1,0,1,1,1,0,1,0,0,1,10.238
1,0,0,0,0,1,1,0,1,1,1,1,1,0,12.954
0,0,1,1,0,1,1,1,1,1,1,0,0,0,10.242
0,1,0,1,1,0,1,1,1,0,0,0,1,1,10.138
1,0,1,1,0,0,1,0,1,0,0,1,1,1,13.069
0,1,0,0,1,0,1,0,1,0,0,0,1,1,11.166
1,1,1,1,1,0,1,0,1,1,0,0,0,0,10.723
0,1,0,1,0,0,1,0,0,1,1,1,0,0,12.9
1,1,1,1,1,1,1,1,1,1,0,0,0,0,10.076
0,1,0,1,1,0,1,0,1,0,1,1,0,0,13.074
1,0,0,1,1,0,0,0,0,1,1,0,0,1,10.448
1,1,0,1,0,1,1,0,0,1,1,1,0,0,13.413
0,0,1,1,1,1,0,0,1,0,0,0,0,1,10.344
0,0,1,0,0,0,0,0,1,1,1,1,0,0,13.342
0,0,1,0,0,1,0,0,0,0,1,0,1,0,10.125
1,0,1,0,0,1,1,0,0,1,1,0,0,0,10.498
1,0,0,1,0,0,1,0,1,0,1,1,0,1,13.427
0,0,1,1,1,0,1,0,0,1,1,0,1,0,10.401
1,1,1,1,0,1,1,0,0,0,1,0,1,1,10.119
1,1,0,1,1,1,0,1,0,0,1,1,1,1,13.572
0,1,0,1,1,0,1,0,1,0,0,0,0,0,10.579
1,0,0,0,1,0,1,1,1,0,0,1,1,1,13.487
0,0,1,0,1,1,1,0,0,0,0,1,1,0,13.65
1,0,1,0,0,1,1,0,0,0,1,0,1,0,10.152
0,0,0,0,1,1,0,1,1,1,1,1,0,1,12.813
0,0,0,1,0,1,1,0,0,1,0,0,1,1,10.381
1,1,0,1,0,0,0,0,1,1,1,1,0,0,13.869
0,1,1,1,0,1,0,1,1,0,1,1,1,1,13.095
0,1,1,1,0,1,1,1,0,0,0,1,1,1,13.432
1,0,0,0,0,0,1,0,0,1,0,1,1,0,12.979
1,1,1,0,1,1,1,1,0,0,0,0,1,1,10.112
1,1,1,1,0,0,0,1,1,0,1,0,0,0,10.422
0,0,0,1,0,0,1,1,1,1,0,1,0,0,13.83
0,0,1,1,0,1,0,0,0,1,1,0,1,0,10.488
0,0,0,1,1,0,0,1,0,1,0,1,1,1,12.642
1,1,0,1,1,1,0,1,0,0,1,0,0,1,10.334
1,0,1,1,1,1,1,1,0,1,0,0,0,1,11.214
0,0,1,0,1,0,1,0,1,0,0,0,1,0,10.286
0,1,0,0,0,1,0,0,0,0,0,1,1,0,12.701
0,0,1,0,1,0,0,0,0,1,1,0,0,0,10.427
1,1,0,1,0,1,1,0,1,0,0,0,1,1,10.245
1,0,0,1,0,0,0,1,1,0,1,0,1,1,10.127
1,1,0,1,1,0,1,0,0,1,1,0,0,1,10.515
0,0,0,0,1,0,0,0,1,1,1,0,1,1,10.412
0,1,1,0,0,0,0,1,0,1,0,1,1,1,13.041
1,0,1,0,0,1,0,0,1,0,1,0,0,0,10.275
0,1,0,1,1,1,0,0,1,0,1,0,0,0,10.47
0,1,1,0,0,0,1,0,0,1,1,0,1,1,10.225
1,0,0,1,1,0,1,1,0,1,0,1,1,1,13.042
1,0,1,1,0,1,0,1,1,0,1,1,1,1,12.537
0,0,1,1,1,0,1,1,1,1,1,0,1,1,10.382
1,0,1,1,1,0,1,1,1,0,0,0,0,0,10.222
1,0,1,1,1,1,0,0,0,0,1,0,1,0,10.346
0,0,1,0,0,0,1,1,0,1,0,1,1,0,13.057
1,1,1,0,1,1,1,1,0,0,0,1,1,1,12.701
0,1,0,1,0,1,1,0,1,0,1,0,1,1,10.687
0,1,1,1,0,0,0,0,1,1,1,0,0,0,10.295
0,1,0,1,0,1,0,1,0,0,0,0,1,1,10.121
1,1,0,0,1,0,0,1,0,0,0,1,1,0,12.583
0,1,0,1,1,0,0,0,1,0,1,0,0,1,10.241
0,1,1,0,0,1,1,0,0,1,0,0,0,0,10.227
0,0,1,1,1,1,1,0,0,1,0,1,1,1,13.539
1,0,1,1,1,1,0,1,0,1,0,0,0,1,10.619
1,1,1,0,1,0,1,0,1,1,0,0,0,0,10.421
1,0,0,0,1,1,0,1,1,0,1,1,1,1,12.752
0,1,1,0,1,1,1,1,1,1,1,0,1,1,10.309
0,0,1,0,1,1,1,1,1,0,1,1,0,1,14.032
0,0,1,1,1,0,0,1,1,1,0,1,1,1,12.746
0,0,0,0,1,0,1,1,0,1,0,0,0,0,10.52
1,1,1,1,1,1,1,1,0,0,0,0,1,1,10.029
0,0,1,1,0,0,0,1,1,0,0,0,1,1,10.323
0,0,1,0,1,1,1,0,1,1,1,1,0,0,12.836
0,1,0,1,1,0,0,0,1,1,0,0,1,1,10.45
0,0,1,1,1,0,1,0,0,1,1,1,1,0,13.178
0,0,0,1,0,0,0,0,1,0,1,1,0,1,13.281
0,0,0,0,0,1,1,0,1,1,1,0,0,1,10.652
1,0,1,1,1,1,0,1,1,1,0,1,1,0,12.654
1,0,0,0,1,0,1,1,0,0,1,0,1,0,10.279
1,0,0,0,1,0,1,0,1,0,1,0,1,0,10.277
0,0,0,1,0,1,1,1,0,0,1,1,1,0,12.349
1,1,0,1,1,1,0,1,1,0,0,1,0,1,13.234
0,1,0,0,0,1,1,1,0,1,0,0,1,0,10.558
1,1,1,0,0,1,1,1,1,1,0,1,1,1,13.258
1,1,0,1,1,0,1,1,0,1,0,0,0,1,10.633
0,1,1,0,0,1,0,1,0,0,1,1,0,1,13.436
1,1,1,0,0,1,0,1,0,1,1,1,0,0,12.912
1,1,0,1,1,1,1,0,0,0,1,0,1,0,10.296
1,0,0,0,0,0,1,0,0,1,0,1,1,1,12.887
1,1,0,1,1,0,1,1,0,1,0,1,0,1,13.341
0,1,1,0,0,1,0,0,1,1,0,0,1,1,10.039
1,1,1,1,1,1,1,0,1,1,1,0,0,0,10.605
1,1,1,0,1,1,1,0,1,1,0,0,1,1,10.617
0,0,1,0,1,1,1,1,1,0,0,1,1,1,13.621
1,0,0,1,1,1,1,1,1,1,0,1,0,1,13.07
1,0,1,1,1,0,0,0,1,1,0,0,1,1,10.761
1,0,0,1,1,1,1,0,1,1,1,1,1,0,12.6
0,0,1,1,1,0,1,1,1,1,0,1,0,0,12.926
1,0,0,0,0,0,1,0,1,1,0,0,0,1,11.015
0,1,0,0,1,0,1,0,1,0,0,0,1,0,10.421
1,0,0,1,1,1,0,1,0,0,0,1,1,1,13.211
0,0,1,0,0,1,1,1,1,0,0,0,0,1,10.962
1,1,0,1,1,0,1,1,0,0,1,0,0,0,10.548
0,1,0,0,1,1,1,1,1,0,1,1,0,1,12.916
1,0,1,0,1,0,1,1,1,1,1,0,0,1,10.357
1,0,0,0,1,0,1,1,1,0,1,0,0,1,10.827
0,0,1,1,1,0,1,0,1,1,1,1,0,1,13.229
1,1,1,1,0,0,0,0,0,0,0,0,1,0,10.233
0,1,1,1,1,0,0,1,0,0,0,0,1,1,10.251
1,1,0,1,1,0,1,0,1,0,1,1,0,1,12.945
1,0,1,0,1,1,1,0,1,0,1,1,0,1,13.021
0,0,0,1,0,1,0,0,1,0,0,1,0,0,13.107
0,0,0,1,0,0,1,0,1,0,0,0,0,1,10.6
0,1,1,1,1,0,0,0,1,0,1,1,0,0,13.68
0,1,0,1,0,0,0,0,1,1,1,1,1,0,14.43
0,0,0,1,1,1,0,1,1,1,1,1,1,1,12.883
1,1,1,0,0,0,1,1,0,1,1,1,0,0,13.525
0,1,0,0,0,1,1,1,0,0,1,0,1,0,10.102
1,1,0,1,0,0,0,0,0,0,0,0,1,0,9.831
0,0,1,1,0,0,1,0,1,1,1,1,1,1,13.016
1,1,1,1,1,0,1,0,1,0,1,1,1,1,13.09
1,0,1,1,1,0,0,0,0,1,1,1,0,1,13.84
0,0,0,1,0,0,1,0,1,1,0,0,0,1,10.396
1,0,0,1,0,1,0,0,1,0,1,1,1,1,13.703
1,1,0,0,1,0,1,0,0,0,0,0,1,1,10.692
0,1,1,0,0,1,0,0,0,1,1,1,0,1,13.021
1,1,1,0,0,0,0,0,1,0,0,0,0,1,10.527
0,0,1,0,1,1,0,0,0,0,1,0,0,1,10.056
1,1,1,1,0,1,1,0,0,1,1,0,1,1,10.383
0,1,0,0,1,1,0,0,0,1,1,1,0,0,13.007
0,0,0,1,0,0,0,0,0,1,1,0,0,1,11.029
0,0,1,1,1,1,1,0,0,0,1,1,1,1,13.161
0,0,1,1,0,1,0,1,1,1,1,1,0,1,12.922
0,0,1,0,1,0,1,0,1,1,0,1,0,0,13.187
1,1,1,0,0,1,0,1,0,1,0,0,1,0,10.835
0,1,1,0,0,0,0,1,0,1,1,1,1,1,13.201
0,0,0,1,1,1,0,0,0,1,1,1,1,0,12.609
0,1,0,0,0,1,1,0,1,1,1,1,1,0,12.749
1,1,0,1,0,0,1,1,1,0,1,0,1,0,10.856
1,0,1,0,1,0,1,0,0,1,1,1,1,1,13.256
1,1,0,0,0,1,0,1,0,1,1,0,1,0,10.453
1,1,0,1,1,1,0,0,1,1,1,1,1,0,13.774
0,1,1,1,0,0,0,1,1,1,1,1,0,0,13.407
0,1,1,1,0,1,0,0,0,0,0,0,0,0,10.609
1,0,1,0,0,0,1,0,0,0,1,0,1,0,10.193
1,0,0,0,1,0,1,1,0,1,0,0,0,1,11.003
0,0,1,0,0,1,0,0,0,0,0,0,1,1,10.819
0,1,0,0,1,0,0,0,0,1,0,0,1,1,10.107
0,0,1,0,1,0,1,1,0,0,1,1,0,0,13.046
1,1,0,1,0,0,0,1,0,1,1,1,0,1,13.478
0,0,1,0,0,1,0,0,1,0,0,1,0,1,13.207
0,0,0,1,0,1,1,0,0,0,1,1,0,0,13.133
0,0,1,1,1,0,0,0,1,0,0,0,0,1,10.423
0,1,0,1,1,0,0,0,1,0,1,0,0,0,10.068
1,0,0,0,0,0,1,0,1,0,1,1,1,1,12.737
0,0,0,1,0,0,0,0,0,0,1,0,0,0,11.03
1,1,1,1,0,0,0,0,1,1,1,1,1,0,13.591
0,0,0,0,0,0,1,1,0,0,0,0,1,1,10.249
0,1,0,0,0,1,1,0,1,0,1,1,0,0,14.053
0,0,0,0,1,1,0,1,1,1,0,0,0,0,10.807
0,0,1,0,0,0,1,1,1,0,0,0,0,1,11.295
0,0,1,0,1,0,1,0,0,0,1,1,1,1,13.126
0,0,1,1,0,1,1,1,1,0,0,0,1,0,9.897
0,0,1,0,1,1,0,1,0,1,0,0,1,1,10.228
1,1,0,1,0,0,0,0,0,0,0,1,1,0,12.816
0,1,1,0,0,0,1,0,1,1,0,0,0,0,10.575
1,1,0,1,1,1,0,0,0,1,0,0,0,1,10.55
1,0,1,0,1,1,0,0,1,1,1,0,1,1,10.258
1,0,0,0,1,1,1,0,0,1,1,0,1,1,10.286
1,1,1,0,1,0,1,0,1,1,1,0,0,0,10.36
1,1,0,1,0,0,1,0,0,0,1,0,1,1,10.271
1,1,1,0,0,1,1,0,1,0,0,0,0,0,10.232
1,1,0,0,0,0,0,1,1,0,0,1,1,0,13.158
0,0,1,1,0,0,1,1,0,0,0,1,1,1,12.781
0,1,0,1,0,1,0,1,1,1,1,1,0,1,13.491
0,1,1,0,1,1,0,1,0,1,0,0,1,1,10.739
1,1,1,0,0,1,0,0,0,1,0,1,1,0,13.224
1,0,1,0,0,1,0,0,1,0,1,1,1,1,12.811
1,1,0,1,0,1,0,0,0,1,0,0,1,0,10.762
0,0,1,1,0,1,1,0,0,1,0,1,1,0,13.031
0,1,0,0,1,0,1,1,0,1,0,1,1,1,13.001
0,1,0,1,0,0,0,1,0,1,1,1,0,1,13.833
1,0,1,1,1,0,0,0,1,1,1,0,1,1,10.732
0,1,0,0,0,0,1,0,0,1,1,1,0,1,13.579
0,0,0,1,0,1,1,0,1,1,1,1,1,1,13.052
1,0,0,0,0,1,0,0,1,0,0,1,1,0,12.763
0,0,0,0,0,1,0,0,1,1,1,0,0,1,10.754
1,0,1,1,0,0,1,1,0,1,1,1,1,1,12.946
0,0,0,0,1,0,1,1,0,0,1,1,0,0,13.131
0,1,1,1,1,0,1,1,0,1,1,0,1,0,10.073
0,1,1,0,1,0,1,0,1,0,0,1,1,1,13.233
1,1,0,1,0,1,0,0,1,0,1,0,1,1,10.662
0,0,1,1,1,0,1,1,0,0,0,1,1,1,12.594
1,1,1,0,0,0,0,1,1,0,0,0,1,0,10.676
0,0,0,1,0,1,1,1,1,0,0,1,0,1,12.748
1,1,0,0,0,0,1,0,1,1,1,0,0,1,10.778
0,1,1,0,1,0,0,1,1,0,0,0,0,1,10.436
1,1,0,1,0,1,1,0,0,1,1,1,0,1,13.115
1,1,1,0,1,0,1,0,1,0,0,1,0,0,13.064
0,1,1,0,1,0,0,1,1,1,0,0,0,0,10.647
1,1,0,0,0,0,1,1,0,1,0,0,1,1,10.904
0,1,1,0,1,0,1,1,1,1,0,0,0,1,10.635
0,0,1,0,1,1,0,1,0,0,0,1,1,0,13.282
0,1,0,1,1,1,1,0,1,1,1,1,0,1,13.352
0,0,1,1,0,0,0,0,1,1,0,0,0,0,10.248
1,1,0,0,0,1,0,0,1,0,1,1,0,1,13.259
0,1,0,1,0,1,1,0,1,1,0,0,1,0,10.677
0,0,1,1,0,0,0,1,1,0,1,1,1,0,12.873
0,0,1,1,0,1,0,1,1,0,1,1,0,1,12.945
0,1,0,0,0,1,0,0,1,0,1,0,0,1,11.084
1,0,1,0,0,1,0,1,1,1,0,1,1,1,12.816
0,1,1,1,1,0,0,0,1,0,0,0,0,0,10.617
1,1,0,1,0,1,0,1,0,1,1,0,1,1,10.202
1,1,1,1,1,1,0,1,1,0,0,1,1,0,12.756
0,1,0,1,0,0,0,1,0,0,1,0,0,0,10.643
0,1,0,0,1,0,1,1,1,0,1,1,1,1,13.593
1,1,0,1,0,1,0,0,0,0,0,0,0,1,10.345
0,1,1,0,1,0,1,0,1,0,0,1,1,0,12.602
0,0,0,0,0,1,1,1,0,0,0,0,0,1,10.138
0,1,1,0,0,1,1,1,0,0,0,0,1,1,9.971
1,0,0,1,1,1,0,1,1,0,1,1,1,1,12.99
0,1,0,0,1,1,1,0,0,1,0,0,1,1,10.732
1,0,0,1,1,0,0,0,0,1,0,1,0,1,13.063
0,1,0,0,0,0,0,1,1,0,1,0,0,1,10.604
1,1,1,0,0,1,1,0,0,0,1,0,0,1,10.447
0,1,0,1,0,1,1,0,0,0,1,0,1,0,10.575
1,1,1,0,0,1,0,1,1,1,1,1,0,0,13.336
1,1,0,1,0,1,0,0,1,1,1,0,0,1,10.381
0,0,0,0,1,0,0,1,0,1,1,1,0,1,12.835
1,1,0,1,0,1,0,0,0,0,0,1,0,0,12.855
1,1,1,0,0,1,1,1,0,1,0,0,0,0,11.045
1,1,1,1,0,0,0,0,1,0,0,0,1,0,10.334
1,0,1,1,0,1,0,1,1,1,0,1,0,0,13.154
1,0,0,1,1,1,1,1,0,0,1,1,0,1,13.089
0,0,1,1,0,1,0,1,0,1,1,1,1,0,13.847
1,1,1,0,0,1,0,0,0,1,0,0,1,0,10.559
0,0,1,1,0,0,0,0,0,1,0,0,0,0,10.948
1,1,0,0,0,1,0,0,0,0,1,0,0,1,10.318
0,1,0,1,0,1,0,1,0,0,0,0,0,0,10.352
0,1,1,1,1,1,0,0,1,0,0,1,0,0,12.764
1,0,1,1,1,0,1,0,1,0,1,0,0,1,10.357
0,0,1,1,0,1,1,1,1,0,0,1,0,1,13.567
1,1,1,1,0,0,0,0,0,1,1,1,0,0,13.478
1,1,1,1,1,1,1,0,0,0,0,0,0,0,10.446
0,0,1,0,0,0,0,0,0,0,1,0,1,0,10.273
0,1,1,0,1,1,1,0,0,0,1,0,1,1,10.967
0,0,1,1,1,0,0,0,0,0,0,1,1,0,13.08
1,0,1,1,0,1,1,1,1,0,0,0,1,1,10.589
1,1,0,0,1,0,0,1,1,1,0,0,0,0,10.62
0,1,0,1,0,0,0,1,1,0,0,1,0,1,13.143
1,0,0,0,1,0,1,0,1,0,0,1,0,1,13.699
1,1,0,0,0,1,0,0,1,0,1,0,0,1,10.379
1,0,0,1,0,0,0,1,0,1,1,0,1,0,10.137
0,0,1,1,1,0,0,0,0,0,1,1,0,0,12.947
0,0,0,1,0,1,1,0,1,0,1,0,0,0,10.112
1,1,0,1,1,0,0,0,0,1,0,1,0,1,13.67
0,0,0,0,0,1,1,1,1,0,0,0,0,0,10.206
0,1,1,0,0,1,0,1,0,0,0,0,1,1,10.214
0,0,0,0,0,1,0,1,1,1,0,1,1,0,13.555
1,1,0,0,1,1,0,0,0,1,0,0,1,1,10.433
1,1,0,0,0,1,0,0,1,0,0,1,1,1,12.91
0,1,1,0,1,0,0,0,0,1,0,1,0,1,13.22
1,0,0,0,0,1,1,0,1,0,0,1,0,0,12.81
0,0,1,0,1,1,0,0,1,0,1,1,0,1,12.901
0,1,1,1,0,1,0,0,1,0,1,1,0,0,12.739
0,1,1,1,0,1,1,0,0,1,0,0,1,0,10.319
1,1,1,0,1,1,1,1,0,0,0,0,1,1,10.209
0,1,0,0,0,1,0,0,0,0,0,0,1,1,10.7
0,0,1,0,0,0,1,1,1,1,1,0,0,1,10.162
1,1,0,1,1,1,1,0,0,1,1,0,0,0,11.227
0,1,0,1,0,1,1,1,0,0,0,1,0,0,12.668
1,0,1,1,0,0,1,1,1,0,1,1,0,0,13.325
1,0,0,1,0,0,0,0,0,0,1,0,0,1,10.583
1,1,0,1,0,0,1,1,1,0,0,1,0,0,12.955
1,0,1,1,0,0,0,1,1,0,0,1,0,0,12.954
0,1,0,1,1,1,0,1,0,1,1,0,0,1,10.293
1,1,0,1,1,1,0,1,1,0,0,0,1,0,10.522
1,1,1,1,1,1,0,0,1,0,0,1,1,0,13.0
1,0,1,0,1,0,1,0,1,0,0,1,0,0,12.966
0,0,0,1,1,0,0,1,0,0,0,1,1,1,12.684
0,0,1,0,0,0,0,1,0,0,0,1,0,0,12.752
1,0,1,1,0,1,0,0,0,1,0,0,0,0,11.447
0,0,0,0,1,1,1,1,0,0,0,0,0,0,10.087
1,0,0,1,0,0,0,0,0,1,1,1,0,0,13.26
1,1,1,0,1,0,1,1,0,1,1,0,1,0,10.291
0,1,0,0,0,1,0,1,0,1,1,1,0,0,12.765
1,0,1,1,0,1,1,1,0,1,1,1,0,1,12.965
1,0,0,0,0,0,0,1,0,1,0,1,0,1,13.078
0,0,1,1,1,0,1,1,0,1,0,0,1,1,11.075
0,0,1,1,1,1,0,1,0,1,1,1,0,0,12.61
